institution_code,institution_name,email,akreditasi_institusi,link
230,Universitas Internasional Semen Indonesia,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71089
231,Universitas Islam Balitar,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71070
232,Universitas Islam Darul `ulum,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71062
233,Universitas Islam Jember,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71034
234,Universitas Islam Kadiri,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71040
235,Universitas Islam Lamongan,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71067
236,Universitas Islam Madura,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71068
237,Universitas Islam Majapahit,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71066
238,Universitas Islam Malang,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71027
239,Universitas Islam Raden Rahmat,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71084
240,Universitas Kadiri,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71039
241,Universitas Kahuripan Kediri,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71083
242,Universitas Katolik Darma Cendika,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71019
243,Universitas Katolik Widya Karya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71026
244,Universitas Katolik Widya Mandala Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71003
245,Universitas Kepanjen,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71121
246,Universitas KH. A. Wahab Hasbullah,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71081
247,Universitas KH. Bahaudin Mudhary Madura,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71098
248,Universitas Kristen Cipta Wacana,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71029
249,Universitas Kristen Petra,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71002
250,Universitas Lumajang,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71055
251,Universitas Ma Chung,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71074
252,Universitas Maarif Hasyim Latif,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71086
253,Universitas Madani Indonesia,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71122
254,Universitas Madura,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71048
255,Universitas Mayjen Sungkono,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71022
256,Universitas Merdeka Madiun,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71042
257,Universitas Merdeka Malang,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71025
258,Universitas Merdeka Pasuruan,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71031
259,Universitas Merdeka Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71006
260,Universitas Mochammad Sroedji,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71033
261,Universitas Muhammadiyah Gresik,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71059
262,Universitas Muhammadiyah Jember,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71032
263,Universitas Muhammadiyah Lamongan,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71096
264,Universitas Muhammadiyah Madiun,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71102
265,Universitas Muhammadiyah Malang,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71024
266,Universitas Muhammadiyah Ponorogo,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71044
267,Universitas Muhammadiyah Sidoarjo,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71060
268,Universitas Muhammadiyah Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71012
269,Universitas Nahdlatul Ulama Blitar,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71090
270,Universitas Nahdlatul Ulama Pasuruan,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71113
271,Universitas Nahdlatul Ulama Sidoarjo,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71082
272,Universitas Nahdlatul Ulama Sunan Giri,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71088
273,Universitas Nahdlatul Ulama Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71079
274,Universitas Narotama,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71008
275,Universitas Nazhatut Thullab Al-Muafa Sampang,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71110
276,Universitas Nurul Jadid,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71094
277,Universitas Nusantara PGRI Kediri,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71072
278,Universitas Panca Marga,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71038
279,Universitas Pawyatan Daha,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71052
280,Universitas Pesantren Tinggi Darul ulum,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71065
281,Universitas PGRI Adi Buana Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71049
282,Universitas PGRI Argopuro Jember,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71106
283,Universitas PGRI Banyuwangi,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71075
284,Universitas PGRI Delta,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71118
285,Universitas PGRI Jombang,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71115
286,Universitas PGRI Kanjuruhan Malang,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71103
287,Universitas PGRI Madiun,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71091
288,Universitas PGRI Ronggolawe,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71073
289,Universitas PGRI Wiranegara,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71100
290,Universitas Qomaruddin,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71097
291,Universitas Soerjo,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71045
292,Universitas Strada Indonesia,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71120
293,Universitas Sunan Bonang,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71047
294,Universitas Sunan Giri Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71007
295,Universitas Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71004
296,Universitas Teknologi Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71057
297,Universitas Tribhuwana Tungga Dewi,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71061
298,Universitas Tulungagung,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71041
299,Universitas W R Supratman,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71014
300,Universitas Wahidiyah,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71087
301,Universitas Widya Gama,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71030
302,Universitas Widya Kartika,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71017
303,Universitas Wijaya Kusuma Surabaya,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71009
304,Universitas Wijaya Putra,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71011
305,Universitas Wiraraja,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71058
306,Universitas Wisnuwardhana,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71028
307,Universitas Yos Soedarso,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71013
308,Universitas Yudharta Pasuruan,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71069
309,Western Sydney University,,,https://lldikti7.kemdikbud.go.id/detail-perguruan-tinggi/71112
