id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
x69P1hctJwSQI_Mt2irIvBMLrQSaq1Ez3gIqgj6IlPYkbu_mvIk_Ggn8Ds85mVlySVA4Xg==,Kota Semarang,Prov. Jawa Tengah,Unggul,UNISSULA,Aktif,Universitas Islam Sultan Agung,Swasta,54,1 - 201.750.000
ps9_ogr8CbtJl6KNwvOmMlzlvTyz8T2RHBzE5JZXEIUeXuGghHdvxCyBuWXGp7s5_2J5iw==,Kota Kediri,Prov. Jawa Timur,-,-,Alih Bentuk,STMIK Kadiri,Swasta,2,-
MY3SqX1HT2avHh0U26WBhcrdji3wSuDqWJi6fS2CtW5ZwbhOeV9ZdUFUlv_tZUcK3lqwRg==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STMIK Profesional,Aktif,STMIK Profesional Makassar,Swasta,5,3.000.000 - 3.200.000
GsgGnxSDR3E_nVP2LvNyjJT_eVcDDGknd-8Af6AnTVysQ-6AWEmmivq8AzhGyHWrXT0wZw==,Kota Lubuk Linggau,Prov. Sumatera Selatan,-,-,Alih Bentuk,STMIK Musi Rawas,Swasta,3,-
HfvQDvIDCud73EFfvp_3RjYilE8WtGSaWTEuJB2WyG-o3HfUaXfVgo93LvTMu_LJNZ5eaA==,Kab. Bantul,Prov. D.I. Yogyakarta,-,-,Tutup,Akademi Sekretari Dan Manajemen Indonesia Bantul,Swasta,1,-
9OJLG7BTZSeOlaP0PF538cxLBbZMFNHanm8oprgaHjzBw6qtFze5YI2kZjYYlzCDb0u-yA==,Kota Medan,Prov. Sumatera Utara,-,-,Tutup,Sekolah Tinggi Ilmu Ekonomi Al-Hikmah,Swasta,2,-
1ADakjtN75NUuGckaYHwZ0l2umtPTeK0TIAS6lB4G6qQLyKWPkpxwguWbdZsXkurXSkz6Q==,Kab. Pati,Prov. Jawa Tengah,Baik Sekali,STIKES BUP,Aktif,Sekolah Tinggi Ilmu Kesehatan Bakti Utama Pati,Swasta,4,-
559zw0AeYzrtSAw0DA5uDBAXqsFnAe8ootd9X8PuQjLwYP3DmuGY7HqqbkpW4PZMOnH3sg==,Kab. Mamuju,Prov. Sulawesi Barat,Baik,UNIMAJU,Aktif,Universitas Muhammadiyah Mamuju,Swasta,7,1.500.000 - 5.500.000
cSo77V-Dd4H1PJYrlrPBtvMFa9N_onGX1hXLqB32HfbBFNwzbsb8JgOkoNB9H1vVDjmI5A==,Kab. Sidoarjo,Prov. Jawa Timur,B,STKIP PGRI SIDOARJO,Aktif,STKIP PGRI Sidoarjo,Swasta,5,400.000 - 7.000.000
EslE70fxDzUe766TV4V8QMBvjr-EFnklH30ZcxfsuKBKk0VGV40n-GRC-tdPP21tWxaBjQ==,Kota Palembang,Prov. Sumatera Selatan,B,STIE APRIN,Aktif,Sekolah Tinggi Ilmu Ekonomi Aprin,Swasta,2,500.000 - 45.000.000
FHdf4wOFTWJxMznocXpSPUOb47vPjVtyJWKvcRBcCgVzYxkoM4E1FB0ZZjpyL-5dZ1zNEw==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik,-,Aktif,STIBA Indonesia LPI,Swasta,2,-
lPQtn2XBSEoA2-WtyxqFhHTWzKEzB28TYedk__2LvlSocaqVJ2vs8GzIF_bw1VhnFxWl-g==,Kota Bima,Prov. Nusa Tenggara Barat,Baik,STIE BIMA,Aktif,Sekolah Tinggi Ilmu Ekonomi Bima,Swasta,1,1.175.000 - 1.175.000
qLsTW5WPRkBPXgml9_Lanm6qdN0G2B7AWLpkLKTS4fl9L1re8rdCYI-wfKgCWdTpAmBlEA==,Kota Pematang Siantar,Prov. Sumatera Utara,Baik,Akper Kesdam I/BB Pe,Aktif,Akademi Keperawatan Kesdam I/Bukit Barisan Pematang Siantar,Swasta,2,3.900.000 - 3.900.000
EEkWpCVTqzqzJvb0KUHEtzQTqnH_OvC5YCUWSqj_P-R9Ozc4cdkn8HRJ4lpVIfGtA66_Sg==,Kab. Toraja Utara,Prov. Sulawesi Selatan,-,-,Alih Bentuk,STIK Imanuel Indonesia,Swasta,2,-
BhbOFBzAH2wsrnr4aP6jve_8qAj_cEnasuAtSYZ4JY3F1ntjovbBVJ0eCQaRk6MZY-RmHw==,Kota Serang,Prov. Banten,-,-,Aktif,Politeknik Digital Indonesia,Swasta,3,-
d2T3JrzFbI1wWWXyc_7C8NMcaKZ6wynCWMgXyRJtgmpXiLfr96jJII2vZME7ypUovqDETg==,Kota Bukittinggi,Prov. Sumatera Barat,Baik,STBA,Alih Bentuk,STBA Haji Agus Salim,Swasta,3,1.800.000 - 2.400.000
IfRcMon7NAWnJ35L98rBU0Fa4ofuK80nxbeb0kB_4iwXbxH-I8oGM_AKCfJYw5AW5pSKPw==,Kab. Purworejo,Prov. Jawa Tengah,-,Akbid Purworejo,Alih Bentuk,Akademi Kebidanan Bhakti Putra Bangsa Purworejo,Swasta,1,-
Z1rVxVE7JRtIsKR6bcxAFzmE66OtrzM2vC9L3WchdBHZHy5YdkPHQecjEjOOHshzO0yoLw==,Kota Palembang,Prov. Sumatera Selatan,-,-,Tutup,Akademi Kebidanan Sapta Karya,Swasta,1,-
i_pTjyp1LT_k061TTYAcQwTUUqa322UROzypF0OUEoar8tT4gbVr6n91WvZvd0NefmaUCw==,Kab. Jember,Prov. Jawa Timur,Baik,SHB,Aktif,Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa,Swasta,2,4.000.000 - 7.000.000
KL-ATK1DYPBPFtVfjIDid-iXA7XK3AnN6SEJjcTd-GtsEUk9WLVEXHdvpVrf7UTPI1SdKQ==,Kota Medan,Prov. Sumatera Utara,Baik,Poltekkes YRSU Dr.Ru,Aktif,Politeknik Kesehatan YRSU Dr Rusdi,Swasta,4,2.500.000 - 4.000.000
yBz4JwxU6v5MQVONl_Hcrkb0ALKTkjX5tBLb0udWpU98RhhKST_IzO5wh-AUxJwqNgiPVw==,Kab. Sleman,Prov. D.I. Yogyakarta,-,-,Alih Bentuk,Sekolah Tinggi Teknologi Nasional,Swasta,8,-
cqBlGA5ZiXULCFhVvx-rg1ksft8TiAuqdT8mlSY4uNUDzqJqzPhlxGaERH9sNt7jIJ5N8A==,Kota Surabaya,Prov. Jawa Timur,Baik,UTS,Aktif,Universitas Teknologi Surabaya,Swasta,7,3.000.000 - 3.000.000
IDrv5B73f5jo1fMg7HP8ExAyLNoNSOLppnkS6gf2LnYgozCzN1w0hS6Qd0z18hLKwe1ZNA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,AKBID BJS,Tutup,Akademi Kebidanan Bhinneka Jakarta Satu,Swasta,1,-
KSQkmy18gTsLn-HhU5Fb9cRihwIM1-yoQJ4lP1_WfHlXamfV0ixl5rReinXQsiXatiwuyw==,Kab. Bekasi,Prov. Jawa Barat,Baik,USI,Aktif,Universitas Sains Indonesia,Swasta,12,-
GYRM8d5on3eLdM5V0UybDzfaS1r_MbEB0V-uYRC1vdA-S6foJPKL0uy4LQ2LZIhqp-EWOg==,Kab. Cirebon,Prov. Jawa Barat,-,UMMADA,Aktif,Universitas Muhammadiyah Ahmad Dahlan Cirebon,Swasta,14,500.000 - 18.950.000
prDj7UCLo2KobeeEcTrsOAdFwPbA0zrznZ3ip18clCugPem4DccwPA8vI0EtBvGQNyUIyA==,Kab. Ciamis,Prov. Jawa Barat,Baik,Politeknik Perdana M,Aktif,Politeknik Perdana Mandiri,Swasta,3,-
Nj1sSU4Q2UC56e_oneCl0GN2PAiFHjX5r2Le6bdLBNhK9TRfxJlqcJNf0r3neaM75SKkUQ==,Kab. Majalengka,Prov. Jawa Barat,Baik,STIKes YPIB MJL,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan YPIB,Swasta,4,-
iVsD7bs6J2aSRlT6Nw29t4E4wu2s3XOCbvoN8E6vA3mkF9FeDpAJXMZi5Bo9OO7LQWowjA==,Kab. Mamuju,Prov. Sulawesi Barat,-,STIKES SHINTA JAYA,Alih Bentuk,STIKES Shinta Jaya Mamuju,Swasta,1,-
eqgS5bP4xTB2ZvYweHQo_pkoPTnuNuratJLRm0MY6uLfD0aljVl0EqhCi4IuOVGJaDK01g==,Kota Bekasi,Prov. Jawa Barat,Baik,ATRO YAPENPERNUS,Alih Bentuk,Akademi Radiognostik Dan Radioterapi Yapenpernus,Swasta,1,4.500.000 - 5.000.000
ygeTJsgo13-8kVz1z9yNK_c8MO3NU5lofzekQWuMfCo44VqC8mitjkfYABc47j-6bF1Btw==,Kota Tarakan,Prov. Kalimantan Utara,-,ABATA,Alih Bentuk,Akademi Bahasa Asing Permata Hati Tarakan,Swasta,1,-
ZHi3W9pQLeFHDl1NTC-7pTCWVJIB21dU7Nvep3KeMAsGUTYZvWcIiAhKsgQQwNgRiJpW1A==,Kab. Tangerang,Prov. Banten,-,-,Aktif,Akademi Keperawatan Andalusia Jakarta,Swasta,2,9.000.000 - 9.000.000
O1RaKs_5-hJc6G9kVzE0fp4RaTCzBFKBkSLPAux8poG9pXicHfOs0IHUeKHquIUx7d6u7Q==,Kab. Jepara,Prov. Jawa Tengah,Baik Sekali,UNISNU JEPARA,Aktif,Universitas Islam Nahdlatul Ulama Jepara,Swasta,22,500.000 - 9.386.000
FTXeXvdeIjBxTLCVmbB19llJSTfyapPafJL-SPfju9kVQvyf17ArjFqsecqIjdWrTeDDiQ==,Kab. Agam,Prov. Sumatera Barat,-,STIKES CERIA BUANA,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Ceria Buana,Swasta,4,-
RXerORuTrq386ZYsLAEaJBZPbhfqwVxoFIetFWfdt01PSHsJ6ZKKkqZto8FdekIuLGFgKw==,Kab. Subang,Prov. Jawa Barat,-,-,Aktif,Politeknik Bina Global,Swasta,3,-
FgnWqxhH0bEIuUr_TgNL6vPdbz-QL6-Z7A0IohQIfaBjMZnrz7N8vtTh3s9rhIYZJ5fFjQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,-,Tutup,Sekolah Tinggi Manajemen Imni,Swasta,3,-
NIRiw_AmVGpQH7tHvxFMHiAzCUa0pWeJEON2M29L7ZU8Iif0EdoAfudAiHRkM6i05mkFyA==,Kota Kendari,Prov. Sulawesi Tenggara,Baik,-,Aktif,Sekolah Tinggi Manajemen Informatika dan Komputer (STMIK) Bina Bangsa Kendari,Swasta,2,-
j23K1iMuHcVWxWPAAPmPAz36EmqDb39ll9B9uVdeZj-iqDWgGxE93ELSwP--aIMkAUKycA==,Kota Jakarta Barat,Prov. D.K.I. Jakarta,-,STMIK JIT,Tutup,STMIK Jakarta Institute Of Technology,Swasta,2,-
QHssY6awvBL22iClxn10PXtBkjk7x-75P4UkZ0mnwGdouGKmiFED-EBjRR1gAq6UXmGyJg==,Kab. Sumenep,Prov. Jawa Timur,Baik Sekali,UNIJA,Aktif,Universitas Wiraraja,Swasta,19,828.750 - 8.485.000
3bK6fw0LAj0q555oc7b4hQNvFdDq_gtQBKzfM6pLhZgx9HVksvwjVvxU5QYGCpwDvgYGBg==,Kota Denpasar,Prov. Bali,-,AFS,Alih Bentuk,Akademi Farmasi Saraswati Denpasar,Swasta,1,-
UBbvFsIpi76bdJtTifbondmtFcckHBoD2XypenFgBNiM5cUrRr1WsdBUVJQB5a07tySL_g==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik Sekali,UNSIA,Aktif,Universitas Siber Asia,Swasta,5,3.000.000 - 3.000.000
rLsfjaTGeUZ7FbZ4usKJgFq4IaBrCNtFUnEp7ySfiMbmGm2PJXruEc1nED7Kj5YeO544_Q==,Kab. Tegal,Prov. Jawa Tengah,Baik,Akbid Siti Fatimah,Aktif,Akademi Kebidanan Siti Fatimah,Swasta,1,4.200.000 - 4.200.000
zpyQthTaJ4HI-eVwiqrzMVUsjVyNXzb7VLoL_qrdzGyv1Av5GK0x6i2XdyoiZcnpJY-2KA==,Kota Balikpapan,Prov. Kalimantan Timur,Baik,Universitas Mulia,Aktif,Universitas Mulia,Swasta,17,1.400.000 - 4.500.000
lTR9RV7rgEHU4tHdk1Aolzdu8IA5QvQbPYwHWe-1n2obin7kqJphXqkCncZgdTQkPqMWFA==,Kab. Purwakarta,Prov. Jawa Barat,Baik,POLBAP,Aktif,Politeknik Bhakti Asih Purwakarta,Swasta,6,6.125.000 - 6.125.000
PzEEba4L4aldR-tXmYlkEso-5JT4VuIz7aBvyuoh7BZmWWF8U1BDKXP_jmeqPuglmfhW2Q==,Kab. Muara Enim,Prov. Sumatera Selatan,-,-,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Serasan Muara Enim,Swasta,1,-
4t0KptD73qXLQYKjwsdnmjvVcdhyKbzIkKBg1h0aBzZdtXjfgF8oUzhUD8eDs5n0OSLdIQ==,Kab. Bantul,Prov. D.I. Yogyakarta,B,STIPRAM,Aktif,Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta,Swasta,5,200.000 - 14.250.000
QGcVGlUD7naWzMPkazLhTwX2YlmOSTB_ft-7P5WiWlM4XQuLBixZ7PfS8YywYKKY_pF2YQ==,Kota Medan,Prov. Sumatera Utara,-,-,Alih Bentuk,Akademi Kebidanan Widya Husada,Swasta,1,-
RjvmIGcbl13yruVaSIenBo5ZRvWHr05RAMRKH-mfN8-RGd1nqrZTPHWVFTyjgWwoHEETGQ==,Kota Singkawang,Prov. Kalimantan Barat,Baik Sekali,STKIP Singkawang,Alih Bentuk,STKIP Singkawang,Swasta,5,-
Dqf3-IR0ZeuC7Dssl0lxiOcrIp2Y9eQJ8qd1dNu30ghP7_y1p8EF3Sz7DHvDJWihz3Eygg==,Kota Medan,Prov. Sumatera Utara,-,-,Alih Bentuk,Akademi Analis Farmasi dan Makanan Sari Mutiara  (alih  bina,Swasta,1,-
349Rmkko4Ux4vGUWwgPNV5JHM17H4c4qZcAbNiTeQdtbMbOnKwVx9NyPC9Y6C69-0P4Rmw==,Kab. Toraja Utara,Prov. Sulawesi Selatan,-,ITRI,Aktif,Institut Toraja Raya Indonesia,Swasta,6,500.000 - 11.990.000
6E65cTmOl8bk4dhA870RLRocHmPCsfVpzTIiItuITuv4LGF83Qj0IjwbLHI_dwebdCPXjw==,Kota Semarang,Prov. Jawa Tengah,-,IKIP VETERAN SEMARAN,Alih Bentuk,IKIP Veteran Jawa Tengah,Swasta,15,-
cLeE9xqlAo7rCI2zuMOq5tvCtz7gd10BTw4_upbboPXRW8Z43cC6Yg9Hsj5LVxjtGIg69w==,Kota Palopo,Prov. Sulawesi Selatan,Baik,Polidewa,Aktif,Politeknik Dewantara ,Swasta,7,-
oeXxQmtwdjf5MR8BptR6YM4yC2idKl_gck-hwhBYUTkXVdbaQIrOzUzeA5rsC3ktZ0zjhg==,Kab. Bandung Barat,Prov. Jawa Barat,B,UNAI,Aktif,Universitas Advent Indonesia,Swasta,17,2.000.000 - 10.000.000
BgTZQqqqIUe-aJmS3tufffnDaPZRVZ8zTi1l7SD6KtPGlCYWxaSzvcyLoikY8cp3TvibSQ==,Kota Tasikmalaya,Prov. Jawa Barat,Baik,UNPER,Aktif,Universitas Perjuangan Tasikmalaya,Swasta,13,3.000.000 - 4.000.000
2UGJg-AkGRd1TAb-qGlGsHety8kuUWZO06BUxGWPQTLKjpZVPn4wlaVwXKn3QgAlfY1PHw==,Kota Kendari,Prov. Sulawesi Tenggara,-,STIKES-MW KENDARI,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Mandala Waluya Kendari,Swasta,9,-
ogFf0H_zRgAmXxeCF0zLjKeQtZ28KSC3hPNF-oB3wgwBEc5jr29CRU25UyREsm1WPeaWEQ==,Kab. Sampang,Prov. Jawa Timur,-,-,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Nazhatut Thullab Sampang,Swasta,3,-
2-rK5yjwBJM-vV2C7acpmnl_ajDiRpLz4Z-P_hgplFSEPIt5C_411kwhH44wFGDlWAlhhw==,Kota Semarang,Prov. Jawa Tengah,-,-,Alih Bentuk,Akademi Keperawatan Asih Husada Semarang,Swasta,2,-
ioNbIzTHvtdnJ2b6KJMo5bxdiUuOg2bbfJx1RhSWEGaXojEuV4D3vPPgjweiSNBPiyv2WA==,Kab. Bangka,Prov. Bangka Belitung,-,-,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Permata Nusantara,Swasta,2,-
n6v8S8DSJDc7RKBEf8IeCsrEEsktW-KRuzl42bS29KBbA4GL_axFIq92QtfUHT7J0gokHg==,Kab. Bantul,Prov. D.I. Yogyakarta,-,-,Alih Bentuk,Akademi Perawatan Karya Bakti Husada Yogyakarta,Swasta,1,-
rCkAVBmkRPMT1DxxurcXOBCyDltTDt-oa1d9-4ELMwWguhB2Kqxy0A2jFf4WeI8zKVfy8Q==,Kota Makassar,Prov. Sulawesi Selatan,-,-,Aktif,Akademi Kebidanan Nusantara Jaya,Swasta,1,-
bYap2ZR53Nyrof9qrsv-h1UbRMfzak8e9XIl15WqXh1UWDAFHyniQc6w4G5MeXnmg0kcbg==,Kab. Purwakarta,Prov. Jawa Barat,Baik,STT Dr.KHEZ Muttaqie,Alih Bentuk,Sekolah Tinggi Teknologi Dr Kh Ez Muttaqien,Swasta,2,4.500.000 - 4.500.000
8EWfaVSu_r2tIUhT-1pkS9Z6yqiPvmfE0SHethfICwxcILaTP365b9FtcGVZwnGwEVBJZQ==,Kab. Sleman,Prov. D.I. Yogyakarta,-,STIEBBANK,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Bisnis Dan Perbankan,Swasta,2,-
7ECyBLxsvm2gxoWsLVrw1vOLnhJnLYf6gbAHvzf0pqc6gt1k-NYJWrtHaaErcfgsTgqRrg==,Kab. Banyuwangi,Prov. Jawa Timur,-,Akaba,Aktif,Akademi Kelautan Banyuwangi,Swasta,3,-
YBsCUJN5kQyHpedunNdZvAA7aA2P1HCYYRcjtmYHuAV9JJiGuWB2OdYOAL9X2NXIzVDFZA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,STIP-AN,Aktif,Sekolah Tinggi Ilmu Pemerintahan Abdi Negara,Swasta,3,350.000 - 5.000.000
xowYcg-pGP0LEiqHbs6QgIJp-5XfYJT9kIKWWOXTpZRrm2y-Px7AsMBPl6_RV9BqKnpEEg==,Kota Bengkulu,Prov. Bengkulu,Baik,STIKES TMS,Aktif,Sekolah Tinggi Ilmu Kesehatan (STIKES) Tri Mandiri Sakti Bengkulu,Swasta,8,7.020.000 - 9.500.000
wnRdu0VRst1BBZydE9qCCv_MgekGBojXi8n6z_loNszDWPCqEUMHu4ow2h-2kxA2Ti0_Rg==,Kota Medan,Prov. Sumatera Utara,Baik,UBD MEDAN,Aktif,Universitas Budi Darma,Swasta,6,2.500.000 - 30.000.000
dryNHPu3whOl5lIiH1b2vELc4DEBni1ibZYefyybIGxmXnbBOPq_eEuHvFuX2VMaf8bBqQ==,Kab. Sidenreng Rappang,Prov. Sulawesi Selatan,-,Stisipm Sidrap,Alih Bentuk,STISIP Muhammadiyah Rappang,Swasta,3,-
5cKbUIeqdl1SNrX81_J3hmMCj7tUhAtfNlPEhYMU6gANZRcmvvR5UIS4gCunMht9LBh6jQ==,Kab. Sumbawa,Prov. Nusa Tenggara Barat,Baik,UNSA,Aktif,Universitas Samawa,Swasta,20,255.000 - 16.500.000
92rptJgRI_yprUNgBvXRTTsEQnW7YBb6xvpTIpbazdMfdgV-xtpBsrbcIoL2FoQyU9KwTg==,Kab. Banjar,Prov. Kalimantan Selatan,Baik,STIKes Intan Mtp,Aktif,Sekolah Tinggi Ilmu Kesehatan Intan Martapura,Swasta,6,2.400.000 - 4.000.000
XZC8p2zWeXix3_g1vVk0yGUautkgfJm336HYIH6unTEoqZ88-FeSa6e2yWCZY6CHSu24BQ==,Kab. Karawang,Prov. Jawa Barat,Baik Sekali,UBP Karawang,Aktif,Universitas Buana Perjuangan Karawang,Swasta,14,-
WdXfuBXyPqT2iVbdAEJpqUESarxck9Hl0COCIQ_rXJ8oJh8dN-9J3Up_kNZfR2ME7AeIng==,Kota Palu,Prov. Sulawesi Tengah,Baik,STMIK ADHI GUNA,Aktif,STMIK Adhi Guna,Swasta,2,2.600.000 - 5.720.122.046
NFn2r05GFDxJBAMSl4J2keIqrBiz2mlB6ADhSbDIwa7hAN2m2sxSygTaodMffmG_YiIkjA==,Kota Denpasar,Prov. Bali,-,STD Bali,Alih Bentuk,Sekolah Tinggi Desain Bali,Swasta,4,-
fMtd81UUcu9zM35Ma_vv3p5rrK2MzdIZ_2HyE6sRlPBVEqFMePyzB35HjUgc_qib13N6Bw==,Kota Denpasar,Prov. Bali,-,STIKOM Bali,Alih Bentuk,STMIK - STIKOM ,Swasta,3,-
4-Fy6duUgYbzc9cOMNZE_DchPAVzo2PguW2flv15ayfZuThKHrrbXdOmWyarV3UB4Nu58g==,Kab. Muna,Prov. Sulawesi Tenggara,Baik,-,Aktif,Politeknik Paramata Raha,Swasta,3,2.500.000 - 2.500.000
rbBc4Nfzibmeqbx1NCyvPBYv3PgRjRZZFB2vaHEsmDLIEuYqbFvBEC6R9sYgT6xHK57HXw==,Kab. Pidie,Prov. Aceh,-,AKL-JG,Alih Bentuk,Akademi Kesehatan Lingkungan Jabal Ghafur,Swasta,1,-
FioYAUgqLn-PwTFPEsYkssGMBR0yG2dfW89aKTB34fN2Rv1AFzqR-e-DYaE-fGaxWiDxOQ==,Kota Bandung,Prov. Jawa Barat,Baik,IDE LPKIA,Aktif,Institut Digital Ekonomi LPKIA,Swasta,7,6.500.000 - 7.100.000
noMtPYOqpx4sKKpL1H4He9mujhbvZNw7TRkrnrZNgO2ospfHpcJ3Fh8QCRpif-4MT4y9mA==,Kab. Badung,Prov. Bali,Baik Sekali,UNDHIRA,Aktif,Universitas Dhyana Pura,Swasta,20,6.750.000 - 6.750.000
KF_eNtsB3OxgBDYUvv4ax0rKoY8AoZAh--cqUzTC73fzhPRG0XPa-O0qzIhsC_lx-Y-dpA==,Kota Kendari,Prov. Sulawesi Tenggara,Baik Sekali,UMW,Aktif,Universitas Mandala Waluya,Swasta,12,-
0go7g2FJupQbHaZ4bA9cVD60lg949j7ontdi7aMuIRW1yk9_mhFAZoGwM1DboHd9w7k8aA==,Kab. Aceh Barat,Prov. Aceh,Baik,STIMI Meulaboh,Aktif,Sekolah Tinggi Ilmu Manajemen Indonesia Meulaboh,Swasta,2,2.400.000 - 2.400.000
RseXE4Zc7reDj87Wq4o8A0XkcsnYO3kVz5JGkVFfKFGfmcxTsN9XnCDUc35IzQpLq3YnkQ==,Kab. Tanah Bumbu,Prov. Kalimantan Selatan,Baik,Polibali,Aktif,Politeknik Batulicin,Swasta,4,2.400.000 - 2.500.000
9RjTqJXy1PDTUNZUJIwlHBRxFcHIeZM88rVPf0qRkugXBrFvWnuSf-QblWv6uNZ3T54ApA==,Kota Bukittinggi,Prov. Sumatera Barat,C,STIE Haji Agus Salim,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Haji Agus Salim,Swasta,5,-
Dxr65jWynaAJWKPTQh18bollhefcc7hnj6aT89xEK_4PsnrPRZxN-0hX8b2czIe-vZ1itA==,Kota Denpasar,Prov. Bali,Baik,ITEKES BP,Aktif,Institut Teknologi dan Kesehatan Bintang Persada,Swasta,7,2.400.000 - 6.500.000
zNbj5hZumD9qdmZ2gFesqaT4Z1-tL8kPbKjr9Te0xjEm-Modw4wJR2oPFyXl2Vn5Gv_ijQ==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik Sekali,-,Alih Bentuk,Institut Teknologi dan Bisnis Kalbis,Swasta,12,-
l5uYJBfapTF4C1rYbTXAtW_whbGS7zMt1dsDIN5ejEcbjmuf_KtX0uerjVedIn5IPzFOEg==,Kab. Serang,Prov. Banten,Baik,UF,Aktif,Universitas Faletehan,Swasta,19,2.200.000 - 17.000.000
TrZQQqShQg07O4GXeLtEAZYXrIYZB3Q62c7e_v9JZtZ3_zVHC8JwoosE1HlCz3A_Fidd1Q==,Kab. Kuningan,Prov. Jawa Barat,Baik Sekali,UM Kuningan,Aktif,Universitas Muhammadiyah Kuningan,Swasta,14,1.000.000 - 6.880.000
PpE2Ch8TkF5zFnAkDhPBOsnWW4fhZASFerH1cNZKHNYIcbdbm7EIgmuZGwpxa_QJET-T_g==,Kota Palangka Raya,Prov. Kalimantan Tengah,-,STIP Bunga Bangsa,Alih Kelola,Sekolah Tinggi Ilmu Pendidikan Bunga Bangsa,Swasta,2,-
Ov5eJw7DL7cXlMu7_eEGyzMVuUunxNVEREaxWVsEAlF7mWs9sn_7WVonKI7FZadpkCBKUQ==,Tidak Diisi,Prov. D.I. Yogyakarta,-,-,Alih Bentuk,Akademi Keperawatan Bethesda Yakkum,Swasta,1,-
4oQ8EDQRDRcwPuK441Mip_rY1WV2_3GAS3ytF2EZcClfdT4_cAaB_guR7qMxecIXFRqu1w==,Kota Mataram,Prov. Nusa Tenggara Barat,Baik Sekali,STIKES MATARAM,Aktif,Sekolah Tinggi Ilmu Kesehatan Mataram,Swasta,5,4.000.000 - 9.500.000
uSXu5KHLnKDBbIwLo_oKfioAOoDgi9XcFGygM5Klt1QFn7SsHb4Qu31ho7E_mDMFMijKNQ==,Kab. Jayawijaya,Prov. Papua,Baik,STKIP Kristen Wamena,Aktif,STKIP Kristen Wamena,Swasta,3,2.500.000 - 9.000.000
OQfJ_iflMmDBDmdU0IyEoUeO5PCyF-BDfqGFLkWds7WBr597tu3lDTLeS4rN9qY3kpqujw==,Kota Makassar,Prov. Sulawesi Selatan,-,-,Aktif,AMIK Makassar,Swasta,1,-
k0pbWfXwAtJeqbh3CXAE5OYf6lRNxkc3-GniM32QpTst97jvMroWUpwaYhsqaO9wzxzYFA==,Kota Jambi,Prov. Jambi,Baik Sekali,UBR,Aktif,Universitas Baiturrahim,Swasta,12,-
vTG69XvRU4I0SCCkjWbpURoflmm6e2BlqPCCBKENE7BLxyuEslAWa9lXegakXf9z2tJfvg==,Kota Kendari,Prov. Sulawesi Tenggara,-,ATK,Alih Bentuk,Akademi Teknik Kendari,Swasta,1,-
kQ968zWH-4ciiQkj7jg6WpMNz6XfGhnJepj4y_s0kzcaHAIWkwmOkjq2Ib-8tbYuRAR7Jw==,Kab. Indramayu,Prov. Jawa Barat,Baik,-,Aktif,Universitas Darul Ma`arif,Swasta,6,2.500.000 - 2.500.000
GJ7Ifv20NaZ_VmR-zCk_1w_RgB8VlFtlBTooVDq9Ze9p71CtFXjfRSsRVq33ONw54poleA==,Kota Pangkalpinang,Prov. Bangka Belitung,-,AKPER Pangkalpinang,Alih Bentuk,Akademi Keperawatan Pangkalpinang,Swasta,1,-
EWtE5PNUWPOUrKYYTXJeu2s26jPO2Yk5McEiQvUWRhK7TpEakYqoUKExbcbBEiHLp9ybGw==,Kota Kendari,Prov. Sulawesi Tenggara,-,-,Aktif,AMIK Yapenas Kendari,Swasta,4,-
K9ryLL1mPrMWI7r2HraoPyd_yAdLa0UH6QGpcHUizSTHO6z26b1bntGrWpD6__u2FeDi-g==,Kota Bekasi,Prov. Jawa Barat,Baik,UNPERTI,Aktif,Universitas Pertiwi,Swasta,13,150.000 - 10.450.000
BHtzcRgci7BTdXwCT4wBUeCbpQjMoTPe2eWkH-q0zcs_mlKf1wo7jnwJDnxo88-yg69PaA==,Kota Bogor,Prov. Jawa Barat,Baik,AKATELKOM,Aktif,Akademi Telekomunikasi Bogor,Swasta,1,4.000.000 - 4.000.000
lsWgl1BPAM-4_h56ucjOg1fAySVtxiixQEm4QrF_hQa5mbyd7tCiebCih9mzI3S1l2Nqew==,Kota Kediri,Prov. Jawa Timur,Baik,AKBID DHARMA HUSADA ,Alih Bentuk,Akademi Kebidanan Dharma Husada Kediri,Swasta,1,-
