id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
iYSXZFhvBKQsXpdDE4qYf63lO2hiRcF0Ca5eT6dQ4z5qriWrfl7TomAvLVw3mxMDwS1_Kw==,Kota Manado,Prov. Sulawesi Utara,-,AKPAR Manado,Aktif,Akademi Pariwisata Manado,Swasta,1,-
dymbYh6-0ift7hgftQlWeWL8qrVlIFY13ggAKsANL9H1VAp8YdlSsleJnijsLzpaKBg6ag==,Kota Jambi,Prov. Jambi,-,STIKes Prima,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Prima,Swasta,3,-
fqoAOV_uTD26EBVhMY0IlOJM_ZPfRIwM_B2aTPbHGS1R4v_fUxeobHAbyb9niRf1WW2H4g==,Kota Tarakan,Prov. Kalimantan Utara,Baik,Poltek Kaltara,Aktif,Politeknik Kaltara,Swasta,3,3.500.000 - 5.000.000
24eNSXss77WLsMHsAqbBzhiSkEHeViYeYgNc5d55YCA8z4owJQZF-xLG7pjgrkijNWnL5g==,Kota Palembang,Prov. Sumatera Selatan,-,STT Musi,Alih Bentuk,Sekolah Tinggi Teknik Musi,Swasta,4,-
H5IHTOb4MDjXDcmZb-ESWCRqABt1jqGw7rkRw28vKvzKPKKD1OllBsSkohEgtGFMrKBHJg==,Kota Manado,Prov. Sulawesi Utara,Baik,STIE Eben Haezer Man,Aktif,Sekolah Tinggi Ilmu Ekonomi Eben Haezer Manado,Swasta,2,800.000 - 4.800.000
TofVvoh6aular4HHBIpejUZOOuQlpriR_QFBWTq06lXn8UrLzM-MgTLpE0lKryYkPsXv4w==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,-,Tutup,Politeknik Global Indonesia,Swasta,3,-
SCh8-xlqVx2S04k-1DtECr_GrOT_1jY85kN3r5uK67lejwHVuHJNvSW_4QTQPQX8aPTCpw==,Kab. Aceh Tenggara,Prov. Aceh,-,-,Tutup,Sekolah Tinggi Ilmu Teknik Gunung Leuser,Swasta,3,-
H5mXHfQXdRmqvuCTsPeBBVYOkgQ0KnxXOiOQR-CM4QX-Ga-5t634OGxrKS9-t5Fi2k26Kg==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,AKPER Yayasan RS Jak,Alih Bentuk,Akademi Keperawatan Rumah Sakit Jakarta,Swasta,1,-
9hbV9zE5SzGcqMSMkB4u1_GF0zmYi83_2r3PV6VtJPxDhzjR7qPSCkhddqSAYAi625DWMA==,Kota Bengkulu,Prov. Bengkulu,Baik,Kampus AAMP,Aktif,Akademi Akuntansi dan Manajemen Pembangunan,Swasta,1,2.400.000 - 2.400.000
lxMpAuugIRTE3DckkBaSEXp89T2PcU-INdDx2FDeuTgCShTPp3ISUyX-w0Uf78t4FoPcIQ==,Kota Tasikmalaya,Prov. Jawa Barat,B,STIKes BTH TASIKMALA,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Bakti Tunas Husada,Swasta,5,-
6wMVaZxVRX28zThU-f3Zwt1W6mJ_xnTVmAlXXgvfyxIQUCsWDwskC0gy355K1gmjoa7R8w==,Kab. Cirebon,Prov. Jawa Barat,Baik,UNVANS,Aktif,Universitas An Nasher,Swasta,8,5.530.000 - 7.220.000
A9S6c5rZT4gwk-nCe94oS84AY0KLh-wvCMq3_sk43XCrZ5jxwGx1-5OgyIf1YG7Z16mhVQ==,Kota Denpasar,Prov. Bali,Baik,AKABA Denpasar,Aktif,Akademi Keuangan Dan Perbankan Denpasar,Swasta,1,-
S686-57B9CktQys_pq7mfYeAYlcwDQlCTiIsEaX8rIfYPjbLaGQBS88zq252it64z8EuYQ==,Kab. Konawe,Prov. Sulawesi Tenggara,-,AKFAR KONAWE,Alih Bentuk,Akademi Farmasi Konawe,Swasta,1,-
Co0oYXYPaO3te-kVm57dkuP9wYXP0epqsl-vc_p2ACpy0rY0bAuUB8rq7Q9FDTQNy5lfsQ==,Kota Mataram,Prov. Nusa Tenggara Barat,Baik,UPATMA,Aktif,Universitas 45 Mataram,Swasta,6,2.100.000 - 2.100.000
vxDT992hlwVcIC5m3W3LwAPBtAOdiZszrWKgbXdvY3lE08NJjse2xywpillzQv5R3iEixw==,Kota Denpasar,Prov. Bali,Baik Sekali,Stikes Wika,Aktif,STIKES Wira Medika Bali,Swasta,5,1 - 15.000.000
DxDqY-2tQ_h2fsgTwQOeppzqdmw13IRP3bUTwGTtfSbSpKgAndWrTRbB7Cv_WXvcl9JHyQ==,Kab. Minahasa Utara,Prov. Sulawesi Utara,-,ASMI Klabat,Alih Bentuk,Akademi Sekretari Manajemen Indonesia Klabat,Swasta,1,7.072.000 - 7.072.000
mV9I7e-q8YT6fGS84U2M1dsSudpLBqYtXz1asoxh-_avxavqbYCGfBo4FSR_Jmgc8-LjLQ==,Kota Medan,Prov. Sumatera Utara,-,POLITEKNIK IT&B,Alih Bentuk,Politeknik IT&B Medan,Swasta,6,-
l4-H_Q_oY4CeCFg7J2UfeS_63EecccHlL6E0FrXpK6fgRrQhY4K2SHA1oriB-9MyuxT8iA==,Tidak Diisi,Prov. Kepulauan Riau,-,-,Alih Bentuk,Universitas Maritim Raja Ali Haji,Swasta,9,-
kCilioeT7TJLMTYMFeIuWwn7TCHpE5NJR5AOEbrkxu_fW43dtTegVkbcERLKfUuuBQqXXg==,Kab. Lombok Timur,Prov. Nusa Tenggara Barat,Baik,UGR,Aktif,Universitas Gunung Rinjani,Swasta,7,2.400.000 - 2.400.000
gT5cX2F9jyrXu3bB7sPB3bh43CRB7trVAyMTsDjiplUele52ejpSU59xzHRAdjPZEs8xBQ==,Kab. Sukoharjo,Prov. Jawa Tengah,Baik,ITB AAS,Aktif,Institut Teknologi Bisnis AAS Indonesia,Swasta,9,1.650.000 - 9.850.000
sQZDnNuQjoTpnNwnV0ix2XQUNz8rqvUdkRhZBcoRl9ruKqMClU056SGrLlPXh_aclrF8CA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,STIKOM-IMA,Alih Bentuk,Sekolah Tinggi Ilmu Komunikasi Indonesia Maju,Swasta,2,-
XnUz1WdPnCrNpTrsQC1jnxcB2juQCE9MhTeacWuaufBfm8uc7L-ALwTSIOclZW2MGKlIkg==,Kab. Kolaka Utara,Prov. Sulawesi Tenggara,Baik,intens mku,Alih Bentuk,Institut Teknologi dan Sains Muhammadiyah Kolaka Utara,Swasta,3,1.000.000 - 2.000.000
9YbNZcwKhKvZqzK_GdZbNjiyMNpCH_rVSUiq6YDywEDspBihqh-i4ly-6eteS8Kn0imLHQ==,Kota Palu,Prov. Sulawesi Tengah,Baik,-,Aktif,Institut Teknologi Kesehatan dan Bisnis Graha Ananda,Swasta,4,-
86RM57SbFt4pAlFvQgc6gkuaNXnyB7FHH0VB5touo0meineIE-bEEfY6cf79XILuH57F2g==,Kota Denpasar,Prov. Bali,-,ABA New Media,Tutup,Akademi Bahasa Asing New Media,Swasta,1,-
e0KNiKnZVg3tRNl1a9tgpJo_H87cdks4ySO2Xigqn7cFtbgKQaGhY8MxtuQ73Sadg55SDg==,Kab. Banyuwangi,Prov. Jawa Timur,-,Polida Blokagung,Aktif,Politeknik Darussalam Blokagung,Swasta,5,-
cr9e2OPdw2N80dvStM49rJAvDnUQOsWj6972jITZ8Y1sYbtPoe-Vjt_AvA7JNbqOz73rmA==,Kab. Maluku Tengah,Prov. Maluku,Baik,STKIP Gotong Royong ,Aktif,STKIP Gotong Royong Masohi,Swasta,3,1 - 1
V0ZjdJwDphU0BVziPJxka2HVX_ROhA_5t3uMtviTsbRJXSt8CU3uQQoxAtjrQrW9ATZ0aA==,Kota Bandung,Prov. Jawa Barat,Baik,AKPAR BSI BANDUNG,Aktif,Akademi Pariwisata (AKPAR) Bina Sarana Informatika Bandung,Swasta,3,3.000.000 - 4.500.000
8KX6ggDTg5Y8zCbX8wh9P15JMeo5XS0qabUgJ7HkO8MdQ9MG5FDMjDXhua1KeewCk2ogqg==,Kab. Garut,Prov. Jawa Barat,-,AMIK Garut,Aktif,Akademi Manajemen Informatika Dan Komputer Garut,Swasta,3,-
9V4hqSegfsj4p-8lfIxMLhj-SsZG-bXumtoSUsuzKk2UAju0cDkSeQpuJFYwCRgTvpG-iw==,Kota Yogyakarta,Prov. D.I. Yogyakarta,-,-,Alih Bentuk,Akademi Pariwisata Buana Wisata Yogyakarta,Swasta,1,-
vPa8eBb4KTyIPsdyknvIdjZtUW-C4oWGRppYqFN5Ka90DlJsPFEb0A2MyHXYM61EdQbvYA==,Kab. Bangli,Prov. Bali,-,STKIP Suar Bangli,Alih Bentuk,STKIP Suar Bangli,Swasta,3,-
CjAkrVAdSHanuTNp-2CQYNlpE-tJmd99B2eX1TxUDxyzmvTA_cxT9AGkFoeGDfxxqellIw==,Kab. Deli Serdang,Prov. Sumatera Utara,-,-,Alih Bentuk,Akademi Kebidanan Deli Husada Delitua Medan,Swasta,1,-
4YDbiKo3d_Xg_8KjYj135JftZ7vlSEtrsbDCZWjx6BBk-LR4Gn9QwONF_N54baU_UwcgFQ==,Kota Prabumulih,Prov. Sumatera Selatan,-,Akbid Budi Mulia Pra,Alih Bentuk,Akademi Kebidanan Budi Mulia Prabumulih,Swasta,1,-
XPIZl-2sVD2rt9hkrpf6vpSH_OIEWV5nqFMn_6p_z345cHox_CqHAXuuJv4sdp5vEc2cBw==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STIK STELLA MARIS,Aktif,Sekolah Tinggi Ilmu Kesehatan Stella Maris Makasar,Swasta,7,350.000 - 16.050.000
44HkF4jOFANTEVABOapIjW_OHtlGRGEhQ9_hG20GrxeV6xFxlcM4Sl_jOziIAHdN5IUH_g==,Kota Magelang,Prov. Jawa Tengah,Baik,AKATIRTA,Aktif,Akademi Teknik Tirta Wiyata,Swasta,1,200.000 - 4.500.000
hH65DKCmQES0DUEXf-3BEuX-gbeKJs5PlzH6ryf3zGFiw5NpIuSL9WDbs-XNhogPtDkymw==,Kab. Merangin,Prov. Jambi,Baik Sekali,-,Aktif,Universitas Merangin,Swasta,17,1.520.000 - 3.500.000
xxRUgTCvWjpKMFc4w_cqryN3Yt-HJOPO62_4brbhKHAWE6enE5YW7bIresh_cFR3ErOuAQ==,Kota Surakarta,Prov. Jawa Tengah,B,UNIBA,Aktif,Universitas Islam Batik,Swasta,11,150.000 - 5.400.000
qBxt6C2UBBC8J9zSLeuwiBOvChBTsmnP4j2owNggNuTrFxVW510UuIRkvHUNeD49yAsL7g==,Kota Malang,Prov. Jawa Timur,Baik,STIKMA,Aktif,Sekolah Tinggi Teknologi Stikma Internasional,Swasta,5,2.950.000 - 2.950.000
ejF14whW0kg8vir77gNlcS6LD5idc0onEe-UcLk3Ap_H-zswmfyFI2nyofNypvLvidBYnw==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,-,Tutup,Akademi Keperawatan YPDR,Swasta,1,-
MAzGk4v3gMaLJcFfXA093BHM7qQNXB4VkR0VSSfruCM_Q3SwWw7d39E1mNJQr8_dl-2XIw==,Kota Surabaya,Prov. Jawa Timur,-,STIE Perbanas Suraba,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya,Swasta,6,-
nRBa71uOzQnDtqWIP9B2cHK5rfK1MYEQ_ZEbkneCArjQI8cFNWP5SsRTzBPUl0q49LrAdA==,Kab. Lampung Utara,Prov. Lampung,-,-,Aktif,Akademi Bahasa Asing Dian Cipta Cendikia,Swasta,1,-
Cdt0DIppMa6jbrO4dfBd-cc6InRncs7-WEgAmBUbzWusgzWhLfsqN4xAwauwSv593zlHKQ==,Kota Bandar Lampung,Prov. Lampung,-,-,Alih Bentuk,Akademi Akuntansi Dan Manajemen Mitra Lampung,Swasta,3,-
OkXsaoBAGJdVO0jt66-jngJWaL-ufdSt9tgpxVd01gBdbz5WFPl5UvgVIDLuENc4zwiSEg==,Kota Medan,Prov. Sumatera Utara,Baik,-,Aktif,Sekolah Tinggi Ilmu Kesehatan Binalita Sudama,Swasta,6,8.000.000 - 8.000.000
SbARLNgMNasKqA3ZIj3NjMxviFbG8f0f-sfISBd57g0V_F-SPxbmNtJOTbS4Yi9aRge_7w==,Kota. Kotamobagu,Prov. Sulawesi Utara,Baik,IKTGM,Aktif,Institut Kesehatan dan Teknologi Graha Medika,Swasta,8,1.500.000 - 2.500.000
l49C_Wxj8Pb8hMj1cJesaj_fgoMInE0U8B3YE0_VwJNOJyU-BdzZ7J0OliepR29-36Z7JA==,Kota Lubuk Linggau,Prov. Sumatera Selatan,Baik,STIEBI PRANA PUTRA,Aktif,Sekolah Tinggi Ilmu Ekonomi dan Bisnis Prana Putra,Swasta,1,-
xTQWmjbrfMBy9BNBodVvQIi4tLmy1rzCJG1hVkXE5TXwPxpGRnnjqQW5S64-G-ZgKTqjPg==,Kota Medan,Prov. Sumatera Utara,-,-,Alih Bentuk,Akademi Farmasi Indah Deli Serdang,Swasta,1,-
-PFgkzbOt3qHwOARNoiOcHxuEOnHPvIsWRljnsRQM8se8hOyCIW1ymCnJcgdhElDftPsdQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Unggul,UNAS,Aktif,Universitas Nasional,Swasta,49,1.000 - 25.500.000
8nWHus6bOjb6edXGk_zfiF1cYu5Y4YuuaJLzI_GyQRlKaQX-u7VVRKcAX2imCRPuvHOBxg==,Kota Makassar,Prov. Sulawesi Selatan,-,STISIP 17-8-1945,Tutup,STISIP 17-8-1945 Makassar,Swasta,2,-
nbRyQwHI3JJtUn2KjWAD5kUAFVtdYIX80z8S-6vpSrvIO6wUJpV6d1E2rpZuzNo67IIUkw==,Kab. Barito Utara,Prov. Kalimantan Tengah,Baik,POLIMAT,Aktif,Politeknik Muara Teweh,Swasta,3,2.400.000 - 2.750.000
cF_PKyZAt6FVgZPMGHl8cPF9UyJt1acKQVv9v5rfuvKjXWkM_FMRaEH1woUePTCb7rUtSA==,Kota Madiun,Prov. Jawa Timur,-,-,Alih Bentuk,Politeknik Madiun,Swasta,5,-
KUKxtAbwEVwAMyR-Y61crufZiSorsiZ1GDAiHGbYj9d9yk567ghiN7GU2UrnvHwzMIZ-gw==,Kab. Bondowoso,Prov. Jawa Timur,Baik,AKADEMI KEBIDANAN DH,Aktif,Akademi Kebidanan Dharma Praja Bondowoso,Swasta,1,4.500.000 - 4.500.000
HM50gkdaC_Ab_Z9XNbGJvXMTCrGR188JJdQ27ZSWS-ASQOT0YRpkuf0XawWvGVJlxJbBXA==,Kota Bandung,Prov. Jawa Barat,Baik Sekali,-,Aktif,Institut Kesehatan Immanuel,Swasta,9,5.000.000 - 13.500.000
bo-kUuIC9Nz7jo9u9ZlB9mdujj5nVKibdDCZICoKK_S9p0UWDM8eHV1Pj8WM8L99ygz1EA==,Kota Tebing Tinggi,Prov. Sumatera Utara,-,-,Tutup,STIKES Adiwangsa Tebing Tinggi,Swasta,3,-
OwSJGxLv1pcBrXAiwU3VOMOJ5A2cq_ed6q48vuTvsJVRAfF-I9fLNnMc7Jy2MJvs11PNVw==,Kab. Banyumas,Prov. Jawa Tengah,-,ITTP,Alih Bentuk,Institut Teknologi Telkom Purwokerto,Swasta,14,2.400.000 - 25.500.000
t-XLe2xiHkYwNVZ4hLGOTAQ31aJANEP4tvQXiPmN1_aWop2-mT414ycENkMOjIcRAWfWAw==,Kota Kupang,Prov. Nusa Tenggara Timur,Baik,UPG 1945 NTT,Aktif,Universitas Persatuan Guru 1945 NTT,Swasta,11,1.500.209 - 1.501.903
TDTVuny6VcVgAwme2H9DagV-EdOP6n0EYLPRA23MUu_IMUG6VcCWiwaZVBsLhq99_pvT7A==,Kab. Lombok Tengah,Prov. Nusa Tenggara Barat,-,-,Aktif,Politeknik Sains Global,Swasta,3,-
sjS58stkRcwQlnwpfCFWyVTv4fxC54F8g1oSynC23QE5VHLlevw9MYIaqjfTPbB_MEtdig==,Tidak Diisi,Prov. D.I. Yogyakarta,-,-,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Respati,Swasta,6,-
X4ExHwOv8QjyB2TiodcCjWQ05Y1lTeA5aJ8Dq_LQbyS4UI51i8J-kMU07QMxihEqqbB4sQ==,Kab. Indramayu,Prov. Jawa Barat,-,Polindra,Alih Bentuk,Politeknik Indramayu,Swasta,6,-
-G7NNbn2SJrzmBv9bCOqBHyFEvYe2AwTjjVGx6Au2BbCspsOdF2dzbCHBzKk8X_1d3ePHw==,Kab. Banyumas,Prov. Jawa Tengah,-,Akbid Perwira Husada,Tutup,Akademi Kebidanan Perwira Husada Purwokerto,Swasta,1,-
9TN62nQMdaLor1t82v_udRWc91OzBuC_REmoqq0AtpXQX9tWsi7nZQHa1XqLU5O_iS3bag==,Kab. Lumajang,Prov. Jawa Timur,B,STKIP PGRI LUMAJANG,Aktif,STKIP PGRI Lumajang,Swasta,2,800.000 - 4.800.000
cYRriSHcSYKfAu59fJyI3dNpO68-Y7MHIQs_APkOfIh0nWsNJk_kIwzbu4RoTjVZkICdvg==,Kota Malang,Prov. Jawa Timur,Baik Sekali,-,Aktif,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,Swasta,4,1.000.000 - 8.000.000
rGSHrGXp1nhcmM1n2qZkKzLUN_GxqinHtUvwEuUL0FomLGzIPOwbS0_Dgyk7pEhOTJZJyA==,Kota Jakarta Utara,Prov. D.K.I. Jakarta,Baik,-,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Sismadi,Swasta,2,-
vvQf9yxY1f13gpkM-DW4I7-4yvwu4eSKWIS-iOZGopjwMzbpmcJAmLKLNc_p8I3tAD_OXw==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,-,Aktif,Universitas Siber Indonesia,Swasta,5,10.000.000 - 10.000.000
6I86XRiqTvukzcExFPnuC5FAtvb3mMRLRy_PZ-vwKd37JdU8j7EBuxBGM8IU_YTL3FkRjA==,Kab. Labuhan Batu,Prov. Sumatera Utara,-,-,Alih Bentuk,Akademi Kebidanan Ika Bina Labuhan Batu,Swasta,1,-
wOH5Gqz3qG7GIZ-C1bIWbk2gm6xIFCkqJty_n4mfVDkPDe52_gXXmZrIKMKXN9YwVGScLQ==,Kota Bandung,Prov. Jawa Barat,Unggul,ITENAS,Aktif,Institut Teknologi Nasional Bandung,Swasta,18,250.000 - 48.085.000
ZslGaOfGrFT2n7BZQx5USrXzg2216uzOdn2Kzd5_S38O4qtOfJHFvf8grFtxuXukl0kFSQ==,Kota Semarang,Prov. Jawa Tengah,-,-,Tutup,Akademi Manajemen Indonesia Semarang,Swasta,2,-
8T1JNkSFVZzw-zmtIIHRHGG2IbJfb-fIYTDRg2O6DiYRyQ7E7vmi00lr3kkxSXKJC00GIg==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,-,Tutup,Akademi Pariwisata Krisanti Widya Mandiri,Swasta,1,-
MwiH4niJUkDnRka59u26fuND5WhgdHfmibPwOPu4rJU9eLx0LZvJkFMFIT8jwVRH1oohKg==,Kota Medan,Prov. Sumatera Utara,-,STIKESSU,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Sumatera Utara,Swasta,7,-
T0l7QEdwkPh9SLuLDFcv_IC4bSsHgwVlk3xLFlpuh_0vICprRnkIp8qrynkdoo9vp-fdTA==,Kab. Mojokerto,Prov. Jawa Timur,Baik,-,Aktif,Akademi Keperawatan Dian Husada,Swasta,1,3.300.000 - 4.300.000
CzBL5omhWmUAgcFl6RnsHBKcg1quOIEMPeVnQ3zecxuKJKDs7g_8xgBpjrAJ_AeTa_mNSQ==,Kota Semarang,Prov. Jawa Tengah,Baik Sekali,UNIMAR AMNI,Aktif,Universitas Maritim AMNI,Swasta,10,100.000 - 15.000.000
G_48NZplvPVRjgq-DcmYLYfUrKqQYmjjhL9Yisuu6ekD-6OFZUsJwcSFOq-Cepn50fKMBg==,Kota Palu,Prov. Sulawesi Tengah,Baik,STIFA PELITA MAS PAL,Alih Bentuk,Sekolah Tinggi Ilmu Farmasi dan  Pengetahuan Alam Pelita Mas Palu,Swasta,2,-
BxlcXXoA0VVMgf6Z8eReS1vZTnuWSqKZrwIBf13fTd8vQNqCFm80f_EouZF8DvLpIXSo8g==,Kota Medan,Prov. Sumatera Utara,-,-,Tutup,STKIP Riama,Swasta,10,-
hxEk8Ls9NlmLSZY6KILWnTlxlsfrHHzsGDxR8AL77rgvRrv_HDo_EcLe4sv1q3hkdhUevw==,Kota Makassar,Prov. Sulawesi Selatan,-,-,Alih Bentuk,Akademi Teknik Elektromedik Muhammadiyah Makassar,Swasta,1,-
bORD9LaaOvAMD18AGsdYJXnS_G9PZ3TIRaNXC4iewkYz9jy1CzX3Q-Eo3u5jGzati1NBfQ==,Kab. Kudus,Prov. Jawa Tengah,Baik,Akbid MNU Kudus,Aktif,Akademi Kebidanan Muslimat Nahdlatul Ulama Kudus,Swasta,1,4.000.000 - 4.250.000
GaZYWlthSsyZ29XJrsEXjpjxcP8NRKFG4MG38Sidh_bCCtzjH7w2jMft9LinfDB7BAAYOA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,-,Aktif,Akademi Sekretari Interstudi,Swasta,1,-
L3fOlc1wNjvITQBfT92ORTMD3EeWWDpzq3sio8jAYV0CUxsSujvkC5MGZNhipY12lLx_nA==,Kab. Bandung,Prov. Jawa Barat,Unggul,Tel-U,Aktif,Universitas Telkom,Swasta,94,1 - 25.000.000
LwGpFjUjokLNB1qDA5hBYrNMTFC_A0tFSCfqflLB2BBk7QyPfLJ8QgY5g3xDSBgyYgGijw==,Kota Surakarta,Prov. Jawa Tengah,Baik Sekali,POLITEKNIK ATMI,Aktif,Politeknik ATMI,Swasta,7,-
MWdnOy9jQCdH0qhoVpyIx_5dLdTAKMnCQLS3yHXVU7lyBzoxFnhoamX_cBbnshryPCbvWw==,Kota Kediri,Prov. Jawa Timur,-,IIK STRADA Indonesia,Alih Bentuk,Institut Ilmu Kesehatan STRADA Indonesia,Swasta,13,1 - 1
ID8_3rKDttBb7omYaRokXk9-X_5LXmGWPcZoaKEeKaXc4tD1vmUIDD9euNh5rB7Igj7WNw==,Kab. Bantul,Prov. D.I. Yogyakarta,-,-,Tutup,Akademi Seni Rupa Dan Desain Akseri,Swasta,3,-
bNE4f3SDqLn3CEu_paxuJ32G7dKhOGFASCH70u-MoUCA0Kt2dKvwV_t4LBznKzNi1JHT5A==,Kota Jayapura,Prov. Papua,Baik,IUP,Aktif,Universitas Internasional Papua,Swasta,5,2.400.000 - 6.000.000
T7-6FBGDKTuYUidbsTkDhPuloDJeZNIw7n5NKu_yJqVo_hilyy1Hy9rZBrNNCDAn82JkNg==,Kota Serang,Prov. Banten,Baik,STIE Banten,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Banten,Swasta,2,-
T3Gh1ePKLOFaVdZR0xPZ7p7Je_CWumF9Gr-7KS7bpEOK0hOfzBjdZ7dfTt64jPJpNjDH-A==,Kab. Sinjai,Prov. Sulawesi Selatan,Baik Sekali,UMSi,Aktif,Universitas Muhammadiyah Sinjai,Swasta,13,900.000 - 4.500.000
t1uhM0ddIYBo4zm2RvYy9jfRG_AY5Nt6NXOjj3B570RvCV5dUuN14RR-8iG42SMXBDHF8g==,Kab. Cilacap,Prov. Jawa Tengah,-,Akper Serulingmas Ci,Alih Bentuk,Akademi Keperawatan Serulingmas,Swasta,1,-
pTnR9cS6V6j02nIXAyiTQG-xjS2C6NmFeSclyuau7ROxdfuoLkHc1nI0yJypnyugPiAruw==,Kab. Mamuju,Prov. Sulawesi Barat,C,STIEM MAMUJU,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Mamuju,Swasta,2,-
iD0easJy9GhbPzlLiTA5wyiCRn-T3UPiylQlgNp_0L-q6MIeI3yI4aKM_wT7gig1U7D6ZA==,Kab. Banjarnegara,Prov. Jawa Tengah,Baik Sekali,STIE Tamansiswa,Aktif,Sekolah Tinggi Ilmu Ekonomi Tamansiswa,Swasta,2,-
Nqt9DGWGSLxJs433j5y6l2uKTzQ-rKdEabCEzhu6USGGwJbtNlAnhlk-xXjG8PCZavl0mA==,Kab. Merauke,Prov. Papua,Baik,-,Aktif,STIE Saint Theresa,Swasta,2,-
S-IXBQ61wS_UJuuZ6Bb1tmNqzdBpxUEbpOV3kdhA2f7gVfJEj4aQ7pW09CwZDO8dahzT5w==,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,-,-,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Wirawacana,Swasta,2,-
kdU1r-2aWBJbF5e8c3MsTiZFvIqwkfG6TcAzsqIJ34uh_fKsNL6JqGHLsNKzzFElOJFeYw==,Kota Gunung Sitoli,Prov. Sumatera Utara,-,STIE PEMBNAS,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Pembangunan Nasional,Swasta,3,-
y7Z05aARq6O-gLN6J9xffQBabNRla7vknw-JQ-mDUd56QL2g2ty_JGJmpU2Su6sA5oo2FQ==,Kota Medan,Prov. Sumatera Utara,-,-,Alih Bentuk,Akademi Kebidanan Cipto Medan,Swasta,1,-
VOkl2uNOWEjOlztLRuMpLs4CrqzSO3icCJkVkuYskCCHtMnx1kC8eTkqhhWZcx1KcrcIhg==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik Sekali,STKIP Kusuma Negara,Aktif,Sekolah TInggi Keguruan dan Ilmu Pendidikan Kusuma Negara,Swasta,6,500.000 - 5.900.000
Tc9mnW9nNYpchWf7n6bK4MtSP5lT7LPjWJEsvPAj4YPRH8A0EdA-CHvm2pZIVhb34bUIEw==,Kab. Bekasi,Prov. Jawa Barat,-,STIE JIU,Alih Bentuk,Sekolah Tinggi  Ilmu Ekonomi JIU,Swasta,1,-
igR7qYOX5SXwJUYJ7RpA4qKGrtJhTbz2dZvhLIC18I00AG2V0fe3nomwubs_MZ1CXNTh2A==,Tidak Diisi,Prov. Sumatera Barat,-,-,Alih Kelola,Akademi Perpajakan YPKM,Swasta,1,-
uvAIMOh1tC7sImv7MDi_qvHVzJz3bQ2YAMtYKfZgLDea527VTpmmbeMMnnUiJuvgPITpWA==,Kab. Aceh Barat,Prov. Aceh,-,AKBID MEULIGOE NUR A,Tutup,Akademi kebidanan Meuligoe Nur Amin,Swasta,1,-
eqoYZ_yt4hkiMNdBDfxemk-fX-JepbowMp63_qXMFVGC6LP7i88QozIhwS3vDjHWbrSBcA==,Kab. Kampar,Prov. Riau,-,STKIP Pahlawan Tuank,Alih Bentuk,STKIP Pahlawan Tuanku Tambusai,Swasta,4,-
d2DwALR2ISzrM7q0OAhLYNauFDz-d9ZiJjjrKC0gltwlxtKpqrZt0XO3by7FM0Fkl2x1bw==,Kota Makassar,Prov. Sulawesi Selatan,Baik,UNF,Aktif,Universitas Famika,Swasta,7,400.000 - 4.000.000
Pz_XOr3AEu7wYAmPkWRdbTbZvaqGwiUL3a_FJA8C6Uohqc7JWhgZSjeXbdUnFiBT5ybq6Q==,Kab. Simalungun,Prov. Sumatera Utara,Baik,AMIK POLIBISNIS,Aktif,Akademi Manajemen Informatika Dan Komputer Polibisnis ,Swasta,3,3.000.000 - 3.000.000
2u7y_HrDYmdwz0vOUaPoR3vhVKRyFeTEeMNS0Tr6e_uS-IKBPOjONMqr7khyrIoo7IFs3Q==,Kota Kediri,Prov. Jawa Timur,-,-,Aktif,Universitas Cahaya Surya,Swasta,6,-
lW1wWK-sRHNTRjjP3MxcHlczLgAwSG244xDdZdg4Q5xB_3Pd6uxKc1icKYYobTww3diLDA==,Kota Depok,Prov. Jawa Barat,Baik,Akpar. eNJe,Aktif,Akademi Pariwisata Nusantara Jaya,Swasta,2,450.000 - 6.950.000
