prodi_code,prodi_name,jenjang,akreditasi_prodi,institution_code
16032,ADMINISTRASI RUMAH SAKIT,S2,BAIK SEKALI,3214
16033,TEKNOLOGI REKAYASA MULTIMEDIA GRAFIS,D-IV,BAIK,44
16034,INFORMATIKA,S1,BAIK,623
16035,BIDAN,PROFESI,BAIK SEKALI,1099
16036,KEBIDANAN,S1,BAIK SEKALI,1099
16037,FARMASI,S1,BAIK SEKALI,64
16038,KESELAMATAN DAN KESEHATAN KERJA,S1,BAIK,96
16039,FARMASI,S1,UNGGUL,2742
16040,KESEHATAN MASYARAKAT,S2,UNGGUL,2589
16041,NERS,PROFESI,UNGGUL,2144
16042,KEPERAWATAN,S1,UNGGUL,2144
16043,KEPERAWATAN,D-III,UNGGUL,3273
16044,GIZI,S1,UNGGUL,1858
16045,ADMINISTRASI RUMAH SAKIT,S2,BAIK SEKALI,290
16046,PROMOSI KESEHATAN,S2,BAIK SEKALI,290
16047,FARMASI,S1,BAIK SEKALI,3268
16048,FARMASI,S1,BAIK SEKALI,3621
16049,APOTEKER,PROFESI,BAIK SEKALI,3621
16050,ILMU KEPERAWATAN,S1,UNGGUL,740
16051,NERS,PROFESI,UNGGUL,740
16052,MIKROBIOLOGI KLINIK,SPESIALIS,UNGGUL,2649
16053,KEPERAWATAN,S1,BAIK SEKALI,685
16054,NERS,PROFESI,BAIK SEKALI,685
16055,BIDAN,PROFESI,BAIK,93
16056,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,93
16057,ILMU KEPERAWATAN,S1,B,93
16058,NERS,PROFESI,B,93
16059,KEBIDANAN,S1,BAIK,93
16060,NERS,PROFESI,BAIK SEKALI,2390
16061,KEPERAWATAN,S1,BAIK SEKALI,2390
16062,BIDAN,PROFESI,BAIK SEKALI,2435
16063,KEBIDANAN,S1,BAIK SEKALI,2435
16064,KEBIDANAN,S1,BAIK SEKALI,2248
16065,FARMASI,S1,BAIK SEKALI,1993
16066,FISIOTERAPI,S1,BAIK,2139
16067,KEPERAWATAN,D-III,BAIK SEKALI,2139
16068,KEPERAWATAN,D-III,BAIK SEKALI,139
16069,KEBIDANAN,D-III,BAIK SEKALI,1338
16070,DHARMA USADA,S1,BAIK SEKALI,444
16071,ANALISIS FARMASI DAN MAKANAN,D-III,BAIK SEKALI,449
16072,FARMASI,D-III,BAIK SEKALI,143
16073,TEKNIK SIPIL,S1,BAIK,200
16074,ILMU KESEHATAN MATA,SPESIALIS,BAIK,1683
16075,KEDOKTERAN,S1,BAIK,2325
16076,KEBIDANAN,S1,BAIK,1722
16077,KEBIDANAN,S1,BAIK,1688
16078,BIDAN,PROFESI,BAIK,1688
16079,APOTEKER,PROFESI,BAIK,954
16080,NERS,PROFESI,BAIK,2869
16081,KEPERAWATAN,S1,BAIK,2869
16082,KEDOKTERAN,S1,BAIK,2297
16083,DOKTER,PROFESI,BAIK,2297
16084,KESELAMATAN DAN KESEHATAN KERJA,S1,BAIK,638
16085,MANAJEMEN INFORMASI KESEHATAN,D-IV,BAIK,1728
16086,KESEHATAN MASYARAKAT,S2,BAIK,2463
16087,MATEMATIKA,S3,UNGGUL,2074
16088,EKONOMI SYARIAH,S1,UNGGUL,844
16089,BISNIS DIGITAL,S1,BAIK,1900
16090,MANAJEMEN,S1,BAIK SEKALI,3470
16091,MANAJEMEN,S2,UNGGUL,3187
16092,BISNIS DIGITAL,S1,BAIK SEKALI,1464
16093,MANAJEMEN,S1,BAIK SEKALI,2776
16094,MANAJEMEN,S2,BAIK SEKALI,3423
16095,EKONOMI SYARIAH,S1,BAIK,2267
16096,ADMINISTRASI BISNIS,S1,BAIK SEKALI,3124
16097,MANAJEMEN,S2,BAIK SEKALI,3190
16098,MANAJEMEN,S1,BAIK,3660
16099,KEWIRAUSAHAAN,S1,BAIK SEKALI,817
16100,AKUNTANSI,S1,UNGGUL,3896
16101,MANAJEMEN,S1,BAIK SEKALI,622
16102,MANAJEMEN,S2,BAIK SEKALI,3061
16103,AKUNTANSI,S1,BAIK SEKALI,1685
16104,MANAJEMEN BISNIS SYARIAH,S1,BAIK,1113
16105,KESEHATAN MASYARAKAT,S3,BAIK,2414
16106,KEPERAWATAN,D-III,BAIK SEKALI,443
16107,MANAJEMEN LOGISTIK,D-III,BAIK,1277
16108,ILMU LINGKUNGAN,S2,BAIK,406
16109,HUKUM KELUARGA,S2,UNGGUL,1241
16110,LOGISTIK PERDAGANGAN INTERNASIONAL,D-IV,BAIK,2097
16111,REKAYASA PERAWATAN DAN RESTORASI BANGUNAN SIPIL,S2 TERAPAN,BAIK,2198
16112,ADMINISTRASI KEUANGAN PUBLIK,D-IV,UNGGUL,2074
16113,KOMPUTER AKUTANSI,D-II,BAIK,1051
16114,AGRIBISNIS,S1,BAIK,1963
16115,KESELAMATAN KERJA & PENCEGAHAN KEBAKARAN,D-III,BAIK SEKALI,1437
16116,OPERASIONALISASI PERKANTORAN DIGITAL,D-II,BAIK,2222
16117,ILMU AL-QUR'AN DAN TAFSIR,S1,BAIK SEKALI,2351
16118,ILMU ADMINISTRASI NIAGA,S1,BAIK,719
16119,AKUNTANSI,D-III,BAIK,1044
16120,ADMINISTRASI PUBLIK,S1,A,2590
16121,SENI MUSIK,S1,B,3811
16122,ILMU PERPUSTAKAAN DAN INFORMASI ISLAM,S1,BAIK,2660
16123,INOVASI DIGITAL,S1,BAIK,2198
16124,SOSIOLOGI,S1,B,1448
16125,ILMU HUKUM,S2,B,2030
16126,HUKUM,S1,B,1561
16127,HUKUM EKONOMI SYARIAH,S1,B,3488
16128,PEMANFAATAN SUMBER DAYA PERIKANAN,S1,B,2010
16129,ILMU LINGKUNGAN,S1,BAIK,3264
16130,HUKUM PIDANA ISLAM,S1,BAIK,2660
16131,ILMU AL QUR'AN DAN TAFSIR,S2,BAIK,1100
16132,BUDIDAYA HUTAN,D-III,BAIK,3174
16133,MANAJEMEN LOGISTIK,D-III,BAIK,294
16134,HUKUM ADMINISTRASI NEGARA,S1,B,2666
16135,KEPEMIMPINAN KRISTEN,S2,BAIK,354
16136,MATEMATIKA,S1,BAIK SEKALI,408
16137,KIMIA,S1,UNGGUL,408
16138,KIMIA,S1,UNGGUL,3174
16139,BIOLOGI,S1,UNGGUL,3174
16140,FISIKA,S1,UNGGUL,1102
16141,KIMIA,S1,UNGGUL,1023
16142,TEKNIK PERKAPALAN,S3,BAIK,2198
16143,BIOTEKNOLOGI,S1,BAIK,1131
16144,KIMIA,S2,UNGGUL,1023
16145,FISIKA,S2,UNGGUL,2074
16146,BIOLOGI,S2,UNGGUL,2074
16147,TEKNIK BERKELANJUTAN,S3,BAIK,585
16148,PERBANKAN SYARIAH,S1,BAIK,12
16149,MANAJEMEN,S1,BAIK,27
16150,AKUNTANSI,S1,BAIK,27
16151,ILMU KESEHATAN ANAK,SPESIALIS,UNGGUL,2649
16152,BEDAH SYARAF,SPESIALIS,UNGGUL,2649
16153,ILMU BIOMEDIS,S2,UNGGUL,2649
16154,DERMATOLOGI VENEREOLOGI DAN ESTETIKA,SPESIALIS,UNGGUL,2649
16155,PATOLOGI KLINIK,SPESIALIS,UNGGUL,2649
16156,GIZI KLINIK,SPESIALIS,UNGGUL,2649
16157,ILMU KESEHATAN MATA,SPESIALIS,UNGGUL,2649
16158,KEDOKTERAN JIWA,SPESIALIS,UNGGUL,2649
16159,OBSTETRI DAN GINEKOLOGI,SUBSPESIALIS,BAIK SEKALI,2049
16160,OPTOMETRI,D-III,BAIK SEKALI,1395
16161,AKUNTANSI,S1,BAIK,825
16162,BISNIS DIGITAL,S1,BAIK SEKALI,597
16163,BISNIS DIGITAL,S1,BAIK,290
16164,MANAJEMEN BISNIS SYARIAH,S1,BAIK,138
16165,EKONOMI SYARIAH,S1,BAIK,127
16166,BISNIS DIGITAL,S1,BAIK,56
16167,ADMINISTRASI BISNIS,D-III,BAIK,3927
16168,AKUNTANSI SYARI`AH,S1,BAIK,2017
16169,BISNIS DIGITAL,S1,BAIK,1299
16170,MANAJEMEN,S3,BAIK SEKALI,2650
16171,MANAJEMEN,S2,BAIK,3002
16172,EKONOMI SYARIAH,S1,BAIK,2855
16173,BISNIS DIGITAL,S1,BAIK,2838
16174,PERBANKAN SYARIAH,S1,BAIK,1034
16175,BISNIS DIGITAL,S1,BAIK SEKALI,159
16176,MANAJEMEN,S1,BAIK SEKALI,1995
16177,MANAJEMEN,S1,BAIK SEKALI,3040
16178,PATOLOGI KLINIK,SPESIALIS,UNGGUL,2646
16179,FISIKA,S1,UNGGUL,1611
16180,BIOLOGI,S1,UNGGUL,1611
16181,KIMIA,S1,UNGGUL,1611
16182,BIOLOGI,S1,BAIK SEKALI,408
16183,MATEMATIKA,S1,UNGGUL,2461
16184,KIMIA,S1,UNGGUL,2684
16185,FISIKA,S1,UNGGUL,2684
16186,FISIKA,S1,UNGGUL,2074
16187,TEKNOLOGI PENDIDIKAN,S2,BAIK,749
16188,PENDIDIKAN AGAMA ISLAM,S2,BAIK,1885
16189,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,497
16190,PEDAGOGI,S2,BAIK,100
16191,PENDIDIKAN AGAMA ISLAM,S3,UNGGUL,3307
16192,PENDIDIKAN KIMIA,S1,BAIK SEKALI,1152
16193,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,2695
16194,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,3273
16195,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,BAIK,2857
16196,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,UNGGUL,1026
16197,PENDIDIKAN KESEJAHTERAAN KELUARGA,S1,BAIK SEKALI,2325
16198,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,67
16199,PENDIDIKAN BAHASA ARAB,S2,UNGGUL,2048
16200,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,610
16201,PENDIDIKAN ISLAM ANAK USIA DINI,S1,UNGGUL,939
16202,MANAJEMEN PENDIDIKAN KRISTEN,S2,BAIK,252
16203,TADRIS MATEMATIKA,S1,BAIK,2395
16204,PENDIDIKAN BAHASA ARAB,S1,UNGGUL,2897
16205,PENDIDIKAN BIOLOGI,S1,UNGGUL,292
16206,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,3360
16207,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,939
16208,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,1763
16209,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK,2135
16210,PENDIDIKAN SENI DRAMA TARI DAN MUSIK,S1,BAIK SEKALI,3653
16211,PENDIDIKAN MATEMATIKA,S1,UNGGUL,717
16212,KEBIJAKAN PENDIDIKAN,S2,BAIK SEKALI,3228
16213,TADRIS BAHASA INGGRIS,S1,UNGGUL,2660
16214,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK SEKALI,1765
16215,PENDIDIKAN ANAK USIA DINI,S2,UNGGUL,2684
16216,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,UNGGUL,1675
16217,PENDIDIKAN MATEMATIKA,S1,UNGGUL,3794
16218,TADRIS ILMU PENGETAHUAN SOSIAL,S1,UNGGUL,1245
16219,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,3853
16220,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,3018
16221,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,BAIK,2135
16222,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S2,UNGGUL,1234
16223,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,UNGGUL,939
16224,PENDIDIKAN AGAMA HINDU,S1,UNGGUL,3612
16225,PENDIDIKAN KEWARGANEGARAAN,S3,BAIK SEKALI,3228
16226,PENDIDIKAN GURU VOKASI,S2,UNGGUL,2421
16227,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK SEKALI,1956
16228,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,UNGGUL,1872
16229,PENDIDIKAN BIOLOGI,S1,BAIK SEKALI,368
16230,PENDIDIKAN BAHASA ARAB,S1,UNGGUL,547
16231,TADRIS MATEMATIKA,S2,BAIK SEKALI,2840
16232,PENDIDIKAN BAHASA ARAB,S1,UNGGUL,939
16233,MANAJEMEN PENDIDIKAN ISLAM,S2,UNGGUL,1216
16234,PENDIDIKAN BAHASA ARAB,S2,UNGGUL,1216
16235,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,1907
16236,TADRIS FISIKA,S1,BAIK,2660
16237,PENDIDIKAN DASAR,S2,UNGGUL,121
16238,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,305
16239,ADMINISTRASI PENDIDIKAN,S3,UNGGUL,3225
16240,PENDIDIKAN BIOLOGI,S1,UNGGUL,1722
16241,PENDIDIKAN BIOLOGI,S3,BAIK,3222
16242,PENDIDIKAN BIOLOGI,S1,BAIK SEKALI,8
16243,PENDIDIKAN BAHASA INGGRIS,S2,BAIK SEKALI,3222
16244,PENDIDIKAN AGAMA KRISTEN,S2,BAIK SEKALI,3241
16245,PENDIDIKAN BIOLOGI,S1,UNGGUL,2421
16246,BIMBINGAN DAN KONSELING,S1,UNGGUL,567
16247,PENDIDIKAN TATA BUSANA,S1,UNGGUL,3228
16248,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,127
16249,PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,1765
16250,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,812
16251,PENDIDIKAN AGAMA ISLAM,S2,BAIK SEKALI,1872
16252,PENDIDIKAN DASAR,S3,UNGGUL,547
16253,PENDIDIKAN PROFESI GURU KEAGAMAAN,PROFESI,BAIK,3241
16254,PENDIDIKAN KHUSUS,S1,BAIK,2857
16255,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,52
16256,BIMBINGAN DAN KONSELING,S1,BAIK,1739
16257,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK,1739
16258,PENDIDIKAN BAHASA INGGRIS,S1,BAIK,1739
16259,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,292
16260,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,BAIK,3371
16261,PENDIDIKAN AGAMA KRISTEN,S2,BAIK,2106
16262,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,13
16263,PENDIDIKAN ILMU PENGETAHUAN ALAM,S2,BAIK,2589
16264,PENDIDIKAN KRISTEN ANAK USIA DINI,S1,BAIK,3386
16265,PENDIDIKAN AGAMA ISLAM,S2,BAIK,1064
16266,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,200
16267,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S3,BAIK,585
16268,PENDIDIKAN AGAMA ISLAM,S3,BAIK,3272
16269,PENDIDIKAN AGAMA ISLAM,S2,BAIK,296
16270,TEKNOLOGI PENDIDIKAN,S2,BAIK,585
16271,PENDIDIKAN BAHASA INDONESIA,S3,BAIK,585
16272,MANAJEMEN PENDIDIKAN ISLAM,S3,BAIK,1741
16273,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,12
16274,PENDIDIKAN TEKNOLOGI INFORMASI,S2,BAIK,2684
16275,PENDIDIKAN AGAMA ISLAM,S2,BAIK,3225
16276,PENDIDIKAN PROFESI GURU,PROFESI,UNGGUL,939
16277,PENDIDIKAN PROFESI KONSELOR,PROFESI,UNGGUL,3225
16278,PENDIDIKAN PROFESI GURU,PROFESI,BAIK SEKALI,1216
16279,PENDIDIKAN PROFESI GURU,PROFESI,BAIK SEKALI,2840
16280,PENDIDIKAN PROFESI GURU,PROFESI,UNGGUL,1100
16281,PENDIDIKAN PROFESI GURU,PROFESI,UNGGUL,1623
16282,PENDIDIKAN PROFESI GURU,PROFESI,BAIK SEKALI,951
16283,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK SEKALI,188
16284,ILMU KOMUNIKASI,S1,BAIK,1246
16285,BIMBINGAN KONSELING ISLAM,S2,BAIK,1611
16286,MANAJEMEN DAKWAH,S2,BAIK,1623
16287,MANAJEMEN SUMBER DAYA PERAIRAN,S1,BAIK,3190
16288,ILMU POLITIK,S3,BAIK,124
16289,PARIWISATA,S1,BAIK,3859
16290,ARSITEKTUR,S2,BAIK SEKALI,2100
16291,NAUTIKA,D-III,BAIK SEKALI,3887
16292,HUKUM,S1,BAIK SEKALI,3706
16293,HUKUM,S1,BAIK,3775
16294,KAJIAN WILAYAH AMERIKA,S2,A,2665
16295,KOMUNIKASI DAN PENYIARAN ISLAM,S2,BAIK SEKALI,610
16296,MANAJEMEN HAJI DAN UMRAH,S1,BAIK,3264
16297,DESAIN KOMUNIKASI VISUAL,S1,BAIK,1077
16298,BISNIS DAN MANAJEMEN BUDDHA,S1,BAIK,444
16299,PARALEGAL,D-III,BAIK,1096
16300,ARSITEKTUR,S1,BAIK,4008
16301,ILMU AGAMA DAN KEBUDAYAAN,S2,A,3084
16302,DESAIN MODE KRIYA BATIK,D-IV,B,2504
16303,ILMU KOMUNIKASI,S2,BAIK,1560
16304,STUDI ISLAM,S3,TERAKREDITASI SEMENTARA,1053
16305,HUKUM,S3,TERAKREDITASI SEMENTARA,2496
16306,MANAJEMEN DAKWAH,S1,UNGGUL,1722
16307,AGROTEKNOLOGI,S1,BAIK,586
16308,KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK SEKALI,319
16309,FARMASI,D-III,BAIK,837
16310,INFORMATIKA,S3,BAIK,2461
16311,INFORMATIKA,S1,BAIK,497
16312,SISTEM INFORMASI,S1,BAIK,497
16313,INFORMATIKA,S1,BAIK,2034
16314,REKAYASA SISTEM KOMPUTER,S1,BAIK,3371
16315,FARMASI KLINIS DAN KOMUNITAS,S1,BAIK SEKALI,255
16316,STATISTIKA,S2,BAIK SEKALI,2682
16317,PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,BAIK,3234
16318,SISTEM DAN TEKNOLOGI INFORMASI,S1,BAIK,3575
16319,INFORMATIKA,S2,BAIK,2834
16320,TEKNOLOGI REKAYASA PERANGKAT LUNAK,D-IV,BAIK,3449
16321,KEWIRAUSAHAAN,S1,BAIK,3234
16322,MANAJEMEN,S2,BAIK SEKALI,171
16323,MANAJEMEN,S1,BAIK,1766
16324,MANAJEMEN BISNIS SYARIAH,S1,UNGGUL,1216
16325,EKONOMI SYARIAH,S1,BAIK,95
16326,BISNIS DIGITAL,S1,BAIK,2837
16327,AKUNTANSI,S1,BAIK,337
16328,MANAJEMEN,S2,BAIK,49
16329,EKONOMI SYARIAH,S1,BAIK,502
16330,EKONOMI SYARIAH,S1,BAIK,1034
16331,BISNIS DIGITAL,S1,BAIK,1133
16332,MANAJEMEN,S2,BAIK SEKALI,3222
16333,AKUNTANSI,S1,BAIK,236
16334,KEWIRAUSAHAAN,S1,BAIK,2119
16335,BISNIS MANAJEMEN RETAIL,D-IV,BAIK,2445
16336,MANAJEMEN,S3,BAIK SEKALI,3796
16337,TASAWUF DAN PSIKOTERAPI,S1,B,1765
16338,BIOLOGI,S1,UNGGUL,3295
16339,FISIKA,S1,UNGGUL,3295
16340,TEOLOGI,S1,BAIK,776
16341,ILMU KOMUNIKASI,S2,BAIK,1895
16342,HUKUM KELUARGA ISLAM,S1,BAIK SEKALI,3325
16343,REKAYASA PERTANIAN DAN BIOSISTEM,S1,BAIK,3264
16344,BIMBINGAN DAN PENYULUHAN ISLAM,S1,BAIK,574
16345,SASTRA INGGRIS,S1,BAIK,1150
16346,PERBANDINGAN MADZHAB,S1,UNGGUL,1147
16347,BAHASA INGGRIS,D-III,UNGGUL,1231
16348,DIVISI KAMAR,D-III,UNGGUL,68
16349,MANAJEMEN SUMBER DAYA PERAIRAN,S1,BAIK,529
16350,BISNIS PARIWISATA,S3 TERAPAN,TERAKREDITASI SEMENTARA,554
16351,PENDIDIKAN JARAK JAUH HUKUM KELUARGA ISLAM,S1,TERAKREDITASI SEMENTARA,473
16352,PENDIDIKAN JARAK JAUH SEJARAH PERADABAN ISLAM,S1,TERAKREDITASI SEMENTARA,473
16353,MINISTRI,S3,BAIK,3038
16354,BIMBINGAN KONSELING  ISLAM,S1,BAIK,788
16355,HUKUM KELUARGA,S1,BAIK,524
16356,HUKUM EKONOMI SYARIAH,S1,BAIK,97
16357,PARIWISATA SYARIAH,S1,BAIK,365
16358,TEOLOGI,S2,BAIK,942
16359,DESAIN KOMUNIKASI VISUAL,S1,BAIK,78
16360,ILMU LINGKUNGAN,S1,BAIK,406
16361,HUKUM,S2,BAIK,120
16362,DESAIN PRODUK,S1,BAIK,312
16363,TEOLOGI,S3,BAIK,764
16364,TEKNOLOGI REKAYASA KIMIA INDUSTRI,D-IV,BAIK,3449
16365,ENERGI,S3,BAIK,2649
16366,MANAJEMEN,S2,BAIK SEKALI,1464
16367,KEBIDANAN,D-III,BAIK SEKALI,888
16368,MATEMATIKA,S1,UNGGUL,1611
16369,KIMIA,S1,UNGGUL,547
16370,KIMIA,S1,UNGGUL,2707
16371,MANAJEMEN,S1,BAIK,883
16372,EKONOMI SYARI'AH,S2,BAIK,473
16373,OBSTETRIK DAN GINEKOLOGI,SPESIALIS,BAIK,2069
16374,ILMU KEDOKTERAN,S2,BAIK,3083
16375,ADMINISTRASI KESEHATAN,S1,BAIK,248
16376,BIDAN,PROFESI,BAIK,2067
16377,ANESTESIOLOGI DAN TERAPI INTENSIF,SPESIALIS,BAIK SEKALI,2680
16378,KESELAMATAN DAN KESEHATAN KERJA,S1,BAIK,3311
16379,TEKNIK SIPIL,S3,BAIK,2496
16380,GIZI,S1,BAIK,248
16381,KEPERAWATAN ANESTESIOLOGI,D-IV,BAIK,2297
16382,BIOINFORMATIKA,S1,BAIK,2658
16383,TEKNOLOGI INFORMASI,S3,BAIK,2496
16384,ILMU KOMPUTER,S2,BAIK,1027
16385,KEBIDANAN,D-III,UNGGUL,588
16386,AKUNTANSI,S1,BAIK SEKALI,703
16387,AKUNTANSI,S1,UNGGUL,717
16388,AKUNTANSI LEMBAGA KEUANGAN SYARIAH,D-IV,BAIK SEKALI,3449
16389,AKUNTANSI KEUANGAN PUBLIK,D-IV,BAIK,2715
16390,MANAJEMEN,S1,BAIK,1075
16391,EKONOMI SYARI`AH,S1,BAIK,3435
16392,BISNIS DIGITAL,S1,BAIK SEKALI,750
16393,MANAJEMEN BISNIS SYARIAH,S1,BAIK,1034
16394,MANAJEMEN PEMASARAN,D-III,BAIK,677
16395,MANAJEMEN,S1,BAIK,337
16396,PERBANKAN SYARIAH,S1,BAIK,1125
16397,AKUNTANSI,S1,BAIK,2094
16398,BISNIS KREATIF,D-IV,BAIK,1319
16399,AKUNTANSI SYARIAH,S1,BAIK SEKALI,3272
16400,MANAJEMEN,S2,BAIK,2862
16401,BISNIS DIGITAL,S1,BAIK,1213
16402,BISNIS DIGITAL,S1,BAIK SEKALI,2445
16403,TEKNIK KONSTRUKSI GEDUNG,D-III,UNGGUL,2324
16404,BIMBINGAN PENYULUHAN ISLAM,S1,UNGGUL,1623
16405,ILMU KELUARGA DAN PERKEMBANGAN ANAK,S2,UNGGUL,2658
16406,ILMU SEJARAH,S1,UNGGUL,2421
16407,HUKUM KELUARGA ISLAM,S1,BAIK SEKALI,1079
16408,BAHASA INGGRIS,S1,BAIK,2094
16409,SEKRETARI,D-III,BAIK,3352
16410,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,3791
16411,ANTROPOLOGI,S1,BAIK SEKALI,307
16412,TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG,D-IV,BAIK SEKALI,3050
16413,KONSTRUKSI GEDUNG,D-III,UNGGUL,3284
16414,ILMU HUBUNGAN INTERNASIONAL,S1,UNGGUL,2024
16415,HUKUM TATA NEGARA,S1,UNGGUL,1623
16416,HUKUM KELUARGA,S1,UNGGUL,1623
16417,STUDI KEPENDUDUKAN DAN PENCATATAN SIPIL,D-IV,UNGGUL,630
16418,ILMU HUBUNGAN INTERNASIONAL,S1,UNGGUL,1623
16419,HUKUM EKONOMI SYARIAH,S1,BAIK SEKALI,751
16420,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,751
16421,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK SEKALI,751
16422,TEKNIK ELEKTRO,S1,BAIK,752
16423,TEKNIK INFORMATIKA,S1,BAIK,752
16424,TEKNIK MESIN,S1,BAIK,752
16425,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,754
16426,PENDIDIKAN BAHASA ARAB,S1,BAIK,754
16427,HUKUM KELUARGA ISLAM,S1,BAIK,754
16428,ILMU KOMUNIKASI,S1,BAIK,752
16429,DESAIN GRAFIS,S1,BAIK,752
16430,TADRIS BAHASA INGGRIS,S1,BAIK,751
16431,EKONOMI SYARIAH,S1,BAIK,751
16432,PERBANKAN SYARIAH,S1,BAIK,751
16433,HUKUM KELUARGA ISLAM,S1,BAIK,753
16434,PERBANKAN SYARIAH,S1,BAIK,753
16435,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,753
16436,TEKNIK ELEKTRO,D-III,BAIK,1044
16437,SISTEM INFORMASI,S1,BAIK,752
16438,AKUNTANSI,S1,BAIK,752
16439,BIOKIMIA,S3,BAIK,2658
16440,FISIKA,S3,BAIK,2658
16441,ILMU AKTUARIA,S1,BAIK,3594
16442,GEOFISIKA,S1,BAIK,67
16443,MATEMATIKA,S2,BAIK,2421
16444,SAINS INFORMASI GEOGRAFI,S1,BAIK,467
16445,KIMIA,S3,BAIK,2421
16446,ANALIS FARMASI,D-III,BAIK,795
16447,ANALIS KESEHATAN,D-III,BAIK SEKALI,795
16448,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,UNGGUL,1245
16449,BIMBINGAN DAN KONSELING,S3,BAIK SEKALI,3228
16450,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,2365
16451,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,UNGGUL,2742
16452,PENDIDIKAN NON FORMAL,S2,UNGGUL,2742
16453,PENDIDIKAN NON FORMAL,S1,UNGGUL,2742
16454,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK SEKALI,246
16455,PENDIDIKAN KEAGAMAAN BUDDHA,S2,BAIK SEKALI,444
16456,PENDIDIKAN KEAGAMAAN BUDDHA,S1,UNGGUL,444
16457,PENDIDIKAN EKONOMI,S1,BAIK SEKALI,27
16458,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,27
16459,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,BAIK SEKALI,27
16460,PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,27
16461,PENDIDIKAN FISIKA,S1,BAIK SEKALI,2695
16462,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,BAIK,964
16463,PENDIDIKAN MATEMATIKA,S2,BAIK,3274
16464,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,467
16465,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK,467
16466,DIETISIEN,PROFESI,BAIK,3155
16467,APOTEKER,PROFESI,BAIK,2471
16468,BIDAN,PROFESI,BAIK,3125
16469,KEBIDANAN,S1,BAIK,3125
16470,KEBIDANAN,D-IV,BAIK,1792
16471,INFORMATIKA,S2,BAIK,2684
16472,SISTEM INFORMASI BISNIS,D-IV,BAIK,2152
16473,KEBIDANAN,S1,BAIK,2401
16474,BIDAN,PROFESI,BAIK,2401
16475,TEKNOLOGI INFORMASI,S1,BAIK,200
16476,SISTEM INFORMASI,S1,BAIK,200
16477,ILMU KOMPUTER,S1,BAIK,200
