id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
LV9dO-t37MwOICviQyyQm7VrH125DGz9urE9-_PvOjAaeYhrY0fRRwJpflfsG80EPtz6Tw==,Kota Ambon,Prov. Maluku,Baik,UM Maluku,Aktif,Universitas Muhammadiyah Maluku,Swasta,5,1.850.000 - 2.400.000
ti-Y11-quc2ka6qyqowk8LY5P7gnC3LCoEYasFvK5Ahh2f4xd-Uz_EzDNDhE87JRSt_ZCw==,Kota Makassar,Prov. Sulawesi Selatan,,,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Patria Artha,Swasta,3,
XhopbvdLAjGDipD2KRPu7vVmXHxfnJ1k3UXsaEwGFIlZvc2PaF9EUBiu4rLnxecQLWJjGg==,Kota Tasikmalaya,Prov. Jawa Barat,Baik,STISIP,Aktif,STISIP Tasikmalaya,Swasta,2,2.400.000 - 7.060.000
wLneCAeqZZ0aZyb1XQluOH1Dl6gqCSWlUTmYeaXk2prPa0XEpl8E6baaykK6UaW6fYFtNA==,Kota Padang Sidempuan,Prov. Sumatera Utara,Baik,AKBID SENTRAL PSP,Alih Bentuk,Akademi Kebidanan Sentral Padang Sidempuan,Swasta,1,
cu9wvvWkE_jkzRa-NF8NbUqgiHgrGLWncNRATP_J6FqG8ye997iZ6AOdhVHiwlZ6BRREQw==,Kab. Sragen,Prov. Jawa Tengah,Baik,Akper YAPPI,Alih Bentuk,Akademi Keperawatan Yappi Sragen,Swasta,1,
Xexh4uoIdgLw_EJVC4z4tjyn9XB5vO5HuuajTYXaQD0VAKJQRRKEipJ5RWSuzC5gnmEOGw==,Kab. Bogor,Prov. Jawa Barat,,STTMC,Alih Bentuk,Sekolah Tinggi Teknologi Muhammadiyah Cileungsi,Swasta,3,5.070.000 - 5.070.000
-0EK4sTqNtjoMONC9OIDdxbA8o1GVeX2H20qefkFLtnQl9oX9nEJF122xiYTP1dbx-NU7Q==,Kab. Aceh Selatan,Prov. Aceh,Baik,Poltas,Aktif,Politeknik Aceh Selatan,Swasta,4,2.120.000 - 2.520.000
DkSyCXnUeJKK1CwWC3NbcgR0test-PxtdwNBtyMq58CWruTZh3-ZkXjHZCdfNy_ymVCXpg==,Kota Samarinda,Prov. Kalimantan Timur,,,Tutup,ASMI KMPI Samarinda,Swasta,1,
J4hfnpNRXGB5EFYJmAc5Xx9ROTz8AVQyqS0uk9hCvI4ju2XpffHLRWtAiI04RBUHwaQNiQ==,Kota Palangka Raya,Prov. Kalimantan Tengah,Baik,STIE,Aktif,Sekolah Tinggi Ilmu Ekonomi Palangka Raya,Swasta,2,1.000.000 - 4.750.000
QKQOezaDUvOdRJYkkHTwLm4LuZiltdsVOUbLGoPLQwGvajN-xaukSGZm7ejJ_c-ouwuirw==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STIENUS,Aktif,Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar,Swasta,2,2.400.000 - 2.400.000
EfLPfJHxH9cs84BN_jw4LUbskLNl2oPDnAuXL-zbmgYYwvarmbf1ufR_K0v8XgnnefTO0w==,Kota Semarang,Prov. Jawa Tengah,Baik,STIKES KESDAM IV DIP,Aktif,Sekolah Tinggi Ilmu Kesehatan Kesdam IV / Diponegoro,Swasta,2,7.500.000 - 7.500.000
v16VpHgmA0rfYhSKSn-2z3mCltn7SXuAjCIUWK4KYmLFUw_q6PC4hr7C8a3OSwHdCJEYMg==,Kota Baubau,Prov. Sulawesi Tenggara,Baik Sekali,UNIDAYAN,Aktif,Universitas Dayanu Ikhsanuddin,Swasta,21,200.000 - 18.500.000
QDrAfHco5-fctiGq_JqNaXbVjjMj27uqlva49e6a5rxXwnXzQuztpH61ZO3ltn-7MJYClA==,Kota Bandung,Prov. Jawa Barat,Baik,Poljan,Aktif,Politeknik Pajajaran Insan Cinta Bangsa Bandung,Swasta,9,
yaBhWitP4T33al6aFcznx831nY-PXQsvRKboTGakPxAuTVYGx65xSjnF1zYDoDyf6hbhEw==,Kab. Brebes,Prov. Jawa Tengah,,STKIP ISLAM,Alih Bentuk,STKIP Islam Bumi Ayu,Swasta,4,
YzyR3bqAij1ARIOmIoxA_SKP9EgPj5ie-mbLFwD6qh1gOFTLLJEVCuqevB7akiRGo3zjKg==,Kab. Bangkalan,Prov. Jawa Timur,,UNHM,Aktif,Universitas Noor Huda Mustofa,Swasta,11,4.900.000 - 7.500.000
TEWeRnxsrzuQLZdtZUwBYvhP8gGfEpvM4x86Ze0ZyQQwmCFblMEMetTy0DUhZommt5d4BA==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik,ARO-KIP,Aktif,Akademi Refraksi Optisi Kartika Indera Persada,Swasta,1,4.000.000 - 40.000.000
nDsLKMow9SimG2I3pjpVM25zkF5P85eFKvx4OmsGJr6x_PwjB1bWfhPEZ4CsQL3-hPSI4A==,Kab. Bogor,Prov. Jawa Barat,B,,Aktif,Sekolah Tinggi Ilmu Administrasi Menara Siswa,Swasta,5,1.500.000 - 2.600.000
XuJtLsf_N6Ua5aiLyIiPsFU9hq2s0Tfgo-YgOpNn4S3ImopnukJBVIvNyUDG9Y_rjmHFgg==,Kab. Bangka,Prov. Bangka Belitung,,,Tutup,Akademi Kebidanan Bangka Belitung,Swasta,1,
_w1Tip9Cmi2AuLis2iuoVtKPpsULxaX5NBvMovPmb3xe_c-fs9ktxvXmBkwdB9eqi-nx2A==,Kab. Buleleng,Prov. Bali,Baik,UNIPAS,Aktif,Universitas Panji Sakti Singaraja,Swasta,9,750.000 - 3.105.000
XQRp2QIkZfs7Tn8c9nW9ehbnmMvfhJwO6bDkXiRfW1a7Q3CrNPsbL7luIjiV6G9qgz1lZw==,Kota Semarang,Prov. Jawa Tengah,,AAK Theresiana,Alih Bentuk,Akademi Analis Kesehatan Theresiana,Swasta,1,
am7kFOgqBWFo7sMU2aX-VFH52gc8qdrfMIUGs3j62UB5eezhN5A5hKRyT8tcaChZPLOa0g==,Kota tangerang Selatan,Prov. Banten,Baik,,Aktif,Sekolah Tinggi Ilmu Kesehatan Banten,Swasta,7,3.600.000 - 7.200.000
CQwzY7HS33V0N42HedXvY2fKDHYSL51pmDRdPUAB0Qb3MT8lu8OsbZESmPbtmMljqJDYjw==,Kab. Aceh Selatan,Prov. Aceh,,AKBID MPB,Tutup,Akademi Kebidanan Medica Putro Bungsu,Swasta,1,
8mNfVDkZXBhsyGp5-cIEH9_zqQWA2Wz18K8JNkVUKmDFdyd_Zv2PJqIa5ed4G17bdpuIug==,Kab. Sleman,Prov. D.I. Yogyakarta,Baik,"POLTEK ""API""",Aktif,Politeknik API Yogyakarta,Swasta,6,2.850.000 - 6.850.000
Dp9VcwLNlUxCPzCbQ965Npvx-vQPcDGHOuPmee_RYwNF9rHtEKSpi-m96F0udSaRlHtiVg==,Kota Semarang,Prov. Jawa Tengah,Unggul,UPGRIS PGRI Semarang,Aktif,Universitas Persatuan Guru Republik Indonesia Semarang,Swasta,33,600.000 - 8.500.000
MnOcM5o-rMIyY8i0qp3PuooAQzEOZD2_e-uprwaHrtcRQA-gUpkB48gvITooAOBvqRl7zg==,Kota Surabaya,Prov. Jawa Timur,Unggul,UKWMS,Aktif,Universitas Katolik Widya Mandala Surabaya,Swasta,40,425.000 - 234.045.600
Rf2tOykPGviAlBKSQk7Vn3_k37tVQRUWs5QvdwgHfryLOafjb6ssjbUWixn8GWyB6nSAhw==,Kota Bandar Lampung,Prov. Lampung,,AMIK DCC,Alih Bentuk,AMIK Dian Cipta Cendikia,Swasta,2,
A7Gc57D0jZSfEs3c20HFdPE1yNFMuwuN33Qbgwk2GmjZqFs3gMTeEJOpFa-d2DXV301X0A==,Kab. Bantul,Prov. D.I. Yogyakarta,Baik,AKTRIYO,Aktif,Akademi Optometri Yogyakarta,Swasta,1,
JdJO_qwECmHRacYsxGvh-N0ZV1lcFkvxLT8PU-eTBHb4Xk5Agt-KVO4e8K6i0nJ6sFFPpQ==,Kota Medan,Prov. Sumatera Utara,,,Alih Bentuk,Sekolah Tinggi Ilmu Pertanian Agrobisnis Perkebunan (STIP-AP),Swasta,2,
yVjK3xJudxOp5DdYRMuyf0OeWPvs-1K6OAcnrc7r32ACJ_YY1VUnEHRbbWOpIVwZ_TBv3g==,Kab. Bogor,Prov. Jawa Barat,Baik,AKBID BUNDA AUNI,Alih Bentuk,Akademi Kebidanan Bunda Auni Bogor,Swasta,1,6.000.000 - 6.000.000
FDW_SVCrye6KgjvQROY8EmbqrSI96chr62uGtoHG4z6K_Pq7yRNW7vppfa9Zib3fWeq3qw==,Kota Kupang,Prov. Nusa Tenggara Timur,B,STIKOM UYELINDO,Aktif,Sekolah Tinggi Manajemen Informatika Komputer Uyelindo Kupang,Swasta,3,1.050.000 - 4.200.000
NuKguvm26MDXCKdeqYx_YUySTFeOjfpmUA29hrFJVXZ6aCY4K7CowbiZQEB8ZF8lsxqz3Q==,Kota Madiun,Prov. Jawa Timur,Baik,,Aktif,Akademi Kebidanan Global Medika,Swasta,1,
nXUlaKUpsHlDP2qvfI4YLBpuIz6wPrb8b23-kgwRjkabp_wurylM_OX7rXTE4WL1AdSG9g==,Kab. Deli Serdang,Prov. Sumatera Utara,B,,Aktif,Institut Kesehatan Helvetia,Swasta,20,2.400.000 - 40.000.000
10NrPGGtE6m1WPG_TlGDWi9PhK8VD9ELCezBBfFFyUJaaGETwf_zMW8clpYum9a1IRzKeg==,Kota Semarang,Prov. Jawa Tengah,B,UNISVET,Aktif,Universitas Ivet ,Swasta,27,800.000 - 8.000.000
QXKYHnw51IanDYAYpd9VI2Xprr6gni7EWvXO4T1tjbw-ZQ1HgLh491yKYzCruTHtS-l7mg==,Kota Bandar Lampung,Prov. Lampung,Baik Sekali,IIB Darmajaya,Aktif,Institut Informatika Dan Bisnis Darmajaya,Swasta,19,3.950.000 - 6.302.000
04p7tf4NBkSL_yXf_F_rh-ZiavKQkSTVwB11HwZcVy_wN8X_iNavPlXSPcaStlpIAlWnWA==,Kab. Pacitan,Prov. Jawa Timur,B,STKIP Pacitan,Aktif,STKIP PGRI Pacitan,Swasta,8,2.500.000 - 5.200.000
pLKwFxD0Rj6MxZYj6exSzOQmQxaVZFp9cIBqjn3vsy_HkfzTFsC1igNAZ7_8FoodJLtSXA==,Kab. Tegal,Prov. Jawa Tengah,,STIKES BHAKTI MANDAL,Aktif,STIKES Bhakti Mandala Husada Slawi,Swasta,6,
VvSkpD1-ww_dl1pq13l0XvRI6juIoFwyM0CzRfkYTgNCtLWrV8FlutXhmdWrWp2QLOl1Kg==,Kota Bogor,Prov. Jawa Barat,,,Alih Bentuk,Akademi Manajemen Kesatuan Bogor,Swasta,2,
lKSkUSwXKxpUNRU084JFXiWN34MrnNrLw1d_U0gNSCr4leLCcRg70F3W_dFdTsNYN9KlMQ==,Kota Surabaya,Prov. Jawa Timur,,,Alih Kelola,Akademi Kebidanan Surya Sehat,Swasta,1,
g5sF3Nr03pkwVgCXe5wtZOPeledWaNhCmi5zliMwlObYWTHGrnfQT5sPf90o5mcFCl5G9g==,Kota tangerang Selatan,Prov. Banten,Baik,STIKes IMC Bintaro,Alih Bentuk,STIKES Ichsan Medical Centre Bintaro,Swasta,3,
Mc6Cptio1HKuS4RYcjF3xhRmSKHF479zY7zZbHYu--VE25waT7tgqJruHPYktsgoBaFrxA==,Kab. Fak-Fak,Prov. Papua Barat,Baik,,Aktif,STIE Ottow & Geissler Fak-fak,Swasta,3,1.300.000 - 2.700.000
95zt8NEbXqV2Exibpoia578uZsYKC1-6NdL6wsAWcnFxQNdQl87cWAICN0ZKQEv_H8ialg==,Kota Bandung,Prov. Jawa Barat,B,STIE EKUITAS BANDUNG,Aktif,Sekolah Tinggi Ilmu Ekonomi Ekuitas,Swasta,7,205.000 - 27.249.200
sEss09H2eAevNMEP38FdfBdS9A2tOPkL1f-o3Rtf4jjarwvJV45lF378T13lF9a39Ybq9w==,Kab. Jember,Prov. Jawa Timur,Baik,AKFAR Jember,Alih Bentuk,Akademi Farmasi Jember,Swasta,1,
nRyq-nZKIePv8pknS1ZyqHVz1OY7KewNTZfApfHIw-ZVPEtcrbA2LmedYDFkfwdVV25Jqg==,Kota Banda Aceh,Prov. Aceh,Baik,STIKes Assyifa Aceh,Aktif,STIKES Assyifa Aceh,Swasta,2,2.400.000 - 4.000.000
rCTGwLCadCV9jrjWa9m3MtReiUIz8TCvxdX5p1oJkcmm-iAtFLnYLQjXd_WLPQTFy09sLQ==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Baik,UNICIMI,Aktif,Universitas Cendekia Mitra Indonesia,Swasta,6,1.500.000 - 5.450.000
ynhHvknVUUisgWlLFF8XVLwHBICY-4GNnkhAiOPRZTnw4gSoCNKU4p7aVpEJGSCcTyeakw==,Kab. Bantul,Prov. D.I. Yogyakarta,Unggul,UAA,Aktif,Universitas Alma Ata,Swasta,25,
9n0R_B8M8tDPJz2euW7H5wqU4qJ2ALVu9GBCkpP8nWUU5tVgdD3Uz2he9AR0Ub4p4SqJCQ==,Kota Pontianak,Prov. Kalimantan Barat,,,Alih Bentuk,Akademi Bahasa Asing Widya Dharma,Swasta,1,
vs3y_klm_am6lSwzh0dT4u0tGUAQ9g8c0yQKWkCZ0cOzzhHj2WPg-CBdXLZ1KeaalpKaIw==,Kota Banjarmasin,Prov. Kalimantan Selatan,,AKBID BK,Alih Bentuk,Akademi Kebidanan Bunga Kalimantan,Swasta,1,
ZI6CG3dhuVPPPeIvz1Ld-_wxgJb2Oo9XW3jXK_7B-eVk_NeGHzkHHIi80igDthG_P2x2ZQ==,Kota Tarakan,Prov. Kalimantan Utara,Baik,PPKIA,Aktif,STMIK PPKIA Tarakanita Rahmawati ,Swasta,3,3.800.000 - 4.500.000
xxMbRT_aJuTjPJ2QZ4qJMrinErdDGQYOGFSYwCKwLHQfUpVBGkEXCn-GMeFUumO_BddcDw==,Kab. Muna,Prov. Sulawesi Tenggara,,PKPM,Alih Bentuk,Politeknik Karya Persada Muna,Swasta,3,
Hrp8HRTATQp01Qo6E8VbEXHwyB83Wg5A0TVpbxXUsjZnloX0Vm59bbKF_MQ76DzyEdpxAw==,Kab. Garut,Prov. Jawa Barat,,,Tutup,Akademi Komunitas Qurrota A'yun,Swasta,2,
_BfqWj5uVVZv8-kKmT_tn7ulgC_8yBSDGvkKVtU5tferQY4yJtoZycVcUWDXIINlG2tYDw==,Kota Padang,Prov. Sumatera Barat,B,META-U,Aktif,Universitas Metamedia,Swasta,6,1.500.000 - 6.000.000
aT5GsQtcPqEg-pHN-lWdL5YFFJ78Mezwk7VAcPXYdlxuvcH2_bYCLN5Tob_m5As4387lMQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,AK2J,Alih Bentuk,Akademi Kebidanan Kartini Jakarta,Swasta,1,
dFmtQ5lq4g_OXlhNIomf4S2TIL7h2LV8SYgTmPH-GaRTkKP506ExzLKMpyYqtuNtVVX9aQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,Poltektugu,Aktif,Politeknik Tugu Jakarta,Swasta,3,
zrSmnvatQfQnE6ArTOdd-rhNPjav7Adu0Q6h7KXrEIwlXU7J-zI8ZOgCoFM2_e7QFnQ6KQ==,Kota Bandung,Prov. Jawa Barat,Baik,Akpari Bandung,Aktif,Akademi Pariwisata Bandung,Swasta,2,240.000 - 2.400.000
h6jt4t22N0tUeZun6TPEGi35Yyc7tn-O5LHihKSW186em1LtE4HrCbIWjssGcD4KpFk4GA==,Kab. Deli Serdang,Prov. Sumatera Utara,,,Alih Bentuk,Akademi Keperawatan Harapan Mama Deli Serdang,Swasta,1,
oVCMisu8eCoiDkksrHw2PWRG7eq5COymoSwX2JzQYYZT77IfxUKklr1vNvjCritlpr0xvw==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Unggul,UMN,Aktif,Universitas Multimedia Nusantara Jakarta,Swasta,18,2.925.000 - 29.400.000
OLsmqDQIcpddG6BiDiO_uv-e8lALCNwLEHIOlo94ORWtKKbp-ZV7YxsxBne2eGV-iitmDw==,Kota Lubuk Linggau,Prov. Sumatera Selatan,,STIE MURA Lubuklingg,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Musi Rawas,Swasta,3,
YbFsKYWJGFiGRIwGukOxkjLqZGMMChTfqPBzDoMIfkvPcEIT44TFV16uR1NjxsGPfOvv1Q==,Kota Manado,Prov. Sulawesi Utara,,UNPI,Aktif,Universitas Pembangunan Indonesia Manado,Swasta,9,750.000 - 750.000
KFbXEWDVMeEmefoWtv7EBu4A7epw67FTe3EfV7GSmbdwMAKaeogymX1qrITJEvV0CXbkLA==,Kota Gorontalo,Prov. Gorontalo,B,Unisan,Aktif,Universitas Ichsan Gorontalo,Swasta,16,2.250.000 - 5.000.000
IrnjPYOukDXMKpz9aoxW9SEGMH86ssu-jVNmRuDc3U5ow10G8M19NSYhy6Sm_AXFwVcciw==,Kota Madiun,Prov. Jawa Timur,,,Alih Bentuk,Universitas Katolik Widya Mandala Madiun,Swasta,10,
1GJDvHGx6hm7Ha4LLx5FBcgMS72jzOek7nW1cE4Vf7UKagZyjLDYsgJ2o42NMre2FjLULg==,Kab. Sleman,Prov. D.I. Yogyakarta,,,Aktif,Politeknik Gistrav ,Swasta,3,
vhpT_-qGSBwK5sxyiTZQccbca9KtKT5oDgBqX7DZkqQoB0aQi8N3Id761uJByqS8-gT6uA==,Kab. Soppeng,Prov. Sulawesi Selatan,Baik,,Aktif,AKPER Putra Pertiwi Watansoppeng,Swasta,1,1.950.000 - 2.250.000
IgPzMFgadU04enUKlGxn6ggt5rh9EidKXx_NYPEcbB2XZClorOKOICpQLrCldRpaY5SFLw==,Kota Banda Aceh,Prov. Aceh,Baik Sekali,STIES Banda Aceh,Aktif,Sekolah Tinggi Ilmu Ekonomi Sabang,Swasta,3,
csQ0SIB1MOihHiN7DU_5HTlpcZdSJrCJ9PvfZxeLZfDRaha7xaqGG59-ErNlM0GT3iS_5A==,Kab. Indragiri Hulu,Prov. Riau,Baik,AKI,Alih Bentuk,Akademi Kebidanan Indragiri,Swasta,1,
tCijrDCbJqH9CS0gqQgCBAE_GiU4vd7onpsiSX-QJTd_YvbwfwLaqJ5r0SMkRFRek3rVjA==,Kota Cirebon,Prov. Jawa Barat,Baik,ADHC,Alih Bentuk,Akademi Keperawatan Dharma Husada Cirebon,Swasta,1,12.800.000 - 12.800.000
xwO_co3ttwj-NV04tHu14Aocz5d3La4ic9HkdvZSxBBwU8Y58k8pFf4BfG1aK00fk-dhVw==,Kota Bukittinggi,Prov. Sumatera Barat,,AKBID PA,Aktif,Akademi Kebidanan Pelita Andalas,Swasta,1,
2LLRsXR2jBh654UDvE9RozYcRABwE7aMmmgYwuLixo0Fsgy-PeLVSLzB7am8sdz7pu6U0w==,Kota Cirebon,Prov. Jawa Barat,B,UNTAG Cirebon,Aktif,Universitas 17 Agustus 1945 Cirebon,Swasta,16,500.000 - 75.000.000
Y_ZCeNQAoPe38x7uiCvxE-Dh-i_QyPb0yo3Ad3MWwlmMkZBam21ogkI3bOndUgRDfCMfyw==,Kota Yogyakarta,Prov. D.I. Yogyakarta,Baik,AKPARDA YOGYAKARTA ,Aktif,Akademi Pariwisata Dharma Nusantara Sakti,Swasta,1,2.000.000 - 4.000.000
gohKxBpkdiuqliLxeoSe9TE90Oe5OtyFiVXiJmDIyZANy_qGommFtKIWP8c-rUXtNL0vzg==,Kota Serang,Prov. Banten,,,Alih Bentuk,STMIK Banten Jaya,Swasta,5,
lN80_2Mh3ur-2lQxalS6Dh6b2WqUv8cWCtxi98DVAeziCs9dF__EPidhgEAJey_VjGYiPw==,Kota Makassar,Prov. Sulawesi Selatan,,STMIK Handayani,Alih Bentuk,STMIK Handayani Makassar,Swasta,6,
_ePZ3zbWmupzGwa7H-12bq_dxv9NcI27GtPttAl0cS1KxI_g2k5wbAfujYVLfY3j9PeM0g==,Kota Medan,Prov. Sumatera Utara,Baik,STIK-P,Aktif,Sekolah Tinggi Ilmu Komunikasi Pembangunan,Swasta,1,3.500.000 - 3.500.000
iztWpMjArE5xGoEKP1IBoqd4lJ8zmPXG5Ewbl0I3ZoIcH4IeNuCz0o2UVD_Jf0JMUaMxPw==,Kab. Mojokerto,Prov. Jawa Timur,,Poltekkes majapahit,Alih Bentuk,Politeknik Kesehatan Majapahit,Swasta,2,
iUKyecmv9JwMG2QI02rcnMD0C8BMIM9quoonUBQHQanIh7_s6jp9xEY1teqPdy6N2Ec7zA==,Kota Tangerang,Prov. Banten,Baik,Poltek-GT,Aktif,Politeknik Gajah Tunggal,Swasta,5,
OTtuOlpFi-w5cG_cNcVBHPm07gaAGYayuu2Ge1_vRvMPjLnNPK-0JGkt3Lvw4voTyRCJ0g==,Kota Banjarmasin,Prov. Kalimantan Selatan,Baik,STIENAS BANJARMASIN,Aktif,Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,Swasta,2,1.980.000 - 4.000.000
slYEDSoa4e_5OAFksAfFg6HdhAIF1-2IOTHsIpPkckcrJ4-GrNyZuW59APGg4tmhud5KQw==,Kota Pekanbaru,Prov. Riau,Baik,STIKES AI-INSYIRAH,Alih Bentuk,STIKES Al-Insyirah Pekanbaru,Swasta,7,
J-jobTtKqc1wKi66MYzmS6yYN2Zdfl6Eg2mSNGE6WMBIBCYmBedPFoynvQs1nXbYnbKwkg==,Kota Bandar Lampung,Prov. Lampung,,STTN Lampung,Aktif,Sekolah Tinggi Teknologi Nusantara Lampung,Swasta,5,3.000.000 - 3.000.000
bSs7awAGDyMWi9Iw1FuhVp_yT8f7dxMfIZY-QuQjILVmcxPnUuLmOWp7l5-_NOndJj-miw==,Kota Binjai,Prov. Sumatera Utara,Baik,,Aktif,Akademi Kebidanan Kharisma Husada Binjai,Swasta,1,
pcspCcBQGeaMPDP8aTJaHwzo1gh1jKXc_JptxbJjA1HGal103Tbf2SHhLKieGS8aJAh4ag==,Kab. Sleman,Prov. D.I. Yogyakarta,Baik Sekali,AMIKOM YOGYAKARTA,Aktif,Universitas Amikom Yogyakarta,Swasta,20,300.000 - 10.000.000
V8uUQVmSzmoBKBICjvKyC5FzrY5yyla-eoPkPD63ksyT3VTQWYdVsZAyqb0vMED2TOMpjQ==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,,Alih Bentuk,Institut Teknologi dan Kesehatan Jakarta,Swasta,8,
vD7EGlQPUIMaMAuqjTuX0dDKhFGoo-xx94MmnbKgR-WTaqx2Y9rPCkBLxOnkiRLRJE_Ocg==,Kab. Situbondo,Prov. Jawa Timur,,,Alih Bentuk,Akademi Perikanan Ibrahimy,Swasta,2,
N1r9tkvGWQYZAIQvy7O0ng5BCIDcUqZt9TM0h_BSXQzySuJBc1xoSQYgXQo88F7bgXA_Jg==,Kab. Asahan,Prov. Sumatera Utara,,,Aktif,Akademi Kebidanan Ibtisam Aulia,Swasta,1,
i55jFSLkdgRRc0qLZz-dA38IpQXRsCTw3OmP21VIz569o-PiT2fyEFKq4pYzKQ41dFcCYQ==,Kab. Banyumas,Prov. Jawa Tengah,,,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan YLPP Purwokerto,Swasta,2,
a59Sy0q-a0gtHjC1DvbX9tW1LZs8V84fe9ELoQNc0mIIhaZIubELs2VBgrnmAIwbJIKstQ==,Kota Padang,Prov. Sumatera Barat,Baik Sekali,UM Sumatera Barat,Aktif,Universitas Muhammadiyah Sumatera Barat,Swasta,39,31.929 - 10.287.500
znfCN2LpjaMa9CWVwFEeyRlIjBWQ0jflfE0GqZFpwk2pCThD_g9HUltZ1N-5eaWHKBgYgg==,Kab. Banyumas,Prov. Jawa Tengah,,ST3 Telkom,Alih Bentuk,Sekolah Tinggi Teknologi Telematika Telkom,Swasta,7,
YU8nyVDUJTdxcALNHV5Rr5e0kY9Yijgz_nqDrMUQtMkWu5UpQirCUjClumcIsExA41fMTg==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik,AAI,Alih Bentuk,Akademi Audiologi Indonesia Jakarta,Swasta,1,6.380.000 - 11.500.000
EVtun02RMWgowuNlNJNLI4jbLBIiXkI6Z3q0KNwbKJ8MbjIXitMTWvcoWEeeU2wzrSh1WA==,Kab. Karawang,Prov. Jawa Barat,Baik,USINDO,Aktif,Universitas Sehati Indonesia,Swasta,7,4.750.000 - 8.750.000
Md3Y5knfg7xrZCDWlQsg66XwBqFkYnr7yg1S78_bdVe8H2KOlzxFyT7OdLo06_castLVyw==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,BCM College,Aktif,Politeknik Bisnis dan Pasar Modal,Swasta,3,4.500.000 - 4.500.000
gpRMYrzp2FA_aesOUKwCXPYSh5LkPWg6GlqTB24PJbs8O_Po8PtA7WvqvxGRclEaCIhauA==,Kota Medan,Prov. Sumatera Utara,B,APP-DA,Aktif,Akademi Pariwisata Dan Perhotelan Darma Agung,Swasta,2,
XaweNyvoepzNfVL07tuKXFeqnOELMWfZgG7Qvg0Gm4DgruxftTzU_W0K2dvwNDXGMwO2dg==,Kab. Barru,Prov. Sulawesi Selatan,B,UM BARRU,Aktif,Universitas Muhammadiyah Barru,Swasta,5,
3TmaeFxJPP8ojVZwUqIbds-lEdOHmMcg7G5cJNwn3afNWk3YoKbjvRO6ZwKN7svfqI5o3w==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,STIKOM Interstudi,Aktif,Sekolah Tinggi Ilmu Komunikasi Inter Studi,Swasta,3,9.000.000 - 9.900.000
pRR2_OMfXTUU1JixIOLXEh0ZfAg4C5vSHx4JpKh_nfYdnFKXqjjoCx8KD-hNHpT7V4g9Zg==,Kota Banda Aceh,Prov. Aceh,Baik,Ubudiyah,Aktif,Universitas Ubudiyah Indonesia,Swasta,22,
QcPdFW4LURz4XBNKYWfr3ofLBHO91eHtyAff4tEPgAU9qjehhVDFyVpxN6PIbufk-1Le-g==,Kota Medan,Prov. Sumatera Utara,,,Tutup,Akademi Teknologi Lorena,Swasta,3,
Z1-o_DrMaZo24ifjACeMAcF1r8DNPAHJat9N9H1HBWlkXv6ZlfV2aMtdvPlAlZJ0lkOKAA==,Kab. Tangerang,Prov. Banten,Baik,STKIP Surya,Alih Bentuk,STKIP Surya,Swasta,5,1.475.000 - 9.000.000
L2aRL0tfn9zZ5yfiTjeOPV19outiIGnpnd9eAT7zakSvc9OjSNn_2Wewx4NuBIBBqMDXtg==,Kab. Aceh Tenggara,Prov. Aceh,,STIKes YNH,Alih Bentuk,STIKES Nurul Hasanah Kutacane,Swasta,5,
DdT-rszZHK8RqXYs1Jjgvc9DpECvOVrCN53xCNrYEkE1RNNxaCD7Uxf-YBVTlDGrLcFwnQ==,Kab. Grobogan,Prov. Jawa Tengah,,,Aktif,Akademi Komunitas Miftahus Sa'adah Grobogan,Swasta,1,
g2UfUTssH9wBi4R81Rn0cuyULOG4qqYvwflXnzAmEc88680123sLPJzK4XpMa1WCSNs5wA==,Kota Bandar Lampung,Prov. Lampung,B,UBL,Aktif,Universitas Bandar Lampung,Swasta,22,
RSS9HMIvCFSjLTPjbK9DJG1F12iRpuZv3OkdmrBGhsn-kT_Tkg1nvdoPnLrCMYtH2KjgOg==,Kab. Purwakarta,Prov. Jawa Barat,,,Alih Bentuk,Akademi Kebidanan Bhakti Asih Purwakarta,Swasta,2,
iimw8UTin_holQ6AmqMHXn5XFXKhFbRP_JWS0K7v-wYiZPaWJJq53FcQh2QaQ9L9zq73Gw==,Kota Mataram,Prov. Nusa Tenggara Barat,,,Alih Bentuk,Akademi Kebidanan Bhakti Kencana,Swasta,1,
