id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah
g_peJrzkmmqQATfORYY1MYzvXh_8pdHxlQMoO1TP6Mh2NLskN4_jfmpAagdZrZrQH5aBqw==,Kab. Kutai Kartanegara,Prov. Kalimantan Timur,Baik Sekali,UNIKARTA,Aktif,Universitas Kutai Kartanegara Tenggarong,Swasta,14,2.400.000 - 5.955.000
OjJBADoCK-6yF1n3kQkbiICe4M_zT4okGLUYTgO0V2MP2yCWjkzSm8_fWqh4QioTWgOAKg==,Kota Samarinda,Prov. Kalimantan Timur,B,IKIP PGRI Kaltim,Aktif,IKIP PGRI Kaltim,Swasta,5,275.000 - 3.000.000
msR3Z--aaLUVA6Rex80eEGNvlPiKwb3IleGxF4unHVRLMeLAMxjVMVzUwYRz1wKYgQSWpw==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,AKPAR PERTIWI,Alih Bentuk,Akademi Pariwisata Pertiwi,Swasta,3,
TE_WwX2Of_RNoTexvdc8ambcBslPF7dkcIH9VKR1KHFdUvrFKqH-xQ8ZwE1BBmi5Nj5YyQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi dan Keuangan dan Perbankan,Swasta,5,
pGr4KaJK9i3wxa7Ceu_9q4CuG1cYuy9_ochhj9LOgl0cDMg8aqrc6sZ7Npv7EMDAKBBHvw==,Kota Cilegon,Prov. Banten,Baik,STISIP Trimasda,Aktif,STISIP Trimasda Cilegon,Swasta,3,
HEPDM4SuS0qDZUsOpT3xgqGWkGBO8w2-uJRc9J23veVpgPBp1qwd4XkM9NZFghI4PcOwtA==,Kab. Tegal,Prov. Jawa Tengah,Baik,PBJT,Aktif,Politeknik Baja Tegal,Swasta,4,
s3gqprFn_OwCwmZsDKiEwF3dt7a79jRkv-6-21UBnd3q6DNM5IDqs0g_s3PHv0jZj32trg==,Kab. Bone,Prov. Sulawesi Selatan,Baik Sekali,STIH Pengayoman,Alih Bentuk,Sekolah Tinggi Ilmu Hukum Pengayoman,Swasta,2,
M9hGxn5pIeBiNtxJkANsQiHVphZono9RBeL111GvobE6fvKK2LeVD2yOsm-X_t2yvAK1Ew==,Kab. Cilacap,Prov. Jawa Tengah,,,Tutup,Akademi Kebidanan Dulang Mas,Swasta,1,
j4APGu9Rwewwg7bYguSTpaVY6pxhh0QPJ2NB4s6fCoNBj-4lKso0AqTRnLA_JaqPlfWw6w==,Kab. Majalengka,Prov. Jawa Barat,Baik,USKM,Aktif,Universitas Sindang Kasih Majalengka,Swasta,8,4.000.000 - 4.500.000
vXPwSWwCCrw66SOsI6YLs4pYzN8O72zXQStLaCTZxrENzAewi5x4f0Jdsk6DI3ZxSvVNJg==,Kab. Jombang,Prov. Jawa Timur,,ITS Kesehatan ICME,Aktif,Institut Teknologi Sains dan Kesehatan Insan Cendekia Medika Jombang,Swasta,11,600.000 - 9.000.000
LuWjTCv6VkQg7pNUt1_txiRxw7jEErn_5fqruGynLYsAe9RBOYtEn0q-S-qvg3ZlhG3WGQ==,Kota Depok,Prov. Jawa Barat,Baik,STIEFA,Aktif,Sekolah Tinggi Ilmu Ekonomi Fajar,Swasta,3,3.000.000 - 3.000.000
KpLKrz7r70Owe6fdjpg2G6LlQiHHTTOq9VekwxvG14a3jOzbPgV3PmZhyEP3V5w09HeWgw==,Kab. Padang Lawas utara,Prov. Sumatera Utara,Baik,ITS Paluta,Aktif,Institut Teknologi dan Sains Padang Lawas Utara,Swasta,4,2.000.000 - 20.000.000
xXBmBUvpyJZg9qkT7rOcSIvyvm-wSsH8mpL3wc9a5-6OfcoXxtc592T5U2DeYoNJfzQ5fg==,Kab. Dompu,Prov. Nusa Tenggara Barat,Baik,STIE YAPIS DOMPU,Aktif,Sekolah Tinggi Ilmu Ekonomi Yapis,Swasta,2,
Q80fnQSCGH7UiyhSratV9MgsLrLy1triHdIufBbCoBogdN1Rp6lC9Ow3uxz6LcTBPxHVEg==,Kab. Kupang,Prov. Nusa Tenggara Timur,Baik,STIKES MARANATHA,Aktif,STIKES Maranatha Kupang,Swasta,4,3.600.000 - 3.600.000
DMO6h_tY_cEOniXuY-tCbY0VzRAWadaP81SYjSyjBCpDRxnJI_9RWnKp1R6mNVmBa5xoxA==,Kota Madiun,Prov. Jawa Timur,Baik Sekali,UMMAD,Aktif,Universitas Muhammadiyah Madiun,Swasta,14,1.700.000 - 5.250.000
lLFrpBzp32yNXXRGwbweJ-ePUkk7NO6TNldKmxtMXck-TZmmfUj-Fwh85epSyB-BxcC81Q==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Alih Kelola,Politeknik Trisila Dharma,Swasta,6,
igGH3aDEcb9qk3FR6oxhSdfgWJ8WK-MWTux70uKxDlsAWUyRmt7fuS9eznWC0QQXWQy9bg==,Kab. Tangerang,Prov. Banten,Baik,STIKES Faathir Husad,Aktif,STIKES Faathir Husada,Swasta,3,4.000.000 - 10.000.000
VxBegM0Y7rvUYBKNVxMmvAy0yJHvjaL1RxJmJmOoT2wp_Ut6oBf-CiuajJn7e1vyNIQ2Pg==,Kab. Aceh Barat,Prov. Aceh,Baik,,Alih Bentuk,Akademi Kebidanan Public Health Medical Nursing,Swasta,1,
97vo_oU5A03bb90-gQFGm8wb0Ce6X1FHVTK3BbPN-iqVUd_An_32iAc4vAYrf7pg5_pa0w==,Kota Banda Aceh,Prov. Aceh,Baik,STT-BCI Banda Aceh,Aktif,Sekolah Tinggi Teknik Bina Cendikia,Swasta,1,
k06wCN9M0Y0pw0qQ34BQdNVzRh5oEf4ZpNpakr8iqR2SKWn1zyD5swYEzy74I9BkQR5gbw==,Kota Kendari,Prov. Sulawesi Tenggara,,,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Dharma Barata Kendari,Swasta,2,
R8H4gHm6rk3ImeYjjtK5qYEoz_OIsNrjSQj7HmaLJBmjaVmJ8ogaOkxOMJ_-1Vky1pkwVw==,Kota Palu,Prov. Sulawesi Tengah,,AKFAR MEDIKA NUSANTA,Alih Bentuk,Akademi Farmasi Medika Nusantara,Swasta,1,
2LVAh7lWfHKaqR2tbqzPhxOfeobtiPb53kCroOKbkX9k2ExVANE8HIbQ_0D3rx4yipqAxg==,Kota Medan,Prov. Sumatera Utara,Baik,STIKes Mitra Sejati,Aktif,Sekolah Tinggi Ilmu Kesehatan Mitra Sejati,Swasta,3,600.000 - 24.000.000
QORlYem2RJIGhQXgmiWf7VOL6p1vlZ16-WOiQ1F87J5rN5Mk8-7a6anwaAYj8yJWrsD9jQ==,Kab. Pandeglang,Prov. Banten,Baik Sekali,STIA BANTEN,Aktif,Sekolah Tinggi Ilmu Administrasi Banten,Swasta,4,
AD81h9T3Y0Ucf3Nsp1GjN8sNduUrmfdvmtPrFK7uz2JT3KPfTsc7XneCPdgbCQFAWM4G5g==,Kota Medan,Prov. Sumatera Utara,,STIH,Alih Kelola,Sekolah Tinggi Ilmu Hukum Swadaya,Swasta,1,
-aP6DVOL5iMZzJ9vLG8G4NkG19d4_UdhedZxZTiuaE4GbgmcTyGD9FpT_hpKWtWxejDOmQ==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,stmik jayabaya,Alih Bentuk,STMIK Jayabaya Jakarta,Swasta,2,
iH183g-zZEr6eFgbgIQXtW5Ne4t2z0x2eljg0ryZPqwz-9W8veUMELgQPRRBLtl-nJlz-A==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,STIAMI,Alih Bentuk,Sekolah Tinggi Ilmu Administrasi Mandala Indonesia,Swasta,5,
MOwuLvYq0V-HU-tVHi_6VhceLkNRjTXQvJ903seYAOKpvFlUmB2Si4rNUNyUiF0dca4tdg==,Kota Denpasar,Prov. Bali,Baik,ATRO Bali,Aktif,AKTEK Radiodiagnostik Dan Radioterapi Bali,Swasta,2,5.000.000 - 7.700.000
-0k9RCIKj21TewtZQh-g3tI3YtjZizLyS_olqXW3JYd0ffNZ-BBmuYqyobO4BMBrVDrCuA==,Kota Palopo,Prov. Sulawesi Selatan,Baik,AMI PALOPO,Alih Bentuk,Akademi Maritim Palopo,Swasta,1,
PWnO-8mnlAlpKDYkBdgXT39NAXi4xt9u_9NcQ7SAfp9TofqSTw87aW5wuL-0qu1yvQX-dw==,Kab. Gowa,Prov. Sulawesi Selatan,,,Alih Bentuk,Akademi Keperawatan Kharisma Gowa Raya,Swasta,1,
j5mIE8vMtIevCesTJNGZk73oMoMFtYeL3Et8ORAKtuJYhclBq2UAGH4zT3k03c7gpeni8g==,Kota Malang,Prov. Jawa Timur,,,Alih Bentuk,Politeknik Kesehatan RS Dr Soepraoen Kesdam V,Swasta,7,
isZffIKupY7NlDjkoFr31HkLVtzXfARsFr2h_neV5yhrrjXXgO2cTZzuIBqxNEuJqgaGow==,Kab. Polewali Mamasa,Prov. Sulawesi Barat,Baik,ITBM POLMAN,Aktif,Institut Teknologi dan Bisnis MUhammadiyah Polewali Mandar,Swasta,4,2.400.000 - 2.400.000
vDrryrr6rMnMgg3v7LUbhT6oE7dOwyyHpccW0XMCm6QQsUF3c4b7vQ8p3BqJwOzcWIzQkw==,Kota Padang,Prov. Sumatera Barat,,STMIK Indonesia Pdg,Alih Bentuk,STMIK Indonesia Padang,Swasta,5,
AeyIg4tKdEJPr5LLJIplaMpGbXqdRsEyaLn1Dldtz79U1aGCPYDz-HrDMlbcELwqExslPQ==,Kab. Kudus,Prov. Jawa Tengah,Unggul,UMK,Aktif,Universitas Muria Kudus,Swasta,24,700.000 - 8.500.000
AxtKwCtrRflqIINP-3IZ9TpHg2yLON5N1-tytKnrhBvM2_l-iEqgKn_z-vBaaZ1v-V8WPA==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik,,Aktif,Institut Bisnis Nusantara,Swasta,10,100.000 - 14.372.500
yuqXegcoA_Rul31UQ4ZXbLrsNhfOw09IwYN7gjzKZvEPVFhnKfRsZjpZoh6J8QNLOQtu0w==,Kab. Soppeng,Prov. Sulawesi Selatan,Baik,AMIKA SOPPENG,Aktif,Sekolah Tinggi Manajemen Informatika Dan Komputer Amika Soppeng,Swasta,2,800.000 - 2.400.000
9TVurdTjp8WvNgCJjkxgS166bXGkHJasFz7N6Q7f8AlM5bivxp9FYWAhRsjvfoV1AwKOjQ==,Kab. Aceh Tenggara,Prov. Aceh,Baik,UNH,Aktif,Universitas Nurul Hasanah Kutacane,Swasta,10,400.000 - 4.000.000
k7dABRY1U3wKiYzcaMsCakAMQuMS9UpzwnotxikP4xFLrSyTnjqBHm21JFxxi1WXrovnbg==,Kab. Pringsewu,Prov. Lampung,,,Alih Bentuk,Akademi Kebidanan Medica Bakti Nusantara,Swasta,1,
jtKpSdRBU002fK-CfOaHwAexkrXy7B2amS1xE3ruhvMsSF7zEcsGXNNvGJlizPSN0hBh0g==,Kota Palembang,Prov. Sumatera Selatan,Baik,STIKES AL-SU'AIBAH,Aktif,Sekolah Tinggi Ilmu Kesehatan Al-Su'aibah,Swasta,4,1.050.000 - 10.600.000
Jj5Zg_hN7VWV-C1xlDRyot8xgL2d_Up_feyutgSxD3gMMchs18j9EulT6Z__IfzvzO_d4g==,Kota Banda Aceh,Prov. Aceh,Baik Sekali,Unmuha,Aktif,Universitas Muhammadiyah Aceh,Swasta,23,2.005.000 - 13.500.000
63EcDoKh8HuutNHVjcsjnBkH7S4h39_l5tnpAewbDtOZWn5PQ5HKrCdLzpofbVeI3S1oOQ==,Kab. Klaten,Prov. Jawa Tengah,Baik,STIA MADANI,Aktif,Sekolah Tinggi Ilmu Administrasi Madani,Swasta,4,817.500 - 2.875.000
1n_olNOpXz6fw4l4r6zTair5yMBhwpE5sNspehBPFwFrfCU4FsUOJGz7pE5Rcon_6OVKrA==,Kab. Pasir,Prov. Kalimantan Timur,Baik,STIE Widya Praja,Aktif,Sekolah Tinggi Ilmu Ekonomi Widya Praja,Swasta,1,3.373.750 - 3.480.000
U-uk3hMyOlZby_5iDOlcwtXWv5YvtS-OcciGqA2UznYUXELsBWHNkiBR5qNwxiqBKgKmjA==,Kota Palembang,Prov. Sumatera Selatan,Baik,ITB-BINAS,Aktif,Institut Teknologi dan Bisnis Bina Sriwijaya Palembang,Swasta,6,2.300.000 - 2.500.000
5Kgg5OBPy3_WLn_HIzVLiBqfvmA4bVfEeDuIw8-REls8W3NMRhaDBbcDLGcQK1k5pc0Vuw==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STIA Abdul Haris,Aktif,Sekolah Tinggi Ilmu Administrasi Abdul Haris,Swasta,2,1.500.000 - 1.500.000
1w4anvyKl5FITuVStMR5LBO7QJHZkjvRK077rklMgElC_S5b1KO3Pd3-BUHYTAbIKusJpA==,Kota Bekasi,Prov. Jawa Barat,B,UNISMA Bekasi,Aktif,Universitas Islam 45,Swasta,33,360 - 9.027.000
qWCV6TPz2IrneGLNWnBWiav-vBAYXQdTfLUXnRH_dpS0wieLWAnt4z925_y6-zrtJaWjEg==,Kota Bekasi,Prov. Jawa Barat,Baik,STMIK Mercusuar,Aktif,STMIK Mercusuar,Swasta,5,2.400.000 - 2.400.000
ubY-XhByoQqO-LoawjhiERTr_4PkMlFhr_hvZdGve6bTWOOZWv5cl-EEpDuMKeIkbGonOw==,Kab. Ogan Komering Ulu Timur,Prov. Sumatera Selatan,,,Aktif,Politeknik YPPB Belitang,Swasta,3,
tjMJFM8JHMqkyImQX8Lmxfz_FdgJRyuBhlrgL7aPhDzVgCR7v6kx9V_XSaz9y07Z5t7xMA==,Kab. Ende,Prov. Nusa Tenggara Timur,,,Pembinaan,Akademi Bahasa Asing Santa Mary Ende,Swasta,1,
wwokok9lRD3LfsK6_qwUZbWpk2iupqKMafZ6vMRqq0IbjjtaYKxXQajgxB3-Pjny4iH4VQ==,Kota Padang,Prov. Sumatera Barat,B,UPI-YPTK,Aktif,Universitas Putra Indonesia Yptk Padang,Swasta,21,2.500.000 - 4.450.000
yqddNvQmc0ShbNenIlov7UgIVt1krr3anJIpV-fimd1iX9TaBuuXuwXq7XB7iPjSFXjTrg==,Kota Medan,Prov. Sumatera Utara,Baik,ITB Carnegie,Aktif,Institut Teknologi dan Bisnis Carnegie,Swasta,3,3.000.000 - 3.000.000
NlGuWpmvZzplqAW7EKpLsGdlw6sC9CvKb0XCZz9-feNbbPHLX2Iq1Cl52t99tGXLWkf1Ow==,Kab. Halmahera Selatan,Prov. Maluku Utara,Baik,STP LABUHA,Alih Bentuk,Sekolah Tinggi Pertanian Labuha,Swasta,3,
B6I-FwLXxj4IPLi21dmiAgI3XQUqI-m6EiOISbI9djCO5SkuOVWgkfeQWEjU36dDcm5jLw==,Kota Padang,Prov. Sumatera Barat,,,Tutup,STISIP Padang,Swasta,2,
LTKZvahDjPQK9yEttJAZgUAaFFCjyp8qcLJGwNjmaJXsyTjhrNTdnIJzcoVY4Vs3owTOZg==,Kota Banda Aceh,Prov. Aceh,Baik,AMIKI,Alih Bentuk,AMIK Indonesia,Swasta,1,
w5v0VhwG-Le_sa--6lfHWC441aFiehsIJ07dn71H6Cuut9dFKkmdySAVJKs7AzUQTKV2zg==,Kota Palopo,Prov. Sulawesi Selatan,,,Alih Bentuk,STIKES Mega Buana Palopo,Swasta,7,
ZEDPWFQKcZfL1xJ6sPFVn8CV9hJqCSYRxUG4Ztx9A60lPQclqL-tzEjll3xVU6LCRAIvXg==,Kab. Padang Pariaman,Prov. Sumatera Barat,,STIKes SUMBAR,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Sumatera Barat,Swasta,4,
nh17-3MptRKfJCH4baBgb2JY7KZ9j6rIcz5eJtOJkjcqvIsYIUS46kf_GtRByX07ZZExjg==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,AKPAR MATOA,Tutup,Akademi Pariwisata Matoa,Swasta,1,
zPxP16P46zrrKsqrdco2v4qcadA18JlihocqscZpAt_OPwqj1vLRLi7Z4IbKA33wqeWN8A==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,SAE INDONESIA,Aktif,Akademi Komunikasi SAE Indonesia,Swasta,2,1 - 1
gfZmQ5Be0qRzs70jItdd7S6hn134pzql4snZjGxffdWESmrQfU5krnilmL8Y5bpo2rJLLw==,Kab. Musi Banyu Asin,Prov. Sumatera Selatan,,,Alih Bentuk,Sekolah Tinggi Ilmu Hukum Rahmaniyah,Swasta,1,
v3CCcLhagJmZ3RPolLQUUqXIFC9iOHp2H0vBEaDD7bgmqUh_yRBnfl_nMD2Uw4UlUYX9tg==,Kota Medan,Prov. Sumatera Utara,Baik Sekali,TGD,Aktif,STMIK Triguna Dharma,Swasta,4,2.996.000 - 4.140.000
mWG9uj--fX-VgEeAWBEcOtvjm5jw7qtAEYcC8wgKu0L-BPayEvInkUtesmDinqDCvQGjkg==,Kota Palembang,Prov. Sumatera Selatan,,,Tutup,Akademi Komunitas Palembang,Swasta,5,
5HjMYEpw4KDE4ZOkGpbH8E-O3Q6RSbzSmnK1Ywt4aMRgBWw7wBWZmxulIwuF_m1Raqqpuw==,Kab. Karawang,Prov. Jawa Barat,Baik,STTI SONY SUGEMA,Aktif,Sekolah Tinggi Teknologi Informatika Sony Sugema,Swasta,3,1.500.000 - 3.500.000
yNNDQu4o58e3z1dLDLUdElM_59VjUctbYFksFJDjhNcO_rux-grJpx5u523NKV-5UZd0Wg==,Kota Medan,Prov. Sumatera Utara,,,Alih Kelola,Universitas Dian Nusantara,Swasta,11,
jEgCKrrDTOSIHtYRdzMsECKxQQ2iCSKsW7SASs_EABIycvwhXPV832H6do82x-thhCsKoQ==,Kab. Bone,Prov. Sulawesi Selatan,,Akper Batari Toja,Alih Bentuk,Akademi Keperawatan Batari Toja,Swasta,1,2.300.000 - 2.300.000
Fh9SfskPXLNxWbwQfYlqHcjnfLdrVBVPOUDsMwGL_gS9hdXeefOloyTlMMhFtj2FP05A_A==,Kota Surakarta,Prov. Jawa Tengah,Baik Sekali,USB,Aktif,Universitas Setia Budi ,Swasta,14,300.000 - 36.000.000
PJ2pGn058A2gq0_YgBzQ0j_Pit5HLMknmAh2AK68UpwlV1TTrrkYnhQKoF8SZQpuJilCgQ==,Kota Bekasi,Prov. Jawa Barat,,,Alih Bentuk,Sekolah Tinggi Teknologi Mitra Karya,Swasta,2,
ZKfk-2xc_AzQW6wkz4FySmLgbKzNqVYGCL5g5fm1mjulbbQuHLm4UZgHCEXYgQWXsHL7kg==,Kab. Jember,Prov. Jawa Timur,Baik,UIJ,Aktif,Universitas Islam Jember,Swasta,17,1.800.000 - 3.900.000
IS8nYdud1yTdrSUBOhaDlPZDSESralLZ62CbXdLa_56WhEmRjILKNY0sR9QRaAcUgwuXTQ==,Kota Banjarmasin,Prov. Kalimantan Selatan,Baik,AMNUS Banjarmasin,Aktif,Akademi Maritim Nusantara Banjarmasin,Swasta,3,100.000 - 6.400.000
IE5GhkEh1G_pffADZN5FXmv2u1-zm1DrvT3-uhxFP3DYWMKQKJE-meqK_c4l8Ec5g6F2cg==,Kota Tasikmalaya,Prov. Jawa Barat,,UNSIL,Alih Bentuk,Universitas Siliwangi,Swasta,31,
LNWn3fdQ2w-CAUPiwi7QkoESlAJ9qPvruwtVn_N-z5eoQU4own3npItZWkZgXwVfg56T4g==,Kab. Bangkalan,Prov. Jawa Timur,,,Tutup,Akademi Komunitas Al-Anwar Bangkalan Madura,Swasta,1,
mGnYzkc9_Oljya6zqCMz7qdD8pfK1AeG_9236VJ7lIeOPaqxsfjikXTvQ-UiC55rKFlGgg==,Kota Surabaya,Prov. Jawa Timur,Baik,IEU,Aktif,Sekolah Tinggi Ilmu Ekonomi IEU,Swasta,3,1.000.000 - 1.400.000
gfdfGem-80Ef-lBmOCBzolKLQT-iPyGZ5CtC1bn84mJ_Zy34rsNfRvbJ4xe6m7lypWtHzg==,Kota Malang,Prov. Jawa Timur,Baik,POLISMA,Aktif,Politeknik Unisma Malang,Swasta,5,
1simzyA_Iq5lWR4pBhRQd9oMh81t3RWKhamuUk0DDLJvp20MHbL5dMQm8Yr-CzfomnrhUg==,Kota Jambi,Prov. Jambi,B,UNAMA,Aktif,Universitas Dinamika Bangsa,Swasta,9,
kWafum1YRkoMOWY0FBQKsi_4mLKp5CobUMWoEB79GbbvHlGtOLaLKddiT9AUujhx8_f72g==,Kab. Indragiri Hilir,Prov. Riau,,AKBID HUGE,Alih Bentuk,Akademi Kebidanan Husada Gemilang,Swasta,1,
HMV9udb8pIjYX2LoNuVBWFzC8mf8wYTFi4NeLxFeq5WWdwTnod79K9o7BUWJjUZd5c_aoA==,Kab. Jember,Prov. Jawa Timur,Baik,AKBID Jember,Alih Bentuk,Akademi Kebidanan Jember,Swasta,1,
ZOoHCWk6gbyhQxirMkI7PY_YLRGixpmdU6Q7GhMy-oTWYKpqhlC_iA-4YrAUe9uWPOy05A==,Kota Salatiga,Prov. Jawa Tengah,Baik,,Aktif,Sekolah Tinggi Ilmu Kesehatan Ar-Rum,Swasta,2,3.500.000 - 3.500.000
78YbcPkmxZk2HvxxQfRpBDy8mUcU7emqO04H5ZSe843OaGV8noQyBf0IiGHdks9zINDrog==,Kota Balikpapan,Prov. Kalimantan Timur,Baik,,Aktif,Politeknik Alkon Kalimantan,Swasta,3,1.800.000 - 6.240.000
qRy8n-UrnOaiFSx-8AZPasqKBa9_zZSzdM3OlM0nI-3LQm-bcTdXbxq-MU-ShJ59s1C4RQ==,Kota Malang,Prov. Jawa Timur,Unggul,UMM,Aktif,Universitas Muhammadiyah Malang,Swasta,79,
V2sY3DKCW3nxdmBN1ITptGqvD75qQceiQ1u40mzHp4JScPoSViZvxmSB2uAsCZKeY0VS4A==,Kab. Cirebon,Prov. Jawa Barat,,AKFAR Muhammadiyah C,Alih Bentuk,Akademi Farmasi Muhammadiyah Cirebon,Swasta,1,
5HHJfTgjeozfdzMPaAOpSxn5qy7-gb0NAo7Du25Bg-9D1QyqHq1MyrTwbbDYVIJU7ui99w==,Kab. Toba Samosir,Prov. Sumatera Utara,,,Alih Bentuk,AKPER Tenaga Pembangunan Arjuna Laguboti,Swasta,1,
Ku5w9LZRGZJnn8-gAyjrGExfdDPuiIT8TohnsmEsXRuElLydavjCkl8X1ONSfvmLsTWl3g==,Kota Makassar,Prov. Sulawesi Selatan,Baik,STIKES Gunung Sari,Aktif,Sekolah Tinggi Ilmu Kesehatan Gunung Sari,Swasta,6,2.400.000 - 4.000.000
uF_2gAFpMYpO4bTPAhtI9GkGzlaI8GwwbhZPwoWRRVSvwtggXU7_HoEGcwI1Lm-oBQf8og==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,,UNIAT,Tutup,Universitas Islam Attahiriyah,Swasta,10,
e6AgMJtFtBKCfITihDfox2sOpE8Y01oU40ZGEAfYf_zgOngQA2OLuKm-83a3ifrcR-LDKw==,Kab. Tangerang,Prov. Banten,Baik,Yumanesia,Aktif,Politeknik Yusuf Mansur,Swasta,3,100.000 - 700.000
YNCYps4KDaNs9rVktjW_6tufxaBucikqfaxEKbRcom0UMthGjMdic9Yu-6uUq0bSE-0lFg==,Kota Jakarta Timur,Prov. D.K.I. Jakarta,,,Tutup,Sekolah Tinggi Ilmu Ekonomi Wira Bakti,Swasta,5,
2bhkNv5Cd2S2is4hUn8_5WmBTrv6lTQsxX6alPTNsNeUOtdJi0Kf_2VbYPEr6u4iC1W6WA==,Kab. Merauke,Prov. Papua,Baik,,Aktif,Politeknik Pertanian Yasanto,Swasta,4,2.400.000 - 2.400.000
B9TfnhUhkAVyqQhicGb1I9zMTjt6gOI4WT683993khZybF0KoDpyvGpEYDdGte6PHHbsLA==,Kab. Aceh Utara,Prov. Aceh,,,Alih Kelola,STKIP Citra Bangsa Aceh Utara,Swasta,2,
R9On7vAwmSpKfWFq0PY-iHCxi6qBZK-u_bfQuVFyp6bU0QpVzQJHYNv9laNXTKTaUp1bjw==,Kota Cimahi,Prov. Jawa Barat,,Stikes Jenderal A. Y,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Jenderal Achmad Yani,Swasta,12,
3NsfJbTKzx3VdRJtsKuFm9GC7WnzOMZ4L1DMEecS2kW3pkgRbG74J51LzMs36-VlWXQYMw==,Kab. Gresik,Prov. Jawa Timur,Baik Sekali,,Aktif,Universitas Gresik,Swasta,13,8.500.000 - 8.500.000
5us_LtFiKpwJ7DUvGIr9Fzz9AQMzCNX1k7-hWUMzPXWKhfTJm3StPxBNIcvCJshIkNHQPQ==,Kota Blitar,Prov. Jawa Timur,Baik,STIEKEN Blitar,Aktif,Sekolah Tinggi Ilmu Ekonomi Kesumanegara,Swasta,2,1.650.000 - 3.600.000
stSZYrXsFSJT3e0T6A7jBOD5Hh3VzwnAmD-rutxmqY88bjoD4yectIfZKrhS5vWTZLWD_A==,Kota Kediri,Prov. Jawa Timur,,,Alih Bentuk,STIKES Surya Mitra Husada,Swasta,6,
osx-sb4nqn9_KC1ZiOfZP2mSGNKm9oaovvLLaBpUrUd8USwntXXqUKJQjseESBHSE3p4mg==,Kab. Pati,Prov. Jawa Tengah,Baik,STT Pati,Aktif,Sekolah Tinggi Teknik Pati,Swasta,2,980.000 - 4.220.000
eB0gQqJVG28bcoHKFcoU5NWlDiUNQp1Mvd1cK-rycBigThvuy61RXFztypRdMxkCB0FYrA==,Kab. Jembrana,Prov. Bali,,STB Putra Harapan,Alih Bentuk,Sekolah Tinggi Bisnis Putra Harapan,Swasta,2,
qtQoE4VehmlthH9k2zGGghrWHX-dHwE_TBmrvLBnWb0oB_7tRms1aszp8XRA_sZGtQHTnA==,Kota Makassar,Prov. Sulawesi Selatan,,,Alih Bentuk,Sekolah Tinggi Ilmu Maritim Makassar,Swasta,3,
ZYxeC81smps0xOg-ccHNPFMTBCQSeuPAUV7poJ5LO90knD0yEUfdFTu_sO4ye3ksdjEZjg==,Kota Makassar,Prov. Sulawesi Selatan,,AKBID,Alih Bentuk,Akademi Kebidanan Muhammadiyah Makassar,Swasta,1,
gEv6-8b6HpavE6iiuWaMx52GyYaqGp1g-KHHJJVNyjkOn-PFPAAQFdAXLWUBJcqiIwFDMA==,Kota Pekalongan,Prov. Jawa Tengah,,IWIMA,Aktif,Institut Widya Pratama,Swasta,5,
Hyu0irddYiPnK7haIHO3V3cd4JaOsQfUymEXhoafm1X9tzO2WFB2fh7wdErXsYtbyIYppg==,Kota Batam,Prov. Kepulauan Riau,,SABB,Alih Bentuk,STIKES Awal Bros Batam,Swasta,7,
gpF4UWP3mScABEn_avO1n8fhjJG_3JYRO4BfiDStgElHF-WAuUe3RcvTq3sCVKOuCi8frg==,Kab. Sleman,Prov. D.I. Yogyakarta,Unggul,USD,Aktif,Universitas Sanata Dharma,Swasta,63,100.000 - 18.825.000
9w2vUmCeaVaH3mX5bU4XjJR6gH00QvCGZ2iaO2VpPY_5ayWhMwY1h0rxgzeKX6xkggcdvg==,Kota Tegal,Prov. Jawa Tengah,,,Alih Bentuk,AMIK BSI Tegal,Swasta,3,
LHNvYJ_10pzM-sT0c4QF_aP6bQdVqZ2a7F7azyLLbnLtza211YVzG84-yaIFFVaFmY3oag==,Kota Medan,Prov. Sumatera Utara,,Politomas,Alih Bentuk,Politeknik Santo Thomas,Swasta,4,
bUQ7QnlGei3o31Ehdh4vjxFeCr970_kPkVoqe0LWCon3xCjjoFUG5rZUUJE7SRRvkZIwAg==,Tidak Diisi,Prov. Jawa Timur,,,Alih Bentuk,Akademi Perekam Medik Dan Infokes Pena Husada,Swasta,1,
