cluster,cluster_name,institution_name,institution_code,body_type,link,province,campus_accreditation,banpt_code,rank,institution_code,student_amount,lecturer_amount,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN BETHESDA TOMOHON,688,SWASTA,-,SULAWESI UTARA,BAIK,banpt-354,,688,-1.0,-1.0,4675000.0,3000000.0,6350000.0,9350000.0,6000000.0,12700000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS SLAMET RIYADI,689,SWASTA,-,JAWA TENGAH,BAIK SEKALI,banpt-23,267,689,-1.0,-1.0,4670000.0,840000.0,8500000.0,9340000.0,1680000.0,17000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS WIRARAJA,690,SWASTA,-,JAWA TIMUR,BAIK SEKALI,banpt-160,404,690,-1.0,-1.0,4656875.0,828750.0,8485000.0,9313750.0,1657500.0,16970000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS FLORES,691,SWASTA,https://rencanamu.id/cari-kampus/universitas-flores,NUSA TENGGARA TIMUR,B,banpt-3478,361,691,6930.0,6930.0,4652500.0,750000.0,8555000.0,9305000.0,1500000.0,17110000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS BINA BANGSA GETSEMPENA,692,SWASTA,-,ACEH,TERAKREDITASI,banpt-52,290,692,-1.0,-1.0,4650000.0,800000.0,8500000.0,9300000.0,1600000.0,17000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI PARIWISATA YAPARI,693,SWASTA,-,JAWA BARAT,BAIK,banpt-3890,,693,-1.0,-1.0,4650000.0,800000.0,8500000.0,9300000.0,1600000.0,17000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN SURYA GLOBAL YOGYAKARTA,694,SWASTA,-,D.I. YOGYAKARTA,BAIK,banpt-668,,694,-1.0,-1.0,4650000.0,4650000.0,4650000.0,9300000.0,9300000.0,9300000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI DAN BISNIS NOBEL INDONESIA,695,SWASTA,-,SULAWESI SELATAN,BAIK SEKALI,banpt-2801,,695,-1.0,-1.0,4650000.0,300000.0,9000000.0,9300000.0,600000.0,18000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS KATOLIK WIDYA KARYA,696,SWASTA,-,JAWA TIMUR,BAIK,banpt-3085,413,696,-1.0,-1.0,4625000.0,750000.0,8500000.0,9250000.0,1500000.0,17000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI DAN SAINS MANDALA,697,SWASTA,https://campus.quipper.com/directory/institut-teknologi-dan-sains-mandala,JAWA TIMUR,BAIK SEKALI,banpt-1123,,697,1772.0,44.0,4600000.0,4200000.0,6000000.0,9200000.0,8400000.0,12000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MURIA KUDUS,698,SWASTA,https://campus.quipper.com/directory/universitas-muria-kudus,JAWA TENGAH,B,banpt-136,123,698,6884.0,175.0,4600000.0,4000000.0,8500000.0,9200000.0,8000000.0,17000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS NASIONAL KARANGTURI SEMARANG,699,SWASTA,-,JAWA TENGAH,BAIK,banpt-2302,,699,-1.0,-1.0,4600000.0,250000.0,8950000.0,9200000.0,500000.0,17900000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS IBA,700,SWASTA,-,SUMATERA SELATAN,BAIK,banpt-3998,531,700,-1.0,-1.0,4590625.0,2400000.0,6781250.0,9181250.0,4800000.0,13562500.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MITRA INDONESIA,701,SWASTA,-,LAMPUNG,BAIK SEKALI,banpt-1150,474,701,-1.0,-1.0,4590000.0,3180000.0,6000000.0,9180000.0,6360000.0,12000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI PEMBANGUNAN MASYARAKAT DESA APMD,702,SWASTA,-,D.I. YOGYAKARTA,B,banpt-3447,,702,-1.0,-1.0,4575000.0,1150000.0,8000000.0,9150000.0,2300000.0,16000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MUHAMMADIYAH MUARA BUNGO,703,SWASTA,-,JAMBI,BAIK SEKALI,banpt-1716,,703,-1.0,-1.0,4575000.0,4500000.0,4650000.0,9150000.0,9000000.0,9300000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS INDRAPRASTA PGRI,704,SWASTA,https://campus.quipper.com/directory/universitas-indraprasta-pgri,D.K.I. JAKARTA,B,banpt-747,171,704,35905.0,911.0,4575000.0,1500000.0,10800000.0,9150000.0,3000000.0,18000000.0
4,Perguruan Tinggi Premium & Prestisius,STMIK SAMARINDA,705,SWASTA,-,KALIMANTAN TIMUR,BAIK,banpt-1405,,705,-1.0,-1.0,4550000.0,4550000.0,4550000.0,9100000.0,9100000.0,9100000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI TOTALWIN,706,SWASTA,-,JAWA TENGAH,BAIK,banpt-1936,,706,-1.0,-1.0,4550000.0,4000000.0,5100000.0,9100000.0,8000000.0,10200000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS YAYASAN PENDIDIKAN IMAM BONJOL MAJALENGKA,707,SWASTA,-,JAWA BARAT,BAIK,banpt-2737,,707,-1.0,-1.0,4550000.0,2500000.0,6600000.0,9100000.0,5000000.0,13200000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI TEKNOLOGI GEMPOL,708,SWASTA,-,JAWA TIMUR,BAIK,banpt-2345,,708,-1.0,-1.0,4550000.0,4300000.0,4800000.0,9100000.0,8600000.0,9600000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MUSLIM NUSANTARA AL-WASHLIYAH,709,SWASTA,-,SUMATERA UTARA,UNGGUL,banpt-679,368,709,-1.0,-1.0,8287500.0,7500000.0,9075000.0,16575000.0,15000000.0,18150000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS YUDHARTA PASURUAN,710,SWASTA,-,JAWA TIMUR,BAIK SEKALI,banpt-3162,300,710,-1.0,-1.0,4525000.0,2800000.0,6250000.0,9050000.0,5600000.0,12500000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI SAINS BANDUNG,711,SWASTA,-,JAWA BARAT,BAIK,banpt-2376,,711,-1.0,-1.0,4525000.0,2100000.0,6950000.0,9050000.0,4200000.0,13900000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS ISLAM 45,712,SWASTA,-,JAWA BARAT,B,banpt-1645,,712,-1.0,-1.0,7263500.0,5500000.0,9027000.0,14527000.0,11000000.0,18054000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS BATTUTA,713,SWASTA,-,SUMATERA UTARA,BAIK SEKALI,banpt-1573,,713,-1.0,-1.0,4500000.0,1000000.0,8000000.0,9000000.0,2000000.0,16000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI MANAJEMEN LABORA,714,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-manajemen-labora,D.K.I. JAKARTA,B,banpt-2126,,714,511.0,14.0,4500000.0,2400000.0,6600000.0,9000000.0,4800000.0,13200000.0
4,Perguruan Tinggi Premium & Prestisius,STKIP PGRI SUMENEP,715,SWASTA,-,JAWA TIMUR,BAIK,banpt-1683,,715,-1.0,-1.0,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS SAINS CUT NYAK DHIEN,716,SWASTA,-,ACEH,BAIK,banpt-3655,455,716,-1.0,-1.0,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN ARTHA BODHI ISWARA,717,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-artha-bodhi-iswara,JAWA TIMUR,B,banpt-3870,,717,175.0,29.0,4500000.0,4000000.0,5100000.0,9000000.0,8000000.0,10200000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS PRAMITA INDONESIA,718,SWASTA,https://campus.quipper.com/directory/universitas-pramita-indonesia,BANTEN,BAIK,banpt-887,544,718,1500.0,80.0,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS ADHIRAJASA RESWARA SANJAYA,719,SWASTA,-,JAWA BARAT,B,banpt-1927,296,719,-1.0,-1.0,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI MALANGKUCECWARA,720,SWASTA,-,JAWA TIMUR,BAIK SEKALI,banpt-326,,720,-1.0,-1.0,4500000.0,1000000.0,8000000.0,9000000.0,2000000.0,16000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI,721,SWASTA,-,LAMPUNG,BAIK,banpt-2741,,721,-1.0,-1.0,4500000.0,250000.0,8750000.0,9000000.0,500000.0,17500000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS PRISMA,722,SWASTA,-,SULAWESI UTARA,TIDAK TERAKREDITASI,banpt-3535,563,722,-1.0,-1.0,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI BAHASA HARAPAN BERSAMA,723,SWASTA,-,KALIMANTAN BARAT,BAIK SEKALI,banpt-1539,,723,-1.0,-1.0,4500000.0,2000000.0,7000000.0,9000000.0,4000000.0,14000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI FILSAFAT TEOLOGI FAJAR TIMUR,724,SWASTA,-,PAPUA,BAIK,banpt-2218,,724,-1.0,-1.0,4500000.0,3000000.0,6000000.0,9000000.0,6000000.0,12000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI ENAM ENAM KENDARI,725,SWASTA,-,SULAWESI TENGGARA,BAIK SEKALI,banpt-2887,,725,-1.0,-1.0,4500000.0,4500000.0,4500000.0,9000000.0,9000000.0,9000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI GARUT,726,SWASTA,-,JAWA BARAT,BAIK SEKALI,banpt-3299,,726,-1.0,-1.0,4480000.0,3960000.0,5000000.0,8960000.0,7920000.0,10000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KOMUNIKASI ALMAMATER WARTAWAN SURABAYA,727,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-komunikasi-almamater-wartawan-surabaya,JAWA TIMUR,BAIK SEKALI,banpt-3385,,727,417.0,15.0,4475000.0,2350000.0,6600000.0,8950000.0,4700000.0,13200000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI BALIKPAPAN,728,SWASTA,-,KALIMANTAN TIMUR,BAIK SEKALI,banpt-3946,,728,-1.0,-1.0,4462500.0,1125000.0,7800000.0,8925000.0,2250000.0,15600000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS IBBI,729,SWASTA,-,SUMATERA UTARA,BAIK SEKALI,banpt-2238,,729,-1.0,-1.0,4462500.0,1125000.0,7800000.0,8925000.0,2250000.0,15600000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS WAHIDIYAH,730,SWASTA,https://campus.quipper.com/directory/universitas-wahidiyah,JAWA TIMUR,BAIK,banpt-94,511,730,571.0,99.0,4455000.0,3375000.0,5535000.0,8910000.0,6750000.0,11070000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI KESEHATAN MALANG WIDYA CIPTA HUSADA,731,SWASTA,-,JAWA TIMUR,BAIK,banpt-599,,731,-1.0,-1.0,4450000.0,100000.0,8800000.0,8900000.0,200000.0,17600000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT TEKNOLOGI DAN KESEHATAN BINTANG PERSADA,732,SWASTA,-,BALI,BAIK,banpt-764,,732,-1.0,-1.0,4450000.0,2400000.0,6500000.0,8900000.0,4800000.0,13000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI PONTIANAK,733,SWASTA,-,KALIMANTAN BARAT,TERAKREDITASI,banpt-54,,733,-1.0,-1.0,4450000.0,2400000.0,6500000.0,8900000.0,4800000.0,13000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS MUHAMMADIYAH CIREBON,734,SWASTA,-,JAWA BARAT,B,banpt-2271,242,734,-1.0,-1.0,4425000.0,850000.0,8000000.0,8850000.0,1700000.0,16000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI TEKNOLOGI BONTANG,735,SWASTA,-,KALIMANTAN TIMUR,BAIK,banpt-2979,,735,-1.0,-1.0,4425000.0,600000.0,8250000.0,8850000.0,1200000.0,16500000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS CATUR INSAN CENDEKIA,736,SWASTA,-,JAWA BARAT,BAIK,banpt-1480,,736,-1.0,-1.0,4410000.0,3100000.0,5720000.0,8820000.0,6200000.0,11440000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS ISLAM AS-SYAFIIYAH,737,SWASTA,-,JAWA BARAT,BAIK SEKALI,banpt-1766,294,737,-1.0,-1.0,4406250.0,1312500.0,7500000.0,8812500.0,2625000.0,15000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS TARUNA BAKTI,738,SWASTA,-,JAWA BARAT,BAIK,banpt-784,,738,-1.0,-1.0,7825000.0,7500000.0,8150000.0,15650000.0,15000000.0,16300000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS IVET,739,SWASTA,-,JAWA TENGAH,B,banpt-2001,,739,-1.0,-1.0,4400000.0,800000.0,8000000.0,8800000.0,1600000.0,16000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU KESEHATAN BANTUL,740,SWASTA,-,D.I. YOGYAKARTA,BAIK,banpt-1849,,740,-1.0,-1.0,4400000.0,800000.0,8000000.0,8800000.0,1600000.0,16000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS KH. BAHAUDIN MUDHARY MADURA,741,SWASTA,-,JAWA TIMUR,BAIK,banpt-1798,,741,-1.0,-1.0,4400000.0,4400000.0,4400000.0,8800000.0,8800000.0,8800000.0
4,Perguruan Tinggi Premium & Prestisius,STKIP PGRI PONOROGO,742,SWASTA,-,JAWA TIMUR,BAIK SEKALI,banpt-3964,,742,-1.0,-1.0,4385000.0,4385000.0,4385000.0,8770000.0,8770000.0,8770000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI BAHASA ASING YAPARI,743,SWASTA,-,JAWA BARAT,BAIK,banpt-3043,,743,-1.0,-1.0,4375000.0,2500000.0,6250000.0,8750000.0,5000000.0,12500000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS NAHDLATUL ULAMA PASURUAN,744,SWASTA,-,JAWA TIMUR,BAIK,banpt-1648,,744,-1.0,-1.0,4375000.0,150000.0,8600000.0,8750000.0,300000.0,17200000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS HANDAYANI MAKASSAR,745,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-1432,,745,-1.0,-1.0,4350000.0,1200000.0,7500000.0,8700000.0,2400000.0,15000000.0
4,Perguruan Tinggi Premium & Prestisius,STIEB PERDANA MANDIRI,746,SWASTA,-,JAWA BARAT,BAIK,banpt-2326,,746,-1.0,-1.0,4319000.0,3259000.0,5379000.0,8638000.0,6518000.0,10758000.0
3,Perguruan Tinggi Menengah di Daerah,STIKES YAYASAN RS. DR. SOETOMO,747,SWASTA,-,JAWA TIMUR,BAIK SEKALI,banpt-1803,,747,-1.0,-1.0,4300000.0,2100000.0,6500000.0,8600000.0,4200000.0,13000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS MUHAMMADIYAH KUDUS,748,SWASTA,-,JAWA TENGAH,BAIK SEKALI,banpt-1302,285,748,-1.0,-1.0,4250000.0,500000.0,8000000.0,8500000.0,1000000.0,16000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI HUKUM GARUT,749,SWASTA,-,JAWA BARAT,BAIK,banpt-2049,,749,-1.0,-1.0,4250000.0,500000.0,8000000.0,8500000.0,1000000.0,16000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS SERASAN,750,SWASTA,-,SUMATERA SELATAN,BAIK,banpt-1444,,750,-1.0,-1.0,4250000.0,4250000.0,4250000.0,8500000.0,8500000.0,8500000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS WIJAYAKUSUMA PURWOKERTO,751,SWASTA,-,JAWA TENGAH,BAIK SEKALI,banpt-617,,751,-1.0,-1.0,4250000.0,3500000.0,5000000.0,8500000.0,7000000.0,10000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN DONA PALEMBANG,752,SWASTA,-,SUMATERA SELATAN,BAIK,banpt-2735,,752,-1.0,-1.0,4250000.0,4000000.0,4500000.0,8500000.0,8000000.0,9000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN AL MA ARIF,753,SWASTA,-,SUMATERA SELATAN,BAIK,banpt-618,,753,-1.0,-1.0,4250000.0,3500000.0,5000000.0,8500000.0,7000000.0,10000000.0
3,Perguruan Tinggi Menengah di Daerah,STMIK KHARISMA MAKASSAR,754,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-3137,,754,-1.0,-1.0,4250000.0,2500000.0,6000000.0,8500000.0,5000000.0,12000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS SINDANG KASIH MAJALENGKA,755,SWASTA,-,JAWA BARAT,BAIK,banpt-826,,755,-1.0,-1.0,4250000.0,4000000.0,4500000.0,8500000.0,8000000.0,9000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS TUNAS PEMBANGUNAN SURAKARTA,756,SWASTA,-,JAWA TENGAH,BAIK SEKALI,banpt-1543,,756,-1.0,-1.0,4241500.0,423500.0,8059500.0,8483000.0,847000.0,16119000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS WIRALODRA,757,SWASTA,https://rencanamu.id/cari-kampus/universitas-wiralodra,JAWA BARAT,B,banpt-2329,245,757,4947.0,4947.0,4240000.0,2080000.0,6400000.0,8480000.0,4160000.0,12800000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN TIMUR,758,SWASTA,-,KALIMANTAN TIMUR,BAIK,banpt-2499,540,758,-1.0,-1.0,4240000.0,2400000.0,6080000.0,8480000.0,4800000.0,12160000.0
4,Perguruan Tinggi Premium & Prestisius,STMIK PAMITRAN,759,SWASTA,-,JAWA BARAT,BAIK,banpt-1397,,759,-1.0,-1.0,4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI KALPATARU,760,SWASTA,-,JAWA BARAT,BAIK,banpt-1384,,760,-1.0,-1.0,4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI BISNIS DAN BAHASA DIAN CIPTA CENDIKIA,761,SWASTA,-,LAMPUNG,BAIK,banpt-724,,761,-1.0,-1.0,4200000.0,4150000.0,4250000.0,8400000.0,8300000.0,8500000.0
3,Perguruan Tinggi Menengah di Daerah,STIKES PERSADA HUSADA INDONESIA,762,SWASTA,-,D.K.I. JAKARTA,BAIK,banpt-2338,,762,-1.0,-1.0,4200000.0,2400000.0,6000000.0,8400000.0,4800000.0,12000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS INTERNASIONAL PAPUA,763,SWASTA,-,PAPUA,BAIK,banpt-1419,,763,-1.0,-1.0,4200000.0,2400000.0,6000000.0,8400000.0,4800000.0,12000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN FATIMA PAREPARE,764,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-1530,,764,-1.0,-1.0,4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS KALTARA,765,SWASTA,-,KALIMANTAN UTARA,BAIK SEKALI,banpt-996,567,765,-1.0,-1.0,4200000.0,2400000.0,6000000.0,8400000.0,4800000.0,12000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU SOSIAL DAN ILMU POLITIK WIRA BHAKTI,766,SWASTA,-,BALI,BAIK,banpt-2719,,766,-1.0,-1.0,4200000.0,4200000.0,4200000.0,8400000.0,8400000.0,8400000.0
3,Perguruan Tinggi Menengah di Daerah,STIKES PATRIA HUSADA,767,SWASTA,-,JAWA TIMUR,BAIK,banpt-67,,767,-1.0,-1.0,4187500.0,2400000.0,5975000.0,8375000.0,4800000.0,11950000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS MERDEKA PASURUAN,768,SWASTA,-,JAWA TIMUR,BAIK,banpt-691,271,768,-1.0,-1.0,4185000.0,300000.0,8070000.0,8370000.0,600000.0,16140000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS KUTAI KARTANEGARA TENGGARONG,769,SWASTA,-,KALIMANTAN TIMUR,BAIK SEKALI,banpt-3631,,769,-1.0,-1.0,4177500.0,2400000.0,5955000.0,8355000.0,4800000.0,11910000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS VETERAN BANGUN NUSANTARA,770,SWASTA,-,JAWA TENGAH,BAIK SEKALI,banpt-337,297,770,-1.0,-1.0,4175000.0,350000.0,8000000.0,8350000.0,700000.0,16000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS DHARMA ANDALAS,771,SWASTA,-,SUMATERA BARAT,BAIK SEKALI,banpt-185,318,771,-1.0,-1.0,4150000.0,600000.0,7700000.0,8300000.0,1200000.0,15400000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS NAHDLATUL ULAMA SUNAN GIRI,772,SWASTA,-,JAWA TIMUR,BAIK SEKALI,banpt-469,286,772,-1.0,-1.0,4150000.0,1700000.0,6600000.0,8300000.0,3400000.0,13200000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU MANAJEMEN YKPN YOGYAKARTA,773,SWASTA,-,D.I. YOGYAKARTA,BAIK SEKALI,banpt-2214,,773,-1.0,-1.0,4150000.0,3300000.0,5000000.0,8300000.0,6600000.0,10000000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS NAHDLATUL ULAMA NUSA TENGGARA BARAT,774,SWASTA,-,NUSA TENGGARA BARAT,BAIK SEKALI,banpt-925,406,774,-1.0,-1.0,4100000.0,1700000.0,6500000.0,8200000.0,3400000.0,13000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI PERBANKAN INDONESIA,775,SWASTA,-,SUMATERA BARAT,BAIK,banpt-2274,,775,-1.0,-1.0,4100000.0,4100000.0,4100000.0,8200000.0,8200000.0,8200000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS SURYAKANCANA,776,SWASTA,-,JAWA BARAT,B,banpt-2358,386,776,-1.0,-1.0,4080000.0,2000000.0,6160000.0,8160000.0,4000000.0,12320000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS DWIJENDRA,777,SWASTA,https://rencanamu.id/cari-kampus/universitas-dwijendra,BALI,B,banpt-2521,435,777,-1.0,-1.0,5500000.0,4500000.0,6500000.0,11000000.0,9000000.0,13000000.0
3,Perguruan Tinggi Menengah di Daerah,INSTITUT PENDIDIKAN INDONESIA GARUT,778,SWASTA,-,JAWA BARAT,BAIK SEKALI,banpt-3825,,778,-1.0,-1.0,4055000.0,135000.0,7975000.0,8110000.0,270000.0,15950000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN INDAH MEDAN,779,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1148,,779,-1.0,-1.0,4050000.0,3600000.0,4500000.0,8100000.0,7200000.0,9000000.0
3,Perguruan Tinggi Menengah di Daerah,SEKOLAH TINGGI ILMU EKONOMI MANAJEMEN BISNIS INDONESIA,780,SWASTA,-,JAWA BARAT,BAIK,banpt-2636,,780,-1.0,-1.0,4050000.0,2400000.0,5700000.0,8100000.0,4800000.0,11400000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS ISLAM KALIMANTAN MUHAMMAD ARSYAD AL BANJARI BANJARMASIN,781,SWASTA,-,KALIMANTAN SELATAN,BAIK SEKALI,banpt-609,,781,-1.0,-1.0,4047500.0,100000.0,7995000.0,8095000.0,200000.0,15990000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS BPD,782,SWASTA,-,JAWA TENGAH,BAIK SEKALI,banpt-153,,782,-1.0,-1.0,4040000.0,100000.0,7980000.0,8080000.0,200000.0,15960000.0
3,Perguruan Tinggi Menengah di Daerah,UNIVERSITAS BAKTI INDONESIA,783,SWASTA,-,JAWA TIMUR,BAIK,banpt-65,397,783,-1.0,-1.0,2800000.0,2200000.0,3400000.0,5600000.0,4400000.0,6800000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN KESDAM IX/UDAYANA,784,SWASTA,-,BALI,BAIK,banpt-83,,784,-1.0,-1.0,6650000.0,6000000.0,7300000.0,13300000.0,12000000.0,14600000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MUHAMMADIYAH PONTIANAK,785,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-pontianak,KALIMANTAN BARAT,B,banpt-3338,334,785,4394.0,115.0,4000000.0,4000000.0,5102500.0,8000000.0,8000000.0,10205000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS BOJONEGORO,786,SWASTA,-,JAWA TIMUR,BAIK,banpt-2966,486,786,-1.0,-1.0,4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KOMUNIKASI PROFESI INDONESIA,787,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-komunikasi-profesi-indonesia,D.K.I. JAKARTA,BAIK,banpt-2071,,787,674.0,19.0,4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
4,Perguruan Tinggi Premium & Prestisius,STMIK DCI,788,SWASTA,-,JAWA BARAT,BAIK,banpt-108,,788,-1.0,-1.0,4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI INSAN PEMBANGUNAN,789,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-insan-pembangunan,JAWA BARAT,BAIK,banpt-2032,,789,1272.0,41.0,4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
