average_semester_fee,student_amount,lecturer_amount,faculty,edu_level,accreditation,body_type,province,campus_accreditation,klaster
5800050.0,3351.0,216.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS PERTANIAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS HUKUM,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS PSIKOLOGI,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,2
5800050.0,3351.0,216.0,FAKULTAS BAHASA DAN SASTRA,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
131125000.0,5000.0,278.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,0
131125000.0,5000.0,278.0,FAKULTAS HUKUM,S1,B,SWASTA,D.K.I. JAKARTA,B,0
131125000.0,5000.0,278.0,FAKULTAS TEKNOLOGI INFORMASI,S1,A,SWASTA,D.K.I. JAKARTA,B,0
131125000.0,5000.0,278.0,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,0
131125000.0,5000.0,278.0,FAKULTAS KEDOKTERAN,S1,A,SWASTA,D.K.I. JAKARTA,B,0
131125000.0,5000.0,278.0,FAKULTAS KEDOKTERAN GIGI,S1,B,SWASTA,D.K.I. JAKARTA,B,0
131125000.0,5000.0,278.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,0
131125000.0,5000.0,278.0,FAKULTAS PSIKOLOGI,S1,B,SWASTA,D.K.I. JAKARTA,B,0
5500000.0,1200.0,75.0,SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,BAIK SEKALI,2
5500000.0,1200.0,75.0,KESEHATAN,S1,BAIK,SWASTA,BANTEN,BAIK SEKALI,2
5500000.0,1200.0,75.0,KESEHATAN,S1,BAIK SEKALI,SWASTA,BANTEN,BAIK SEKALI,2
5500000.0,1200.0,75.0,EKONOMI DAN BISNIS,S1,BAIK,SWASTA,BANTEN,BAIK SEKALI,2
5500000.0,1200.0,75.0,SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,BAIK SEKALI,2
