average_semester_fee,student_amount,lecturer_amount,institution_name,faculty,edu_level,accreditation,body_type,province,campus_accreditation,klaster
3700000.0,7982.0,199.0,IKIP PGRI PONTIANAK,FAKULTAS ILMU PENDIDIKAN DAN PENGETAHUAN SOSIAL,S1,B,SWASTA,KALIMANTAN,B,2
3700000.0,7982.0,199.0,IKIP PGRI PONTIANAK,FAKULTAS MIPA DAN TEKNOLOGI,S1,B,SWASTA,KALIMANTAN,B,2
8000000.0,3106.0,114.0,INSTITUT BISNIS DAN INFORMATIKA KESATUAN,BISNIS,S1,UNGGUL,SWASTA,JAWA BARAT,B,2
8000000.0,3106.0,114.0,INSTITUT BISNIS DAN INFORMATIKA KESATUAN,BISNIS,S1,BAIK,SWASTA,JAWA BARAT,B,2
8000000.0,3106.0,114.0,INSTITUT BISNIS DAN INFORMATIKA KESATUAN,BISNIS,S1,BAIK SEKALI,SWASTA,JAWA BARAT,B,3
8000000.0,3106.0,114.0,INSTITUT BISNIS DAN INFORMATIKA KESATUAN,INFORMATIKA & PARIWISATA,S1,BAIK,SWASTA,JAWA BARAT,B,2
8000000.0,3106.0,114.0,INSTITUT BISNIS DAN INFORMATIKA KESATUAN,INFORMATIKA & PARIWISATA,S1,BAIK,SWASTA,JAWA BARAT,B,2
14500000.0,2784.0,102.0,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,SARJANA,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
14500000.0,2784.0,102.0,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,SARJANA,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
14500000.0,2784.0,102.0,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,SARJANA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
14500000.0,2784.0,102.0,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,SARJANA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
14500000.0,2784.0,102.0,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,SARJANA,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
14500000.0,2784.0,102.0,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,SARJANA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
7236250.0,2084.0,87.0,INSTITUT BISNIS NUSANTARA,FAKULTAS EKONOMI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,2
7236250.0,2084.0,87.0,INSTITUT BISNIS NUSANTARA,FAKULTAS KOMUNIKASI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,2
7236250.0,2084.0,87.0,INSTITUT BISNIS NUSANTARA,FAKULTAS EKONOMI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,2
7236250.0,2084.0,87.0,INSTITUT BISNIS NUSANTARA,FAKULTAS KOMPUTER,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,2
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,TEKNOLOGI DAN MANAJEMEN KESEHATAN,S1,BAIK,SWASTA,JAWA TIMUR,UNGGUL,3
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,FARMASI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,UNGGUL,3
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,KESEHATAN,S1,BAIK,SWASTA,JAWA TIMUR,UNGGUL,3
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,UNGGUL,3
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,KESEHATAN,S1,BAIK,SWASTA,JAWA TIMUR,UNGGUL,3
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,KEDOKTERAN GIGI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,UNGGUL,3
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,UNGGUL,3
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,TEKNOLOGI DAN MANAJEMEN KESEHATAN,S1,UNGGUL,SWASTA,JAWA TIMUR,UNGGUL,3
12000000.0,4453.0,223.0,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,KESEHATAN,S1,BAIK,SWASTA,JAWA TIMUR,UNGGUL,3
8000000.0,3798.0,3798.0,INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,D.K.I. JAKARTA,BAIK,2
8000000.0,3798.0,3798.0,INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,FAKULTAS ILMU KOMUNIKASI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,2
8000000.0,3798.0,3798.0,INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,2
8000000.0,3798.0,3798.0,INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,2
5126000.0,5821.0,5821.0,INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,FAKULTAS BISNIS DAN EKONOMI,S1,B,SWASTA,LAMPUNG,BAIK SEKALI,2
5126000.0,5821.0,5821.0,INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,LAMPUNG,BAIK SEKALI,2
5126000.0,5821.0,5821.0,INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,LAMPUNG,BAIK SEKALI,2
5126000.0,5821.0,5821.0,INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,FAKULTAS BISNIS DAN EKONOMI,S1,B,SWASTA,LAMPUNG,BAIK SEKALI,2
5126000.0,5821.0,5821.0,INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,FAKULTAS ILMU KOMPUTER,S1,C,SWASTA,LAMPUNG,BAIK SEKALI,3
7500000.0,230.0,42.0,INSTITUT KESEHATAN INDONESIA,KESEHATAN LINGKUNGAN,S1,B,SWASTA,DKI JAKARTA,BAIK,2
7500000.0,230.0,42.0,INSTITUT KESEHATAN INDONESIA,PSIKOLOGI,S1,BAIK,SWASTA,DKI JAKARTA,BAIK,3
3500000.0,1548.0,43.0,INSTITUT PENDIDIKAN DAN BAHASA INVADA,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,B,2
3500000.0,1548.0,43.0,INSTITUT PENDIDIKAN DAN BAHASA INVADA,SARJANA,S1,B,SWASTA,JAWA BARAT,B,2
3500000.0,1548.0,43.0,INSTITUT PENDIDIKAN DAN BAHASA INVADA,SARJANA,S1,B,SWASTA,JAWA BARAT,B,2
5178125.0,3374.0,111.0,INSTITUT PERTANIAN STIPER,PERTANIAN,S1,A,SWASTA,D.I. YOGYAKARTA,B,1
5178125.0,3374.0,111.0,INSTITUT PERTANIAN STIPER,PERTANIAN,S1,A,SWASTA,D.I. YOGYAKARTA,B,1
5178125.0,3374.0,111.0,INSTITUT PERTANIAN STIPER,KEHUTANAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,2
5178125.0,3374.0,111.0,INSTITUT PERTANIAN STIPER,TEKNOLOGI PERTANIAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,2
3850000.0,371.0,67.0,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,2
3850000.0,371.0,67.0,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,2
3850000.0,371.0,67.0,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI VISUAL,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,2
3850000.0,371.0,67.0,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,3
3850000.0,371.0,67.0,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,2
3850000.0,371.0,67.0,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,2
3850000.0,371.0,67.0,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI VISUAL,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS FARMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS SAINS DAN TEKNOLOGI INFORMASI,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS SAINS DAN TEKNOLOGI INFORMASI,S1,C,SWASTA,D.K.I. JAKARTA,B,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS SAINS DAN TEKNOLOGI INFORMASI,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
27750000.0,2994.0,120.0,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,FAKULTAS SAINS DAN TEKNOLOGI INFORMASI,S1,C,SWASTA,D.K.I. JAKARTA,B,2
14100000.0,1049.0,72.0,INSTITUT SAINS DAN TEKNOLOGI TERPADU SURABAYA,DESAIN,S1,BAIK,SWASTA,JAWA TIMUR,B,3
14100000.0,1049.0,72.0,INSTITUT SAINS DAN TEKNOLOGI TERPADU SURABAYA,DESAIN,S1,BAIK,SWASTA,JAWA TIMUR,B,3
14100000.0,1049.0,72.0,INSTITUT SAINS DAN TEKNOLOGI TERPADU SURABAYA,SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,JAWA TIMUR,B,3
14100000.0,1049.0,72.0,INSTITUT SAINS DAN TEKNOLOGI TERPADU SURABAYA,SAINS DAN TEKNOLOGI,S1,B,SWASTA,JAWA TIMUR,B,2
14100000.0,1049.0,72.0,INSTITUT SAINS DAN TEKNOLOGI TERPADU SURABAYA,SAINS DAN TEKNOLOGI,S1,UNGGUL,SWASTA,JAWA TIMUR,B,3
14100000.0,1049.0,72.0,INSTITUT SAINS DAN TEKNOLOGI TERPADU SURABAYA,SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNOLOGI INDUSTRI,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNOLOGI MINERAL DAN KELAUTAN,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7300000.0,7493.0,165.0,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,3
6500000.0,636.0,91.0,INSTITUT TEKNOLOGI DAN SAINS BANDUNG,FAKULTAS TEKNIK DAN DESAIN,S1,C,SWASTA,JAWA BARAT,C,3
6500000.0,636.0,91.0,INSTITUT TEKNOLOGI DAN SAINS BANDUNG,FAKULTAS TEKNIK DAN DESAIN,S1,B,SWASTA,JAWA BARAT,C,2
6500000.0,636.0,91.0,INSTITUT TEKNOLOGI DAN SAINS BANDUNG,FAKULTAS TEKNIK DAN DESAIN,S1,C,SWASTA,JAWA BARAT,C,3
6500000.0,636.0,91.0,INSTITUT TEKNOLOGI DAN SAINS BANDUNG,FAKULTAS TEKNIK DAN DESAIN,S1,C,SWASTA,JAWA BARAT,C,3
4600000.0,1772.0,44.0,INSTITUT TEKNOLOGI DAN SAINS MANDALA,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
4600000.0,1772.0,44.0,INSTITUT TEKNOLOGI DAN SAINS MANDALA,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
4600000.0,1772.0,44.0,INSTITUT TEKNOLOGI DAN SAINS MANDALA,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
4600000.0,1772.0,44.0,INSTITUT TEKNOLOGI DAN SAINS MANDALA,"SAINS, TEKNOLOGI, DAN INDUSTRI",S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,3
4600000.0,1772.0,44.0,INSTITUT TEKNOLOGI DAN SAINS MANDALA,"SAINS, TEKNOLOGI, DAN INDUSTRI",S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,3
121700000.0,924.0,924.0,INSTITUT TEKNOLOGI HARAPAN BANGSA,TEKNIK INDUSTRI,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,4
121700000.0,924.0,924.0,INSTITUT TEKNOLOGI HARAPAN BANGSA,TEKNOLOGI INFORMASI,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,4
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS EKONOMI,S1,C,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,C,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS PERTANIAN,S1,B,SWASTA,BANTEN,BAIK SEKALI,3
7000000.0,3590.0,99.0,INSTITUT TEKNOLOGI INDONESIA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,BANTEN,BAIK SEKALI,3
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNOLOGI INDUSTRI,S1,C,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,INSTITUT TEKNOLOGI NASIONAL MALANG,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,2
7000000.0,2919.0,83.0,INSTITUT TEKNOLOGI PADANG,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SUMATERA BARAT,B,3
7000000.0,2919.0,83.0,INSTITUT TEKNOLOGI PADANG,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SUMATERA BARAT,B,3
7000000.0,2919.0,83.0,INSTITUT TEKNOLOGI PADANG,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA BARAT,B,2
7000000.0,2919.0,83.0,INSTITUT TEKNOLOGI PADANG,FAKULTAS TEKNIK,S1,BAIK,SWASTA,SUMATERA BARAT,B,2
7000000.0,2919.0,83.0,INSTITUT TEKNOLOGI PADANG,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SUMATERA BARAT,B,3
7000000.0,2919.0,83.0,INSTITUT TEKNOLOGI PADANG,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SUMATERA BARAT,B,3
6300000.0,1339.0,60.0,INSTITUT TEKNOLOGI YOGYAKARTA,FAKULTAS TEKNIK INDUSTRI,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,BAIK,3
6300000.0,1339.0,60.0,INSTITUT TEKNOLOGI YOGYAKARTA,FAKULTAS TEKNOLOGI SUMBER DAYA ALAM,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK,1
6300000.0,1339.0,60.0,INSTITUT TEKNOLOGI YOGYAKARTA,FAKULTAS TEKNIK LINGKUNGAN,S1,B,SWASTA,D.I. YOGYAKARTA,BAIK,2
6300000.0,1339.0,60.0,INSTITUT TEKNOLOGI YOGYAKARTA,FAKULTAS TEKNOLOGI SUMBER DAYA ALAM,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK,1
7500000.0,700.0,30.0,SEKOLAH TINGGI BAHASA ASING JIA,BAHASA ASING,S1,BAIK,SWASTA,JAWA BARAT,BAIK,3
7500000.0,700.0,30.0,SEKOLAH TINGGI BAHASA ASING JIA,BAHASA ASING,S1,BAIK,SWASTA,JAWA BARAT,BAIK,3
5475000.0,348.0,15.0,SEKOLAH TINGGI BAHASA ASING LIA YOGYAKARTA,SASTRA INGGRIS,S1,B,SWASTA,D.I. YOGYAKARTA,B,2
9450000.0,842.0,30.0,SEKOLAH TINGGI DESAIN INTERSTUDI,DESAIN,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,2
9450000.0,842.0,30.0,SEKOLAH TINGGI DESAIN INTERSTUDI,DESAIN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
10225000.0,384.0,31.0,SEKOLAH TINGGI FILSAFAT DRIYARKARA,FAKULTAS ILMU FILSAFAT,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
10225000.0,384.0,31.0,SEKOLAH TINGGI FILSAFAT DRIYARKARA,FAKULTAS ILMU FILSAFAT,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,2
13035000.0,260.0,19.0,SEKOLAH TINGGI FILSAFAT THEOLOGI JAKARTA,PROGRAM SARJANA,S1,A,SWASTA,D.K.I. JAKARTA,B,2
7500000.0,1611.0,39.0,SEKOLAH TINGGI HUKUM BANDUNG,HUKUM,S1,A,SWASTA,JAWA BARAT,A,1
10000000.0,267.0,25.0,SEKOLAH TINGGI ILMU EKONOMI CIREBON,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK,3
10000000.0,267.0,25.0,SEKOLAH TINGGI ILMU EKONOMI CIREBON,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK,3
5500000.0,3451.0,108.0,SEKOLAH TINGGI ILMU EKONOMI INDONESIA SURABAYA,ILMU EKONOMI,S1,UNGGUL,SWASTA,JAWA TIMUR,B,3
5500000.0,3451.0,108.0,SEKOLAH TINGGI ILMU EKONOMI INDONESIA SURABAYA,ILMU EKONOMI,S1,UNGGUL,SWASTA,JAWA TIMUR,B,3
4000000.0,1272.0,41.0,SEKOLAH TINGGI ILMU EKONOMI INSAN PEMBANGUNAN,MANAJEMEN,S1,B,SWASTA,JAWA BARAT,BAIK,2
5050000.0,8060.0,172.0,SEKOLAH TINGGI ILMU EKONOMI MAHARDHIKA,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
5050000.0,8060.0,172.0,SEKOLAH TINGGI ILMU EKONOMI MAHARDHIKA,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
5020000.0,897.0,15.0,SEKOLAH TINGGI ILMU EKONOMI MULIA PRATAMA,ILMU EKONOMI,S1,BAIK,SWASTA,JAWA BARAT,BAIK,3
5020000.0,897.0,15.0,SEKOLAH TINGGI ILMU EKONOMI MULIA PRATAMA,ILMU EKONOMI,S1,BAIK,SWASTA,JAWA BARAT,BAIK,3
2550000.0,959.0,23.0,SEKOLAH TINGGI ILMU EKONOMI SURAKARTA,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,B,3
2550000.0,959.0,23.0,SEKOLAH TINGGI ILMU EKONOMI SURAKARTA,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,B,3
2900000.0,2045.0,49.0,SEKOLAH TINGGI ILMU EKONOMI WIDYA GAMA,ILMU EKONOMI,S1,B,SWASTA,JAWA TIMUR,BAIK,3
3125000.0,1759.0,60.0,SEKOLAH TINGGI ILMU EKONOMI WIDYA WIWAHA,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,B,3
3125000.0,1759.0,60.0,SEKOLAH TINGGI ILMU EKONOMI WIDYA WIWAHA,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,B,3
7000000.0,2725.0,76.0,SEKOLAH TINGGI ILMU EKONOMI YKPN,AKUNTANSI,S1,A,SWASTA,D.I. YOGYAKARTA,UNGGUL,1
7000000.0,2725.0,76.0,SEKOLAH TINGGI ILMU EKONOMI YKPN,MANAJEMEN,S1,A,SWASTA,D.I. YOGYAKARTA,UNGGUL,1
10425000.0,246.0,12.0,SEKOLAH TINGGI ILMU KESEHATAN AHMAD DAHLAN CIREBON,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK,3
4500000.0,175.0,29.0,SEKOLAH TINGGI ILMU KESEHATAN ARTHA BODHI ISWARA,SARJANA,S1,BAIK,SWASTA,JAWA TIMUR,B,3
7725000.0,598.0,31.0,SEKOLAH TINGGI ILMU KESEHATAN KEPANJEN,SARJANA,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,3
7725000.0,598.0,31.0,SEKOLAH TINGGI ILMU KESEHATAN KEPANJEN,SARJANA,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
3375000.0,772.0,34.0,SEKOLAH TINGGI ILMU KESEHATAN MAHARANI,SARJANA,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
5850000.0,866.0,50.0,SEKOLAH TINGGI ILMU KESEHATAN MAHARDIKA CIREBON,SARJANA,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK,3
