average_semester_fee,student_amount,lecturer_amount,institution_name,faculty,edu_level,accreditation,body_type,province,campus_accreditation,klaster
5195000.0,3443.0,172.0,UNIVERSITAS BUDDHI DHARMA,FAKULTAS SOSIAL DAN HUMANIORA,S1,B,SWASTA,BANTEN,BAIK,2
5195000.0,3443.0,172.0,UNIVERSITAS BUDDHI DHARMA,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,BAIK,3
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
11500000.0,10772.0,445.0,UNIVERSITAS BUDI LUHUR,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,UNGGUL,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS TEKNOLOGI DAN DESAIN,S1,BAIK SEKALI,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS TEKNOLOGI DAN DESAIN,S1,BAIK,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,B,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS TEKNOLOGI DAN DESAIN,S1,A,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS TEKNOLOGI DAN DESAIN,S1,B,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,BUNDA MULIA LONG DISTANCE LEARNING,S1,B,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,B,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS ILMU SOSIAL DAN HUMANIORA,S1,A,SWASTA,DKI JAKARTA,B,2
10250000.0,8441.0,316.0,UNIVERSITAS BUNDA MULIA,FAKULTAS TEKNOLOGI DAN DESAIN,S1,B,SWASTA,DKI JAKARTA,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,S1,A,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS HUKUM,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS EKONOMI,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,S1,A,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS ILMU BUDAYA,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS ILMU BUDAYA,S1,B,SWASTA,SUMATERA BARAT,B,2
8902000.0,8625.0,8625.0,UNIVERSITAS BUNG HATTA,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,A,SWASTA,SUMATERA BARAT,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS TEKNIK,S1,C,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS HUKUM,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,C,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,B,2
5000000.0,4449.0,125.0,UNIVERSITAS BUNG KARNO,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,B,2
12000000.0,1500.0,100.0,UNIVERSITAS CENDEKIA ABDITAMA,FAKULTAS EKONOMI DAN BISNIS ISLAM,S1,BAIK,SWASTA,BANTEN,BAIK,3
12000000.0,1500.0,100.0,UNIVERSITAS CENDEKIA ABDITAMA,FAKULTAS EKONOMI DAN BISNIS ISLAM,S1,BAIK,SWASTA,BANTEN,BAIK,3
12000000.0,1500.0,100.0,UNIVERSITAS CENDEKIA ABDITAMA,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,BANTEN,BAIK,3
12000000.0,1500.0,100.0,UNIVERSITAS CENDEKIA ABDITAMA,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,BANTEN,BAIK,3
12000000.0,1500.0,100.0,UNIVERSITAS CENDEKIA ABDITAMA,FAKULTAS ILMU KEPERAWATAN,S1,BAIK,SWASTA,BANTEN,BAIK,3
3750000.0,1015.0,49.0,UNIVERSITAS COKROAMINOTO YOGYAKARTA,FAKULTAS EKONOMI,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,3
3750000.0,1015.0,49.0,UNIVERSITAS COKROAMINOTO YOGYAKARTA,FAKULTAS AGAMA ISLAM,S1,B,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,3
3750000.0,1015.0,49.0,UNIVERSITAS COKROAMINOTO YOGYAKARTA,FAKULTAS EKONOMI,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,3
3750000.0,1015.0,49.0,UNIVERSITAS COKROAMINOTO YOGYAKARTA,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,3
3750000.0,1015.0,49.0,UNIVERSITAS COKROAMINOTO YOGYAKARTA,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,BAIK SEKALI,3
6100000.0,6500.0,250.0,UNIVERSITAS DARMA PERSADA,FAKULTAS EKONOMI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
6100000.0,6500.0,250.0,UNIVERSITAS DARMA PERSADA,FAKULTAS TEKNIK,S1,C,SWASTA,D.K.I. JAKARTA,B,2
6100000.0,6500.0,250.0,UNIVERSITAS DARMA PERSADA,FAKULTAS TEKNIK,S1,C,SWASTA,D.K.I. JAKARTA,B,2
6100000.0,6500.0,250.0,UNIVERSITAS DARMA PERSADA,FAKULTAS EKONOMI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
6100000.0,6500.0,250.0,UNIVERSITAS DARMA PERSADA,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
6100000.0,6500.0,250.0,UNIVERSITAS DARMA PERSADA,FAKULTAS TEKNOLOGI KELAUTAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
6100000.0,6500.0,250.0,UNIVERSITAS DARMA PERSADA,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
6100000.0,6500.0,250.0,UNIVERSITAS DARMA PERSADA,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,2
6275000.0,1290.0,60.0,UNIVERSITAS DARUL ULUM ISLAMIC CENTRE SUDIRMAN,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA TENGAH,BAIK SEKALI,3
6275000.0,1290.0,60.0,UNIVERSITAS DARUL ULUM ISLAMIC CENTRE SUDIRMAN,FAKULTAS HUKUM,S1,BAIK,SWASTA,JAWA TENGAH,BAIK SEKALI,3
6275000.0,1290.0,60.0,UNIVERSITAS DARUL ULUM ISLAMIC CENTRE SUDIRMAN,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA TENGAH,BAIK SEKALI,3
6275000.0,1290.0,60.0,UNIVERSITAS DARUL ULUM ISLAMIC CENTRE SUDIRMAN,FAKULTAS PETERNAKAN,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,BAIK SEKALI,3
6275000.0,1290.0,60.0,UNIVERSITAS DARUL ULUM ISLAMIC CENTRE SUDIRMAN,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,BAIK SEKALI,3
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS ILMU KOMPUTER,S1,A,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS ILMU KOMPUTER,S1,A,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS KESEHATAN,S1,UNGGUL,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS KESEHATAN,S1,B,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS KESEHATAN,S1,A,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS ILMU BUDAYA,S1,A,SWASTA,JAWA TENGAH,A,1
2000000.0,15672.0,381.0,UNIVERSITAS DIAN NUSWANTORO,FAKULTAS ILMU KOMPUTER,S1,A,SWASTA,JAWA TENGAH,A,1
11000000.0,1500.0,84.0,UNIVERSITAS DINAMIKA,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,3
11000000.0,1500.0,84.0,UNIVERSITAS DINAMIKA,FAKULTAS DESAIN DAN INDUSTRI KREATIF,S1,UNGGUL,SWASTA,JAWA TIMUR,BAIK SEKALI,3
11000000.0,1500.0,84.0,UNIVERSITAS DINAMIKA,FAKULTAS DESAIN DAN INDUSTRI KREATIF,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
11000000.0,1500.0,84.0,UNIVERSITAS DINAMIKA,FAKULTAS TEKNOLOGI DAN INFORMATIKA,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
11000000.0,1500.0,84.0,UNIVERSITAS DINAMIKA,FAKULTAS TEKNOLOGI DAN INFORMATIKA,S1,UNGGUL,SWASTA,JAWA TIMUR,BAIK SEKALI,3
9612500.0,3491.0,354.0,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,FAKULTAS EKONOMI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,2
9612500.0,3491.0,354.0,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,2
9612500.0,3491.0,354.0,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,FAKULTAS HUKUM,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,2
9612500.0,3491.0,354.0,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,2
9612500.0,3491.0,354.0,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,FAKULTAS EKONOMI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,2
9612500.0,3491.0,354.0,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,FAKULTAS TEKNOLOGI KEDIRGANTARAAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
9612500.0,3491.0,354.0,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,"FAKULTAS ILMU SOSIAL, ILMU POLITIK DAN ILMU KOMPUTER",S1,UNGGUL,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS PERTANIAN,S1,B,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS PERTANIAN,S1,B,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS AGAMA ISLAM DAN PENDIDIKAN GURU,S1,B,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS HUKUM,S1,B,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,"FAKULTAS ILMU SOSIAL, ILMU POLITIK DAN ILMU KOMPUTER",S1,B,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,"FAKULTAS ILMU SOSIAL, ILMU POLITIK DAN ILMU KOMPUTER",S1,BAIK,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS ILMU PANGAN HALAL,S1,B,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS PERTANIAN,S1,A,SWASTA,JAWA BARAT,B,2
5400000.0,6507.0,241.0,UNIVERSITAS DJUANDA,FAKULTAS ILMU PANGAN HALAL,S1,B,SWASTA,JAWA BARAT,B,2
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,ILMU ADMINISTRASI,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,PERTANIAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,TEKNIK,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,HUKUM,S1,UNGGUL,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,PERTANIAN,S1,UNGGUL,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,SASTRA,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,SASTRA,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
8760000.0,8481.0,238.0,UNIVERSITAS DR SOETOMO,PERTANIAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,3
9350000.0,2306.0,87.0,UNIVERSITAS DR. SOEBANDI,EKONOMI DAN BISNIS,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,3
9350000.0,2306.0,87.0,UNIVERSITAS DR. SOEBANDI,ILMU KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
9350000.0,2306.0,87.0,UNIVERSITAS DR. SOEBANDI,ILMU KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
9350000.0,2306.0,87.0,UNIVERSITAS DR. SOEBANDI,ILMU KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,3
9350000.0,2306.0,87.0,UNIVERSITAS DR. SOEBANDI,EKONOMI DAN BISNIS,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,3
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU-ILMU KESEHATAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS EKONOMI DAN BISNIS,S1,A,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS DESAIN DAN INDUSTRI KREATIF,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS DESAIN DAN INDUSTRI KREATIF,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS DESAIN DAN INDUSTRI KREATIF,S1,A,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU-ILMU KESEHATAN,S1,C,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS FISIOTERAPI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU-ILMU KESEHATAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS HUKUM,S1,A,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU KOMPUTER,S1,A,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU KOMUNIKASI,S1,A,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU-ILMU KESEHATAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU-ILMU KESEHATAN,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU KOMUNIKASI,S1,A,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS TEKNIK,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS PSIKOLOGI,S1,B,SWASTA,D.K.I. JAKARTA,B,2
15512500.0,15749.0,592.0,UNIVERSITAS ESA UNGGUL,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,D.K.I. JAKARTA,B,2
6000000.0,2255.0,118.0,UNIVERSITAS GAJAYANA,FAKULTAS EKONOMI & BISNIS,S1,UNGGUL,SWASTA,JAWA TIMUR,B,3
6000000.0,2255.0,118.0,UNIVERSITAS GAJAYANA,FAKULTAS EKONOMI & BISNIS,S1,BAIK,SWASTA,JAWA TIMUR,B,3
6000000.0,2255.0,118.0,UNIVERSITAS GAJAYANA,FAKULTAS TEKNIK & INFORMATIKA,S1,B,SWASTA,JAWA TIMUR,B,2
6000000.0,2255.0,118.0,UNIVERSITAS GAJAYANA,FAKULTAS ILMU SOSIAL & BUDAYA,S1,BAIK,SWASTA,JAWA TIMUR,B,3
6000000.0,2255.0,118.0,UNIVERSITAS GAJAYANA,FAKULTAS TEKNIK & INFORMATIKA,S1,BAIK,SWASTA,JAWA TIMUR,B,3
6000000.0,2255.0,118.0,UNIVERSITAS GAJAYANA,FAKULTAS EKONOMI & BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
6000000.0,2255.0,118.0,UNIVERSITAS GAJAYANA,FAKULTAS ILMU SOSIAL & BUDAYA,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
6000000.0,2255.0,118.0,UNIVERSITAS GAJAYANA,FAKULTAS TEKNIK & INFORMATIKA,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,3
2125000.0,6864.0,249.0,UNIVERSITAS GALUH CIAMIS,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA BARAT,B,2
2125000.0,6864.0,249.0,UNIVERSITAS GALUH CIAMIS,FAKULTAS PERTANIAN,S1,B,SWASTA,JAWA BARAT,B,2
2125000.0,6864.0,249.0,UNIVERSITAS GALUH CIAMIS,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA BARAT,B,2
2125000.0,6864.0,249.0,UNIVERSITAS GALUH CIAMIS,FAKULTAS ILMU KESEHATAN,S1,C,SWASTA,JAWA BARAT,B,2
2125000.0,6864.0,249.0,UNIVERSITAS GALUH CIAMIS,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA BARAT,B,2
