institution_name,province,prodi_normalized,campus_accreditation,average_yearly_fee,cluster_label,link
UNIVERSITAS KRISTEN DUTA WACANA,DI YOGYAKARTA,AKUNTANSI,B,16000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-duta-wacana
UNIVERSITAS KRISTEN DUTA WACANA,DI YOGYAKARTA,MANAJEMEN,B,16000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-duta-wacana
UNIVERSITAS SARJANAWIYATA TAMANSISWA,DI YOGYAKARTA,AGRIBISNIS,B,14430003.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-sarjanawiyata-tamansiswa
UNIVERSITAS SARJANAWIYATA TAMANSISWA,DI YOGYAKARTA,AKUNTANSI,A,14430003.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/universitas-sarjanawiyata-tamansiswa
UNIVERSITAS SARJANAWIYATA TAMANSISWA,DI YOGYAKARTA,MANAJEMEN,A,14430003.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/universitas-sarjanawiyata-tamansiswa
SEKOLAH TINGGI ILMU EKONOMI YKPN,DI YOGYAKARTA,AKUNTANSI,A,14000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-ykpn
SEKOLAH TINGGI ILMU EKONOMI YKPN,DI YOGYAKARTA,BISNIS DIGITAL,BAIK SEKALI,14000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-ykpn
SEKOLAH TINGGI ILMU EKONOMI YKPN,DI YOGYAKARTA,MANAJEMEN,A,14000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-ykpn
UNIVERSITAS KRISTEN IMMANUEL,DI YOGYAKARTA,MANAJEMEN,B,13575923.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS TEKNOLOGI YOGYAKARTA,DI YOGYAKARTA,AKUNTANSI,A,12200000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-teknologi-yogyakarta
UNIVERSITAS TEKNOLOGI YOGYAKARTA,DI YOGYAKARTA,MANAJEMEN,A,12200000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-teknologi-yogyakarta
UNIVERSITAS PGRI YOGYAKARTA,DI YOGYAKARTA,AKUNTANSI,B,12100000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pgri-yogyakarta
UNIVERSITAS PGRI YOGYAKARTA,DI YOGYAKARTA,MANAJEMEN,A,12100000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-pgri-yogyakarta
UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA,DI YOGYAKARTA,AGRIBISNIS,BAIK,12000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA,DI YOGYAKARTA,AKUNTANSI,BAIK SEKALI,12000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA,DI YOGYAKARTA,MANAJEMEN,BAIK,12000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS TEKNOLOGI DIGITAL INDONESIA,DI YOGYAKARTA,BISNIS DIGITAL,BAIK SEKALI,11669000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS TEKNOLOGI DIGITAL INDONESIA,DI YOGYAKARTA,MANAJEMEN RITEL,BAIK,11669000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS AKPRIND INDONESIA,DI YOGYAKARTA,BISNIS DIGITAL,BAIK SEKALI,10630000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,-
UNIVERSITAS AKPRIND INDONESIA,DI YOGYAKARTA,MANAJEMEN RITEL,BAIK,10630000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,-
INSTITUT PERTANIAN STIPER,DI YOGYAKARTA,AGRIBISNIS,A,10356250.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Unggul / A,https://campus.quipper.com/directory/institut-pertanian-stiper
UNIVERSITAS AMIKOM YOGYAKARTA,DI YOGYAKARTA,AKUNTANSI,BAIK SEKALI,10300000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-amikom-yogyakarta
UNIVERSITAS AMIKOM YOGYAKARTA,DI YOGYAKARTA,EKONOMI,BAIK SEKALI,10300000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-amikom-yogyakarta
UNIVERSITAS AMIKOM YOGYAKARTA,DI YOGYAKARTA,KEWIRAUSAHAAN,BAIK SEKALI,10300000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-amikom-yogyakarta
SEKOLAH TINGGI ILMU EKONOMI YKP,DI YOGYAKARTA,AKUNTANSI,BAIK,9990000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,-
SEKOLAH TINGGI ILMU EKONOMI YKP,DI YOGYAKARTA,MANAJEMEN,BAIK SEKALI,9990000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS JANABADRA,DI YOGYAKARTA,AGRIBISNIS,A,9700000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-janabadra
UNIVERSITAS JANABADRA,DI YOGYAKARTA,AKUNTANSI,B,9700000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-janabadra
UNIVERSITAS JANABADRA,DI YOGYAKARTA,EKONOMI,B,9700000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-janabadra
UNIVERSITAS JANABADRA,DI YOGYAKARTA,EKONOMI PEMBANGUNAN,B,9700000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-janabadra
UNIVERSITAS JANABADRA,DI YOGYAKARTA,MANAJEMEN,B,9700000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-janabadra
SEKOLAH TINGGI ILMU MANAJEMEN YKPN YOGYAKARTA,DI YOGYAKARTA,MANAJEMEN,BAIK SEKALI,8300000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS ALMA ATA,DI YOGYAKARTA,ADMINISTRASI RUMAH SAKIT,B,8000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-alma-ata
UNIVERSITAS COKROAMINOTO YOGYAKARTA,DI YOGYAKARTA,AKUNTANSI,BAIK,7500000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-cokroaminoto-yogyakarta
UNIVERSITAS COKROAMINOTO YOGYAKARTA,DI YOGYAKARTA,MANAJEMEN,BAIK,7500000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-cokroaminoto-yogyakarta
SEKOLAH TINGGI ILMU BISNIS KUMALA NUSA,DI YOGYAKARTA,MANAJEMEN RITEL,BAIK,7340000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS CENDEKIA MITRA INDONESIA,DI YOGYAKARTA,MANAJEMEN,BAIK SEKALI,6950000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,-
SEKOLAH TINGGI ILMU EKONOMI WIDYA WIWAHA,DI YOGYAKARTA,AKUNTANSI,BAIK SEKALI,6250000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-widya-wiwaha
SEKOLAH TINGGI ILMU EKONOMI WIDYA WIWAHA,DI YOGYAKARTA,EKONOMI,B,6250000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-widya-wiwaha
SEKOLAH TINGGI ILMU EKONOMI WIDYA WIWAHA,DI YOGYAKARTA,MANAJEMEN,BAIK SEKALI,6250000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-widya-wiwaha
SEKOLAH TINGGI ILMU EKONOMI ISTI EKATANA UPAWEDA,DI YOGYAKARTA,MANAJEMEN,BAIK,5600000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS GUNUNG KIDUL,DI YOGYAKARTA,EKONOMI PEMBANGUNAN,BAIK,5200000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS AISYIYAH YOGYAKARTA,DI YOGYAKARTA,AKUNTANSI,BAIK SEKALI,5000000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Terjangkau (5-10jt) | Baik Sekali / B,-
UNIVERSITAS MAHAKARYA ASIA,DI YOGYAKARTA,AKUNTANSI,B,2990000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Hemat (<5jt) | Baik Sekali / B,-
UNIVERSITAS MAHAKARYA ASIA,DI YOGYAKARTA,BISNIS,BAIK,2990000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Hemat (<5jt) | Baik Sekali / B,-
UNIVERSITAS MAHAKARYA ASIA,DI YOGYAKARTA,KEWIRAUSAHAAN,BAIK,2990000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Hemat (<5jt) | Baik Sekali / B,-
UNIVERSITAS MAHAKARYA ASIA,DI YOGYAKARTA,MANAJEMEN,B,2990000.0,DI YOGYAKARTA | Ekonomi & Bisnis | Hemat (<5jt) | Baik Sekali / B,-
UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,DI YOGYAKARTA,FARMASI,B,27000000.0,DI YOGYAKARTA | Kesehatan | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-yogyakarta
