prodi_name,jenjang,akreditasi_prodi,institution_code
TEKNIK INFORMATIKA,S1,B,banpt-382
AKUNTANSI,S1,B,banpt-SEKOLAH TINGGI ILMU EKONOMI RAHMANIYAH
ILMU KESEJAHTERAAN SOSIAL,S1,B,banpt-SEKOLAH TINGGI ILMU SOSIAL DAN ILMU POLITIK CANDRADIMUKA
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-2604
SISTEM INFORMASI,S1,B,banpt-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER SUMEDANG
PETERNAKAN,S1,B,banpt-483
AKUNTANSI,S1,B,banpt-483
TEKNIK PENERBANGAN,S1,B,banpt-255
TEKNIK SIPIL,S1,B,banpt-819
SASTRA INGGRIS,S1,B,banpt-3193
ILMU HUKUM,S1,B,banpt-3416
ILMU ADMINISTRASI NIAGA,S1,B,banpt-1814
AKUNTANSI,S1,B,banpt-2776
TEKNIK ELEKTRO,S1,B,banpt-641
ARSITEKTUR,S1,B,banpt-641
SASTRA INGGRIS,S1,B,banpt-641
MANAJEMEN,S1,B,banpt-2497
ILMU KOMUNIKASI,S1,Baik,banpt-3298
BIMBINGAN DAN KONSELING,S1,Baik,banpt-2357
SISTEM INFORMASI,S1,B,banpt-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER INDONESIA JAKARTA
TEKNIK INDUSTRI,S1,B,banpt-619
TEKNIK ELEKTRO,S1,B,banpt-1814
AGRIBISNIS,S1,B,banpt-2351
PENDIDIKAN SEJARAH,S1,B,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI JEMBER
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PGRI SIDOARJO
AKUNTANSI,S1,B,banpt-1970
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-3441
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,banpt-1092
SASTRA JEPANG,S1,B,banpt-1092
ILMU HUKUM,S1,B,banpt-1814
TEKNIK ELEKTRO,S1,B,banpt-2027
TEKNIK SIPIL,S1,B,banpt-3318
MANAJEMEN,S1,B,banpt-2255
AKUNTANSI,S1,B,banpt-SEKOLAH TINGGI ILMU EKONOMI MIKROSKIL
ILMU KOMUNIKASI,S1,B,banpt-UNIVERSITAS FAJAR MAKASSAR
PERBANKAN SYARIAH,S1,B,banpt-2593
ILMU ADMINISTRASI NEGARA,S1,B,banpt-483
TEKNIK INFORMATIKA,S1,B,banpt-INSTITUT SAINS DAN TEKNOLOGI NASIONAL JAKARTA
TEKNIK INDUSTRI,S1,B,banpt-337
AKUNTANSI,S1,B,banpt-2636
ILMU TERNAK,S1,B,banpt-1814
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH KOTABUMI
ILMU KOMUNIKASI,S1,B,banpt-1698
PETERNAKAN,S1,B,banpt-3199
PENDIDIKAN MATEMATIKA,S1,B,banpt-2069
DESAIN INTERIOR,S1,B,banpt-1521
TEKNIK INFORMATIKA,S1,B,banpt-1814
PENDIDIKAN MATEMATIKA,S1,B,banpt-UNIVERSITAS ISLAM MAJAPAHIT
PENDIDIKAN BAHASA JEPANG,S1,B,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA
ILMU ADMINISTRASI NEGARA,S1,B,banpt-SEKOLAH TINGGI ILMU SOSIAL DAN ILMU POLITIK BANTEN RAYA
TEKNIK INFORMATIKA,S1,B,banpt-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER SUMEDANG
AKUNTANSI,S1,B,banpt-3645
PENDIDIKAN SEJARAH,S1,Baik,banpt-STKIP SETIABUDHI
MATEMATIKA,S1,Baik Sekali,banpt-2069
PARIWISATA,S1,Baik,banpt-3672
TEKNOLOGI HASIL PERTANIAN,S1,Baik,banpt-2848
NUTRISI DAN TEKNOLOGI PAKAN TERNAK,S1,Baik,banpt-2789
TEKNIK INFORMATIKA,S1,Baik,banpt-2053
HUKUM KELUARGA,S1,Baik,banpt-3099
SISTEM INFORMASI,S1,Baik,banpt-3667
TEKNIK INFORMATIKA,S1,B,banpt-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER LAMAPPAPOLEONRO
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,banpt-2965
TEKNIK MESIN,S1,B,banpt-2143
TEKNIK SIPIL,S1,B,banpt-2143
ILMU HUKUM,S1,B,banpt-2776
AHWAL AL-SYAKHSHIYAH,S1,B,banpt-2226
TEKNIK ELEKTRO,S1,B,banpt-1988
MANAJEMEN,S1,B,banpt-3318
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,banpt-3222
MANAJEMEN,S1,B,banpt-3016
TEKNIK MESIN,S1,B,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA
AGRIBISNIS,S1,B,banpt-2318
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik,banpt-1957
PENDIDIKAN BAHASA INDONESIA,S1,Baik,banpt-STKIP ADZKIA
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-3199
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-2453
PENDIDIKAN AGAMA ISLAM,S1,Baik,banpt-1389
SISTEM INFORMASI,S1,Baik,banpt-STMIK DIAN CIPTA CENDIKIA KOTABUMI
FARMASI,S1,C,banpt-INSTITUT TEKNOLOGI DAN KESEHATAN AVICENNA
KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN ADVAITA MEDIKA TABANAN
KEPERAWATAN,S1,Baik Sekali,banpt-943
FARMASI,S1,C,banpt-2511
KESEHATAN MASYARAKAT,S1,Baik Sekali,banpt-2523
FARMASI,S1,B,banpt-3289
KEDOKTERAN GIGI,S1,B,banpt-3251
TEKNIK ELEKTRO,S1,B,banpt-2606
PENDIDIKAN MATEMATIKA,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH PAGARALAM
ADMINISTRASI NEGARA,S1,B,banpt-466
PENDIDIKAN BIOLOGI,S1,B,banpt-3502
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-829
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-UNIVERSITAS KAPUAS SINTANG
SISTEM INFORMASI,S1,Baik,banpt-437
SISTEM INFORMASI,S1,Baik,banpt-STIMIK LAMAPPAPOLEONRO
AKUNTANSI,S1,B,banpt-2143
TEKNOLOGI HASIL PERIKANAN,S1,B,banpt-2318
PENDIDIKAN LUAR SEKOLAH,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN CATUR SAKTI
FISIOTERAPI,S1,Baik,banpt-2555
FARMASI,S1,C,banpt-839
FARMASI,S1,B,banpt-SEKOLAH TINGGI FARMASI YPIB CIREBON
FARMASI,S1,C,banpt-2122
KEPERAWATAN,S1,Baik Sekali,banpt-1277
FARMASI,S1,C,banpt-3535
MANAJEMEN SUMBER DAYA PERAIRAN,S1,Baik,banpt-2453
HUKUM KELUARGA ISLAM,S1,B,banpt-547
TEKNIK INFORMATIKA,S1,B,banpt-738
ILMU ADMINISTRASI NEGARA,S1,B,banpt-35
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,banpt-SEKOLAH TINGGI KEGURUAN ILMU PENDIDIKAN ADZKIA
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-3042
REKAYASA PERANGKAT LUNAK,S1,Tidak Terakreditasi,banpt-STMIK PELITA NUSANTARA MEDAN
ILMU KEPERAWATAN,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN LANGSA
ILMU HUKUM,S1,B,banpt-SEKOLAH TINGGI ILMU HUKUM UMEL MANDIRI
ILMU AL QUR`AN DAN TAFSIR,S1,B,banpt-3341
ILMU PEMERINTAHAN,S1,B,banpt-2329
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-3502
SASTRA INDONESIA,S1,B,banpt-1092
MANAJEMEN,S1,B,banpt-2032
SOSIOLOGI,S1,B,banpt-INSTITUT ILMU SOSIAL DAN ILMU POLITIK YAPIS BIAK
TEKNIK INDUSTRI,S1,B,banpt-3398
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-3848
PENDIDIKAN BAHASA,S1,B,banpt-UNIVERSITAS MATHLA`UL ANWAR
ILMU PEMERINTAHAN,S1,B,banpt-819
PENDIDIKAN GEOGRAFI,S1,B,banpt-2001
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-3881
SISTEM INFORMASI,S1,B,banpt-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER MIKROSKIL
TEKNIK INFORMATIKA,S1,B,banpt-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER MIKROSKIL
TEKNIK INFORMATIKA,S1,C,banpt-1262
MANAJEMEN,S1,B,banpt-1227
KIMIA,S1,Baik Sekali,banpt-1970
PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,banpt-3099
TEKNIK INFORMATIKA,S1,B,banpt-3127
ILMU PEMERINTAHAN,S1,B,banpt-3199
PENDIDIKAN AGAMA ISLAM,S1,B,banpt-80
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI JEMBER
SASTRA INGGRIS,S1,B,banpt-2606
TEKNIK MESIN,S1,B,banpt-35
TEKNIK ELEKTRO,S1,B,banpt-2401
PENDIDIKAN FISIKA,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NURUL HUDA
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-3848
ILMU PEMERINTAHAN,S1,B,banpt-810
PENDIDIKAN SEJARAH,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PANGERAN DHARMA KUSUMA SEGERAN JUNTINYUAT INDRAMAYU
TEKNIK INDUSTRI,S1,Baik,banpt-517
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-3074
ILMU ADMINISTRASI PUBLIK,S1,Baik Sekali,banpt-463
ILMU HUKUM,S1,Unggul,banpt-2114
ILMU HUKUM,S1,B,banpt-2606
SASTRA JEPANG,S1,B,banpt-SEKOLAH TINGGI ILMU BAHASA ASING INVADA
ILMU KOMUNIKASI,S1,B,banpt-819
PENDIDIKAN BIOLOGI,S1,B,banpt-3074
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,banpt-3074
ILMU KOMUNIKASI,S1,B,banpt-2521
PENDIDIKAN BIOLOGI,S1,B,banpt-2898
PENDIDIKAN SEJARAH,S1,B,banpt-2497
BIMBINGAN DAN KONSELING,S1,B,banpt-2207
PENDIDIKAN GEOGRAFI,S1,B,banpt-2207
TEKNIK ELEKTRO,S1,Unggul,banpt-3332
ILMU HUKUM,S1,B,banpt-1044
DESAIN PRODUK,S1,B,banpt-2593
SASTRA INGGRIS,S1,B,banpt-3126
MANAJEMEN,S1,B,banpt-3926
TEKNIK LINGKUNGAN,S1,B,banpt-2497
PENDIDIKAN FISIKA,S1,B,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI PONTIANAK
TEKNIK ELEKTRO,S1,B,banpt-3128
PENDIDIKAN KIMIA,S1,B,banpt-2156
BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,S1,B,banpt-UNIVERSITAS AL AZHAR INDONESIA
MANAJEMEN,S1,B,banpt-2593
MANAJEMEN,S1,B,banpt-430
AGROTEKNOLOGI,S1,B,banpt-3074
PENDIDIKAN SEJARAH,S1,B,banpt-694
AHWAL AL SYAKHSHIYAH,S1,B,banpt-2547
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-2151
MANAJEMEN,S1,Baik,banpt-587
MANAJEMEN,S1,Baik,banpt-3429
ILMU PEMERINTAHAN,S1,Baik,banpt-321
PENDIDIKAN BIOLOGI,S1,B,banpt-2469
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-2128
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-1887
KEDOKTERAN,S1,Baik,banpt-2589
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-2143
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH KUNINGAN
ILMU HUKUM,S1,B,banpt-2491
ILMU KOMUNIKASI,S1,Baik,banpt-3985
KEPERAWATAN,S1,B,banpt-596
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,banpt-3502
AGRIBISNIS,S1,B,banpt-3631
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-2207
PENDIDIKAN LUAR SEKOLAH,S1,B,banpt-3301
PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,Baik,banpt-2808
MANAJEMEN,S1,Baik,banpt-SEKOLAH TINGGI ILMU EKONOMI PEMBANGUNAN INDONESIA
PENDIDIKAN IPA,S1,Baik,banpt-3566
GIZI,S1,Baik Sekali,banpt-627
ADMINISTRASI KESEHATAN,S1,Baik,banpt-566
ADMINISTRASI KESEHATAN,S1,Baik,banpt-1710
HUKUM EKONOMI SYARIAH,S1,A,banpt-469
SISTEM INFORMASI,S1,B,banpt-91
TEKNIK INFORMATIKA,S1,B,banpt-91
ILMU KOMPUTER,S1,Baik,banpt-651
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,banpt-91
PENDIDIKAN JASMANI,S1,B,banpt-91
MANAJEMEN,S1,B,banpt-91
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,banpt-52
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,banpt-2541
AKUAKULTUR,S1,B,banpt-2344
MANAJEMEN,S1,B,banpt-SEKOLAH TINGGI ILMU EKONOMI ASSHOLEH
BIMBINGAN DAN KONSELING,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH BARRU
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-3386
TEKNIK LINGKUNGAN,S1,Baik,banpt-2606
AGRIBISNIS,S1,Baik,banpt-355
SISTEM INFORMASI,S1,Baik,banpt-355
TEKNOLOGI INFORMASI,S1,Baik,banpt-355
ARSITEKTUR,S1,Baik,banpt-2606
AGRIBISNIS,S1,B,banpt-1230
ILMU PEMERINTAHAN,S1,B,banpt-SEKOLAH TINGGI ILMU SOSIAL DAN ILMU POLITIK BANTEN RAYA
SASTRA INGGRIS,S1,Baik Sekali,banpt-2401
PENDIDIKAN JASMANI,S1,B,banpt-2501
TEKNIK MESIN,S1,Baik,banpt-SEKOLAH TINGGI TEKNOLOGI MUHAMMADIYAH CILEUNGSI
KEHUTANAN,S1,Baik,banpt-2525
TEKNIK LINGKUNGAN,S1,Baik,banpt-1542
ILMU KOMPUTER,S1,Baik,banpt-663
PENDIDIKAN GURU SEKOLAH DASAR K. JEMBRANA,S1,Baik,banpt-2526
TEKNIK MESIN,S1,Baik,banpt-3416
ILMU PEMERINTAHAN,S1,B,banpt-UNIVERSITAS SULAWESI TENGGARA
KEBIDANAN,S1,Baik,banpt-3145
ADMINISTRASI RUMAH SAKIT,S1,Baik,banpt-2844
KEDOKTERAN,S1,Baik Sekali,banpt-236
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-2293
PENDIDIKAN EKONOMI,S1,B,banpt-641
TEKNIK ELEKTRO,S1,B,banpt-3827
ILMU HUKUM,S1,B,banpt-3631
PENDIDIKAN MATEMATIKA,S1,B,banpt-2207
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-2207
PENDIDIKAN MATEMATIKA,S1,A,banpt-UNIVERSITAS WIDYA DHARMA
ILMU HUKUM,S1,Baik,banpt-2786
ARSITEKTUR,S1,Baik,banpt-UNIVERSITAS TOMPOTIKA LUWUK BANGGAI
ILMU HUKUM,S1,Baik Sekali,banpt-197
ILMU KOMUNIKASI,S1,Baik Sekali,banpt-2513
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-2155
TEKNIK KOMPUTER,S1,Baik,banpt-1864
TEKNIK INDUSTRI,S1,Baik,banpt-2966
AGROTEKNOLOGI,S1,Unggul,banpt-3889
ILMU KOMUNIKASI,S1,B,banpt-3990
PENDIDIKAN SOSIOLOGI,S1,B,banpt-2898
AKUNTANSI,S1,B,banpt-2593
PENDIDIKAN AGAMA ISLAM,S1,Unggul,banpt-3341
MANAJEMEN,S1,A,banpt-3386
BIMBINGAN DAN KONSELING,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN BUDI DAYA BINJAI
TEKNIK INFORMATIKA,S1,B,banpt-1667
ADMINISTRASI PUBLIK,S1,B,banpt-3848
BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,S1,Baik,banpt-1579
PENDIDIKAN EKONOMI,S1,A,banpt-2072
BAHASA JEPANG,S1,B,banpt-SEKOLAH TINGGI BAHASA ASING LIA
ILMU LINGKUNGAN,S1,Baik,banpt-2001
TEKNIK SIPIL,S1,Baik,banpt-3029
TEKNIK KESELAMATAN,S1,Baik,banpt-2001
PENDIDIKAN BAHASA INDONESIA,S1,B,banpt-2501
TEKNIK MESIN,S1,A,banpt-2307
TEKNIK INDUSTRI,S1,Baik,banpt-UNIVERSITAS MITRA KARYA
HUBUNGAN INTERNASIONAL,S1,Unggul,banpt-3224
AKUNTANSI,S1,Unggul,banpt-3224
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-3281
GIZI,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN BANYUWANGI
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN BUMI PERSADA
KEPERAWATAN,S1,Baik Sekali,banpt-2566
FARMASI,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA MAJU
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA PADANG
KESEHATAN MASYARAKAT,S1,Baik Sekali,banpt-3291
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN TRI MANDIRI SAKTI BENGKULU
PENDIDIKAN DOKTER,S1,B,banpt-3889
KEBIDANAN,S1,Baik,banpt-865
KESEHATAN MASYARAKAT,S1,Baik Sekali,banpt-3736
KEDOKTERAN HEWAN,S1,Baik Sekali,banpt-3866
KEBIDANAN,S1,Baik Sekali,banpt-160
PENDIDIKAN DOKTER GIGI,S1,Baik Sekali,banpt-525
FARMASI,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN IBNU SINA AJIBARANG
MANAJEMEN,S1,Baik,banpt-3672
PERENCANAAN WILAYAH DAN KOTA,S1,Baik,banpt-559
ARSITEKTUR,S1,B,banpt-3478
SASTRA INGGRIS,S1,B,banpt-3478
PENDIDIKAN BAHASA INGGRIS K. JEMBRANA,S1,Baik,banpt-2526
PSIKOLOGI,S1,Baik,banpt-3506
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-2193
ILMU ADMINISTRASI NEGARA,S1,Baik Sekali,banpt-2462
MANAJEMEN,S1,Baik,banpt-500
PENDIDIKAN KIMIA,S1,Baik,banpt-2047
ILMU HUKUM,S1,Baik Sekali,banpt-2521
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,Baik Sekali,banpt-3867
AGRIBISNIS,S1,Unggul,banpt-2722
ARSITEKTUR,S1,Baik,banpt-1149
PENDIDIKAN AGAMA ISLAM,S1,B,banpt-3338
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-50
MANAJEMEN,S1,B,banpt-50
PROTEKSI TANAMAN,S1,Baik,banpt-1149
AHWAL AL-SYAKHSHIYAH,S1,B,banpt-3301
TEKNIK MESIN,S1,B,banpt-2059
ILMU ADMINISTRASI NEGARA,S1,B,banpt-2927
PENDIDIKAN MATEMATIKA,S1,B,banpt-382
ILMU KOMUNIKASI,S1,B,banpt-UNIVERSITAS DR. SOETOMO
MANAJEMEN,S1,B,banpt-2069
AKUNTANSI,S1,B,banpt-2069
TEKNIK INFORMATIKA,S1,Baik,banpt-2453
SASTRA INGGRIS,S1,Unggul,banpt-3224
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,banpt-1125
PENDIDIKAN AGAMA ISLAM,S1,A,banpt-382
HUKUM,S1,A,banpt-2069
ILMU KOMUNIKASI,S1,B,banpt-3193
STATISTIKA,S1,B,banpt-746
TEKNIK INFORMATIKA,S1,B,banpt-UNIVERSITAS DR. SOETOMO
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-3873
ILMU HUKUM,S1,Baik,banpt-376
AKUNTANSI,S1,Baik Sekali,banpt-2890
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-1368
TEKNIK INDUSTRI,S1,Baik,banpt-2570
TEKNIK SIPIL,S1,Baik,banpt-2739
ILMU KELAUTAN,S1,B,banpt-755
PENDIDIKAN MATEMATIKA,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH KUNINGAN
MANAJEMEN,S1,B,banpt-2640
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN BUDI DAYA BINJAI
PENDIDIKAN MATEMATIKA,S1,B,banpt-2604
MANAJEMEN,S1,B,banpt-642
MANAJEMEN,S1,B,banpt-1058
ADMINISTRASI PUBLIK,S1,B,banpt-2914
KEHUTANAN,S1,B,banpt-2631
ILMU KESEJAHTERAAN SOSIAL,S1,B,banpt-2402
PENDIDIKAN NON FORMAL,S1,B,banpt-15
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,banpt-756
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN GUNUNG SITOLI
BIOLOGI,S1,B,banpt-UNIVERSITAS MATHLA`UL ANWAR
ADMINISTRASI  PUBLIK,S1,B,banpt-589
BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,S1,Baik,banpt-3301
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-2358
TEKNIK PERTAMBANGAN,S1,B,banpt-2114
TEKNIK MESIN,S1,B,banpt-641
PENDIDIKAN JASMANI,S1,B,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PARIS BARANTAI
TEKNIK SIPIL,S1,B,banpt-3162
MANAJEMEN,S1,B,banpt-2900
MANAJEMEN,S1,B,banpt-SEKOLAH TINGGI ILMU MANAJEMEN LASHARAN JAYA MAKASSAR
KESEHATAN MASYARAKAT,S1,Unggul,banpt-470
ILMU KEPERAWATAN,S1,Unggul,banpt-1826
ILMU KEPERAWATAN,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN DARUL AZHAR BATULICIN
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-SEKOLAH TINGGI ILMU KESEHATAN SANTA ELISABETH MEDAN
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-3386
KESEHATAN MASYARAKAT,S1,Baik Sekali,banpt-2318
ILMU KEPERAWATAN,S1,Unggul,banpt-965
AGRIBISNIS,S1,Baik,banpt-1149
ILMU KOMPUTER,S1,Baik,banpt-2631
TEKNIK PERTAMBANGAN,S1,Baik,banpt-1989
KIMIA,S1,Baik,banpt-2966
TEKNIK INFORMATIKA,S1,Baik,banpt-828
PENDIDIKAN TEKNIK INFORMATIKA,S1,B,banpt-UNIVERSITAS PUTRA INDONESIA YPTK
FISIKA,S1,Baik,banpt-UNIVERSITAS SUTOMO
TEKNIK MESIN,S1,Baik,banpt-UNIVERSITAS SUTOMO
TEKNIK ELEKTRO,S1,Baik,banpt-UNIVERSITAS SUTOMO
PJJ PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,banpt-2001
PJJ PENDIDIKAN VOKASIONAL TEKNIK MESIN,S1,Baik,banpt-2001
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-2664
MANAJEMEN BISNIS SYARIAH,S1,Baik,banpt-3338
ILMU PEMERINTAHAN,S1,Baik,banpt-1632
TEKNOLOGI INFORMASI,S1,Baik,banpt-729
TEKNIK MESIN,S1,Baik,banpt-137
PETERNAKAN,S1,B,banpt-3310
PENDIDIKAN BAHASA DAN SASTRA JAWA,S1,B,banpt-3310
AGROTEKNOLOGI,S1,B,banpt-UNIVERSITAS IBA PALEMBANG
ILMU KOMUNIKASI,S1,B,banpt-1344
ILMU HUKUM,S1,A,banpt-160
ILMU HUKUM,S1,B,banpt-50
TEKNIK ELEKTRO,S1,B,banpt-3412
TEKNIK INFORMATIKA,S1,B,banpt-3180
AGROTEKNOLOGI,S1,Baik,banpt-2513
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-1180
FARMASI,S1,Baik,banpt-2682
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-3897
ADMINISTRASI KESEHATAN,S1,Baik,banpt-2001
TEKNIK SIPIL,S1,Baik,banpt-1035
TEKNOLOGI INFORMASI,S1,Baik,banpt-418
TEKNIK ELEKTRO,S1,Baik,banpt-1035
FARMASI,S1,Baik,banpt-3706
ILMU ADMINISTRASI NEGARA,S1,B,banpt-SEKOLAH TINGGI ILMU ADMINISTRASI MUHAMMADIYAH SELONG
SISTEM INFORMASI,S1,B,banpt-50
ADMINISTRASI PUBLIK,S1,B,banpt-1024
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,banpt-1989
EKONOMI PEMBANGUNAN,S1,Baik Sekali,banpt-2344
KIMIA,S1,Baik,banpt-559
KIMIA,S1,Baik,banpt-2848
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-46
AKUNTANSI,S1,Baik Sekali,banpt-3889
TEKNIK MESIN,S1,Baik,banpt-2941
ARSITEKTUR,S1,Baik,banpt-3126
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-135
TEKNIK ELEKTRO,S1,Tidak Terakreditasi,banpt-2931
MANAJEMEN,S1,Tidak Terakreditasi,banpt-SEKOLAH TINGGI ILMU EKONOMI INDONESIA BANDA ACEH
PENDIDIKAN BAHASA ARAB,S1,Baik,banpt-3540
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik,banpt-3961
KEHUTANAN,S1,Baik,banpt-2571
TEKNOLOGI PENDIDIKAN,S1,Baik Sekali,banpt-3631
TEKNIK MESIN,S1,Unggul,banpt-2072
TEKNOLOGI INFORMASI,S1,Baik,banpt-368
MANAJEMEN,S1,Baik,banpt-2226
SASTRA INGGRIS,S1,Baik,banpt-2282
AGROTEKNOLOGI,S1,Baik Sekali,banpt-3781
ILMU HUKUM,S1,Baik Sekali,banpt-3889
PENDIDIKAN BIOLOGI,S1,Unggul,banpt-3123
TEKNIK SIPIL,S1,Baik,banpt-418
TEKNOLOGI PANGAN,S1,Baik,banpt-418
ILMU KOMPUTER,S1,Baik,banpt-2355
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-197
SISTEM INFORMASI,S1,Baik,banpt-INSTITUT TEKNOLOGI TELKOM PURWOKERTO
TEKNIK SIPIL,S1,Baik,banpt-2226
ILMU KELAUTAN,S1,Baik,banpt-2919
BISNIS JASA,S1,Baik,banpt-3672
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-1830
