prodi_name,jenjang,akreditasi_prodi,institution_code
AGRIBISNIS,S1,Baik,banpt-1297
ILMU HUKUM,S1,Unggul,banpt-1859
SASTRA ARAB,S1,Baik,banpt-1347
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-2872
AGRIBISNIS,S1,Baik,banpt-484
HUKUM,S1,Baik,banpt-3715
ILMU HUKUM,S1,Baik Sekali,banpt-382
ADMINISTRASI KESEHATAN,S1,BAIK SEKALI,banpt-40
ILMU KEPERAWATAN,S1,UNGGUL,banpt-40
FARMASI KLINIK DAN KOMUNITAS,S1,Baik,banpt-40
KEDOKTERAN,S1,Baik,banpt-2606
MATEMATIKA,S1,Baik,banpt-1813
ILMU ADMINISTRASI BISNIS,S1,Baik,banpt-1496
SISTEM DAN TEKNOLOGI INFORMASI,S1,Baik,banpt-293
SISTEM INFORMASI,S1,Baik,banpt-UNIVERSITAS PROF DR HAFIZ MPH
TEKNIK INFORMATIKA,S1,Baik,banpt-275
TEKNOLOGI INFORMASI,S1,Baik,banpt-192
KEDOKTERAN,S1,Baik,banpt-2513
ADMINISTRASI KESEHATAN,S1,Baik,banpt-UNIVERSITAS PROF DR HAFIZ MPH
HUBUNGAN MASYARAKAT,S1,B,banpt-3224
SISTEM INFORMASI,S1,Baik,banpt-111
INFORMATIKA,S1,Baik,banpt-110
SISTEM INFORMASI,S1,Baik,banpt-110
FISIOTERAPI,S1,Baik,banpt-SEKOLAH TINGGI ILMU KESEHATAN SANTA ELISABETH MEDAN
AKUNTANSI,S1,Baik,banpt-2919
AKUNTANSI,S1,Baik Sekali,banpt-257
MANAJEMEN,S1,Unggul,banpt-2075
MANAJEMEN,S1,Baik Sekali,banpt-1872
MANAJEMEN,S1,Baik Sekali,banpt-1591
MANAJEMEN,S1,Baik Sekali,banpt-828
AKUNTANSI,S1,Baik,banpt-1431
BIOTEKNOLOGI,S1,Baik,banpt-1771
AKUNTANSI,S1,Baik Sekali,banpt-1434
MANAJEMEN,S1,Baik Sekali,banpt-1434
MANAJEMEN,S1,Unggul,banpt-1224
AKUNTANSI,S1,Baik,banpt-2457
BISNIS DIGITAL,S1,Baik,banpt-2195
AKUNTANSI,S1,Baik Sekali,banpt-UNIVERSITAS RIAU KEPULAUAN
AKUNTANSI,S1,Unggul,banpt-706
BIOTEKNOLOGI,S1,Baik,banpt-1679
ADMINISTRASI RUMAH SAKIT,S1,Baik,banpt-UNIVERSITAS MODERN AL RIFA'IE INDONESIA
AKUNTANSI,S1,Baik Sekali,banpt-2386
AKUNTANSI,S1,Baik Sekali,banpt-468
EKONOMI PEMBANGUNAN,S1,Baik Sekali,banpt-2195
AKUNTANSI,S1,Baik Sekali,banpt-2195
ADMINISTRASI KESEHATAN,S1,Baik,banpt-511
ADMINISTRASI PUBLIK,S1,B,banpt-3418
ILMU ADMINISTRASI NEGARA,S1,B,banpt-2002
KESEHATAN MASYARAKAT,S1,BAIK SEKALI,banpt-UNIVERSITAS SANZ MAGNATYA
GIZI,S1,Baik,banpt-975
ILMU ADMINISTRASI BISNIS,S1,Baik Sekali,banpt-3151
MANAJEMEN,S1,Baik Sekali,banpt-2161
AKUNTANSI,S1,Baik Sekali,banpt-2375
MANAJEMEN,S1,Baik Sekali,banpt-2375
MANAJEMEN,S1,Baik Sekali,banpt-4027
MANAJEMEN,S1,Unggul,banpt-1019
MANAJEMEN,S1,Baik,banpt-1431
KEWIRAUSAHAAN,S1,Baik,banpt-694
BISNIS DIGITAL,S1,Baik,banpt-UNIVERSITAS PROF DR HAFIZ MPH
EKONOMI KEUANGAN DAN PERBANKAN,S1,Baik,banpt-UNIVERSITAS CAKRAWALA
BISNIS DIGITAL,S1,Baik,banpt-UNIVERSITAS CAKRAWALA
EKONOMI PEMBANGUNAN,S1,Baik,banpt-972
MANAJEMEN,S1,B,banpt-1989
KIMIA,S1,Baik,banpt-798
BIOLOGI,S1,Baik,banpt-798
BISNIS DIGITAL,S1,Baik,banpt-338
62201,S1,Tidak Terakreditasi,banpt-3850
SISTEM INFORMASI,S1,Baik,banpt-275
MANAJEMEN,S1,Tidak Terakreditasi,banpt-3850
AKUNTANSI,S1,B,banpt-3897
REKAYASA INFRASTRUKTUR DAN LINGKUNGAN,S1,Baik Sekali,banpt-3536
TEKNIK DIRGANTARA,S1,Baik Sekali,banpt-3536
TEKNIK ELEKTRO,S1,Unggul,banpt-1883
TEKNIK ELEKTRO,S1,Baik,banpt-2507
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-2472
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-746
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-2540
TEKNIK ELEKTRO,S1,Unggul,banpt-369
TEKNIK ELEKTRO,S1,Unggul,banpt-2075
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-263
TEKNIK ELEKTRO,S1,Unggul,banpt-2722
TEKNIK ELEKTRO,S1,Baik,banpt-3877
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-838
TEKNIK ELEKTRO,S1,Baik,banpt-463
TEKNIK ELEKTRO,S1,Unggul,banpt-3341
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-1092
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-2359
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-4020
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-694
TEKNIK ELEKTRO,S1,Baik,banpt-619
TEKNIK ELEKTRO,S1,Unggul,banpt-2378
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-255
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-136
TEKNIK ELEKTRO,S1,Baik,banpt-430
TEKNIK ELEKTRO,S1,Unggul,banpt-1859
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-1807
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-2143
TEKNIK ELEKTRO,S1,Unggul,banpt-3279
TEKNIK GEOLOGI,S1,Baik Sekali,banpt-1092
TEKNIK GEOLOGI,S1,Baik,banpt-1513
TEKNIK INDUSTRI,S1,Unggul,banpt-1883
TEKNIK INDUSTRI,S1,Baik,banpt-1864
TEKNIK INDUSTRI,S1,Baik,banpt-1102
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-680
TEKNIK INDUSTRI,S1,Baik,banpt-3530
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-1807
TEKNIK INDUSTRI,S1,Baik,banpt-484
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-1654
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-1887
TEKNIK INDUSTRI,S1,Baik,banpt-UNIVERSITAS YOS SOEDARSO
TEKNIK INDUSTRI,S1,Baik,banpt-2059
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-2472
TEKNIK INDUSTRI,S1,Unggul,banpt-815
TEKNIK INDUSTRI,S1,Unggul,banpt-2114
TEKNIK INDUSTRI,S1,Unggul,banpt-3128
TEKNIK INDUSTRI,S1,Unggul,banpt-2736
TEKNIK INDUSTRI,S1,Baik,banpt-2746
TEKNIK INDUSTRI,S1,Baik,banpt-2827
TEKNIK INDUSTRI,S1,Baik,banpt-2525
TEKNIK INDUSTRI,S1,Unggul,banpt-3180
TEKNIK INDUSTRI,S1,Baik,banpt-SEKOLAH TINGGI TEKNIK MALANG
TEKNIK INDUSTRI,S1,Baik,banpt-1851
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-2900
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-1866
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-2359
TEKNIK INDUSTRI,S1,Unggul,banpt-810
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-523
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-2540
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-3162
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-463
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-475
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-3124
TEKNIK INDUSTRI,S1,Baik Sekali,banpt-935
TEKNIK INDUSTRI,S1,Baik,banpt-882
TEKNIK KELAUTAN,S1,Baik Sekali,banpt-3536
TEKNIK KIMIA,S1,Baik,banpt-484
TEKNIK KIMIA,S1,Baik Sekali,banpt-3915
TEKNIK KIMIA,S1,Baik Sekali,banpt-2569
TEKNIK KIMIA,S1,Baik,banpt-UNIVERSITAS ISLAM SYEKH YUSUF
TEKNIK KIMIA,S1,Baik Sekali,banpt-3126
TEKNIK KIMIA,S1,Baik,banpt-2008
TEKNIK LINGKUNGAN,S1,Baik Sekali,banpt-1989
TEKNIK LINGKUNGAN,S1,Unggul,banpt-2072
TEKNIK MESIN,S1,Baik,banpt-2507
TEKNIK MESIN,S1,Baik,banpt-2074
TEKNIK MESIN,S1,Unggul,banpt-1866
TEKNIK MESIN,S1,Baik Sekali,banpt-21
TEKNIK MESIN,S1,Baik Sekali,banpt-2667
TEKNIK MESIN,S1,Baik Sekali,banpt-366
TEKNIK MESIN,S1,Unggul,banpt-2722
TEKNIK MESIN,S1,Baik,banpt-3923
TEKNIK MESIN,S1,Baik Sekali,banpt-2370
TEKNIK MESIN,S1,Baik Sekali,banpt-3338
TEKNIK MESIN,S1,Baik,banpt-2946
TEKNIK MESIN,S1,Baik,banpt-395
TEKNIK MESIN,S1,Baik Sekali,banpt-811
TEKNIK MESIN,S1,Baik Sekali,banpt-2604
TEKNIK MESIN,S1,Baik Sekali,banpt-2344
TEKNIK MESIN,S1,Baik,banpt-3914
TEKNIK MESIN,S1,Unggul,banpt-3341
TEKNIK MESIN,S1,Baik Sekali,banpt-3112
TEKNIK MESIN,S1,Baik Sekali,banpt-2359
TEKNIK MESIN,S1,Unggul,banpt-810
TEKNIK MESIN,S1,Unggul,banpt-2378
TEKNIK MESIN,S1,Baik Sekali,banpt-198
TEKNIK MESIN,S1,Baik Sekali,banpt-787
TEKNIK MESIN,S1,Unggul,banpt-2075
TEKNIK MESIN,S1,Baik Sekali,banpt-2431
TEKNIK METALURGI,S1,Baik Sekali,banpt-810
TEKNIK PERMINYAKAN,S1,Baik Sekali,banpt-2268
TEKNIK PERTAMBANGAN,S1,Baik Sekali,banpt-2318
TEKNIK SIPIL,S1,Unggul,banpt-1582
TEKNIK SIPIL,S1,Baik Sekali,banpt-1028
TEKNIK SIPIL,S1,Baik Sekali,banpt-1744
TEKNIK SIPIL,S1,Baik,banpt-395
TEKNIK SIPIL,S1,Baik,banpt-3530
TEKNIK SIPIL,S1,Baik Sekali,banpt-1917
TEKNIK SIPIL,S1,Baik Sekali,banpt-UNIVERSITAS GALUH CIAMIS
TEKNIK SIPIL,S1,Baik,banpt-727
TEKNIK SIPIL,S1,Baik Sekali,banpt-138
TEKNIK SIPIL,S1,Unggul,banpt-2069
TEKNIK SIPIL,S1,Baik Sekali,banpt-2070
TEKNIK SIPIL,S1,Baik Sekali,banpt-3066
TEKNIK SIPIL,S1,Baik,banpt-828
TEKNIK SIPIL,S1,Baik Sekali,banpt-756
TEKNIK SIPIL,S1,Baik Sekali,banpt-2401
TEKNIK SIPIL,S1,Baik Sekali,banpt-3563
TEKNIK SIPIL,S1,Baik Sekali,banpt-3866
TEKNIK SIPIL,S1,Unggul,banpt-2914
TEKNIK SIPIL,S1,Baik Sekali,banpt-2647
TEKNIK SIPIL,S1,Baik Sekali,banpt-2375
TEKNIK SIPIL,S1,Baik Sekali,banpt-2318
TEKNIK SIPIL,S1,Baik,banpt-451
TEKNIK SIPIL,S1,Baik,banpt-2525
TEKNIK SIPIL,S1,Baik Sekali,banpt-3792
TEKNIK SIPIL,S1,Baik Sekali,banpt-254
TEKNIK SIPIL,S1,Baik Sekali,banpt-1092
TEKNIK SIPIL,S1,Baik Sekali,banpt-1543
TEKNIK SIPIL,S1,Baik Sekali,banpt-2359
TEKNIK SIPIL,S1,Baik Sekali,banpt-4020
TEKNIK SIPIL,S1,Baik Sekali,banpt-2027
TEKNIK SIPIL,S1,Baik Sekali,banpt-UNIVERSITAS AL MUSLIM
TEKNIK SIPIL,S1,Baik Sekali,banpt-609
TEKNIK SIPIL,S1,Unggul,banpt-1883
TEKNIK SIPIL,S1,Baik Sekali,banpt-177
TEKNIK SIPIL,S1,Baik Sekali,banpt-430
TEKNIK SIPIL,S1,Unggul,banpt-1859
TEKNIK SIPIL,S1,Baik Sekali,banpt-2540
TEKNIK SIPIL,S1,Baik,banpt-3478
TEKNIK SIPIL,S1,Baik,banpt-UNIVERSITAS KRISTEN IMMANUEL YOGYAKARTA
TRANSPORTASI,S1,Baik Sekali,banpt-3091
REKAYASA INDUSTRI,S1,Baik,banpt-1036
REKAYASA SIPIL,S1,Baik,banpt-1733
REKAYASA SIPIL,S1,Baik,banpt-1019
REKAYASA MESIN,S1,Baik,banpt-3877
TEKNOLOGI PANGAN,S1,Baik,banpt-2366
TEKNIK PERKERETAAPIAN,S1,Baik,banpt-2125
ILMU ADMINISTRASI NEGARA,S1,Terakreditasi,banpt-2366
ADMINISTRASI BISNIS,S1,Unggul,banpt-1867
ADMINISTRASI PUBLIK,S1,Baik,banpt-478
HUKUM,S1,Unggul,banpt-2736
TEKNOLOGI PANGAN,S1,Baik,banpt-2641
ILMU AL-QURAN DAN TAFSIR,S1,Baik,banpt-2282
FILSAFAT KEILAHIAN,S1,Baik,banpt-3806
SASTRA INGGRIS,S1,Baik,banpt-2090
HUKUM,S1,Baik,banpt-1457
AKUNTANSI,S1,Baik,banpt-2129
BISNIS DIGITAL,S1,Baik,banpt-UNIVERSITAS KURNIA JAYA PERSADA
MANAJEMEN,S1,Baik Sekali,banpt-105
AKUNTANSI,S1,Baik Sekali,banpt-105
AKUNTANSI,S1,Baik,banpt-112
MANAJEMEN,S1,Baik,banpt-112
AKUNTANSI,S1,Unggul,banpt-2398
SAINS AKTUARIA,S1,Baik,banpt-UNIVERSITAS MUHAMMADIYAH KOLAKA UTARA
SOSIOLOGI,S1,Unggul,banpt-206
ILMU PEMERINTAHAN,S1,Unggul,banpt-960
ILMU KESEJAHTERAAN SOSIAL,S1,Unggul,banpt-1903
ILMU ADMINISTRASI PUBLIK,S1,Unggul,banpt-609
SOSIOLOGI,S1,B,banpt-2946
ILMU KOMUNIKASI,S1,B,banpt-2055
PARIWISATA BUDAYA DAN KEAGAMAAN,S1,Baik,banpt-2231
DESAIN KOMUNIKASI VISUAL,S1,Baik,banpt-INSTITUT BISNIS DAN TEKNOLOGI INDONESIA
SISTEM INFORMASI,S1,Baik,banpt-457
PJJ TEKNIK INFORMATIKA,S1,Unggul,banpt-3224
INFORMATIKA,S1,Baik,banpt-298
SISTEM INFORMASI,S1,Baik,banpt-3216
INFORMATIKA,S1,Unggul,banpt-2370
SISTEM INFORMASI,S1,Baik,banpt-1242
SISTEM DAN TEKNOLOGI INFORMASI,S1,Baik,banpt-2366
TEKNIK INFORMATIKA,S1,Baik,banpt-4023
TEKNIK INFORMATIKA,S1,Baik,banpt-1397
INFORMATIKA,S1,Baik,banpt-885
ILMU KOMPUTER,S1,Baik,banpt-3345
INFORMATIKA MEDIS,S1,Baik,banpt-2506
TEKNOLOGI INFORMASI,S1,Baik,banpt-2364
INFORMATIKA,S1,Baik Sekali,banpt-3156
SISTEM INFORMASI,S1,Baik Sekali,banpt-1201
TEKNIK INFORMATIKA,S1,Baik,banpt-2000
ILMU KOMPUTER,S1,Baik Sekali,banpt-1302
SISTEM INFORMASI,S1,Baik Sekali,banpt-1302
SISTEM INFORMASI,S1,Baik,banpt-1291
SISTEM INFORMASI,S1,Baik,banpt-1141
ILMU KOMPUTER,S1,Baik,banpt-2603
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-35
INFORMATIKA,S1,Unggul,banpt-3161
SAINS DATA,S1,Baik Sekali,banpt-45
INFORMATIKA,S1,Baik,banpt-1821
SISTEM INFORMASI,S1,Baik Sekali,banpt-255
INFORMATIKA,S1,Baik Sekali,banpt-1103
SISTEM INFORMASI,S1,Baik,banpt-2278
SISTEM INFORMASI,S1,Baik,banpt-2457
TEKNIK INFORMATIKA,S1,Unggul,banpt-2875
ILMU KOMPUTER,S1,Baik Sekali,banpt-52
TEKNOLOGI INFORMASI,S1,Baik,banpt-2278
SISTEM INFORMASI,S1,Baik,banpt-2231
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-2375
SISTEM KOMPUTER,S1,Baik Sekali,banpt-3318
SISTEM INFORMASI,S1,Baik Sekali,banpt-2400
SISTEM KOMPUTER,S1,Baik Sekali,banpt-3438
SISTEM INFORMASI,S1,Baik Sekali,banpt-609
INFORMATIKA,S1,Unggul,banpt-2736
SISTEM INFORMASI,S1,Baik,banpt-753
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-3706
INFORMATIKA,S1,Baik,banpt-527
SISTEM INFORMASI,S1,Baik,banpt-527
REKAYASA PERANGKAT LUNAK,S1,Baik,banpt-1123
SAINS DATA,S1,Baik,banpt-1870
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-3222
SISTEM INFORMASI,S1,Baik,banpt-2631
INFORMATIKA,S1,Unggul,banpt-2144
SISTEM INFORMASI,S1,Baik,banpt-3524
SISTEM DAN TEKNOLOGI INFORMASI,S1,Baik,banpt-1123
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-1829
INFORMATIKA,S1,Baik,banpt-2044
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-136
INFORMATIKA,S1,Baik Sekali,banpt-INSTITUT BISNIS DAN TEKNOLOGI INDONESIA
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-2210
ILMU KOMPUTER,S1,Unggul,banpt-1092
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-3200
INFORMATIKA,S1,Baik Sekali,banpt-2418
INFORMATIKA,S1,Baik Sekali,banpt-2280
SISTEM INFORMASI,S1,Unggul,banpt-UNIVERSITAS TEKNOKRAT INDONESIA
INFORMATIKA,S1,Baik Sekali,banpt-2471
REKAYASA SISTEM KOMPUTER,S1,Baik,banpt-UNIVERSITAS GARUT
INFORMATIKA,S1,Unggul,banpt-619
TEKNIK INFORMATIKA,S1,Baik,banpt-1978
SISTEM INFORMASI,S1,Baik,banpt-1978
INFORMATIKA,S1,Baik,banpt-3196
TEKNOLOGI INFORMASI,S1,Baik Sekali,banpt-1917
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-2407
INFORMATIKA,S1,Baik Sekali,banpt-3193
TEKNIK KOMPUTER,S1,Baik Sekali,banpt-2609
INFORMATIKA,S1,Baik Sekali,banpt-754
TEKNOLOGI INFORMASI,S1,Baik Sekali,banpt-2434
SISTEM INFORMASI,S1,Baik,banpt-747
SISTEM INFORMASI,S1,Unggul,banpt-3146
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-2433
TEKNOLOGI INFORMASI,S1,Baik Sekali,banpt-3207
INFORMATIKA,S1,Unggul,banpt-500
SISTEM INFORMASI,S1,Baik Sekali,banpt-1917
TEKNOLOGI INFORMASI,S1,Baik,banpt-3896
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-3822
INFORMATIKA,S1,Baik,banpt-1871
SISTEM INFORMASI KAMPUS KOTA SUKABUMI,S1,Unggul,banpt-475
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-279
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-2372
SISTEM INFORMASI,S1,Baik Sekali,banpt-1432
SISTEM INFORMASI,S1,Baik Sekali,banpt-279
REKAYASA PERANGKAT LUNAK,S1,Baik Sekali,banpt-1844
SISTEM INFORMASI,S1,Baik Sekali,banpt-909
SISTEM INFORMASI,S1,Baik,banpt-1805
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-3396
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-1805
SISTEM INFORMASI,S1,Baik Sekali,banpt-2191
INFORMATIKA,S1,Baik Sekali,banpt-787
INFORMATIKA KAMPUS KOTA SUKABUMI,S1,Unggul,banpt-475
ILMU KOMPUTER,S1,Baik,banpt-551
INFORMATIKA,S1,Baik,banpt-1816
SISTEM INFORMASI,S1,Baik Sekali,banpt-489
SISTEM INFORMASI,S1,Baik Sekali,banpt-3456
REKAYASA KOMPUTER,S1,Baik,banpt-2248
TEKNOLOGI INFORMASI,S1,Baik Sekali,banpt-964
INFORMATIKA,S1,Unggul,banpt-2876
SISTEM DAN TEKNOLOGI INFORMASI,S1,Baik,banpt-2248
INFORMATIKA,S1,Baik,banpt-2321
SISTEM INFORMASI,S1,Baik,banpt-2321
SISTEM INFORMASI,S1,Baik Sekali,banpt-1372
SAINS DATA,S1,Baik,banpt-457
SISTEM INFORMASI,S1,Baik Sekali,banpt-STMIK PPKIA TARAKANITA RAHMAWATI
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-574
TEKNIK INFORMATIKA,S1,Baik Sekali,banpt-1921
SISTEM INFORMASI,S1,Baik Sekali,banpt-1921
INFORMATIKA,S1,Baik Sekali,banpt-103
SISTEM INFORMASI,S1,Baik,banpt-931
SISTEM INFORMASI,S1,Unggul,banpt-2538
INFORMATIKA,S1,Baik Sekali,banpt-2416
TEKNOLOGI INFORMASI,S1,Baik Sekali,banpt-489
SISTEM DAN TEKNOLOGI INFORMASI,S1,Baik Sekali,banpt-2439
SAINS DATA,S1,Baik,banpt-3272
INFORMATIKA,S1,Baik,banpt-2363
TEKNIK INFORMATIKA,S1,Unggul,banpt-1019
TEKNOLOGI INFORMASI,S1,Baik Sekali,banpt-2439
SISTEM INFORMASI,S1,Baik Sekali,banpt-2439
SISTEM INFORMASI,S1,Baik Sekali,banpt-2238
INFORMATIKA,S1,Baik,banpt-1044
PENDIDIKAN BIOLOGI,S1,Baik Sekali,banpt-595
PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S1,Baik,banpt-1271
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-1206
ADMINISTRASI PENDIDIKAN,S1,A,banpt-1989
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-3524
PENDIDIKAN MATEMATIKA,S1,B,banpt-1315
PENDIDIKAN KIMIA,S1,Baik,banpt-3478
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-UNIVERSITAS PROF DR HAFIZ MPH
PENDIDIKAN GURU PENDIDIKAN ANAK  USIA DINI,S1,Baik,banpt-UNIVERSITAS PROF DR HAFIZ MPH
PENDIDIKAN KIMIA,S1,Baik,banpt-1740
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,banpt-2231
PENDIDIKAN BAHASA INGGRIS,S1,B,banpt-1744
TADRIS BAHASA INGGRIS,S1,Baik,banpt-1128
PENDIDIKAN FISIKA,S1,Baik,banpt-3646
PENDIDIKAN ANAK USIA DINI,S1,C,banpt-3384
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,banpt-3923
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,banpt-2212
PENDIDIKAN GEOGRAFI,S1,Baik Sekali,banpt-3418
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-395
PENDIDIKAN MATEMATIKA,S1,Unggul,banpt-UNIVERSITAS MATHLA'UL ANWAR
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,banpt-1277
TEKNOLOGI PENDIDIKAN,S1,B,banpt-2373
PENDIDIKAN BAHASA ARAB,S1,Baik,banpt-2401
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH KALABAHI
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-UNIVERSITAS TAMALATEA MAKASSAR
PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,Baik,banpt-975
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,banpt-50
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-3896
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik,banpt-2341
PENDIDIKAN AGAMA ISLAM,S1,Baik,banpt-2351
PENDIDIKAN JASMANI,S1,Baik Sekali,banpt-2059
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,banpt-1667
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,banpt-1573
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,banpt-1277
PENDIDIKAN ISLAM ANAK USIA DINI,S1,Baik Sekali,banpt-UNIVERSITAS MUHAMMADIYAH LUWUK
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-4029
PENDIDIKAN SENI TARI,S1,Baik Sekali,banpt-1158
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-2318
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PARIS BARANTAI
PENDIDIKAN JASMANI,S1,Unggul,banpt-2907
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Unggul,banpt-1044
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-3099
PENDIDIKAN FISIKA,S1,Unggul,banpt-UNIVERSITAS SAINS AL QUR'AN
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Unggul,banpt-2907
PENDIDIKAN BAHASA ARAB,S1,Unggul,banpt-UNIVERSITAS SAINS AL QUR'AN
BIMBINGAN DAN KONSELING,S1,Unggul,banpt-1667
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,Unggul,banpt-2866
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,banpt-819
PENDIDIKAN BIOLOGI,S1,Baik Sekali,banpt-3646
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik Sekali,banpt-945
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik,banpt-45
PENDIDIKAN BIOLOGI,S1,Baik Sekali,banpt-2319
PENDIDIKAN AGAMA ISLAM,S1,Unggul,banpt-3538
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik Sekali,banpt-463
PENDIDIKAN AGAMA ISLAM,S1,Baik Sekali,banpt-UNIVERSITAS MATHLA'UL ANWAR
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-131
PENDIDIKAN BAHASA ARAB,S1,Baik Sekali,banpt-2880
MANAJEMEN PENDIDIKAN ISLAM,S1,Baik Sekali,banpt-137
PENDIDIKAN BAHASA INGGRIS,S1,Unggul,banpt-3418
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI BOJONEGORO
PENDIDIKAN  BAHASA INGGRIS,S1,Baik,banpt-111
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-111
PENDIDIKAN JASMANI,S1,Baik,banpt-111
PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,Baik,banpt-1027
HUKUM KELUARGA,S1,Baik Sekali,banpt-2812
AGRIBISNIS,S1,Unggul,banpt-385
TEKNOLOGI INDUSTRI PERTANIAN,S1,Baik Sekali,banpt-385
BUDIDAYA PERAIRAN,S1,B,banpt-3338
ADMINISTRASI PUBLIK,S1,B,banpt-374
AGRIBISNIS,S1,B,banpt-2155
PERENCANAAN WILAYAH DAN KOTA,S1,Unggul,banpt-2072
FALSAFAH DAN AGAMA,S1,B,banpt-2304
ILMU HUKUM,S1,Unggul,banpt-3121
ILMU HUKUM,S1,Baik Sekali,banpt-3251
HUKUM,S1,Baik,banpt-3156
KEHUTANAN,S1,Baik,banpt-463
AGRIBISNIS,S1,Baik,banpt-1457
ILMU PEMERINTAHAN,S1,Baik,banpt-3941
AGROTEKNOLOGI,S1,Baik,banpt-1013
