prodi_code,institution_code,faculty,prodi,akreditasi_prodi
prodi-2415,rencanamu-244,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2416,rencanamu-244,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-2417,rencanamu-244,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2418,rencanamu-244,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2419,rencanamu-244,UNKNOWN,PENDIDIKAN GURU PAUD,C
prodi-2420,rencanamu-244,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-2421,rencanamu-244,UNKNOWN,PENDIDIKAN KEPELATIHAN OLAHRAGA,B
prodi-2422,rencanamu-244,UNKNOWN,PENDIDIKAN KESEJAHTERAAN KELUARGA,B
prodi-2423,rencanamu-244,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2424,rencanamu-244,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2425,rencanamu-244,UNKNOWN,PENDIDIKAN SENI RUPA,B
prodi-2426,rencanamu-244,UNKNOWN,PERENCANAAN WILAYAH DAN KOTA,C
prodi-2427,rencanamu-244,UNKNOWN,TEKNIK LINGKUNGAN,B
prodi-2428,rencanamu-244,UNKNOWN,BIOLOGI,B
prodi-2429,rencanamu-244,UNKNOWN,STATISTIKA,C
prodi-2430,rencanamu-91,UNKNOWN,ADMINISTRASI NEGARA,A
prodi-2431,rencanamu-91,UNKNOWN,ILMU ADMINISTRASI NIAGA,A
prodi-2432,rencanamu-91,UNKNOWN,ILMU KOMUNIKASI,A
prodi-2433,rencanamu-91,UNKNOWN,AKUNTANSI,B
prodi-2434,rencanamu-91,UNKNOWN,MANAJEMEN,B
prodi-2435,rencanamu-91,UNKNOWN,EKONOMI PEMBANGUNAN,A
prodi-2436,rencanamu-91,UNKNOWN,ILMU HUKUM,A
prodi-2437,rencanamu-91,UNKNOWN,ILMU PSIKOLOGI,B
prodi-2438,rencanamu-91,UNKNOWN,ARSITEKTUR,B
prodi-2439,rencanamu-91,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2440,rencanamu-91,UNKNOWN,TEKNIK INDUSTRI,A
prodi-2441,rencanamu-91,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2442,rencanamu-91,UNKNOWN,TEKNIK MESIN,A
prodi-2443,rencanamu-91,UNKNOWN,TEKNIK SIPIL,B
prodi-2444,rencanamu-91,UNKNOWN,SASTRA INGGRIS,B
prodi-2445,rencanamu-91,UNKNOWN,SASTRA JEPANG,B
prodi-2446,rencanamu-154,UNKNOWN,ILMU HUKUM,A
prodi-2447,rencanamu-154,UNKNOWN,AKUNTANSI,A
prodi-2448,rencanamu-154,UNKNOWN,MANAJEMEN,A
prodi-2449,rencanamu-154,UNKNOWN,PERBANKAN SYARI'AH,-
prodi-2450,rencanamu-154,UNKNOWN,PENDIDIKAN AGAMA ISLAM,B
prodi-2451,rencanamu-154,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-2452,rencanamu-154,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2453,rencanamu-154,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2454,rencanamu-154,UNKNOWN,ADMINISTRASI NEGARA,B
prodi-2455,rencanamu-154,UNKNOWN,ADMINISTRASI BISNIS,B
prodi-2456,rencanamu-154,UNKNOWN,TEKNIK ELEKTRO,C
prodi-2457,rencanamu-154,UNKNOWN,TEKNIK MESIN,B
prodi-2458,rencanamu-154,UNKNOWN,TEKNIK SIPIL,B
prodi-2459,rencanamu-154,UNKNOWN,PENDIDIKAN DOKTER,B
prodi-2460,rencanamu-154,UNKNOWN,AGRIBISNIS,A
prodi-2461,rencanamu-154,UNKNOWN,AGROTEKNOLOGI,B
prodi-2462,rencanamu-154,UNKNOWN,PETERNAKAN,A
prodi-2463,rencanamu-154,UNKNOWN,BIOLOGI,B
prodi-2464,rencanamu-154,UNKNOWN,AL-AHWAL AL-SYAKHSIYAH,B
prodi-2465,rencanamu-154,UNKNOWN,PENDIDIKAN GURU ROUDHATUL ATHFAL,C
prodi-2466,rencanamu-154,UNKNOWN,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,B
prodi-2467,rencanamu-109,UNKNOWN,ADMINISTRASI NEGARA,B
prodi-2468,rencanamu-109,UNKNOWN,ILMU KOMUNIKASI,A
prodi-2469,rencanamu-109,UNKNOWN,ILMU HUKUM,B
prodi-2470,rencanamu-109,UNKNOWN,AKUNTANSI,B
prodi-2471,rencanamu-109,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2472,rencanamu-109,UNKNOWN,MANAJEMEN,B
prodi-2473,rencanamu-109,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2474,rencanamu-109,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2475,rencanamu-109,UNKNOWN,TEKNIK SIPIL,B
prodi-2476,rencanamu-170,UNKNOWN,AKUNTANSI,B
prodi-2477,rencanamu-170,UNKNOWN,MANAJEMEN,B
prodi-2478,rencanamu-170,UNKNOWN,ILMU HUKUM,C
prodi-2479,rencanamu-170,UNKNOWN,TEKNIK MESIN,C
prodi-2480,rencanamu-170,UNKNOWN,TEKNIK SIPIL,C
prodi-2481,rencanamu-170,UNKNOWN,AGRIBISNIS,B
prodi-2482,rencanamu-170,UNKNOWN,TEKNOLOGI HASIL PERTANIAN,C
prodi-2483,rencanamu-133,UNKNOWN,SISTEM INFORMASI,B
prodi-2484,rencanamu-133,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2485,rencanamu-133,UNKNOWN,TEKNIK MESIN,-
prodi-2486,rencanamu-133,UNKNOWN,SASTRA INGGRIS,B
prodi-2487,rencanamu-133,UNKNOWN,PSIKOLOGI,-
prodi-2488,rencanamu-133,UNKNOWN,AKUNTANSI,B
prodi-2489,rencanamu-133,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2490,rencanamu-133,UNKNOWN,MANAJEMEN,-
prodi-2491,rencanamu-10,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2492,rencanamu-10,UNKNOWN,BUSINESS CREATION,C
prodi-2493,rencanamu-10,UNKNOWN,DESAIN INTERIOR,-
prodi-2494,rencanamu-10,UNKNOWN,ILMU KOMUNIKASI,-
prodi-2495,rencanamu-10,UNKNOWN,PUBLIC RELATIONS,-
prodi-2496,rencanamu-10,UNKNOWN,DESAIN KOMUNIKASI VISUAL,-
prodi-2497,rencanamu-78,UNKNOWN,AKUNTANSI,A
prodi-2498,rencanamu-78,UNKNOWN,KEUANGAN DAN PERBANKAN,A
prodi-2499,rencanamu-78,UNKNOWN,MANAJEMEN,A
prodi-2500,rencanamu-78,UNKNOWN,EKONOMI SYARIAH,B
prodi-2501,rencanamu-92,UNKNOWN,AGRIBISNIS,B
prodi-2502,rencanamu-92,UNKNOWN,MANAJEMEN,B
prodi-2503,rencanamu-92,UNKNOWN,ILMU ADMINISTRASI NEGARA,B
prodi-2504,rencanamu-92,UNKNOWN,SASTRA INGGRIS,B
prodi-2505,rencanamu-92,UNKNOWN,ILMU HUKUM,B
prodi-2506,rencanamu-92,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-2507,rencanamu-188,UNKNOWN,AKUNTANSI,B
prodi-2508,rencanamu-188,UNKNOWN,MANAJEMEN,B
prodi-2509,rencanamu-188,UNKNOWN,ILMU ADMINISTRASI PUBLIK,B
prodi-2510,rencanamu-188,UNKNOWN,ILMU PETERNAKAN,B
prodi-2511,rencanamu-188,UNKNOWN,ILMU HUKUM,B
prodi-2512,rencanamu-188,UNKNOWN,PENDIDIKAN BAHASA INDONESIA,B
prodi-2513,rencanamu-188,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2514,rencanamu-188,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2515,rencanamu-188,UNKNOWN,TEKNIK SIPIL,B
prodi-2516,rencanamu-188,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2517,rencanamu-188,UNKNOWN,TEKNIK INDUSTRI,-
prodi-2518,rencanamu-145,UNKNOWN,TEKNIK SIPIL,C
prodi-2519,rencanamu-145,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2520,rencanamu-145,UNKNOWN,AGROTEKNOLOGI,C
prodi-2521,rencanamu-145,UNKNOWN,AGRIBISNIS,B
prodi-2522,rencanamu-145,UNKNOWN,ILMU PETERNAKAN,B
prodi-2523,rencanamu-145,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2524,rencanamu-145,UNKNOWN,SISTEM INFORMASI,B
prodi-2525,rencanamu-145,UNKNOWN,ADMINISTRASI BISNIS,B
prodi-2526,rencanamu-145,UNKNOWN,ILMU ADMINISTRASI PUBLIK,B
prodi-2527,rencanamu-145,UNKNOWN,ILMU KOMUNIKASI,B
prodi-2528,rencanamu-145,UNKNOWN,SOSIOLOGI,B
prodi-2529,rencanamu-145,UNKNOWN,AKUNTANSI,B
prodi-2530,rencanamu-145,UNKNOWN,MANAJEMEN,B
prodi-2531,rencanamu-145,UNKNOWN,ILMU HUKUM,B
prodi-2532,rencanamu-145,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2533,rencanamu-145,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2534,rencanamu-145,UNKNOWN,PENDIDIKAN BIOLOGI,B
prodi-2535,rencanamu-145,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-2536,rencanamu-151,UNKNOWN,MANAJEMEN,B
prodi-2537,rencanamu-151,UNKNOWN,AKUNTANSI,B
prodi-2538,rencanamu-151,UNKNOWN,ILMU PETERNAKAN,B
prodi-2539,rencanamu-151,UNKNOWN,AGROTEKNOLOGI,B
prodi-2540,rencanamu-151,UNKNOWN,AGRIBISNIS,-
prodi-2541,rencanamu-151,UNKNOWN,KIMIA,-
prodi-2542,rencanamu-151,UNKNOWN,ILMU HUKUM,B
prodi-2543,rencanamu-151,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2544,rencanamu-151,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2545,rencanamu-151,UNKNOWN,TEKNIK KOMPUTER,-
prodi-2546,rencanamu-151,UNKNOWN,AGRIBISNIS,B
prodi-2547,rencanamu-164,UNKNOWN,TEKNIK ARSITEKTUR,B
prodi-2548,rencanamu-164,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2549,rencanamu-164,UNKNOWN,PENDIDIKAN TEKNIK INFORMATIKA,-
prodi-2550,rencanamu-164,UNKNOWN,AKUNTANSI,B
prodi-2551,rencanamu-164,UNKNOWN,MANAJEMEN,B
prodi-2552,rencanamu-164,UNKNOWN,ILMU HUKUM,B
prodi-2553,rencanamu-268,UNKNOWN,FARMASI,A
prodi-2554,rencanamu-268,UNKNOWN,ILMU HUKUM,A
prodi-2555,rencanamu-268,UNKNOWN,AKUNTANSI,A
prodi-2556,rencanamu-268,UNKNOWN,BISNIS INTERNASIONAL,-
prodi-2557,rencanamu-268,UNKNOWN,I.B.N,A
prodi-2558,rencanamu-268,UNKNOWN,"KEUANGAN,INVESTASI & INTERMEDI. KEUANGAN",A
prodi-2559,rencanamu-268,UNKNOWN,MANAJEMEN BISNIS,A
prodi-2560,rencanamu-268,UNKNOWN,MANAJEMEN BISNIS PARIWISATA,A
prodi-2561,rencanamu-268,UNKNOWN,MANAJEMEN PEMASARAN,A
prodi-2562,rencanamu-268,UNKNOWN,KEUANGAN PERBANKAN,-
prodi-2563,rencanamu-268,UNKNOWN,PROFESI AKUNTANSI,A
prodi-2564,rencanamu-268,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2565,rencanamu-268,UNKNOWN,ILMU PSIKOLOGI,A
prodi-2566,rencanamu-268,UNKNOWN,TEKNIK MULTIMEDIA,A
prodi-2567,rencanamu-268,UNKNOWN,SISTEM INFORMASI,A
prodi-2568,rencanamu-268,UNKNOWN,INDUSTRIAL ROBOTICS DESIGN,-
prodi-2569,rencanamu-268,UNKNOWN,INFORMATION TECHNOLOGY,A
prodi-2570,rencanamu-268,UNKNOWN,MANUFAKTUR,A
prodi-2571,rencanamu-268,UNKNOWN,TEKNIK INDUSTRI,A
prodi-2572,rencanamu-268,UNKNOWN,TEKNIK INFORMATIKA,A
prodi-2573,rencanamu-268,UNKNOWN,TEKNIK KIMIA,A
prodi-2574,rencanamu-268,UNKNOWN,JARINGAN TELEKOMUNIKASI DIGITAL,-
prodi-2575,rencanamu-268,UNKNOWN,TEKNIK ELEKTRO,A
prodi-2576,rencanamu-268,UNKNOWN,DESAIN PRODUK,C
prodi-2577,rencanamu-268,UNKNOWN,ILMU KEDOKTERAN,-
prodi-2578,rencanamu-268,UNKNOWN,FARMASI,B
prodi-2579,rencanamu-268,UNKNOWN,ILMU HUKUM,B
prodi-2580,rencanamu-268,UNKNOWN,KENOTARISAN,B
prodi-2581,rencanamu-268,UNKNOWN,MANAJEMEN,A
prodi-2582,rencanamu-268,UNKNOWN,ILMU PSIKOLOGI,B
prodi-2583,rencanamu-268,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2584,rencanamu-268,UNKNOWN,BIOTEKNOLOGI,B
prodi-2585,rencanamu-268,UNKNOWN,BIOLOGI,A
prodi-2586,rencanamu-227,UNKNOWN,AKUNTANSI,B
prodi-2587,rencanamu-227,UNKNOWN,MANAJEMEN,B
prodi-2588,rencanamu-227,UNKNOWN,ILMU HUKUM,B
prodi-2589,rencanamu-227,UNKNOWN,TEKNIK SIPIL,B
prodi-2590,rencanamu-227,UNKNOWN,SISTEM INFORMASI,B
prodi-2591,rencanamu-227,UNKNOWN,SISTEM KOMPUTER,B
prodi-2592,rencanamu-227,UNKNOWN,PENDIDIKAN GURU PAUD,C
prodi-2593,rencanamu-142,UNKNOWN,AKUNTANSI,B
prodi-2594,rencanamu-142,UNKNOWN,MANAJEMEN,C
prodi-2595,rencanamu-142,UNKNOWN,EKONOMI SYARIAH,B
prodi-2596,rencanamu-142,UNKNOWN,TEKNIK KIMIA,C
prodi-2597,rencanamu-142,UNKNOWN,MANAJEMEN REKAYASA,C
prodi-2598,rencanamu-142,UNKNOWN,TEKNIK LOGISTIK,C
prodi-2599,rencanamu-142,UNKNOWN,TEKNOLOGI INDUSTRI PERTANIAN,C
prodi-2600,rencanamu-142,UNKNOWN,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-2601,rencanamu-142,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2602,rencanamu-142,UNKNOWN,SISTEM INFORMASI,C
prodi-2603,rencanamu-82,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,-
prodi-2604,rencanamu-82,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,-
prodi-2605,rencanamu-82,UNKNOWN,PENDIDIKAN EKONOMI,-
prodi-2606,rencanamu-82,UNKNOWN,PENDIDIKAN JASMANI DAN KESEHATAN,-
prodi-2607,rencanamu-82,UNKNOWN,PENDIDIKAN MATEMATIKA,-
prodi-2608,rencanamu-82,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,-
prodi-2609,rencanamu-77,UNKNOWN,AKUNTANSI,B
prodi-2610,rencanamu-77,UNKNOWN,MANAJEMEN,A
prodi-2611,rencanamu-245,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-2612,rencanamu-245,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-2613,rencanamu-245,UNKNOWN,PENDIDIKAN ANAK USIA DINI,B
prodi-2614,rencanamu-245,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2615,rencanamu-245,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2616,rencanamu-245,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2617,rencanamu-245,UNKNOWN,PENDIDIKAN FISIKA,C
prodi-2618,rencanamu-245,UNKNOWN,PENDIDIKAN BIOLOGI,B
prodi-2619,rencanamu-245,UNKNOWN,PENDIDIKAN EKONOMI,B
prodi-2620,rencanamu-245,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2621,rencanamu-245,UNKNOWN,PENDIDIKAN SEJARAH,B
prodi-2622,rencanamu-245,UNKNOWN,PENDIDIKAN AKUNTANSI,B
prodi-2623,rencanamu-245,UNKNOWN,PENDIDIKAN TEKNIK ELEKTRO,B
prodi-2624,rencanamu-245,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2625,rencanamu-245,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2626,rencanamu-245,UNKNOWN,SISTEM INFORMASI,C
prodi-2627,rencanamu-245,UNKNOWN,TEKNIK KIMIA,C
prodi-2628,rencanamu-245,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2629,rencanamu-245,UNKNOWN,AKUNTANSI,B
prodi-2630,rencanamu-245,UNKNOWN,MANAJEMEN,B
prodi-2631,rencanamu-245,UNKNOWN,FARMASI,C
prodi-2632,rencanamu-245,UNKNOWN,ILMU KEOLAHRAGAAN,-
prodi-2633,rencanamu-153,UNKNOWN,PENDIDIKAN AGAMA ISLAM,B
prodi-2634,rencanamu-153,UNKNOWN,EKONOMI SYARIAH,C
prodi-2635,rencanamu-153,UNKNOWN,PENDIDIKAN GURU MI,-
prodi-2636,rencanamu-153,UNKNOWN,PENDIDIKAN GURU ROUDHATUL ATHFAL,-
prodi-2637,rencanamu-153,UNKNOWN,PETERNAKAN,B
prodi-2638,rencanamu-153,UNKNOWN,AGROBISNIS,B
prodi-2639,rencanamu-153,UNKNOWN,MANAJEMEN SUMBER DAYA PERAIRAN,B
prodi-2640,rencanamu-153,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2641,rencanamu-153,UNKNOWN,MANAJEMEN,B
prodi-2642,rencanamu-153,UNKNOWN,AKUNTANSI,B
prodi-2643,rencanamu-153,UNKNOWN,ILMU HUKUM,B
prodi-2644,rencanamu-153,UNKNOWN,TEKNIK ELEKTRO,C
prodi-2645,rencanamu-153,UNKNOWN,TEKNIK SIPIL,C
prodi-2646,rencanamu-153,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2647,rencanamu-153,UNKNOWN,KEBIDANAN,-
prodi-2648,rencanamu-273,UNKNOWN,AGRIBISNIS,-
prodi-2649,rencanamu-273,UNKNOWN,AGROTEKNOLOGI,-
prodi-2650,rencanamu-273,UNKNOWN,PETERNAKAN,B
prodi-2651,rencanamu-273,UNKNOWN,TEKNOLOGI INDUSTRI PERTANIAN,-
prodi-2652,rencanamu-273,UNKNOWN,ARSITEKTUR LANSKAP,-
prodi-2653,rencanamu-273,UNKNOWN,TEKNIK KIMIA,B
prodi-2654,rencanamu-273,UNKNOWN,TEKNIK SIPIL,B
prodi-2655,rencanamu-273,UNKNOWN,MANAJEMEN,-
prodi-2656,rencanamu-273,UNKNOWN,AKUNTANSI,B
prodi-2657,rencanamu-273,UNKNOWN,ILMU KOMUNIKASI,B
prodi-2658,rencanamu-273,UNKNOWN,ILMU ADMINISTRASI NEGARA,B
prodi-2659,rencanamu-273,UNKNOWN,ILMU KEPERAWATAN,B
prodi-2660,rencanamu-273,UNKNOWN,PENDIDIKAN BIDAN,B
prodi-2661,rencanamu-217,UNKNOWN,PENDIDIKAN AGAMA ISLAM,A
prodi-2662,rencanamu-217,UNKNOWN,AGROTEKNOLOGI,B
prodi-2663,rencanamu-217,UNKNOWN,TEKNOLOGI HASIL PERTANIAN,-
prodi-2664,rencanamu-217,UNKNOWN,PENDIDIKAN ANAK USIA DINI,B
prodi-2665,rencanamu-217,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-2666,rencanamu-217,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,-
prodi-2667,rencanamu-217,UNKNOWN,PENDIDIKAN ILMU PENGETAHUAN ALAM,-
prodi-2668,rencanamu-217,UNKNOWN,PENDIDIKAN BAHASA ARAB,A
prodi-2669,rencanamu-217,UNKNOWN,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,C
prodi-2670,rencanamu-217,UNKNOWN,PENDIDIKAN GURU MADRASAN IBTIDAIYAH,B
prodi-2671,rencanamu-217,UNKNOWN,ILMU KOMUNIKASI,-
prodi-2672,rencanamu-217,UNKNOWN,ADMINISTRASI NEGARA,-
prodi-2673,rencanamu-217,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2674,rencanamu-217,UNKNOWN,TEKNIK INFORMATIKA,-
prodi-2675,rencanamu-217,UNKNOWN,TEKNIK INDUSTRI,-
prodi-2676,rencanamu-217,UNKNOWN,TEKNIK MESIN,B
prodi-2677,rencanamu-217,UNKNOWN,AKUNTANSI,-
prodi-2678,rencanamu-217,UNKNOWN,MANAJEMEN,-
prodi-2679,rencanamu-217,UNKNOWN,PERBANKAN SYARI'AH,-
prodi-2680,rencanamu-217,UNKNOWN,PSIKOLOGI,B
prodi-2681,rencanamu-217,UNKNOWN,ILMU HUKUM,-
prodi-2682,rencanamu-217,UNKNOWN,KEBIDANAN,-
prodi-2683,rencanamu-217,UNKNOWN,ANALIS KESEHATAN,-
prodi-2684,rencanamu-163,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-2685,rencanamu-163,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2686,rencanamu-163,UNKNOWN,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,B
prodi-2687,rencanamu-163,UNKNOWN,PENDIDIKAN GURU PAUD,C
prodi-2688,rencanamu-163,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2689,rencanamu-163,UNKNOWN,BAHASA DAN SASTRA INDONESIA,B
prodi-2690,rencanamu-163,UNKNOWN,PENDIDIKAN FISIKA,B
prodi-2691,rencanamu-163,UNKNOWN,PENDIDIKAN EKONOMI,B
prodi-2692,rencanamu-163,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2693,rencanamu-163,UNKNOWN,GEOGRAFI,B
prodi-2694,rencanamu-163,UNKNOWN,AKUNTANSI,B
prodi-2695,rencanamu-163,UNKNOWN,MANAJEMEN,B
prodi-2696,rencanamu-163,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2697,rencanamu-163,UNKNOWN,SISTEM INFORMASI,B
prodi-2698,rencanamu-163,UNKNOWN,ILMU HUKUM,B
prodi-2699,rencanamu-163,UNKNOWN,PETERNAKAN,B
prodi-2700,rencanamu-163,UNKNOWN,SASTRA INGGRIS,B
prodi-2701,rencanamu-163,UNKNOWN,BAHASA JEPANG,B
prodi-2702,rencanamu-232,UNKNOWN,AGROTEKNOLOGI,B
prodi-2703,rencanamu-232,UNKNOWN,ILMU HUKUM,B
prodi-2704,rencanamu-232,UNKNOWN,ADMINISTRASI NEGARA,B
prodi-2705,rencanamu-232,UNKNOWN,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,-
prodi-2706,rencanamu-232,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,C
prodi-2707,rencanamu-232,UNKNOWN,TEKNIK ELEKTRO,C
prodi-2708,rencanamu-232,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2709,rencanamu-232,UNKNOWN,TEKNIK MESIN,C
prodi-2710,rencanamu-232,UNKNOWN,SASTRA INGGRIS,C
prodi-2711,rencanamu-232,UNKNOWN,MANAJEMEN,B
prodi-2712,rencanamu-232,UNKNOWN,AKUNTANSI,C
prodi-2713,rencanamu-204,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2714,rencanamu-204,UNKNOWN,PENDIDIKAN BIOLOGI,B
prodi-2715,rencanamu-204,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2716,rencanamu-204,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2717,rencanamu-204,UNKNOWN,PENDIDIKAN GURU PAUD,B
prodi-2718,rencanamu-204,UNKNOWN,ILMU HUKUM,B
prodi-2719,rencanamu-204,UNKNOWN,AGRIBISNIS,B
prodi-2720,rencanamu-204,UNKNOWN,AGROTEKNOLOGI,B
prodi-2721,rencanamu-204,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2722,rencanamu-204,UNKNOWN,TEKNIK SIPIL,B
prodi-2723,rencanamu-204,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2724,rencanamu-204,UNKNOWN,MANAJEMEN,B
prodi-2725,rencanamu-204,UNKNOWN,AKUNTANSI,A
prodi-2726,rencanamu-204,UNKNOWN,ILMU KEPERAWATAN,B
prodi-2727,rencanamu-204,UNKNOWN,PSIKOLOGI,B
prodi-2728,rencanamu-204,UNKNOWN,ILMU PEMERINTAHAN,B
prodi-2729,rencanamu-204,UNKNOWN,ILMU KOMUNIKASI,A
prodi-2730,rencanamu-204,UNKNOWN,MANAJEMEN INFORMATIKA,B
prodi-2731,rencanamu-204,UNKNOWN,KEPERAWATAN,C
prodi-2732,rencanamu-61,UNKNOWN,PENYIARAN,B
prodi-2733,rencanamu-61,UNKNOWN,JURNALISTIK,B
prodi-2734,rencanamu-61,UNKNOWN,KEHUMASAN,B
prodi-2735,rencanamu-148,UNKNOWN,TEKNIK ARSITEKTUR,A
prodi-2736,rencanamu-148,UNKNOWN,TEKNIK ELEKTRO,A
prodi-2737,rencanamu-148,UNKNOWN,TEKNIK INDUSTRI,A
prodi-2738,rencanamu-148,UNKNOWN,TEKNIK INFORMATIKA,A
prodi-2739,rencanamu-148,UNKNOWN,TEKNIK KIMIA,A
prodi-2740,rencanamu-148,UNKNOWN,TEKNIK LINGKUNGAN,A
prodi-2741,rencanamu-148,UNKNOWN,TEKNIK MESIN,A
prodi-2742,rencanamu-148,UNKNOWN,TEKNIK SIPIL,A
prodi-2743,rencanamu-148,UNKNOWN,AL-AHWAL AL-SYAKHSIYAH,A
prodi-2744,rencanamu-148,UNKNOWN,EKONOMI ISLAM,B
prodi-2745,rencanamu-148,UNKNOWN,PENDIDIKAN AGAMA ISLAM,A
prodi-2746,rencanamu-148,UNKNOWN,FARMASI,B
prodi-2747,rencanamu-148,UNKNOWN,KIMIA,A
prodi-2748,rencanamu-148,UNKNOWN,STATISTIKA,B
prodi-2749,rencanamu-148,UNKNOWN,ILMU KOMUNIKASI,A
prodi-2750,rencanamu-148,UNKNOWN,PSIKOLOGI,A
prodi-2751,rencanamu-148,UNKNOWN,ILMU HUKUM,A
prodi-2752,rencanamu-148,UNKNOWN,PENDIDIKAN KEDOKTERAN,A
prodi-2753,rencanamu-148,UNKNOWN,AKUNTANSI,A
prodi-2754,rencanamu-148,UNKNOWN,EKONOMI PEMBANGUNAN,A
prodi-2755,rencanamu-148,UNKNOWN,MANAJEMEN,A
prodi-2756,rencanamu-95,UNKNOWN,BAHASA DAN SASTRA ARAB,A
prodi-2757,rencanamu-95,UNKNOWN,PENDIDIKAN AGAMA ISLAM,A
prodi-2758,rencanamu-95,UNKNOWN,TAFSIR HADITS,A
prodi-2759,rencanamu-95,UNKNOWN,AKUNTANSI,B
prodi-2760,rencanamu-95,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2761,rencanamu-95,UNKNOWN,MANAJEMEN,B
prodi-2762,rencanamu-95,UNKNOWN,FARMASI,A
prodi-2763,rencanamu-95,UNKNOWN,ILMU HUKUM,B
prodi-2764,rencanamu-95,UNKNOWN,PENDIDIKAN BIMBINGAN DAN KONSELING,A
prodi-2765,rencanamu-95,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-2766,rencanamu-95,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,A
