prodi_code,institution_code,faculty,prodi,akreditasi_prodi
prodi-2060,rencanamu-247,UNKNOWN,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",B
prodi-2061,rencanamu-247,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2062,rencanamu-247,UNKNOWN,PENDIDIKAN BIOLOGI,B
prodi-2063,rencanamu-247,UNKNOWN,PENDIDIKAN FISIKA,C
prodi-2064,rencanamu-247,UNKNOWN,PENDIDIKAN TEKNOLOGI INFORMASI,-
prodi-2065,rencanamu-247,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2066,rencanamu-247,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2067,rencanamu-247,UNKNOWN,SASTRA DAERAH,-
prodi-2068,rencanamu-247,UNKNOWN,TEKNIK SIPIL,-
prodi-2069,rencanamu-247,UNKNOWN,TEKNIK MESIN,-
prodi-2070,rencanamu-247,UNKNOWN,TEKNIK ELEKTRO,-
prodi-2071,rencanamu-247,UNKNOWN,TEKNIK INFORMATIKA,-
prodi-2072,rencanamu-247,UNKNOWN,TEKNIK LINGKUNGAN,-
prodi-2073,rencanamu-247,UNKNOWN,TEKNIK PANGAN,-
prodi-2074,rencanamu-247,UNKNOWN,ARSITEKTUR,-
prodi-2075,rencanamu-233,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2076,rencanamu-233,UNKNOWN,BAHASA DAN SASTRA INDONESIA,C
prodi-2077,rencanamu-233,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2078,rencanamu-233,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2079,rencanamu-233,UNKNOWN,BIMBINGAN DAN KONSELING,B
prodi-2080,rencanamu-233,UNKNOWN,PENDIDIKAN EKONOMI,B
prodi-2081,rencanamu-233,UNKNOWN,PENDIDIKAN ILMU PENGETAHUAN ALAM,-
prodi-2082,rencanamu-233,UNKNOWN,AKUNTANSI,B
prodi-2083,rencanamu-233,UNKNOWN,ILMU PEMERINTAHAN,B
prodi-2084,rencanamu-233,UNKNOWN,ILMU HUKUM,C
prodi-2085,rencanamu-233,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2086,rencanamu-233,UNKNOWN,TEKNIK MESIN,C
prodi-2087,rencanamu-233,UNKNOWN,TEKNIK SIPIL,-
prodi-2088,rencanamu-233,UNKNOWN,PEMANFAATAN SUMBER DAYA PERIKANAN,B
prodi-2089,rencanamu-233,UNKNOWN,BUDIDAYA PERAIRAN,B
prodi-2090,rencanamu-257,UNKNOWN,SASTRA INGGRIS,B
prodi-2091,rencanamu-257,UNKNOWN,AKUNTANSI,B
prodi-2092,rencanamu-257,UNKNOWN,MANAJEMEN,B
prodi-2093,rencanamu-257,UNKNOWN,KEPERAWATAN,C
prodi-2094,rencanamu-257,UNKNOWN,KEBIDANAN,C
prodi-2095,rencanamu-257,UNKNOWN,HUKUM KELUARGA,-
prodi-2096,rencanamu-257,UNKNOWN,HUKUM EKONOMI SYARIAH,-
prodi-2097,rencanamu-257,UNKNOWN,TEKNIK SIPIL,B
prodi-2098,rencanamu-257,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2099,rencanamu-219,UNKNOWN,PENDIDIKAN MATEMATIKA,A
prodi-2100,rencanamu-219,UNKNOWN,PENDIDIKAN GEOGRAFI,A
prodi-2101,rencanamu-219,UNKNOWN,PENDIDIKAN AKUNTANSI,A
prodi-2102,rencanamu-219,UNKNOWN,PENDIDIKAN KEWARGANEGARAAN,A
prodi-2103,rencanamu-219,UNKNOWN,PENDIDIKAN BIOLOGI,A
prodi-2104,rencanamu-219,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,A
prodi-2105,rencanamu-219,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-2106,rencanamu-219,UNKNOWN,PENDIDIKAN ANAK USIA DINI,B
prodi-2107,rencanamu-219,UNKNOWN,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,A
prodi-2108,rencanamu-219,UNKNOWN,AKUNTANSI,A
prodi-2109,rencanamu-219,UNKNOWN,MANAJEMEN,A
prodi-2110,rencanamu-219,UNKNOWN,EKONOMI PEMBANGUNAN,A
prodi-2111,rencanamu-219,UNKNOWN,ILMU HUKUM,A
prodi-2112,rencanamu-219,UNKNOWN,TEKNIK SIPIL,B
prodi-2113,rencanamu-219,UNKNOWN,TEKNIK MESIN,B
prodi-2114,rencanamu-219,UNKNOWN,TEKNIK ARSITEKTUR,A
prodi-2115,rencanamu-219,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2116,rencanamu-219,UNKNOWN,TEKNIK KIMIA,B
prodi-2117,rencanamu-219,UNKNOWN,TEKNIK INDUSTRI,A
prodi-2118,rencanamu-219,UNKNOWN,GEOGRAFI,A
prodi-2119,rencanamu-219,UNKNOWN,PSIKOLOGI,A
prodi-2120,rencanamu-219,UNKNOWN,PENDIDIKAN AGAMA ISLAM,A
prodi-2121,rencanamu-219,UNKNOWN,EKONOMI SYARIAH,-
prodi-2122,rencanamu-219,UNKNOWN,ILMU ALQURAN DAN TAFSIR,B
prodi-2123,rencanamu-219,UNKNOWN,PENDIDIKAN KEDOKTERAN,B
prodi-2124,rencanamu-219,UNKNOWN,PENDIDIKAN KEDOKTERAN GIGI,B
prodi-2125,rencanamu-219,UNKNOWN,ILMU KEPERAWATAN,A
prodi-2126,rencanamu-219,UNKNOWN,GIZI,B
prodi-2127,rencanamu-219,UNKNOWN,ILMU KESEHATAN MASYARAKAT,B
prodi-2128,rencanamu-219,UNKNOWN,FISIOTERAPI,A
prodi-2129,rencanamu-219,UNKNOWN,FARMASI,A
prodi-2130,rencanamu-219,UNKNOWN,ILMU KOMUNIKASI,B
prodi-2131,rencanamu-219,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2132,rencanamu-224,UNKNOWN,MANAJEMEN,-
prodi-2133,rencanamu-224,UNKNOWN,AKUNTANSI,B
prodi-2134,rencanamu-224,UNKNOWN,ILMU HUKUM,-
prodi-2135,rencanamu-224,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,A
prodi-2136,rencanamu-224,UNKNOWN,BIMBINGAN KONSELING,B
prodi-2137,rencanamu-224,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-2138,rencanamu-224,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,-
prodi-2139,rencanamu-224,UNKNOWN,PENDIDIKAN MATEMATIKA,-
prodi-2140,rencanamu-224,UNKNOWN,AGROTEKNOLOGI,-
prodi-2141,rencanamu-224,UNKNOWN,SISTEM INFORMASI,B
prodi-2142,rencanamu-224,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2143,rencanamu-224,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2144,rencanamu-224,UNKNOWN,TEKNIK MESIN,C
prodi-2145,rencanamu-224,UNKNOWN,PSIKOLOGI,-
prodi-2146,rencanamu-237,UNKNOWN,AKUNTANSI,C
prodi-2147,rencanamu-237,UNKNOWN,MANAJEMEN,B
prodi-2148,rencanamu-237,UNKNOWN,ILMU HUKUM,B
prodi-2149,rencanamu-237,UNKNOWN,AGROTEKNOLOGI,B
prodi-2150,rencanamu-237,UNKNOWN,BUDIDAYA PERAIRAN,B
prodi-2151,rencanamu-237,UNKNOWN,PENDIDIKAN MATEMATIKA,C
prodi-2152,rencanamu-237,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,C
prodi-2153,rencanamu-237,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,C
prodi-2154,rencanamu-237,UNKNOWN,ILMU KESEHATAN MASYARAKAT,C
prodi-2155,rencanamu-237,UNKNOWN,ILMU KEPERAWATAN,C
prodi-2156,rencanamu-237,UNKNOWN,TEKNOLOGI BATIK,C
prodi-2157,rencanamu-237,UNKNOWN,FISIOTERAPI,C
prodi-2158,rencanamu-237,UNKNOWN,FARMASI,C
prodi-2159,rencanamu-277,UNKNOWN,PENDIDIKAN AGAMA ISLAM,B
prodi-2160,rencanamu-277,UNKNOWN,EKONOMI ISLAM,C
prodi-2161,rencanamu-277,UNKNOWN,MANAJEMEN,B
prodi-2162,rencanamu-277,UNKNOWN,AKUNTANSI,B
prodi-2163,rencanamu-277,UNKNOWN,FARMASI,B
prodi-2164,rencanamu-277,UNKNOWN,ILMU HUKUM,B
prodi-2165,rencanamu-277,UNKNOWN,HUBUNGAN INTERNASIONAL,B
prodi-2166,rencanamu-277,UNKNOWN,AGRIBISNIS,B
prodi-2167,rencanamu-277,UNKNOWN,TEKNIK MESIN,C
prodi-2168,rencanamu-277,UNKNOWN,TEKNIK KIMIA,C
prodi-2169,rencanamu-277,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2170,rencanamu-277,UNKNOWN,PENDIDIKAN JASMANI DAN KESEHATAN,C
prodi-2171,rencanamu-216,UNKNOWN,BAHASA DAN SASTRA INDONESIA,-
prodi-2172,rencanamu-216,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA JAWA,B
prodi-2173,rencanamu-216,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2174,rencanamu-216,UNKNOWN,PENDIDIKAN EKONOMI,B
prodi-2175,rencanamu-216,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2176,rencanamu-216,UNKNOWN,PENDIDIKAN FISIKA,B
prodi-2177,rencanamu-216,UNKNOWN,TEKNIK OTOMOTIF,-
prodi-2178,rencanamu-216,UNKNOWN,PENDIDIKAN GURU SD,C
prodi-2179,rencanamu-216,UNKNOWN,ILMU HUKUM,C
prodi-2180,rencanamu-216,UNKNOWN,MANAJEMEN,-
prodi-2181,rencanamu-216,UNKNOWN,AGRIBISNIS,-
prodi-2182,rencanamu-216,UNKNOWN,PETERNAKAN,B
prodi-2183,rencanamu-216,UNKNOWN,TEKNIK SIPIL,B
prodi-2184,rencanamu-216,UNKNOWN,TEKNOLOGI INFORMASI,-
prodi-2185,rencanamu-216,UNKNOWN,PSIKOLOGI,C
prodi-2186,rencanamu-155,UNKNOWN,KOMUNIKASI DAN PENYIARAN ISLAM,-
prodi-2187,rencanamu-155,UNKNOWN,HUKUM KELUARGA ISLAM,-
prodi-2188,rencanamu-155,UNKNOWN,PERBANKAN SYARIAH,-
prodi-2189,rencanamu-155,UNKNOWN,PENDIDIKAN AGAMA ISLAM,-
prodi-2190,rencanamu-155,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,C
prodi-2191,rencanamu-155,UNKNOWN,MANAJEMEN,-
prodi-2192,rencanamu-155,UNKNOWN,AKUNTANSI,-
prodi-2193,rencanamu-155,UNKNOWN,EKONOMI ISLAM,C
prodi-2194,rencanamu-155,UNKNOWN,DESAIN PRODUK,-
prodi-2195,rencanamu-155,UNKNOWN,TEKNIK INFORMATIKA,-
prodi-2196,rencanamu-155,UNKNOWN,SISTEM INFORMASI,-
prodi-2197,rencanamu-155,UNKNOWN,TEKNIK INDUSTRI,-
prodi-2198,rencanamu-155,UNKNOWN,TEKNIK ELEKTRO,C
prodi-2199,rencanamu-155,UNKNOWN,BUDIDAYA PERAIRAN,C
prodi-2200,rencanamu-155,UNKNOWN,TEKNIK SIPIL,C
prodi-2201,rencanamu-155,UNKNOWN,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-2202,rencanamu-40,UNKNOWN,TEKNIK ELEKTRONIKA,C
prodi-2203,rencanamu-40,UNKNOWN,TEKNIK KOMPUTER,C
prodi-2204,rencanamu-40,UNKNOWN,TEKNIK MESIN,C
prodi-2205,rencanamu-40,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2206,rencanamu-40,UNKNOWN,AKUNTANSI,C
prodi-2207,rencanamu-40,UNKNOWN,FARMASI,B
prodi-2208,rencanamu-40,UNKNOWN,KEBIDANAN,C
prodi-2209,rencanamu-182,UNKNOWN,AKUNTANSI,A
prodi-2210,rencanamu-182,UNKNOWN,MANAJEMEN,A
prodi-2211,rencanamu-182,UNKNOWN,TEKNIK ELEKTRO,A
prodi-2212,rencanamu-182,UNKNOWN,TEKNIK INDUSTRI,A
prodi-2213,rencanamu-182,UNKNOWN,TEKNIK INFORMATIKA,A
prodi-2214,rencanamu-182,UNKNOWN,TEKNIK MESIN,A
prodi-2215,rencanamu-182,UNKNOWN,ILMU KOMUNIKASI,A
prodi-2216,rencanamu-182,UNKNOWN,ARSITEKTUR,A
prodi-2217,rencanamu-182,UNKNOWN,TEKNIK SIPIL,A
prodi-2218,rencanamu-182,UNKNOWN,SASTRA CINA,B
prodi-2219,rencanamu-182,UNKNOWN,SASTRA INGGRIS,A
prodi-2220,rencanamu-182,UNKNOWN,DESAIN INTERIOR,A
prodi-2221,rencanamu-182,UNKNOWN,DESAIN DAN KOMUNIKASI VISUAL,A
prodi-2222,rencanamu-182,UNKNOWN,PENDIDIKAN GURU SD,C
prodi-2223,rencanamu-182,UNKNOWN,PENDIDIKAN ANAK USIA DINI,-
prodi-2224,rencanamu-208,UNKNOWN,AL-AHWAL AL-SYAKHSIYAH,A
prodi-2225,rencanamu-208,UNKNOWN,EKONOMI SYARIAH,C
prodi-2226,rencanamu-208,UNKNOWN,PENDIDIKAN AGAMA ISLAM,A
prodi-2227,rencanamu-208,UNKNOWN,HUBUNGAN INTERNASIONAL,A
prodi-2228,rencanamu-208,UNKNOWN,ILMU KESEJAHTERAAN SOSIAL,A
prodi-2229,rencanamu-208,UNKNOWN,ILMU KOMUNIKASI,A
prodi-2230,rencanamu-208,UNKNOWN,ILMU PEMERINTAHAN,A
prodi-2231,rencanamu-208,UNKNOWN,SOSIOLOGI,A
prodi-2232,rencanamu-208,UNKNOWN,AKUNTANSI,A
prodi-2233,rencanamu-208,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2234,rencanamu-208,UNKNOWN,MANAJEMEN,A
prodi-2235,rencanamu-208,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-2236,rencanamu-208,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2237,rencanamu-208,UNKNOWN,PENDIDIKAN BIOLOGI,A
prodi-2238,rencanamu-208,UNKNOWN,PENDIDIKAN GURU SD,A
prodi-2239,rencanamu-208,UNKNOWN,PENDIDIKAN MATEMATIKA,A
prodi-2240,rencanamu-208,UNKNOWN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B
prodi-2241,rencanamu-208,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2242,rencanamu-208,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2243,rencanamu-208,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2244,rencanamu-208,UNKNOWN,TEKNIK MESIN,A
prodi-2245,rencanamu-208,UNKNOWN,TEKNIK SIPIL,B
prodi-2246,rencanamu-208,UNKNOWN,AGRIBISNIS,A
prodi-2247,rencanamu-208,UNKNOWN,AGROTEKNOLOGI,A
prodi-2248,rencanamu-208,UNKNOWN,KEHUTANAN,B
prodi-2249,rencanamu-208,UNKNOWN,BUDIDAYA PERAIRAN,A
prodi-2250,rencanamu-208,UNKNOWN,ILMU DAN TEKNOLOGI PANGAN,A
prodi-2251,rencanamu-208,UNKNOWN,PETERNAKAN,A
prodi-2252,rencanamu-208,UNKNOWN,PRODUKSI TERNAK,A
prodi-2253,rencanamu-208,UNKNOWN,ILMU HUKUM,A
prodi-2254,rencanamu-208,UNKNOWN,PSIKOLOGI,A
prodi-2255,rencanamu-208,UNKNOWN,PENDIDIKAN DOKTER,B
prodi-2256,rencanamu-208,UNKNOWN,FARMASI,B
prodi-2257,rencanamu-208,UNKNOWN,FISIOTERAPI,C
prodi-2258,rencanamu-208,UNKNOWN,ILMU KEPERAWATAN,B
prodi-2259,rencanamu-171,UNKNOWN,AKUNTANSI,A
prodi-2260,rencanamu-171,UNKNOWN,MANAJEMEN,A
prodi-2261,rencanamu-171,UNKNOWN,TEKNOLOGI PANGAN,A
prodi-2262,rencanamu-171,UNKNOWN,FARMASI,A
prodi-2263,rencanamu-171,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,A
prodi-2264,rencanamu-171,UNKNOWN,PENDIDIKAN FISIKA,B
prodi-2265,rencanamu-171,UNKNOWN,PSIKOLOGI,B
prodi-2266,rencanamu-171,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2267,rencanamu-171,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2268,rencanamu-171,UNKNOWN,TEKNIK KIMIA,B
prodi-2269,rencanamu-171,UNKNOWN,ILMU KOMUNIKASI,B
prodi-2270,rencanamu-171,UNKNOWN,ILMU KEPERAWATAN,B
prodi-2271,rencanamu-171,UNKNOWN,PENDIDIKAN KEDOKTERAN,B
prodi-2272,rencanamu-171,UNKNOWN,ILMU FILSAFAT,B
prodi-2273,rencanamu-68,UNKNOWN,AKUNTANSI,B
prodi-2274,rencanamu-68,UNKNOWN,MANAJEMEN,B
prodi-2275,rencanamu-68,UNKNOWN,SISTEM INFORMASI,B
prodi-2276,rencanamu-68,UNKNOWN,SISTEM KOMPUTER,B
prodi-2277,rencanamu-68,UNKNOWN,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-2278,rencanamu-68,UNKNOWN,DESAIN GRAFIS,B
prodi-2279,rencanamu-239,UNKNOWN,ILMU HUKUM,A
prodi-2280,rencanamu-239,UNKNOWN,AKUNTANSI,B
prodi-2281,rencanamu-239,UNKNOWN,MANAJEMEN,B
prodi-2282,rencanamu-239,UNKNOWN,PSIKOLOGI,B
prodi-2283,rencanamu-239,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2284,rencanamu-239,UNKNOWN,SISTEM INFORMASI,C
prodi-2285,rencanamu-281,UNKNOWN,AKUNTANSI,C
prodi-2286,rencanamu-281,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2287,rencanamu-281,UNKNOWN,MANAJEMEN,B
prodi-2288,rencanamu-281,UNKNOWN,ILMU ADMINISTRASI NEGARA,B
prodi-2289,rencanamu-281,UNKNOWN,ILMU HUKUM,B
prodi-2290,rencanamu-281,UNKNOWN,SASTRA INGGRIS,C
prodi-2291,rencanamu-281,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2292,rencanamu-281,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2293,rencanamu-281,UNKNOWN,TEKNIK MESIN,C
prodi-2294,rencanamu-281,UNKNOWN,PSIKOLOGI,-
prodi-2295,rencanamu-281,UNKNOWN,AGRIBISNIS,B
prodi-2296,rencanamu-27,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2297,rencanamu-27,UNKNOWN,SISTEM INFORMASI,C
prodi-2298,rencanamu-27,UNKNOWN,SISTEM KOMPUTER,C
prodi-2299,rencanamu-27,UNKNOWN,TEKNIK SIPIL,B
prodi-2300,rencanamu-27,UNKNOWN,ARSITEKTUR,B
prodi-2301,rencanamu-27,UNKNOWN,DESAIN PRODUK,C
prodi-2302,rencanamu-27,UNKNOWN,TEKNIK LINGKUNGAN,B
prodi-2303,rencanamu-27,UNKNOWN,TEKNIK MESIN,B
prodi-2304,rencanamu-27,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2305,rencanamu-27,UNKNOWN,TEKNIK KIMIA,B
prodi-2306,rencanamu-27,UNKNOWN,TEKNIK INDUSTRI,C
prodi-2307,rencanamu-27,UNKNOWN,TEKNIK GEOLOGI,C
prodi-2308,rencanamu-27,UNKNOWN,TEKNIK PERTAMBANGAN,C
prodi-2309,rencanamu-27,UNKNOWN,TEKNIK PERKAPALAN,B
prodi-2310,rencanamu-138,UNKNOWN,FARMASI,B
prodi-2311,rencanamu-138,UNKNOWN,ILMU HUKUM,B
prodi-2312,rencanamu-138,UNKNOWN,PSIKOLOGI,B
prodi-2313,rencanamu-138,UNKNOWN,PERIKANAN,B
prodi-2314,rencanamu-138,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2315,rencanamu-138,UNKNOWN,TEKNIK KELAUTAN,-
prodi-2316,rencanamu-138,UNKNOWN,TEKNIK PERKAPALAN,B
prodi-2317,rencanamu-138,UNKNOWN,SISTEM PERKAPALAN,B
prodi-2318,rencanamu-138,UNKNOWN,ADMINISTRASI NEGARA,A
prodi-2319,rencanamu-138,UNKNOWN,ADMINISTRASI NIAGA,B
prodi-2320,rencanamu-138,UNKNOWN,PENDIDIKAN KEDOKTERAN,B
prodi-2321,rencanamu-138,UNKNOWN,PENDIDIKAN KEDOKTERAN GIGI,A
prodi-2322,rencanamu-280,UNKNOWN,AKUNTANSI,B
prodi-2323,rencanamu-280,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2324,rencanamu-280,UNKNOWN,MANAJEMEN,B
prodi-2325,rencanamu-280,UNKNOWN,ILMU HUKUM,A
prodi-2326,rencanamu-280,UNKNOWN,AGRIBISNIS,B
prodi-2327,rencanamu-280,UNKNOWN,AGROTEKNOLOGI,B
prodi-2328,rencanamu-280,UNKNOWN,TEKNOLOGI INDUSTRI PERTANIAN,B
prodi-2329,rencanamu-280,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2330,rencanamu-280,UNKNOWN,TEKNIK SIPIL,C
prodi-2331,rencanamu-280,UNKNOWN,ILMU KESEJAHTERAAN SOSIAL,B
prodi-2332,rencanamu-280,UNKNOWN,ILMU PERPUSTAKAAN,B
prodi-2333,rencanamu-280,UNKNOWN,ILMU POLITIK,A
prodi-2334,rencanamu-280,UNKNOWN,SOSIOLOGI,B
prodi-2335,rencanamu-280,UNKNOWN,PENDIDIKAN KEDOKTERAN,B
prodi-2336,rencanamu-280,UNKNOWN,PENDIDIKAN DOKTER HEWAN,C
prodi-2337,rencanamu-280,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2338,rencanamu-280,UNKNOWN,PENDIDIKAN BAHASA INGGRIS,B
prodi-2339,rencanamu-280,UNKNOWN,PENDIDIKAN BIOLOGI,B
prodi-2340,rencanamu-280,UNKNOWN,PENDIDIKAN GURU SD,B
prodi-2341,rencanamu-280,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2342,rencanamu-120,UNKNOWN,AKUNTANSI,B
prodi-2343,rencanamu-120,UNKNOWN,MANAJEMEN,A
prodi-2344,rencanamu-120,UNKNOWN,PSIKOLOGI,B
prodi-2345,rencanamu-120,UNKNOWN,ARSITEKTUR,B
prodi-2346,rencanamu-120,UNKNOWN,DESAIN DAN KOMUNIKASI VISUAL,A
prodi-2347,rencanamu-120,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2348,rencanamu-120,UNKNOWN,HOSPITALITY,B
prodi-2349,rencanamu-26,UNKNOWN,SISTEM INFORMASI,C
prodi-2350,rencanamu-26,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2351,rencanamu-26,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2352,rencanamu-26,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2353,rencanamu-26,UNKNOWN,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-2354,rencanamu-26,UNKNOWN,DESAIN PRODUK,B
prodi-2355,rencanamu-35,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2356,rencanamu-35,UNKNOWN,TEKNIK GEODESI,B
prodi-2357,rencanamu-35,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2358,rencanamu-35,UNKNOWN,TEKNIK INFORMATIKA,C
prodi-2359,rencanamu-35,UNKNOWN,TEKNIK KIMIA,B
prodi-2360,rencanamu-35,UNKNOWN,TEKNIK MESIN,B
prodi-2361,rencanamu-35,UNKNOWN,ARSITEKTUR,B
prodi-2362,rencanamu-35,UNKNOWN,PERENCANAAN WILAYAH DAN KOTA,B
prodi-2363,rencanamu-35,UNKNOWN,TEKNIK LINGKUNGAN,B
prodi-2364,rencanamu-35,UNKNOWN,TEKNIK SIPIL,B
prodi-2365,rencanamu-127,UNKNOWN,AKUNTANSI,B
prodi-2366,rencanamu-127,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2367,rencanamu-127,UNKNOWN,MANAJEMEN,B
prodi-2368,rencanamu-127,UNKNOWN,ILMU HUKUM,B
prodi-2369,rencanamu-127,UNKNOWN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-2370,rencanamu-127,UNKNOWN,PENDIDIKAN MATEMATIKA,B
prodi-2371,rencanamu-127,UNKNOWN,SASTRA INGGRIS,B
prodi-2372,rencanamu-127,UNKNOWN,SASTRA JEPANG,B
prodi-2373,rencanamu-127,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2374,rencanamu-127,UNKNOWN,TEKNIK SIPIL,B
prodi-2375,rencanamu-127,UNKNOWN,AGROBISNIS PERIKANAN,B
prodi-2376,rencanamu-127,UNKNOWN,BUDIDAYA PERAIRAN,B
prodi-2377,rencanamu-127,UNKNOWN,PEMANFAATAN SUMBERDAYA PERIKANAN,A
prodi-2378,rencanamu-127,UNKNOWN,TEKNOLOGI PANGAN,B
prodi-2379,rencanamu-127,UNKNOWN,ADMINISTRASI NEGARA,A
prodi-2380,rencanamu-127,UNKNOWN,ADMINISTRASI NIAGA,B
prodi-2381,rencanamu-127,UNKNOWN,ILMU KOMUNIKASI,B
prodi-2382,rencanamu-197,UNKNOWN,AKUNTANSI,A
prodi-2383,rencanamu-197,UNKNOWN,EKONOMI PEMBANGUNAN,B
prodi-2384,rencanamu-197,UNKNOWN,MANAJEMEN,B
prodi-2385,rencanamu-197,UNKNOWN,EKONOMI BISNIS,-
prodi-2386,rencanamu-197,UNKNOWN,ILMU HUKUM,A
prodi-2387,rencanamu-197,UNKNOWN,ILMU PSIKOLOGI,B
prodi-2388,rencanamu-197,UNKNOWN,ADMINISTRASI NEGARA,A
prodi-2389,rencanamu-197,UNKNOWN,ADMINISTRASI NIAGA,B
prodi-2390,rencanamu-197,UNKNOWN,ILMU KOMUNIKASI,B
prodi-2391,rencanamu-197,UNKNOWN,ARSITEKTUR,B
prodi-2392,rencanamu-197,UNKNOWN,TEKNIK ELEKTRO,B
prodi-2393,rencanamu-197,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2394,rencanamu-197,UNKNOWN,TEKNIK MESIN,B
prodi-2395,rencanamu-197,UNKNOWN,TEKNIK SIPIL,B
prodi-2396,rencanamu-197,UNKNOWN,SISTEM INFORMASI,B
prodi-2397,rencanamu-197,UNKNOWN,KEUANGAN DAN PERBANKAN,A
prodi-2398,rencanamu-197,UNKNOWN,AKUNTANSI,B
prodi-2399,rencanamu-197,UNKNOWN,PERPAJAKAN,-
prodi-2400,rencanamu-197,UNKNOWN,BAHASA INGGRIS,B
prodi-2401,rencanamu-197,UNKNOWN,MANAJEMEN INFORMATIKA,B
prodi-2402,rencanamu-187,UNKNOWN,AKUNTANSI,B
prodi-2403,rencanamu-187,UNKNOWN,MANAJEMEN,B
prodi-2404,rencanamu-187,UNKNOWN,SASTRA INGGRIS,A
prodi-2405,rencanamu-187,UNKNOWN,PENDIDIKAN BAHASA MANDARIN,C
prodi-2406,rencanamu-187,UNKNOWN,SISTEM INFORMASI,B
prodi-2407,rencanamu-187,UNKNOWN,TEKNIK INDUSTRI,B
prodi-2408,rencanamu-187,UNKNOWN,TEKNIK INFORMATIKA,B
prodi-2409,rencanamu-187,UNKNOWN,DESAIN KOMUNIKASI VISUAL,B
prodi-2410,rencanamu-187,UNKNOWN,FARMASI,C
prodi-2411,rencanamu-187,UNKNOWN,KIMIA,B
prodi-2412,rencanamu-244,UNKNOWN,AKUNTANSI,B
prodi-2413,rencanamu-244,UNKNOWN,MANAJEMEN,C
prodi-2414,rencanamu-244,UNKNOWN,TEKNIK ELEKTRO,C
