total_kampus,total_prodi,total_cluster,biaya_termurah,biaya_termahal,rata_biaya,prodi_unggul,prodi_a,prodi_baik_sekali,prodi_baik,prodi_c,prodi_belum_terakreditasi
1380,8968,120,800000,401975000,23570218,423,627,7418,0,500,0
