wilayah,nama_kampus,akreditasi,jumlah_prodi,biaya_tahunan,provinsi
Sulawesi,SEKOLAH TINGGI ILMU EKONOMI PARIWISATA,Baik Sekali,1,7000000.0,Sulawesi Utara
Sulawesi,SEKOLAH TINGGI ILMU EKONOMI YAPMAN MAJENE,Baik Sekali,1,3500000.0,Sulawesi Barat
Sulawesi,SEKOLAH TINGGI ILMU KESEHATAN BALA KESELAMATAN PALU,Unggul,1,5900000.0,Sulawesi Tengah
Sulawesi,SEKOLAH TINGGI ILMU KESEHATAN FATIMA PAREPARE,Baik Sekali,1,8400000.0,Sulawesi Selatan
Sulawesi,SEKOLAH TINGGI ILMU KESEHATAN GUNUNG MARIA TOMOHON,Baik Sekali,1,6200000.0,Sulawesi Utara
Sulawesi,SEKOLAH TINGGI ILMU KESEHATAN KAMUS ARUNIKA,Baik Sekali,1,2900000.0,Sulawesi Selatan
Sulawesi,SEKOLAH TINGGI ILMU MARITIM MEGA BUANA,A,1,3600000.0,Sulawesi Barat
Sulawesi,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN BINA HARAPAN CELEBES,Baik Sekali,1,6000000.0,Sulawesi Selatan
Sulawesi,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKA SOPPENG,Baik Sekali,1,3200000.0,Sulawesi Selatan
Sulawesi,SEKOLAH TINGGI PERIKANAN DAN KELAUTAN PALU,Baik Sekali,1,2300000.0,Sulawesi Tengah
Sulawesi,SEKOLAH TINGGI TEKNIK BARAMULI,Baik Sekali,1,4450000.0,Sulawesi Selatan
Sulawesi,STIKES LAKIPADADA,Baik Sekali,1,4500000.0,Sulawesi Selatan
Sulawesi,STIKS TAMALANREA MAKASSAR,Baik Sekali,1,5000000.0,Sulawesi Selatan
Sulawesi,STISIP MERDEKA MANADO,Baik Sekali,1,5000000.0,Sulawesi Utara
Sulawesi,STKIP VETERAN SIDRAP,Baik Sekali,1,7100000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS ALMARISAH MADANI,A,1,10000000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS ATMA JAYA MAKASSAR,C,1,11200000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS BOSOWA,A,1,168250000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS COKROAMINOTO PALOPO,C,1,7750000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS DIPA MAKASSAR,Unggul,1,13250000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS DUMOGA KOTAMOBAGU,A,1,5250000.0,Sulawesi Utara
Sulawesi,UNIVERSITAS FAMIKA,A,1,4400000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS ICHSAN SIDENRENG RAPPANG,A,1,8000000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS KLABAT,A,1,18125000.0,Sulawesi Utara
Sulawesi,UNIVERSITAS KLABAT,C,1,18125000.0,Sulawesi Utara
Sulawesi,UNIVERSITAS KRISTEN TENTENA,C,1,4800000.0,Sulawesi Tengah
Sulawesi,UNIVERSITAS MUHAMMADIYAH GORONTALO,Unggul,1,11000000.0,Gorontalo
Sulawesi,UNIVERSITAS MUHAMMADIYAH MAKASSAR,C,1,22600000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS MUHAMMADIYAH SIDENRENG RAPPANG,Unggul,1,18300000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS MUSLIM INDONESIA,A,1,6000000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,C,1,7950000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS MUSLIM MAROS,C,1,6000000.0,Sulawesi Selatan
Sulawesi,UNIVERSITAS PRISMA,A,1,9000000.0,Sulawesi Utara
Sulawesi,UNIVERSITAS PRISMA,C,1,9000000.0,Sulawesi Utara
Sulawesi,UNIVERSITAS WALLACEA,A,1,4800000.0,Sulawesi Barat
Sumatera,UNIVERSITAS HKBP NOMMENSEN,Baik Sekali,30,7000000.0,Sumatera Utara
Sumatera,UNIVERSITAS BUNG HATTA,Baik Sekali,24,17804000.0,Sumatera Barat
Sumatera,UNIVERSITAS ISLAM SUMATERA UTARA,Baik Sekali,22,25000001.0,Sumatera Utara
Sumatera,UNIVERSITAS MUHAMMADIYAH SUMATERA UTARA,Baik Sekali,21,12000000.0,Sumatera Utara
Sumatera,UNIVERSITAS JABAL GHAFUR,Baik Sekali,19,10000000.0,Aceh
Sumatera,UNIVERSITAS MUHAMMADIYAH BENGKULU,Baik Sekali,19,6600000.0,Bengkulu
Sumatera,UNIVERSITAS MUHAMMADIYAH PALEMBANG,Baik Sekali,19,38610000.0,Sumatera Selatan
Sumatera,UNIVERSITAS DEHASEN BENGKULU,Baik Sekali,18,16995000.0,Bengkulu
Sumatera,UNIVERSITAS SERAMBI MEKKAH,Baik Sekali,18,6300000.0,Aceh
Sumatera,UNIVERSITAS EKASAKTI,Baik Sekali,17,5750000.0,Sumatera Barat
Sumatera,UNIVERSITAS AL MUSLIM,Baik Sekali,15,2200000.0,Aceh
Sumatera,UNIVERSITAS MEDAN AREA,Baik Sekali,15,17250000.0,Sumatera Utara
Sumatera,UNIVERSITAS PRIMA INDONESIA,Baik Sekali,15,30000001.0,Sumatera Utara
Sumatera,UNIVERSITAS DARMA AGUNG,Baik Sekali,14,21200000.0,Sumatera Utara
Sumatera,UNIVERSITAS INDO GLOBAL MANDIRI,Baik Sekali,14,55000000.0,Sumatera Selatan
Sumatera,UNIVERSITAS PEMBANGUNAN PANCA BUDI,Baik Sekali,14,15000000.0,Sumatera Utara
Sumatera,UNIVERSITAS PGRI SUMATERA BARAT,Baik Sekali,14,10100000.0,Sumatera Barat
Sumatera,UNIVERSITAS SIMALUNGUN,Baik Sekali,14,30275000.0,Sumatera Utara
Sumatera,UNIVERSITAS BINA DARMA,Baik Sekali,13,11500000.0,Sumatera Selatan
Sumatera,UNIVERSITAS KATOLIK SANTO THOMAS,Baik Sekali,13,40335000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUHAMMADIYAH SUMATERA BARAT,Baik Sekali,13,13287500.0,Sumatera Barat
Sumatera,UNIVERSITAS BATANGHARI JAMBI,Baik Sekali,12,7900500.0,Jambi
Sumatera,UNIVERSITAS BATURAJA,Baik Sekali,12,4800000.0,Sumatera Selatan
Sumatera,UNIVERSITAS DHARMA ANDALAS,Baik Sekali,12,8300000.0,Sumatera Barat
Sumatera,UNIVERSITAS MUHAMMADIYAH ACEH,Baik Sekali,12,15505000.0,Aceh
Sumatera,UNIVERSITAS MUHAMMADIYAH METRO,C,12,48115001.0,Lampung
Sumatera,UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,Baik Sekali,12,6600000.0,Lampung
Sumatera,UNIVERSITAS PGRI SILAMPARI,Baik Sekali,12,28572900.0,Sumatera Selatan
Sumatera,UNIVERSITAS POTENSI UTAMA,Baik Sekali,12,10325000.0,Sumatera Utara
Sumatera,UNIVERSITAS TAMANSISWA,Baik Sekali,12,6500001.0,Sumatera Barat
Sumatera,INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,Baik Sekali,11,10252000.0,Lampung
Sumatera,UNIVERSITAS MUHAMMADIYAH METRO,Baik Sekali,11,48115001.0,Lampung
Sumatera,UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,Baik Sekali,11,6166000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUSI RAWAS,Baik Sekali,11,7500000.0,Sumatera Selatan
Sumatera,UNIVERSITAS NIAS,Baik Sekali,11,4500000.0,Sumatera Utara
Sumatera,UNIVERSITAS PGRI PALEMBANG,Baik Sekali,11,401975000.0,Sumatera Selatan
Sumatera,UNIVERSITAS AISYAH PRINGSEWU,Baik Sekali,10,26550000.0,Lampung
Sumatera,UNIVERSITAS ALWASHLIYAH,Baik Sekali,10,4250000.0,Sumatera Utara
Sumatera,UNIVERSITAS AUDI INDONESIA,Baik Sekali,10,10600000.0,Sumatera Utara
Sumatera,UNIVERSITAS HARAPAN MEDAN,Baik Sekali,10,7000000.0,Sumatera Utara
Sumatera,UNIVERSITAS HKBP NOMMENSEN PEMATANGSIANTAR,Baik Sekali,10,7800000.0,Sumatera Utara
Sumatera,UNIVERSITAS KATOLIK MUSI CHARITAS,Baik Sekali,10,18000000.0,Sumatera Selatan
Sumatera,UNIVERSITAS MITRA INDONESIA,Baik Sekali,10,9180000.0,Lampung
Sumatera,UNIVERSITAS MUHAMMADIYAH KOTABUMI,Baik Sekali,10,11950000.0,Lampung
Sumatera,UNIVERSITAS MUHAMMADIYAH MAHAKARYA ACEH,Baik Sekali,10,6600000.0,Aceh
Sumatera,UNIVERSITAS PGRI PALEMBANG,C,10,401975000.0,Sumatera Selatan
Sumatera,UNIVERSITAS PROF DR HAZAIRIN SH,Baik Sekali,10,20575000.0,Bengkulu
Sumatera,UNIVERSITAS QUALITY,C,10,7400001.0,Sumatera Utara
Sumatera,UNIVERSITAS SJAKHYAKIRTI,Baik Sekali,10,5400000.0,Sumatera Selatan
Sumatera,INSTITUT KESEHATAN HELVETIA,Baik Sekali,9,42400000.0,Sumatera Utara
Sumatera,UNIVERSITAS ADZKIA,Baik Sekali,9,8300000.0,Sumatera Barat
Sumatera,UNIVERSITAS ASAHAN,Baik Sekali,9,5000000.0,Sumatera Utara
Sumatera,UNIVERSITAS BATTUTA,Baik Sekali,9,9000000.0,Sumatera Utara
Sumatera,UNIVERSITAS GAJAH PUTIH,Baik Sekali,9,5900000.0,Aceh
Sumatera,UNIVERSITAS ISKANDAR MUDA,Baik Sekali,9,6000000.0,Aceh
Sumatera,UNIVERSITAS ISLAM KEBANGSAAN INDONESIA,Baik Sekali,9,6400000.0,Aceh
Sumatera,UNIVERSITAS LABUHANBATU,Baik Sekali,9,13500000.0,Sumatera Utara
Sumatera,UNIVERSITAS MAHAPUTRA MUHAMMAD YAMIN,Baik Sekali,9,24850000.0,Sumatera Barat
Sumatera,UNIVERSITAS MALAHAYATI,Baik Sekali,9,27000000.0,Lampung
Sumatera,UNIVERSITAS MERANGIN,Baik Sekali,9,5020000.0,Jambi
Sumatera,UNIVERSITAS METHODIST INDONESIA,Baik Sekali,9,50000000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUSLIM NUSANTARA AL,Baik Sekali,9,8000000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUSLIM NUSANTARA AL-WASHLIYAH,Baik Sekali,9,16575000.0,Sumatera Utara
Sumatera,UNIVERSITAS NIAS RAYA,Baik Sekali,9,2150000.0,Sumatera Utara
Sumatera,UNIVERSITAS PEMBINAAN MASYARAKAT INDONESIA,Baik Sekali,9,6560000.0,Sumatera Utara
Sumatera,UNIVERSITAS PUTRA INDONESIA YPTK PADANG,Baik Sekali,9,6950000.0,Sumatera Barat
Sumatera,UNIVERSITAS SAINS CUT NYAK DHIEN,Baik Sekali,9,9000000.0,Aceh
Sumatera,INSTITUT PENDIDIKAN TAPANULI SELATAN,Baik Sekali,8,5373000.0,Sumatera Utara
Sumatera,UNIVERSITAS AL-AZHAR,Baik Sekali,8,7500000.0,Sumatera Utara
Sumatera,UNIVERSITAS BAITURRAHMAH,Baik Sekali,8,36300000.0,Sumatera Barat
Sumatera,UNIVERSITAS BINA BANGSA GETSEMPENA,Baik Sekali,8,9300000.0,Aceh
Sumatera,UNIVERSITAS BINA INSAN,Baik Sekali,8,4620000.0,Sumatera Selatan
Sumatera,UNIVERSITAS DHARMAS INDONESIA,Baik Sekali,8,10297500.0,Sumatera Barat
Sumatera,UNIVERSITAS GRAHA NUSANTARA,Baik Sekali,8,2400000.0,Sumatera Utara
Sumatera,UNIVERSITAS MOHAMMAD NATSIR BUKITTINGGI,Baik Sekali,8,12160000.0,Sumatera Barat
Sumatera,UNIVERSITAS MUHAMMADIYAH BANGKA BELITUNG,Baik Sekali,8,4480000.0,Bangka Belitung
Sumatera,UNIVERSITAS MUHAMMADIYAH LAMPUNG,Baik Sekali,8,9450000.0,Lampung
Sumatera,UNIVERSITAS NAHDLATUL ULAMA SUMATERA UTARA,Baik Sekali,8,4800000.0,Sumatera Utara
Sumatera,UNIVERSITAS QUALITY BERASTAGI,Baik Sekali,8,5700000.0,Sumatera Utara
Sumatera,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,C,7,9750000.0,Sumatera Utara
Sumatera,UNIVERSITAS ALIFAH PADANG,Baik Sekali,7,15000000.0,Sumatera Barat
Sumatera,UNIVERSITAS GRAHA KARYA MUARA BULIAN,Baik Sekali,7,5300000.0,Jambi
Sumatera,UNIVERSITAS HAJI SUMATERA UTARA,Baik Sekali,7,6100000.0,Sumatera Utara
Sumatera,UNIVERSITAS ISLAM LABUHAN BATU,Baik Sekali,7,4800000.0,Sumatera Utara
Sumatera,UNIVERSITAS NAHDLATUL ULAMA SUMATERA BARAT,Baik Sekali,7,4800000.0,Sumatera Barat
Sumatera,UNIVERSITAS PRIMA INDONESIA,C,7,30000001.0,Sumatera Utara
Sumatera,UNIVERSITAS PRIMA NUSANTARA BUKITTINGGI,Baik Sekali,7,7410000.0,Sumatera Barat
Sumatera,INSTITUT TEKNOLOGI PADANG,Baik Sekali,6,14000000.0,Sumatera Barat
Sumatera,UNIVERSITAS AL MUSLIM,C,6,2200000.0,Aceh
Sumatera,UNIVERSITAS AMIR HAMZAH,Baik Sekali,6,12350000.0,Sumatera Utara
Sumatera,UNIVERSITAS BANDAR LAMPUNG,Baik Sekali,6,5800000.0,Lampung
Sumatera,UNIVERSITAS DELI SUMATERA,Baik Sekali,6,5500000.0,Sumatera Utara
Sumatera,UNIVERSITAS DHARMA WACANA,Baik Sekali,6,7500000.0,Lampung
Sumatera,UNIVERSITAS FORT DE KOCK,Baik Sekali,6,19500000.0,Sumatera Barat
Sumatera,UNIVERSITAS GRAHA NUSANTARA,C,6,2400000.0,Sumatera Utara
Sumatera,UNIVERSITAS IBA,Baik Sekali,6,9181250.0,Sumatera Selatan
Sumatera,UNIVERSITAS METAMEDIA,Baik Sekali,6,7500000.0,Sumatera Barat
Sumatera,UNIVERSITAS MUHAMMADIYAH MUARA BUNGO,Baik Sekali,6,9150000.0,Jambi
Sumatera,UNIVERSITAS MURNI TEGUH,Baik Sekali,6,6890000.0,Sumatera Utara
Sumatera,UNIVERSITAS NURUL HASANAH KUTACANE,Baik Sekali,6,4400000.0,Aceh
Sumatera,UNIVERSITAS NURUL HUDA,Baik Sekali,6,7120000.0,Sumatera Selatan
Sumatera,UNIVERSITAS PRABUMULIH,Baik Sekali,6,6800000.0,Sumatera Selatan
Sumatera,UNIVERSITAS ROYAL,Baik Sekali,6,4500000.0,Sumatera Utara
Sumatera,UNIVERSITAS SANG BUMI RUWA JURAI,Baik Sekali,6,9500000.0,Lampung
Sumatera,UNIVERSITAS SATU NUSA LAMPUNG,Baik Sekali,6,6400000.0,Lampung
Sumatera,UNIVERSITAS SERASAN,Baik Sekali,6,8500000.0,Sumatera Selatan
Sumatera,UNIVERSITAS SISINGAMANGARAJA XII TAPANULI UTARA,Baik Sekali,6,3750000.0,Sumatera Utara
Sumatera,UNIVERSITAS SYEDZA SAINTIKA,Baik Sekali,6,20000000.0,Sumatera Barat
Sumatera,UNIVERSITAS TRIDINANTI,Baik Sekali,6,7000000.0,Sumatera Selatan
Sumatera,UNIVERSITAS TRIDINANTI,C,6,7000000.0,Sumatera Selatan
Sumatera,INSTITUT BISNIS INFORMASI TEKNOLOGI DAN BISNIS,Baik Sekali,5,21000000.0,Sumatera Utara
Sumatera,INSTITUT KESEHATAN DELI HUSADA DELI TUA,Baik Sekali,5,33500000.0,Sumatera Utara
Sumatera,INSTITUT KESEHATAN MEDISTRA LUBUK PAKAM,Baik Sekali,5,62000000.0,Sumatera Utara
Sumatera,INSTITUT TEKNOLOGI DEL,Baik Sekali,5,7650000.0,Sumatera Utara
Sumatera,UNIVERSITAS AISYIYAH PALEMBANG,Baik Sekali,5,45650000.0,Sumatera Selatan
Sumatera,UNIVERSITAS AUFA ROYHAN,Baik Sekali,5,4500000.0,Sumatera Utara
Sumatera,UNIVERSITAS BANDAR LAMPUNG,Unggul,5,5800000.0,Lampung
Sumatera,UNIVERSITAS BUMI PERSADA,Baik Sekali,5,5600000.0,Aceh
Sumatera,UNIVERSITAS CIPTA MANDIRI,Baik Sekali,5,3800000.0,Aceh
Sumatera,UNIVERSITAS DEZTRON INDONESIA,Baik Sekali,5,5600000.0,Sumatera Utara
Sumatera,UNIVERSITAS INDONESIA MANDIRI,Baik Sekali,5,4800000.0,Lampung
Sumatera,UNIVERSITAS KADER BANGSA,Baik Sekali,5,10700000.0,Sumatera Selatan
Sumatera,UNIVERSITAS MAHKOTA TRICOM UNGGUL,Baik Sekali,5,5300000.0,Sumatera Utara
Sumatera,UNIVERSITAS MANDIRI BINA PRESTASI,Baik Sekali,5,6400000.0,Sumatera Utara
Sumatera,UNIVERSITAS MIKROSKIL,Baik Sekali,5,12500000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUHAMMADIYAH ASAHAN,Baik Sekali,5,4000000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUHAMMADIYAH JAMBI,Baik Sekali,5,6110000.0,Jambi
Sumatera,UNIVERSITAS MUHAMMADIYAH SUMATERA UTARA,A,5,12000000.0,Sumatera Utara
Sumatera,UNIVERSITAS MULTI DATA PALEMBANG,Baik Sekali,5,16500000.0,Sumatera Selatan
Sumatera,UNIVERSITAS NURDIN HAMZAH,Baik Sekali,5,10000000.0,Jambi
Sumatera,UNIVERSITAS PALEMBANG,Baik Sekali,5,2500000.0,Sumatera Selatan
Sumatera,UNIVERSITAS PERINTIS INDONESIA,Baik Sekali,5,33500000.0,Sumatera Barat
Sumatera,UNIVERSITAS PERTIBA,Baik Sekali,5,18000000.0,Bangka Belitung
Sumatera,UNIVERSITAS PUTRA ABADI LANGKAT,Baik Sekali,5,8000000.0,Sumatera Utara
Sumatera,UNIVERSITAS SATYA TERRA BHINNEKA,Baik Sekali,5,9600000.0,Sumatera Utara
Sumatera,UNIVERSITAS SUMATERA SELATAN,Baik Sekali,5,4350000.0,Sumatera Selatan
Sumatera,UNIVERSITAS WIRAHUSADA MEDAN,Baik Sekali,5,3300000.0,Sumatera Utara
Sumatera,INSTITUT MODERN ARSITEKTUR DAN TEKNOLOGI,Baik Sekali,4,14000000.0,Sumatera Utara
Sumatera,INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA LAMPUNG,Baik Sekali,4,4800000.0,Lampung
Sumatera,INSTITUT TEKNOLOGI DAN SAINS PADANG LAWAS UTARA,Baik Sekali,4,22000000.0,Sumatera Utara
Sumatera,INSTITUT TEKNOLOGI PAGAR ALAM,Baik Sekali,4,6500000.0,Sumatera Selatan
Sumatera,INSTITUT TEKNOLOGI SAWIT INDONESIA,Baik Sekali,4,28250000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN ROSALIA LAMPUNG,Baik Sekali,4,8000000.0,Lampung
Sumatera,STMIK TRIGUNA DHARMA,Baik Sekali,4,7136000.0,Sumatera Utara
Sumatera,UNIVERSITAS AL WASHLIYAH,Baik Sekali,4,19500000.0,Sumatera Utara
Sumatera,UNIVERSITAS BUDI DARMA,Baik Sekali,4,32500000.0,Sumatera Utara
Sumatera,UNIVERSITAS IMELDA MEDAN,Baik Sekali,4,14500000.0,Sumatera Utara
Sumatera,UNIVERSITAS ISLAM SUMATERA BARAT,Baik Sekali,4,5000000.0,Sumatera Barat
Sumatera,UNIVERSITAS MALAHAYATI,C,4,27000000.0,Lampung
Sumatera,UNIVERSITAS MUHAMMADIYAH PRINGSEWU LAMPUNG,Baik Sekali,4,16485000.0,Lampung
Sumatera,UNIVERSITAS MUSLIM NUSANTARA AL,C,4,8000000.0,Sumatera Utara
Sumatera,UNIVERSITAS MUSLIM NUSANTARA AL-WASHLIYAH,Unggul,4,16575000.0,Sumatera Utara
Sumatera,UNIVERSITAS PAT PETULAI,Baik Sekali,4,6350000.0,Bengkulu
Sumatera,UNIVERSITAS PUTRA INDONESIA YPTK PADANG,C,4,6950000.0,Sumatera Barat
Sumatera,UNIVERSITAS SERELO LAHAT,Baik Sekali,4,39700000.0,Sumatera Selatan
Sumatera,UNIVERSITAS SUMATERA BARAT,Baik Sekali,4,7350000.0,Sumatera Barat
Sumatera,INSTITUT ADMINISTRASI DAN KESEHATAN SETIH SETIO MUARA BUNGO,Baik Sekali,3,12285000.0,Jambi
Sumatera,INSTITUT BAKTI NUSANTARA,Baik Sekali,3,6520000.0,Lampung
Sumatera,INSTITUT CITRA INTERNASIONAL,Baik Sekali,3,20350000.0,Bangka Belitung
Sumatera,INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,C,3,10252000.0,Lampung
Sumatera,INSTITUT KESEHATAN SUMATERA UTARA,Baik Sekali,3,12200000.0,Sumatera Utara
Sumatera,INSTITUT PAHLAWAN 12,Baik Sekali,3,12900000.0,Bangka Belitung
Sumatera,INSTITUT RAHMANIYAH SEKAYU,Baik Sekali,3,5000000.0,Sumatera Selatan
Sumatera,INSTITUT SAINS DAN BISNIS ATMA LUHUR,Baik Sekali,3,6400000.0,Bangka Belitung
Sumatera,INSTITUT TEKNOLOGI BISNIS DAN BAHASA DIAN CIPTA CENDIKIA,Baik Sekali,3,8400000.0,Lampung
Sumatera,INSTITUT TEKNOLOGI DAN BISNIS BINA SRIWIJAYA PALEMBANG,Baik Sekali,3,4800000.0,Sumatera Selatan
Sumatera,INSTITUT TEKNOLOGI DAN BISNIS CARNEGIE,Baik Sekali,3,6000000.0,Sumatera Utara
Sumatera,INSTITUT TEKNOLOGI DAN BISNIS DINIYYAH LAMPUNG,Baik Sekali,3,6707500.0,Lampung
Sumatera,INSTITUT TEKNOLOGI DAN BISNIS HAJI AGUS SALIM BUKITTINGGI,Baik Sekali,3,10500000.0,Sumatera Barat
Sumatera,INSTITUT TEKNOLOGI DAN BISNIS NUSANTARA,Baik Sekali,3,5000000.0,Lampung
Sumatera,INSTITUT TEKNOLOGI DAN ILMU SOSIAL KHATULISTIWA,Baik Sekali,3,7500000.0,Sumatera Barat
Sumatera,INSTITUT TEKNOLOGI DAN KESEHATAN SUMATERA UTARA,Baik Sekali,3,6500000.0,Sumatera Utara
Sumatera,INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA JAMBI,Baik Sekali,3,4800000.0,Jambi
Sumatera,INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA SRIWIJAYA SUMATERA SELATAN,Baik Sekali,3,5000000.0,Sumatera Selatan
Sumatera,INSTITUT TEKNOLOGI MUHAMMADIYAH SUMATERA,Baik Sekali,3,2640000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU EKONOMI SAKTI ALAM KERINCI,Baik Sekali,3,12000000.0,Jambi
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN IBU JAMBI,Baik Sekali,3,14950000.0,Jambi
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN SITI KHADIJAH,Baik Sekali,3,24025000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AL MAKSUM,Baik Sekali,3,5000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH OKU TIMUR,Baik Sekali,3,6000000.0,Sumatera Selatan
Sumatera,STKIP AHLUSSUNNAH,Baik Sekali,3,6400000.0,Sumatera Barat
Sumatera,STKIP PANGERAN ANTASARI,Baik Sekali,3,3700000.0,Sumatera Utara
Sumatera,UNIVERSITAS BUNG HATTA,A,3,17804000.0,Sumatera Barat
Sumatera,UNIVERSITAS DEZTRON INDONESIA,A,3,5600000.0,Sumatera Utara
Sumatera,UNIVERSITAS FORT DE KOCK,A,3,19500000.0,Sumatera Barat
Sumatera,UNIVERSITAS IBBI,Baik Sekali,3,8925000.0,Sumatera Utara
Sumatera,UNIVERSITAS ISLAM SUMATERA UTARA,C,3,25000001.0,Sumatera Utara
Sumatera,UNIVERSITAS KATOLIK SANTO THOMAS,C,3,40335000.0,Sumatera Utara
Sumatera,UNIVERSITAS MEDAN AREA,A,3,17250000.0,Sumatera Utara
Sumatera,UNIVERSITAS MERCUBAKTIJAYA,Baik Sekali,3,12622500.0,Sumatera Barat
Sumatera,UNIVERSITAS MUHAMMADIYAH PRINGSEWU LAMPUNG,Unggul,3,16485000.0,Lampung
Sumatera,UNIVERSITAS MUHAMMADIYAH SUMATERA UTARA,Unggul,3,12000000.0,Sumatera Utara
Sumatera,UNIVERSITAS PEMBANGUNAN PANCA BUDI,A,3,15000000.0,Sumatera Utara
Sumatera,UNIVERSITAS SERAMBI MEKKAH,C,3,6300000.0,Aceh
Sumatera,INSTITUT BISNIS DAN KOMPUTER INDONESIA,Baik Sekali,2,9500000.0,Sumatera Utara
Sumatera,INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,Baik Sekali,2,9750000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU EKONOMI AL-MADANI,Baik Sekali,2,4800000.0,Lampung
Sumatera,SEKOLAH TINGGI ILMU EKONOMI BINA KARYA,Baik Sekali,2,5500000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU EKONOMI EKA PRASETYA,Baik Sekali,2,6250000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU EKONOMI GENTIARAS,Baik Sekali,2,9450000.0,Lampung
Sumatera,SEKOLAH TINGGI ILMU EKONOMI KBP,Baik Sekali,2,10000000.0,Sumatera Barat
Sumatera,SEKOLAH TINGGI ILMU EKONOMI KRAKATAU,Baik Sekali,2,4350000.0,Lampung
Sumatera,SEKOLAH TINGGI ILMU EKONOMI MARS,Baik Sekali,2,6000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU EKONOMI MULIA DARMA PRATAMA,Baik Sekali,2,6100000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU EKONOMI PERBANKAN INDONESIA,Baik Sekali,2,8200000.0,Sumatera Barat
Sumatera,SEKOLAH TINGGI ILMU EKONOMI RAGAM TUNAS,Baik Sekali,2,6750000.0,Lampung
Sumatera,SEKOLAH TINGGI ILMU EKONOMI SULTAN AGUNG,Baik Sekali,2,8000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN ABDURAHMAN PALEMBANG,Baik Sekali,2,21350000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN AL-SU'AIBAH,Baik Sekali,2,11650000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN ARTA KABANJAHE,Baik Sekali,2,8000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN BINA HUSADA,Baik Sekali,2,18365000.0,Sumatera Selatan
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN COLUMBIA ASIA,Baik Sekali,2,6973500.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN FLORA,Baik Sekali,2,6000000.0,Sumatera Utara
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN KELUARGA BUNDA JAMBI,Baik Sekali,2,14000000.0,Jambi
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI,Baik Sekali,2,9000000.0,Lampung
Sumatera,SEKOLAH TINGGI ILMU KESEHATAN SAPTA BAKTI,Baik Sekali,2,14000000.0,Bengkulu
Sumatera,SEKOLAH TINGGI ILMU MANAJEMEN SUKMA,Baik Sekali,2,8000000.0,Sumatera Utara
