wilayah,nama_kampus,akreditasi,jumlah_prodi,biaya_tahunan,provinsi
Bali-Nusa Tenggara,UNIVERSITAS MUHAMMADIYAH MATARAM,Baik Sekali,21,8000000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS NUSA NIPA,Baik Sekali,20,6220000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS HAMZANWADI,Baik Sekali,18,46850000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,Baik Sekali,16,7725000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS PENDIDIKAN MANDALIKA,Baik Sekali,16,7050000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS MAHASARASWATI DENPASAR,Baik Sekali,15,13344800.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS BUMIGORA,Baik Sekali,14,6160000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS KRISTEN ARTHA WACANA,Baik Sekali,13,4400000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS SAMAWA,Baik Sekali,13,16755000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS NAHDLATUL WATHAN MATARAM,Baik Sekali,12,8000000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS NGGUSUWARU,Baik Sekali,12,6400000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS KRISTEN WIRA WACANA SUMBA,Baik Sekali,11,19330000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS MUHAMMADIYAH KUPANG,Baik Sekali,11,22700000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS TRIBUANA KALABAHI,Baik Sekali,11,5040000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS WARMADEWA,Unggul,11,13675000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS PGRI MAHADEWA INDONESIA,Baik Sekali,10,14350000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS BALI DWIPA,Baik Sekali,9,12350000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS CITRA BANGSA,Baik Sekali,9,11600000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS CORDOVA,Baik Sekali,9,9724000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS DHYANA PURA,Baik Sekali,9,13500000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS FLORES,Baik Sekali,9,9305000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS PERSATUAN GURU 1945 NTT,Baik Sekali,9,3002112.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS QAMARUL HUDA BADARUDDIN BAGU,Baik Sekali,9,26500000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS TRIATMA MULYA,Baik Sekali,9,7400000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS ISLAM AL-AZHAR,Baik Sekali,8,115100000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS KATOLIK INDONESIA SANTU PAULUS RUTENG,Baik Sekali,8,5800000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS KATOLIK WEETEBULA,Baik Sekali,8,5370000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS MUHAMMADIYAH MAUMERE,Baik Sekali,8,5610000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS NAHDLATUL ULAMA NUSA TENGGARA BARAT,Baik Sekali,8,8200000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS FLORES,C,7,9305000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS PENDIDIKAN NASIONAL,Baik Sekali,7,29000000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS PRIMAKARA,Baik Sekali,7,32470000.0,Bali
Bali-Nusa Tenggara,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN CITRA BAKTI,Baik Sekali,6,6320000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS 45 MATARAM,Baik Sekali,6,4200000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS ARYASATYA DEO MURI,Baik Sekali,6,5000000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS DHYANA PURA,C,6,13500000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS DWIJENDRA,Baik Sekali,6,11000000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS GUNUNG RINJANI,Baik Sekali,6,4800000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS HINDU INDONESIA,Baik Sekali,6,142175000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS PANJI SAKTI SINGARAJA,Baik Sekali,6,3855000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS TABANAN,Baik Sekali,6,10000000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS TEKNOLOGI MATARAM,Baik Sekali,6,5064000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI SOSIAL DAN KESEHATAN MUHAMMADIYAH SELONG,Baik Sekali,5,3400000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS MAHENDRADATTA,Baik Sekali,5,7250000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS MUHAMMADIYAH BIMA,Baik Sekali,5,1800000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS MUHAMMADIYAH MATARAM,C,5,8000000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS NGURAH RAI,Baik Sekali,5,6900000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS WARMADEWA,Baik Sekali,5,13675000.0,Bali
Bali-Nusa Tenggara,INSTITUT FILSAFAT DAN TEKNOLOGI KREATIF LEDALERO,Baik Sekali,4,6150000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,INSTITUT PENDIDIKAN NUSANTARA GLOBAL,Baik Sekali,4,26400000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,INSTITUT PENDIDIKAN SOE,Baik Sekali,4,9075000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI DAN BISNIS STIKOM BALI,Baik Sekali,4,13900000.0,Bali
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI DAN KESEHATAN ASPIRASI,Baik Sekali,4,1500000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI DAN KESEHATAN BALI,Baik Sekali,4,22400000.0,Bali
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI DAN KESEHATAN BINTANG PERSADA,Baik Sekali,4,8900000.0,Bali
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI DAN PENDIDIKAN MARKANDEYA BALI,Baik Sekali,4,4432000.0,Bali
Bali-Nusa Tenggara,STKIP HARAPAN BIMA,Baik Sekali,4,2800000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,STKIP TAMAN SISWA BIMA,Baik Sekali,4,13900000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,C,4,7725000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,INSTITUT DESAIN DAN BISNIS BALI,Baik Sekali,3,12750000.0,Bali
Bali-Nusa Tenggara,INSTITUT KESEHATAN YARSI MATARAM,Baik Sekali,3,19904000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,INSTITUT NASIONAL FLORES,Baik Sekali,3,7830000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI ALBERTH FOENAY,Baik Sekali,3,6000000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI LOMBOK,Baik Sekali,3,7840000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,STKIP AL AMIN DOMPU,Baik Sekali,3,3600000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,STKIP SINAR PANCASILA,Baik Sekali,3,24000024.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS HAMZANWADI,C,3,46850000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS KARYADARMA KUPANG,Baik Sekali,3,33660000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS PENDIDIKAN NASIONAL,Unggul,3,29000000.0,Bali
Bali-Nusa Tenggara,INSTITUT PARIWISATA DAN BISNIS INTERNASIONAL,Baik Sekali,2,39000000.0,Bali
Bali-Nusa Tenggara,SEKOLAH TINGGI BISNIS RUNATA,Baik Sekali,2,4900000.0,Bali
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU ADMINISTRASI MATARAM,Baik Sekali,2,26400000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU EKONOMI AMM,Baik Sekali,2,4700000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU EKONOMI KARYA,Baik Sekali,2,6800000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU KESEHATAN KESDAM IX/UDAYANA,Baik Sekali,2,13300000.0,Bali
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU KESEHATAN MATARAM,Baik Sekali,2,13500000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU KESEHATAN NUSANTARA,Baik Sekali,2,8000000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU SOSIAL DAN ILMU POLITIK WIRA BHAKTI,Baik Sekali,2,8400000.0,Bali
Bali-Nusa Tenggara,SEKOLAH TINGGI MANAJEMEN INFORMATIKA KOMPUTER UYELINDO KUPANG,Baik Sekali,2,5250000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,STMIK LOMBOK,Baik Sekali,2,7200000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,STMIK SYAIKH ZAINUDDIN NAHDLATUL WATHAN,Baik Sekali,2,4800000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS BUMIGORA,A,2,6160000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS KARYADARMA KUPANG,A,2,33660000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS NGURAH RAI,Unggul,2,6900000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS TEKNOLOGI INDONESIA,A,2,5900000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS TEKNOLOGI INDONESIA,Baik Sekali,2,5900000.0,Bali
Bali-Nusa Tenggara,INSTITUT DESAIN DAN BISNIS BALI,A,1,12750000.0,Bali
Bali-Nusa Tenggara,INSTITUT DESAIN DAN BISNIS BALI,Unggul,1,12750000.0,Bali
Bali-Nusa Tenggara,INSTITUT PARIWISATA DAN BISNIS INTERNASIONAL,Unggul,1,39000000.0,Bali
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI DAN KESEHATAN BALI,Unggul,1,22400000.0,Bali
Bali-Nusa Tenggara,INSTITUT TEKNOLOGI SOSIAL DAN KESEHATAN MUHAMMADIYAH SELONG,A,1,3400000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,SEKOLAH TINGGI FARMASI MAHAGANESHA,Baik Sekali,1,16000000.0,Bali
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU EKONOMI BIMA,Baik Sekali,1,2350000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU EKONOMI NASIONAL,Baik Sekali,1,4800000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU EKONOMI OEMATHONIS,Baik Sekali,1,6350000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU EKONOMI PUTRA TIMOR,Baik Sekali,1,4800000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU EKONOMI SATYA DHARMA,Baik Sekali,1,7000000.0,Bali
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU HUKUM CENDANA WANGI,Baik Sekali,1,4700000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,SEKOLAH TINGGI ILMU MANAJEMEN INDONESIA HANDAYANI,Baik Sekali,1,8000000.0,Bali
Bali-Nusa Tenggara,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SURYA KASIH,Baik Sekali,1,4800000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,SEKOLAH TINGGI PARIWISATA  SOROMANDI BIMA,Baik Sekali,1,3500082.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,SEKOLAH TINGGI PARIWISATA MATARAM,Baik Sekali,1,10225000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,SEKOLAH TINGGI PEMBANGUNAN MASYARAKAT SANTA URSULA,Baik Sekali,1,7100000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,SEKOLAH TINGGI TEKNIK LINGKUNGAN MATARAM,Baik Sekali,1,7800000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,STIKES KUSUMA BANGSA,Baik Sekali,1,14300000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,STISIP MARGARANA,Baik Sekali,1,7350000.0,Bali
Bali-Nusa Tenggara,STKIP AGAMA HINDU AMLAPURA,Baik Sekali,1,6290000.0,Bali
Bali-Nusa Tenggara,STKIP HAMZAR,C,1,6250000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,STKIP NUSA TIMOR,Baik Sekali,1,3500000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS ARYASATYA DEO MURI,A,1,5000000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS DWIJENDRA,C,1,11000000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS KATOLIK INDONESIA SANTU PAULUS RUTENG,A,1,5800000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS KATOLIK INDONESIA SANTU PAULUS RUTENG,Unggul,1,5800000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS MAHASARASWATI DENPASAR,A,1,13344800.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS MAHASARASWATI DENPASAR,Unggul,1,13344800.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS NAHDLATUL WATHAN MATARAM,Unggul,1,8000000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS PENDIDIKAN NASIONAL,A,1,29000000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS PGRI MAHADEWA INDONESIA,Unggul,1,14350000.0,Bali
Bali-Nusa Tenggara,UNIVERSITAS QAMARUL HUDA BADARUDDIN BAGU,A,1,26500000.0,Nusa Tenggara Barat
Bali-Nusa Tenggara,UNIVERSITAS STELLA MARIS SUMBA,Baik Sekali,1,6000000.0,Nusa Tenggara Timur
Bali-Nusa Tenggara,UNIVERSITAS TRIATMA MULYA,A,1,7400000.0,Bali
Jabodetabek,UNIVERSITAS BINA NUSANTARA,Unggul,23,95259501.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MUHAMMADIYAH JAKARTA,Baik Sekali,22,24511201.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,Unggul,20,75800000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS NASIONAL,Baik Sekali,18,25501000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS 17 AGUSTUS 1945 JAKARTA,Baik Sekali,17,114980000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ESA UNGGUL,Baik Sekali,17,31025000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KRISTEN INDONESIA,Baik Sekali,15,30000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BINA NUSANTARA,Baik Sekali,14,95259501.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BUDI LUHUR,Baik Sekali,14,23000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS INDRAPRASTA PGRI,Baik Sekali,14,9150000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS AL AZHAR INDONESIA,Baik Sekali,13,20000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BUNDA MULIA,Baik Sekali,13,20500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TRISAKTI,A,12,168450000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS AL-AZHAR INDONESIA,Baik Sekali,11,19230000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS JAYABAYA,Baik Sekali,11,26750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PERTAMINA,Baik Sekali,11,126000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TANRI ABENG,Baik Sekali,11,24000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TARUMANAGARA,A,11,60100000.0,DKI Jakarta
Jabodetabek,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,Baik Sekali,10,7700000.0,DKI Jakarta
Jabodetabek,INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,Baik Sekali,10,21500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BHAYANGKARA JAKARTA RAYA,Baik Sekali,10,22075000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS DARMA PERSADA,Baik Sekali,10,12200000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,A,10,289650000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,Baik Sekali,10,289650000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MERCU BUANA,Unggul,10,10000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SATYAGAMA,C,10,21600000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TAMA JAGAKARSA,Baik Sekali,10,12200000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TRISAKTI,Baik Sekali,10,168450000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BINAWAN,Baik Sekali,9,23100000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BUNG KARNO,Baik Sekali,9,10000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,Baik Sekali,9,19225001.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ESA UNGGUL,A,9,31025000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS INDONESIA MAJU,Baik Sekali,9,12000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KRISNADWIPAYANA,Baik Sekali,9,40500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PANCASILA,A,9,136680000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SAHID JAKARTA,Baik Sekali,9,14500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SATYA NEGARA INDONESIA,Baik Sekali,9,18250000.0,DKI Jakarta
Jabodetabek,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,Baik Sekali,8,55500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BINA SARANA INFORMATIKA,Baik Sekali,8,5760000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS DIAN NUSANTARA,Baik Sekali,8,9400000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KRISTEN KRIDA WACANA,Baik Sekali,8,56000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MUHAMMADIYAH JAKARTA,A,8,24511201.0,DKI Jakarta
Jabodetabek,UNIVERSITAS NASIONAL,A,8,25501000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PRASETIYA MULYA,C,8,51000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BAKRIE,Baik Sekali,7,32750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BOROBUDUR,Baik Sekali,7,30600000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MEDIA NUSANTARA CITRA,Baik Sekali,7,18650000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS NAHDLATUL ULAMA INDONESIA,Baik Sekali,7,31100000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PRASETIYA MULYA,Baik Sekali,7,51000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SAHID,Baik Sekali,7,15450000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SATYAGAMA,Baik Sekali,7,21600000.0,DKI Jakarta
Jabodetabek,INSTITUT KESEHATAN INDONESIA,Baik Sekali,6,15000000.0,DKI Jakarta
Jabodetabek,INSTITUT TEKNOLOGI DAN BISNIS AHMAD DAHLAN,Baik Sekali,6,14000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI DESAIN INTERSTUDI,Baik Sekali,6,18900000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS IBNU CHALDUN,Baik Sekali,6,12600000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KRISNADWIPAYANA,C,6,40500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MERCU BUANA,Baik Sekali,6,10000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MPU TANTULAR,Baik Sekali,6,11337000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PARAMADINA,Baik Sekali,6,34550000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PERSADA INDONESIA YAI,A,6,22250000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PERSADA INDONESIA YAI,Baik Sekali,6,22250000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS RESPATI INDONESIA,Baik Sekali,6,14400000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TEKNOLOGI MUHAMMADIYAH JAKARTA,Baik Sekali,6,13805000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TRILOGI,Baik Sekali,6,12750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TRILOGI,C,6,12750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS YARSI,Baik Sekali,6,262250000.0,DKI Jakarta
Jabodetabek,INSTITUT BIO SCIENTIA INTERNASIONAL INDONESIA,Baik Sekali,5,51500000.0,DKI Jakarta
Jabodetabek,INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,Baik Sekali,5,16000000.0,DKI Jakarta
Jabodetabek,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,Baik Sekali,5,20500000.0,DKI Jakarta
Jabodetabek,INSTITUT TEKNOLOGI DAN BISNIS SWADHARMA,Baik Sekali,5,15160000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS AGUNG PODOMORO,C,5,28000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ARY GINANJAR,Baik Sekali,5,38200000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ASA INDONESIA,Baik Sekali,5,10650000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BOROBUDUR,C,5,30600000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS DARUNNAJAH,Baik Sekali,5,4800000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ISLAM AS,Baik Sekali,5,5850000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ISLAM AS,C,5,5850000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KALBIS,Baik Sekali,5,78860000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MPU TANTULAR,C,5,11337000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MULTIMEDIA NUSANTARA JAKARTA,Baik Sekali,5,32325000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS NUSA MANDIRI,Baik Sekali,5,23000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SAINTEK MUHAMMADIYAH,Baik Sekali,5,4800000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SIBER ASIA,Baik Sekali,5,6000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TARUMANAGARA,Baik Sekali,5,60100000.0,DKI Jakarta
Jabodetabek,INSTITUT BISNIS DAN MULTIMEDIA ASMI JAKARTA,Baik Sekali,4,12630000.0,DKI Jakarta
Jabodetabek,INSTITUT TEKNOLOGI DAN BISNIS KALBIS,C,4,20500000.0,DKI Jakarta
Jabodetabek,INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,Baik Sekali,4,48675030.0,DKI Jakarta
Jabodetabek,LONDON SCHOOL OF PUBLIC RELATIONS,A,4,52500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BHAKTI PERTIWI INDONESIA,Baik Sekali,4,28000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BINAWAN,C,4,23100000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ISLAM JAKARTA,Baik Sekali,4,12950000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KRISTEN INDONESIA,C,4,30000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MITRA BANGSA,Baik Sekali,4,11600000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PANCASILA,Baik Sekali,4,136680000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PERTAMINA,Unggul,4,126000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SIBER INDONESIA,Baik Sekali,4,20000000.0,DKI Jakarta
Jabodetabek,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,A,3,29000000.0,DKI Jakarta
Jabodetabek,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,Baik Sekali,3,29000000.0,DKI Jakarta
Jabodetabek,INSTITUT BISNIS NUSANTARA,Baik Sekali,3,14472500.0,DKI Jakarta
Jabodetabek,INSTITUT BISNIS NUSANTARA,C,3,14472500.0,DKI Jakarta
Jabodetabek,INSTITUT ILMU SOSIAL DAN MANAJEMEN STIAMI,Baik Sekali,3,10831250.0,DKI Jakarta
Jabodetabek,PPM SCHOOL OF MANAGEMENT,A,3,23500000.0,DKI Jakarta
Jabodetabek,SAE INDONESIA,Baik Sekali,3,50000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN RS HUSADA,Baik Sekali,3,18000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI TEKNOLOGI PEKERJAAN UMUM,Baik Sekali,3,15225000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI TEKNOLOGI SAPTA TARUNA,Baik Sekali,3,4400000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS AGUNG PODOMORO,Baik Sekali,3,28000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS AL AZHAR INDONESIA,A,3,20000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BAKRIE,A,3,32750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BINA NUSANTARA,A,3,95259501.0,DKI Jakarta
Jabodetabek,UNIVERSITAS DARMA PERSADA,C,3,12200000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KRISTEN INDONESIA,A,3,30000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KRISTEN KRIDA WACANA,A,3,56000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS LIA,Baik Sekali,3,12400000.0,DKI Jakarta
