institution_name,province,campus_accreditation,average_yearly_fee,kategori_final,link
UNIVERSITAS BINA INSANI,JAWA BARAT,B,6250000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI TEKNOLOGI WASTUKANCANA,JAWA BARAT,BAIK,6250000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MAJALENGKA,JAWA BARAT,B,6025000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-majalengka
STMIK IKMI CIREBON,JAWA BARAT,BAIK,6000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
STISIP GUNA NUSANTARA,JAWA BARAT,BAIK,6000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SUBANG,JAWA BARAT,BAIK SEKALI,6000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-subang
SEKOLAH TINGGI ILMU EKONOMI BISMA LEPISI,JAWA BARAT,BAIK,6000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-bisma-lepisi
SEKOLAH TINGGI TEKNOLOGI INDUSTRI DAN FARMASI BOGOR,JAWA BARAT,BAIK,6000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BALE BANDUNG,JAWA BARAT,BAIK SEKALI,6000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-bale-bandung
SEKOLAH TINGGI ILMU EKONOMI FAJAR,JAWA BARAT,BAIK,6000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI GICI,JAWA BARAT,BAIK,5950000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI MIFTAHUL HUDA,JAWA BARAT,BAIK,5900000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PELITA BANGSA,JAWA BARAT,BAIK,5800000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-pelita-bangsa
SEKOLAH TINGGI ILMU EKONOMI BUDI PERTIWI,JAWA BARAT,BAIK,5500000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNOLOGI PRATAMA ADI,JAWA BARAT,BAIK,5400000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI EKADHARMA INDONESIA,JAWA BARAT,BAIK,5400000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
AMIK PURNAMA NIAGA,JAWA BARAT,BAIK,5050000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
INSTITUT BISNIS MUHAMMADIYAH BEKASI,JAWA BARAT,BAIK,5000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNOLOGI INFORMATIKA SONY SUGEMA,JAWA BARAT,BAIK,5000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
STISIP SYAMSUL ULUM,JAWA BARAT,BAIK,5000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DARUL MA`ARIF,JAWA BARAT,BAIK,5000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MA'SOEM,JAWA BARAT,BAIK,5000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MANDIRI,JAWA BARAT,BAIK,5000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
STIE PASIM SUKABUMI,JAWA BARAT,BAIK,4800000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
STMIK MERCUSUAR,JAWA BARAT,BAIK,4800000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI YASMI,JAWA BARAT,BAIK,4800000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
AMIK BUMI NUSANTARA,JAWA BARAT,BAIK,4800000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNOLOGI TEXMACO,JAWA BARAT,BAIK,4800000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
STISIP SAMUDERA INDONESIA SELATAN,JAWA BARAT,BAIK,4800000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS VISI NUSANTARA BOGOR,JAWA BARAT,BAIK,4800000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PARIPURNA,JAWA BARAT,BAIK,4500000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AL-AMIN INDRAMAYU,JAWA BARAT,BAIK,4500000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS CIPASUNG TASIKMALAYA,JAWA BARAT,BAIK,4340000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS GALUH CIAMIS,JAWA BARAT,B,4250000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-galuh-ciamis
UNIVERSITAS BSI BANDUNG,JAWA BARAT,B,4150000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-bsi-bandung
SEKOLAH TINGGI ILMU ADMINISTRASI MENARA SISWA,JAWA BARAT,B,4100000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS NAHDLATUL ULAMA CIREBON,JAWA BARAT,BAIK,4000146.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS INSAN CENDEKIA MANDIRI,JAWA BARAT,BAIK,3700000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NASIONAL PASIM,JAWA BARAT,BAIK,3600000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
AMIK CITRA BUANA INDONESIA,JAWA BARAT,BAIK,3600000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
STKIP SEBELAS APRIL,JAWA BARAT,BAIK,3200000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/stkip-sebelas-april
SEKOLAH TINGGI ILMU EKONOMI PASUNDAN,JAWA BARAT,BAIK SEKALI,3000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU MANAJEMEN BUDI BAKTI,JAWA BARAT,BAIK,3000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-manajemen-budi-bakti
SEKOLAH TINGGI TEKNOLOGI CIPASUNG,JAWA BARAT,BAIK,2250000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
STKIP PANCAKARYA,JAWA BARAT,BAIK,2000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNOLOGI INDONESIA,JAWA BARAT,BAIK,2000000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI HUKUM GALUNGGUNG,JAWA BARAT,B,1500000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS BAKTI TUNAS HUSADA,JAWA BARAT,TERAKREDITASI,900000.0,JAWA BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KRISTEN SATYA WACANA,JAWA TENGAH,A,276850001.0,JAWA TENGAH - Sultan (> 100 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-kristen-satya-wacana
UNIVERSITAS ISLAM SULTAN AGUNG,JAWA TENGAH,B,201750001.0,JAWA TENGAH - Sultan (> 100 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-islam-sultan-agung
UNIVERSITAS MUHAMMADIYAH PURWOKERTO,JAWA TENGAH,B,91025000.0,JAWA TENGAH - Mahal (40-100 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-muhammadiyah-purwokerto
INSTITUT TEKNOLOGI KESEHATAN CENDEKIA UTAMA KUDUS,JAWA TENGAH,BAIK SEKALI,89700000.0,JAWA TENGAH - Mahal (40-100 Jt) - Baik Sekali (B),-
UNIVERSITAS AL-IRSYAD CILACAP,JAWA TENGAH,BAIK,85250000.0,JAWA TENGAH - Mahal (40-100 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH SURAKARTA,JAWA TENGAH,A,72100000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-muhammadiyah-surakarta
SEKOLAH TINGGI TEKNOLOGI RONGGOLAWE,JAWA TENGAH,BAIK,48360000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SETIA BUDI,JAWA TENGAH,BAIK SEKALI,36300000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS WAHID HASYIM,JAWA TENGAH,UNGGUL,36170000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-wahid-hasyim
SEKOLAH TINGGI ILMU EKONOMI DHARMA PUTRA SEMARANG,JAWA TENGAH,BAIK,35500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN SERULINGMAS,JAWA TENGAH,BAIK SEKALI,34070000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER,JAWA TENGAH,BAIK,33048600.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI STUDI EKONOMI MODERN,JAWA TENGAH,BAIK,32610000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NGUDI WALUYO,JAWA TENGAH,BAIK SEKALI,31600000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH MAGELANG,JAWA TENGAH,B,29580000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-muhammadiyah-magelang
UNIVERSITAS SAINS ALQUR AN,JAWA TENGAH,UNGGUL,25745000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),-
UNIVERSITAS  HARAPAN BANGSA,JAWA TENGAH,BAIK SEKALI,25620000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH SEMARANG,JAWA TENGAH,UNGGUL,25200000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-muhammadiyah-semarang
UNIVERSITAS MUHAMMADIYAH GOMBONG,JAWA TENGAH,BAIK SEKALI,23750000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN KENDAL,JAWA TENGAH,BAIK,21042000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PEKALONGAN,JAWA TENGAH,UNGGUL,20000000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-pekalongan
UNIVERSITAS MUHAMMADIYAH PEKAJANGAN PEKALONGAN,JAWA TENGAH,BAIK SEKALI,19050000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIKES ESTU UTOMO,JAWA TENGAH,BAIK SEKALI,18000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS PGRI SEMARANG,JAWA TENGAH,UNGGUL,16900000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-pgri-semarang
UNIVERSITAS STIKUBANK,JAWA TENGAH,BAIK SEKALI,16500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-stikubank
SEKOLAH TINGGI ILMU KESEHATAN ELISABETH SEMARANG,JAWA TENGAH,B,16275000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS SUGENG HARTONO,JAWA TENGAH,BAIK,16200000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS AKI,JAWA TENGAH,BAIK SEKALI,15925000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS BHAMADA SLAWI,JAWA TENGAH,BAIK SEKALI,15510000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS KATOLIK SOEGIJAPRANATA,JAWA TENGAH,A,15500000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-katolik-soegijapranata
STIKES MAMBA UL ULUM SURAKARTA,JAWA TENGAH,B,15250000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MARITIM AMNI,JAWA TENGAH,BAIK SEKALI,15100000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI SEMARANG,JAWA TENGAH,BAIK SEKALI,15050000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN KESDAM IV / DIPONEGORO,JAWA TENGAH,BAIK,15000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PARIWISATA INDONESIA,JAWA TENGAH,B,14500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI PARIWISATA SAHID SURAKARTA,JAWA TENGAH,B,14000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS KARYA HUSADA SEMARANG,JAWA TENGAH,BAIK,14000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN NASIONAL,JAWA TENGAH,BAIK,13970000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN PANTI KOSALA,JAWA TENGAH,BAIK SEKALI,12700000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIKES IBNU SINA AJIBARANG,JAWA TENGAH,BAIK,12600000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DARUL ULUM ISLAMIC CENTRE SUDIRMAN,JAWA TENGAH,BAIK SEKALI,12550000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-darul-ulum-islamic-centre-sudirman
SEKOLAH TINGGI ILMU KESEHATAN PEMKAB PURWOREJO,JAWA TENGAH,BAIK SEKALI,12350000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS WIDYA HUSADA SEMARANG,JAWA TENGAH,B,12300000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS AN NUUR,JAWA TENGAH,BAIK,12250000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
INSTITUT KARYA MULIA BANGSA,JAWA TENGAH,BAIK,12100000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DUTA BANGSA SURAKARTA,JAWA TENGAH,UNGGUL,12100000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),-
UNIVERSITAS SAFIN PATI,JAWA TENGAH,BAIK,12000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN SEMARANG,JAWA TENGAH,BAIK,12000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KOMPUTER YOS SUDARSO,JAWA TENGAH,BAIK,11965000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI BISNIS AAS INDONESIA,JAWA TENGAH,BAIK,11500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SRAGEN,JAWA TENGAH,BAIK,11500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
STT MINYAK DAN GAS CILACAP,JAWA TENGAH,BAIK,11300000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS 17 AGUSTUS 1945 SEMARANG,JAWA TENGAH,BAIK SEKALI,11250000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-17-agustus-1945-semarang
SEKOLAH TINGGI ILMU FARMASI NUSAPUTERA,JAWA TENGAH,BAIK,10600000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PUTRA BANGSA,JAWA TENGAH,BAIK SEKALI,10100000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN TUJUH BELAS,JAWA TENGAH,BAIK,10050000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM NAHDLATUL ULAMA JEPARA,JAWA TENGAH,BAIK SEKALI,9886000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH TEGAL,JAWA TENGAH,BAIK,9800000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SEMARANG,JAWA TENGAH,B,9740000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-semarang
SEKOLAH TINGGI ILMU KESEHATAN HAKLI,JAWA TENGAH,BAIK,9600000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU PERTANIAN FARMING,JAWA TENGAH,BAIK,9500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SURAKARTA,JAWA TENGAH,BAIK,9390000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-surakarta
UNIVERSITAS SLAMET RIYADI,JAWA TENGAH,BAIK SEKALI,9340000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MURIA KUDUS,JAWA TENGAH,B,9200000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-muria-kudus
UNIVERSITAS NASIONAL KARANGTURI SEMARANG,JAWA TENGAH,BAIK,9200000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI TOTALWIN,JAWA TENGAH,BAIK,9100000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS IVET,JAWA TENGAH,B,8800000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH KUDUS,JAWA TENGAH,BAIK SEKALI,8500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS WIJAYAKUSUMA PURWOKERTO,JAWA TENGAH,BAIK SEKALI,8500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS TUNAS PEMBANGUNAN SURAKARTA,JAWA TENGAH,BAIK SEKALI,8483000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS VETERAN BANGUN NUSANTARA,JAWA TENGAH,BAIK SEKALI,8350000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS BPD,JAWA TENGAH,BAIK SEKALI,8080000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS YPPI REMBANG,JAWA TENGAH,BAIK,7805000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PANDANARAN,JAWA TENGAH,B,7600000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS KUSUMA HUSADA SURAKARTA,JAWA TENGAH,BAIK,7550000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS KRISTEN BUKIT PENGHARAPAN,JAWA TENGAH,BAIK,7500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH CILACAP,JAWA TENGAH,BAIK,7500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS BOYOLALI,JAWA TENGAH,B,7450000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-boyolali
UNIVERSITAS MUHADI SETIABUDI,JAWA TENGAH,BAIK SEKALI,7351000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT TEKNOLOGI STATISTIKA DAN BISNIS MUHAMMADIYAH SEMARANG,JAWA TENGAH,BAIK SEKALI,7350000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI TEKNIK WIWOROTOMO,JAWA TENGAH,BAIK,7315000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN AR-RUM,JAWA TENGAH,BAIK,7000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DHARMA AUB SURAKARTA,JAWA TENGAH,BAIK SEKALI,6900000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH WONOSOBO,JAWA TENGAH,BAIK SEKALI,6900000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS NAHDLATUL ULAMA SURAKARTA,JAWA TENGAH,BAIK SEKALI,6820000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH KENDAL BATANG,JAWA TENGAH,BAIK,6795000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA AL GHAZALI CILACAP,JAWA TENGAH,BAIK SEKALI,6630000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS KRISTEN TEKNOLOGI SOLO,JAWA TENGAH,BAIK,6535000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS TIGA SERANGKAI,JAWA TENGAH,BAIK,6520000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NAHDLATUL ULAMA PURWOKERTO,JAWA TENGAH,BAIK,6500000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI BISNIS DAN KESEHATAN BHAKTI PUTRA BANGSA INDONESIA,JAWA TENGAH,BAIK,6400000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
STKIP DARUSSALAM CILACAP,JAWA TENGAH,BAIK,6400000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI WIJAYA MULYA,JAWA TENGAH,BAIK,6270000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI WIDYA MANGGALIA,JAWA TENGAH,BAIK,6270000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH BREBES,JAWA TENGAH,BAIK,6200000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
STIKES MUHAMMADIYAH TEGAL,JAWA TENGAH,BAIK,6150000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI SATRIA,JAWA TENGAH,BAIK,6000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI CENDEKIA KARYA UTAMA,JAWA TENGAH,B,5900000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER PGRI ARUNGBINANG KEBUMEN,JAWA TENGAH,BAIK,5700000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
STKIP MUHAMMADIYAH BLORA,JAWA TENGAH,BAIK,5700000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM BATIK,JAWA TENGAH,B,5550000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-islam-batik
UNIVERSITAS PANCASAKTI TEGAL,JAWA TENGAH,UNGGUL,5300000.0,JAWA TENGAH - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-pancasakti
UNIVERSITAS PIGNATELLI TRIPUTRA,JAWA TENGAH,BAIK,5250000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS AL HIKMAH JEPARA,JAWA TENGAH,BAIK,5245000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNIK PATI,JAWA TENGAH,BAIK,5200000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKOM SURAKARTA,JAWA TENGAH,BAIK,5160000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI SURAKARTA,JAWA TENGAH,B,5100000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-surakarta
INSTITUT TEKNOLOGI DAN BISNIS ADIAS,JAWA TENGAH,BAIK,5050000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH PURWOREJO,JAWA TENGAH,B,5000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-muhammadiyah-purworejo
SEKOLAH TINGGI ILMU EKONOMI AMA,JAWA TENGAH,BAIK,5000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
STMIK BINA PATRIA,JAWA TENGAH,BAIK,5000000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MA'ARIF NAHDLATUL ULAMA KEBUMEN,JAWA TENGAH,BAIK,4800000.0,JAWA TENGAH - Terjangkau (5-15 Jt) - Baik,-
