faculty,building_name,address,institution_code
FAKULTAS KEDOKTERAN GIGI,Kampus 2,"Jl. Salemba Raya No. 6, Jakarta Pusat, 10430",quipper-204
FAKULTAS KEDOKTERAN,Kampus 2,"Jl. Salemba Raya No. 6, Jakarta Pusat, 10430",quipper-204
FAKULTAS ILMU KOMPUTER,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS ILMU ADMINISTRASI,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS KESEHATAN MASYARAKAT,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS PSIKOLOGI,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS ILMU KEPERAWATAN,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS EKONOMI DAN BISNIS,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS FARMASI,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS TEKNIK,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS HUKUM,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS PENDIDIKAN VOKASI,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Kampus 1,"Kampus Baru UI, Kota Depok, Jakarta",quipper-204
ALL,Kampus 1,"Jln. Cot Tengku Ni Reuleut Muara Batu, Aceh Utara",quipper-205
ALL,Kampus 3,"Jln. Kampus Unimal Bukit Indah, Blang Pulo, Muara Satu",quipper-205
ALL,Kampus 4,Chunda Lhokseumawe,quipper-205
ALL,Kampus 2,"Jln.Tgk Chik Ditiro No. 26 Lancang Garam Lhokseumawe, Provinsi Aceh",quipper-205
FAKULTAS TEKNIK,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS KEHUTANAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS KEDOKTERAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS ILMU BUDAYA,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS KESEHATAN MASYARAKAT,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS FARMASI,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS EKONOMI DAN BISNIS,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS HUKUM,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS PERTANIAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
FAKULTAS ILMU KOMPUTER DAN TEKNOLOGI INFORMASI,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-206
ALL,Kampus 3,Jalan Bangeris,quipper-206
ALL,Kampus 2,"Jalan Pahlawan, Kecamatan Samarinda, Kota Samarinda",quipper-206
ALL,Kampus 4,"Jalan Flores, Samarinda",quipper-206
ALL,Kampus 5,"Jalan Sei Kalian, Samarinda",quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS KEDOKTERAN,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS KEDOKTERAN GIGI,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS TEKNIK,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS TEKNOLOGI PERTANIAN,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS HUKUM,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS FARMASI,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS PERTANIAN,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS KESEHATAN MASYARAKAT,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS EKONOMI DAN BISNIS,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS ILMU BUDAYA,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS KEPERAWATAN,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS ILMU KOMPUTER,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
PROGRAM PASCASARJANA,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-207
FAKULTAS KEPERAWATAN,Kampus 4,"Jl. KH. Mansyur No.207, Tembokrejo, Kec. Purworejo, Kota Pasuruan, Jawa Timur",quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 2,"Jl. Diponegoro, Poncogati, Curah Dami, Kabupaten Bondowoso, Jawa Timur",quipper-207
FAKULTAS PERTANIAN,Kampus 2,"Jl. Diponegoro, Poncogati, Curah Dami, Kabupaten Bondowoso, Jawa Timur",quipper-207
FAKULTAS EKONOMI DAN BISNIS,Kampus 2,"Jl. Diponegoro, Poncogati, Curah Dami, Kabupaten Bondowoso, Jawa Timur",quipper-207
FAKULTAS KEPERAWATAN,Kampus 3,"Jl. Jalan Brigjen. Katamso, Tompokersan, Lumajang, Jawa Timur",quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus Utama,"Jl. Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan, Banten 15418",quipper-208
FAKULTAS EKONOMI,Kampus Utama,"Jl. Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan, Banten 15418",quipper-208
"FAKULTAS HUKUM, ILMU SOSIAL DAN ILMU POLITIK",Kampus Utama,"Jl. Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan, Banten 15418",quipper-208
FAKULTAS SAINS DAN TEKNOLOGI,Kampus Utama,"Jl. Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan, Banten 15418",quipper-208
PASCASARJANA,Kampus Utama,"Jl. Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan, Banten 15418",quipper-208
FAKULTAS DESAIN KREATIF DAN BISNIS DIGITAL,Kampus 3,"Jl. Cokroaminoto 12 A, Surabaya 60264",quipper-209
FAKULTAS TEKNOLOGI INDUSTRI DAN REKAYASA SISTEM,Kampus 1,"Jalan Raya ITS, Keputih, Sukolilo - Surabaya, Jawa Timur 60111",quipper-209
FAKULTAS TEKNOLOGI KELAUTAN,Kampus 1,"Jalan Raya ITS, Keputih, Sukolilo - Surabaya, Jawa Timur 60111",quipper-209
FAKULTAS DESAIN KREATIF DAN BISNIS DIGITAL,Kampus 1,"Jalan Raya ITS, Keputih, Sukolilo - Surabaya, Jawa Timur 60111",quipper-209
FAKULTAS TEKNOLOGI ELEKTRO DAN INFORMATIKA CERDAS,Kampus 1,"Jalan Raya ITS, Keputih, Sukolilo - Surabaya, Jawa Timur 60111",quipper-209
FAKULTAS VOKASI,Kampus 1,"Jalan Raya ITS, Keputih, Sukolilo - Surabaya, Jawa Timur 60111",quipper-209
FAKULTAS TEKNOLOGI INFORMASI,Kampus 1,"Jalan Raya ITS, Keputih, Sukolilo - Surabaya, Jawa Timur 60111",quipper-209
"FAKULTAS TEKNIK SIPIL, PERENCANAAN, DAN KEBUMIAN",Kampus 1,"Jalan Raya ITS, Keputih, Sukolilo - Surabaya, Jawa Timur 60111",quipper-209
FAKULTAS SAINS DAN ANALITIKA DATA,Kampus 1,"Jalan Raya ITS, Keputih, Sukolilo - Surabaya, Jawa Timur 60111",quipper-209
FAKULTAS VOKASI,Kampus 2,"Jl. Raya Menur No.127, Manyar Sabrangan, Mulyorejo - Kota Surabaya, Jawa Timur 60282",quipper-209
FAKULTAS KEDOKTERAN GIGI,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS FARMASI,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS TEKNOLOGI PERTANIAN,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS KEPERAWATAN,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS TEKNIK,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS PETERNAKAN,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS PERTANIAN,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS EKONOMI,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS HUKUM,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS KEDOKTERAN,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS KESEHATAN MASYARAKAT,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS ILMU BUDAYA,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
PASCASARJANA,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS TEKNOLOGI INFORMASI,Kampus 1,"Jl. Universitas Andalas, Limau Manis, Kota Padang",quipper-210
FAKULTAS PERTANIAN,Kampus 4,"Sungai Kambut, Pulau Punjung, Kabupaten Dharmasraya, Sumatera Barat 27573",quipper-210
FAKULTAS PETERNAKAN,Kampus 3,"Jl. Rangkayo Rasuna Said, Kubu Gadang, Kec. Payakumbuh Utara, Kota Payakumbuh",quipper-210
FAKULTAS EKONOMI,Kampus 3,"Jl. Rangkayo Rasuna Said, Kubu Gadang, Kec. Payakumbuh Utara, Kota Payakumbuh",quipper-210
FAKULTAS KEDOKTERAN GIGI,Kampus 2,"Jl. Perintis Kemerdekaan No.77, Kota Padang",quipper-210
FAKULTAS KEDOKTERAN,Kampus 2,"Jl. Perintis Kemerdekaan No.77, Kota Padang",quipper-210
FAKULTAS KESEHATAN MASYARAKAT,Kampus 2,"Jl. Perintis Kemerdekaan No.77, Kota Padang",quipper-210
FAKULTAS ILMU PENDIDIKAN,Kampus 4,"Jl. Taman Setiabudi I No.2, Jakarta Selatan, 12910",quipper-211
FAKULTAS PENDIDIKAN PSIKOLOGI,Kampus 3,"Jl. Halimun Raya No. 2, Jakarta Selatan 12980",quipper-211
FAKULTAS ILMU PENDIDIKAN,Kampus 1,"Jl. Rawamangun Muka, Jakarta Timur, 13220",quipper-211
FAKULTAS ILMU SOSIAL,Kampus 1,"Jl. Rawamangun Muka, Jakarta Timur, 13220",quipper-211
FAKULTAS BAHASA DAN SENI,Kampus 1,"Jl. Rawamangun Muka, Jakarta Timur, 13220",quipper-211
FAKULTAS MATEMATIKA DAN IPA,Kampus 1,"Jl. Rawamangun Muka, Jakarta Timur, 13220",quipper-211
FAKULTAS TEKNIK,Kampus 1,"Jl. Rawamangun Muka, Jakarta Timur, 13220",quipper-211
FAKULTAS EKONOMI,Kampus 1,"Jl. Rawamangun Muka, Jakarta Timur, 13220",quipper-211
PROGRAM PASCASARJANA,Kampus 1,"Jl. Rawamangun Muka, Jakarta Timur, 13220",quipper-211
FAKULTAS ILMU OLAHRAGA,Kampus 2,"Jl. Pemuda 10, Rawamangun, Jakarta Timur, 13220",quipper-211
FAKULTAS HUKUM,Kampus 2,"Jl. Dr. Saharjo no 83, Tebet, Jakarta 12850",quipper-212
FAKULTAS EKONOMIKA DAN BISNIS,Kampus 2,"Jl. Dr. Saharjo no 83, Tebet, Jakarta 12850",quipper-212
FAKULTAS ILMU BUDAYA,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS TEKNIK,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS FARMASI,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS HUKUM,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS FILSAFAT,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS PSIKOLOGI,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS KEDOKTERAN GIGI,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
"FAKULTAS KEDOKTERAN, KESEHATAN MASYARAKAT DAN KEPERAWATAN",Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS KEDOKTERAN HEWAN,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS PERTANIAN,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS TEKNOLOGI PERTANIAN,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS PETERNAKAN,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS BIOLOGI,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
SEKOLAH VOKASI,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS KEHUTANAN,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS GEOGRAFI,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS EKONOMIKA DAN BISNIS,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
SEKOLAH PASCASARJANA,Kampus 1,"Bulaksumur, Yogyakarta, 55281",quipper-212
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 3,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS PETERNAKAN,Kampus 3,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS HUKUM,Kampus 3,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS PERTANIAN,Kampus 3,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Kampus 3,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS EKONOMI DAN BISNIS,Kampus 3,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS ILMU KOMPUTER,Kampus 3,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS ILMU ADMINISTRASI,Kampus 3,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS KEDOKTERAN HEWAN,Kampus 2,"Jl. Dieng Atas, Desa Kalisongo, Dau, Malang",quipper-213
FAKULTAS HUKUM,Kampus 4,"Jl. Abdul Muis No.52, RT.2/RW.3, Gambir, Jakarta Pusat",quipper-213
FAKULTAS EKONOMI DAN BISNIS,Kampus 4,"Jl. Abdul Muis No.52, RT.2/RW.3, Gambir, Jakarta Pusat",quipper-213
FAKULTAS ILMU ADMINISTRASI,Kampus 4,"Jl. Abdul Muis No.52, RT.2/RW.3, Gambir, Jakarta Pusat",quipper-213
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS PETERNAKAN,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS TEKNOLOGI PERTANIAN,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS HUKUM,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS KEDOKTERAN,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS KEDOKTERAN GIGI,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS TEKNIK,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS PERTANIAN,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS ILMU BUDAYA,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS EKONOMI DAN BISNIS,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS ILMU KOMPUTER,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS ILMU ADMINISTRASI,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kampus 1,"Jl. Veteran, Malang, Jawa Timur 65145",quipper-213
ALL,Kampus Utama,"Jln. Soekarno-Hatta KM. 15, Karang Joang, Balikpapan, Kalimantan Timur 76127",quipper-214
FAKULTAS POLITIK PEMERINTAHAN,Kampus 5,"Desa Tampusu, Kecamatan Remboken, Kabupaten Minahasa",quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 5,"Desa Tampusu, Kecamatan Remboken, Kabupaten Minahasa",quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 5,"Desa Tampusu, Kecamatan Remboken, Kabupaten Minahasa",quipper-215
FAKULTAS POLITIK PEMERINTAHAN,Kampus 1,"Jalan Raya Jatinangor KM 20, Kabupaten Sumedang",quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 1,"Jalan Raya Jatinangor KM 20, Kabupaten Sumedang",quipper-215
PROGRAM PASCASARJANA,Kampus 1,"Jalan Raya Jatinangor KM 20, Kabupaten Sumedang",quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 1,"Jalan Raya Jatinangor KM 20, Kabupaten Sumedang",quipper-215
FAKULTAS POLITIK PEMERINTAHAN,Kampus 3,"Jalan Raya Bukittinggi-Payakumbuh KM 14, Kecamatan Baso, Kabupaten Agam",quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 3,"Jalan Raya Bukittinggi-Payakumbuh KM 14, Kecamatan Baso, Kabupaten Agam",quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 3,"Jalan Raya Bukittinggi-Payakumbuh KM 14, Kecamatan Baso, Kabupaten Agam",quipper-215
FAKULTAS POLITIK PEMERINTAHAN,Kampus 4,"Jalan Jene Madinging Desa Kampili, Kecamatan Pallangga, Kabupaten Gowa",quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 4,"Jalan Jene Madinging Desa Kampili, Kecamatan Pallangga, Kabupaten Gowa",quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 4,"Jalan Jene Madinging Desa Kampili, Kecamatan Pallangga, Kabupaten Gowa",quipper-215
FAKULTAS POLITIK PEMERINTAHAN,Kampus 6,Jalan Pemuda No. 59 Mataram,quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 6,Jalan Pemuda No. 59 Mataram,quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 6,Jalan Pemuda No. 59 Mataram,quipper-215
FAKULTAS POLITIK PEMERINTAHAN,Kampus 7,Jalan Kotaraja Dalam No. 100 Jayapura,quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 7,Jalan Kotaraja Dalam No. 100 Jayapura,quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 7,Jalan Kotaraja Dalam No. 100 Jayapura,quipper-215
FAKULTAS POLITIK PEMERINTAHAN,Kampus 2,"Jalan Ampera Raya, Pasar Minggu, Jakarta Selatan",quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 2,"Jalan Ampera Raya, Pasar Minggu, Jakarta Selatan",quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 2,"Jalan Ampera Raya, Pasar Minggu, Jakarta Selatan",quipper-215
FAKULTAS POLITIK PEMERINTAHAN,Kampus 9,Kelurahan Banjar XII Kabupaten Rokan Hilir,quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 9,Kelurahan Banjar XII Kabupaten Rokan Hilir,quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 9,Kelurahan Banjar XII Kabupaten Rokan Hilir,quipper-215
FAKULTAS POLITIK PEMERINTAHAN,Kampus 8,"Jalan Trans Kalimantan KM 11,5 Kecamatan Sungai Ambawang, Kabupaten Kubu Raya",quipper-215
FAKULTAS MANAJEMEN PEMERINTAHAN,Kampus 8,"Jalan Trans Kalimantan KM 11,5 Kecamatan Sungai Ambawang, Kabupaten Kubu Raya",quipper-215
FAKULTAS HUKUM TATA PEMERINTAHAN,Kampus 8,"Jalan Trans Kalimantan KM 11,5 Kecamatan Sungai Ambawang, Kabupaten Kubu Raya",quipper-215
ALL,Kampus II,"Jl. KH. Abdul Syukur No.17, Margadana, Tegal",quipper-216
SISTEM TRANSPORTASI JALAN DAN OTOMOTIF,Kampus I,"Jl. Perintis Kemerdekaan No.17, Slerok, Tegal",quipper-216
ALL,Kampus 1,"Jln. Cot Tengku Ni Reuleut Muara Batu, Aceh Utara",quipper-217
ALL,Kampus 3,"Jln. Kampus Unimal Bukit Indah, Blang Pulo, Muara Satu",quipper-217
ALL,Kampus 4,Chunda Lhokseumawe,quipper-217
ALL,Kampus 2,"Jln.Tgk Chik Ditiro No. 26 Lancang Garam Lhokseumawe, Provinsi Aceh",quipper-217
FAKULTAS TEKNIK,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS KEHUTANAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS KEDOKTERAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS ILMU BUDAYA,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS KESEHATAN MASYARAKAT,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS FARMASI,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS EKONOMI DAN BISNIS,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS HUKUM,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS PERTANIAN,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
FAKULTAS ILMU KOMPUTER DAN TEKNOLOGI INFORMASI,Kampus 1,"Jalan Kuaro, Gunung Kelua, Samarinda 75119, Kalimantan Timur",quipper-218
ALL,Kampus 3,Jalan Bangeris,quipper-218
ALL,Kampus 2,"Jalan Pahlawan, Kecamatan Samarinda, Kota Samarinda",quipper-218
ALL,Kampus 4,"Jalan Flores, Samarinda",quipper-218
ALL,Kampus 5,"Jalan Sei Kalian, Samarinda",quipper-218
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-219
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-219
FAKULTAS KEDOKTERAN,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-219
FAKULTAS KEDOKTERAN GIGI,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-219
FAKULTAS TEKNIK,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-219
FAKULTAS TEKNOLOGI PERTANIAN,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-219
FAKULTAS HUKUM,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-219
FAKULTAS FARMASI,Kampus 1,"Jalan Kalimantan No. 37, Kampus Tegalboto, Jember, Jawa Timur",quipper-219
