faculty,building_name,address,institution_code
KEPERAWATAN,Kampus 5,"Jl. Wahidin Sudirohusodo No. 2, Tuban",quipper-284
GIZI,Kampus 1,"Jl. Pucang Jajar Tengah No. 56, Surabaya",quipper-284
KESEHATAN LINGKUNGAN,Kampus 9,"Jl. Tripandita No. 6, Magetan",quipper-284
KEPERAWATAN,Kampus 3,"Jl. Parangkusumo No. 1, Surabaya",quipper-284
KEBIDANAN,Kampus 7,"Jl. Soekarno Hatta No. 32, Bangkalan",quipper-284
KEBIDANAN,Kampus 14,"Jl. Dr. Wahidin No. 39, Bojonegoro",quipper-284
KEBIDANAN,Kampus 15,"Jl. HOS Cokroaminoto, Desa Ngraseh, Kecamatan Dander, Kabupaten Bojonegoro",quipper-284
TEKNIK ELEKTROMEDIK,Kampus 10,"Jl. Pucang Jajar Timur No. 10, Surabaya",quipper-284
KEPERAWATAN GIGI,Kampus 11,"Jl. Pucang Jajar Selatan No. 24, Surabaya",quipper-284
GIZI,Kampus 13,Jl. Pucang Jajar Selatan No. 24B Surabaya,quipper-284
ALL,Kampus D,"Jl. Gandaria IV Keramat Pela, Kebayoran Baru, Jakarta Selatan",quipper-285
PASCASARJANA,Kampus G,"Jl. Warung Jati Barat, Blok Darul Muslimin No.17, Kalibata, Pancoran, Jakarta Selatan",quipper-285
FAKULTAS FARMASI DAN SAINS,Kampus C,"Islamic Center, Jl. Delima II/IV Perumnas, Klender, Jakarta Timur",quipper-285
FAKULTAS TEKNOLOGI INDUSTRI DAN INFORMATIKA,Kampus F,"Jl. Tanah Merdeka, No. 6, Kampung Rambutan, Ciracas, Jakarta Timur",quipper-285
FAKULTAS PSIKOLOGI,Kampus A,"Jl. Limau 2 Kebayoran Baru, Jakarta Selatan",quipper-285
FAKULTAS AGAMA ISLAM,Kampus A,"Jl. Limau 2 Kebayoran Baru, Jakarta Selatan",quipper-285
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus A,"Jl. Limau 2 Kebayoran Baru, Jakarta Selatan",quipper-285
FAKULTAS KEDOKTERAN,Kampus A,"Jl. Limau 2 Kebayoran Baru, Jakarta Selatan",quipper-285
FAKULTAS ILMU-ILMU KESEHATAN,Kampus A,"Jl. Limau 2 Kebayoran Baru, Jakarta Selatan",quipper-285
FAKULTAS EKONOMI DAN BISNIS,Kampus E,"Jl. Raya Bogor KM.23 No.99, Rambutan, Kec. Ciracas, Kota Jakarta Timur",quipper-285
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus B,"Jl. Tanah Merdeka No.20, Rambutan, Kec. Ciracas, Kota Jakarta Timur",quipper-285
FAKULTAS ILMU KESEHATAN,Kampus A,"Jl. Bambu Apus I No.3, Cipayung - Jakarta Timur, 13890",quipper-286
FAKULTAS TEKNOLOGI INFORMASI,Kampus A,"Jl. Bambu Apus I No.3, Cipayung - Jakarta Timur, 13890",quipper-286
FAKULTAS PERTANIAN,Kampus A,"Jl. Bambu Apus I No.3, Cipayung - Jakarta Timur, 13890",quipper-286
FAKULTAS MANAJEMEN DAN BISNIS,Kampus A,"Jl. Bambu Apus I No.3, Cipayung - Jakarta Timur, 13890",quipper-286
PASCASARJANA,Kampus A,"Jl. Bambu Apus I No.3, Cipayung - Jakarta Timur, 13890",quipper-286
ALL,Kampus B,"Jl. Swadaya 1 No. 83, Bambu Wulung, Cipayung - Jakarta Timur, 13890",quipper-286
PASCASARJANA,Kampus Pascasarjana,"Gedung MTH, jalan MT Haryono, Jakarta Selatan",quipper-286
ALL,Kampus C,"Jl. Bambu Hitam, Cipayung Jakarta Timur",quipper-286
KEPERAWATAN,Kampus 3,"Jl. Dr. Otten No 32, Pasirkaliki, Bandung",quipper-287
KESEHATAN LINGKUNGAN,Kampus 5,"Jl. Babakan Loa No.10A, Cimahi",quipper-287
GIZI,Kampus 5,"Jl. Babakan Loa No.10A, Cimahi",quipper-287
TEKNOLOGI LABORATORIUM MEDIS,Kampus 5,"Jl. Babakan Loa No.10A, Cimahi",quipper-287
PROMOSI KESEHATAN,Kampus 5,"Jl. Babakan Loa No.10A, Cimahi",quipper-287
KEBIDANAN,Kampus 2,"Jl. Sederhana No. 2, Bandung",quipper-287
ALL,Kampus 1,Jalan Pajajaran No. 56 Bandung,quipper-287
KESEHATAN GIGI,Kampus 4,"Jl. Prof. Eyckman No. 40, Bandung",quipper-287
FARMASI,Kampus 4,"Jl. Prof. Eyckman No. 40, Bandung",quipper-287
KEBIDANAN,Kampus 7,"Jl. Kertabumi No. 74, Karawang",quipper-287
ALL,Kampus 8,"Jl. Westhoff No.31, Pasir Kaliki, Bandung",quipper-287
KEPERAWATAN,Kampus 6,"Jl. Dr. Sumeru No. 116, Bogor",quipper-287
KEBIDANAN,Kampus 6,"Jl. Dr. Sumeru No. 116, Bogor",quipper-287
FAKULTAS TEKNOLOGI INFORMASI,Kampus 1,"Jalan Terusan Dieng No. 62-64, Klojen, Pisang Candi, Sukun, Malang 65146",quipper-288
FAKULTAS TEKNIK,Kampus 1,"Jalan Terusan Dieng No. 62-64, Klojen, Pisang Candi, Sukun, Malang 65146",quipper-288
FAKULTAS HUKUM,Kampus 1,"Jalan Terusan Dieng No. 62-64, Klojen, Pisang Candi, Sukun, Malang 65146",quipper-288
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Jalan Terusan Dieng No. 62-64, Klojen, Pisang Candi, Sukun, Malang 65146",quipper-288
PASCASARJANA,Kampus 1,"Jalan Terusan Dieng No. 62-64, Klojen, Pisang Candi, Sukun, Malang 65146",quipper-288
FAKULTAS EKONOMI DAN BISNIS,Kampus 1,"Jalan Terusan Dieng No. 62-64, Klojen, Pisang Candi, Sukun, Malang 65146",quipper-288
FAKULTAS PSIKOLOGI,Kampus 1,"Jalan Terusan Dieng No. 62-64, Klojen, Pisang Candi, Sukun, Malang 65146",quipper-288
FAKULTAS HUKUM,Kampus 3,"Jl. Pacar No.35, Tonatan, Kec. Ponorogo, Kabupaten Ponorogo",quipper-288
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 3,"Jl. Pacar No.35, Tonatan, Kec. Ponorogo, Kabupaten Ponorogo",quipper-288
FAKULTAS EKONOMI DAN BISNIS,Kampus 3,"Jl. Pacar No.35, Tonatan, Kec. Ponorogo, Kabupaten Ponorogo",quipper-288
KEPARIWISATAAN,Kampus 2,"Jalan Bandung No. 1 Malang, 65146",quipper-288
FAKULTAS PSIKOLOGI,Kampus 1,Jl. Kusumanegara 157 Yogyakarta,quipper-289
PROGRAM PASCASARJANA,Kampus 1,Jl. Kusumanegara 157 Yogyakarta,quipper-289
FAKULTAS PERTANIAN,Kampus 3,"Jl. Batikan, Tahunan, Umbulharjo, Yogyakarta",quipper-289
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 3,"Jl. Batikan, Tahunan, Umbulharjo, Yogyakarta",quipper-289
FAKULTAS EKONOMI,Kampus 2,Jl. Kusumanegara 121 Yogyakarta,quipper-289
PROGRAM PASCASARJANA,Kampus 2,Jl. Kusumanegara 121 Yogyakarta,quipper-289
FAKULTAS TEKNIK,Kampus 4,"Jl. Miliran No.16,  Yogyakarta",quipper-289
FAKULTAS KEDOKTERAN,Kampus 2,"Jl. Gadung No. 1 Komplek Barat RSAL dr. Ramelan, Surabaya",quipper-290
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kampus 1,"Jalan Arief Rachman Hakim No. 150 Sukolilo, Surabaya",quipper-290
FAKULTAS KEDOKTERAN GIGI,Kampus 1,"Jalan Arief Rachman Hakim No. 150 Sukolilo, Surabaya",quipper-290
FAKULTAS PSIKOLOGI,Kampus 1,"Jalan Arief Rachman Hakim No. 150 Sukolilo, Surabaya",quipper-290
FAKULTAS HUKUM,Kampus 1,"Jalan Arief Rachman Hakim No. 150 Sukolilo, Surabaya",quipper-290
FAKULTAS TEKNIK DAN ILMU KELAUTAN,Kampus 1,"Jalan Arief Rachman Hakim No. 150 Sukolilo, Surabaya",quipper-290
FAKULTAS VOKASI PELAYARAN,Kampus 1,"Jalan Arief Rachman Hakim No. 150 Sukolilo, Surabaya",quipper-290
ALL,Kampus Utama,"Jl. Cut Meutia No. 83, Bekasi, Jawa Barat 17113",quipper-291
FAKULTAS TEKNIK ELEKTRO,Kampus Utama,"Jl. Telekomunikasi Terusan Buah Batu, Bandung, Jawa Barat 40257",quipper-292
FAKULTAS INDUSTRI KREATIF,Kampus Utama,"Jl. Telekomunikasi Terusan Buah Batu, Bandung, Jawa Barat 40257",quipper-292
FAKULTAS INFORMATIKA,Kampus Utama,"Jl. Telekomunikasi Terusan Buah Batu, Bandung, Jawa Barat 40257",quipper-292
FAKULTAS KOMUNIKASI DAN BISNIS,Kampus Utama,"Jl. Telekomunikasi Terusan Buah Batu, Bandung, Jawa Barat 40257",quipper-292
FAKULTAS EKONOMI DAN BISNIS,Kampus Utama,"Jl. Telekomunikasi Terusan Buah Batu, Bandung, Jawa Barat 40257",quipper-292
FAKULTAS ILMU TERAPAN,Kampus Utama,"Jl. Telekomunikasi Terusan Buah Batu, Bandung, Jawa Barat 40257",quipper-292
FAKULTAS REKAYASA INDUSTRI,Kampus Utama,"Jl. Telekomunikasi Terusan Buah Batu, Bandung, Jawa Barat 40257",quipper-292
ALL,Kampus Utama,"Jalan Administrasi II, Pejompongan, Jakarta Pusat 10260",quipper-293
PASCASARJANA,Kampus 2,"Jalan Nakula I No. 5-11 Semarang, 50131 Kota Semarang - Prop. Jawa Tengah - Indonesia",quipper-294
FAKULTAS ILMU KOMPUTER,Kampus 1,"Jalan Imam Bonjol 207 Semarang, 50131 Kota Semarang - Prop. Jawa Tengah - Indonesia",quipper-294
FAKULTAS TEKNIK,Kampus 1,"Jalan Imam Bonjol 207 Semarang, 50131 Kota Semarang - Prop. Jawa Tengah - Indonesia",quipper-294
FAKULTAS ILMU BUDAYA,Kampus 1,"Jalan Imam Bonjol 207 Semarang, 50131 Kota Semarang - Prop. Jawa Tengah - Indonesia",quipper-294
FAKULTAS EKONOMI DAN BISNIS,Kampus 1,"Jalan Imam Bonjol 207 Semarang, 50131 Kota Semarang - Prop. Jawa Tengah - Indonesia",quipper-294
FAKULTAS KESEHATAN,Kampus 1,"Jalan Imam Bonjol 207 Semarang, 50131 Kota Semarang - Prop. Jawa Tengah - Indonesia",quipper-294
FAKULTAS ILMU KOMPUTER,Kampus 3,"Jl. Penanggungan 41 A, Bandar Lor, Mojoroto, Kota Kediri",quipper-294
FAKULTAS EKONOMI DAN BISNIS,Kampus 3,"Jl. Penanggungan 41 A, Bandar Lor, Mojoroto, Kota Kediri",quipper-294
FAKULTAS SAINS DAN TEKNOLOGI,Kampus Utama,"Jl. Kalibata Raya - Dewi Sartika, Jakarta Timur - 13630",quipper-295
FAKULTAS FISIOTERAPI,Kampus Utama,"Jl. Kalibata Raya - Dewi Sartika, Jakarta Timur - 13630",quipper-295
FAKULTAS SOSIAL DAN HUMANIORA,Kampus Utama,"Jl. Kalibata Raya - Dewi Sartika, Jakarta Timur - 13630",quipper-295
FAKULTAS KEPERAWATAN DAN KEBIDANAN,Kampus Utama,"Jl. Kalibata Raya - Dewi Sartika, Jakarta Timur - 13630",quipper-295
FAKULTAS EKONOMI BISNIS,Kampus Utama,"Jl. Kalibata Raya - Dewi Sartika, Jakarta Timur - 13630",quipper-295
FAKULTAS KESEHATAN MASYARAKAT,Kampus Utama,"Jl. Kalibata Raya - Dewi Sartika, Jakarta Timur - 13630",quipper-295
TEKNIK,Institut Teknologi Telkom Jakarta,"Jl. Daan Mogot KM. 11, RT.1/RW.4, Kedaung Kali Angke, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11710",quipper-296
ALL,Kampus 2,"Jl. A. Yani, Lawang, Kabupaten Malang",quipper-297
ALL,Kampus 4,Jl. K.H. Wahid Hasyim No. 64 Kota Kediri,quipper-297
ALL,Kampus 1,"Jl. Srikoyo No. 106, Kota Jember",quipper-297
ALL,Kampus 6,"Jalan Dr. Cipto Mangunkusumo No. 82A, Ponorogo",quipper-297
ALL,Kampus 3,"Jl. Dr. Soetomo No. 46, Kota Blitar",quipper-297
ALL,Kampus Pusat,"Jl. Besar Ijen No. 77 C, Klojen, Kota Malang",quipper-297
ALL,Kampus 5,"Jalan Dr. Soetomo No.5, Trenggalek",quipper-297
FAKULTAS TEKNOLOGI INFORMASI,Kampus Utama,"Menara YARSI, Jl Letjen Suprapto, Cempaka Putih, Jakarta Pusat 10510",quipper-298
FAKULTAS HUKUM,Kampus Utama,"Menara YARSI, Jl Letjen Suprapto, Cempaka Putih, Jakarta Pusat 10510",quipper-298
FAKULTAS EKONOMI DAN BISNIS,Kampus Utama,"Menara YARSI, Jl Letjen Suprapto, Cempaka Putih, Jakarta Pusat 10510",quipper-298
FAKULTAS PSIKOLOGI,Kampus Utama,"Menara YARSI, Jl Letjen Suprapto, Cempaka Putih, Jakarta Pusat 10510",quipper-298
FAKULTAS KEDOKTERAN,Kampus Utama,"Menara YARSI, Jl Letjen Suprapto, Cempaka Putih, Jakarta Pusat 10510",quipper-298
SEKOLAH PASCASARJANA,Kampus Utama,"Menara YARSI, Jl Letjen Suprapto, Cempaka Putih, Jakarta Pusat 10510",quipper-298
FAKULTAS KEDOKTERAN GIGI,Kampus Utama,"Menara YARSI, Jl Letjen Suprapto, Cempaka Putih, Jakarta Pusat 10510",quipper-298
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 5,Jalan Ki Ageng Pemanahan No. 19 Sorosutan Yogyakarta 55164,quipper-299
FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,Kampus 5,Jalan Ki Ageng Pemanahan No. 19 Sorosutan Yogyakarta 55164,quipper-299
FAKULTAS FARMASI,Kampus 3,"Jalan Prof. Dr. Soepomo, S.H. Janturan Yogyakarta 55164",quipper-299
FAKULTAS KESEHATAN MASYARAKAT,Kampus 3,"Jalan Prof. Dr. Soepomo, S.H. Janturan Yogyakarta 55164",quipper-299
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 3,"Jalan Prof. Dr. Soepomo, S.H. Janturan Yogyakarta 55164",quipper-299
FAKULTAS SAINS DAN TEKNOLOGI TERAPAN,Kampus 3,"Jalan Prof. Dr. Soepomo, S.H. Janturan Yogyakarta 55164",quipper-299
FAKULTAS HUKUM,Kampus 4,"Jalan Ring Road Selatan, Tamanan, Banguntapan, Bantul, Yogyakarta 55166",quipper-299
FAKULTAS AGAMA ISLAM,Kampus 4,"Jalan Ring Road Selatan, Tamanan, Banguntapan, Bantul, Yogyakarta 55166",quipper-299
FAKULTAS TEKNOLOGI INDUSTRI,Kampus 4,"Jalan Ring Road Selatan, Tamanan, Banguntapan, Bantul, Yogyakarta 55166",quipper-299
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 4,"Jalan Ring Road Selatan, Tamanan, Banguntapan, Bantul, Yogyakarta 55166",quipper-299
FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,Kampus 4,"Jalan Ring Road Selatan, Tamanan, Banguntapan, Bantul, Yogyakarta 55166",quipper-299
FAKULTAS SAINS DAN TEKNOLOGI TERAPAN,Kampus 4,"Jalan Ring Road Selatan, Tamanan, Banguntapan, Bantul, Yogyakarta 55166",quipper-299
KEDOKTERAN,Kampus 4,"Jalan Ring Road Selatan, Tamanan, Banguntapan, Bantul, Yogyakarta 55166",quipper-299
FAKULTAS AGAMA ISLAM,Kampus 1,"Jalan Kapas 9, Semaki, Umbulharjo, Yogyakarta 55166",quipper-299
FAKULTAS PSIKOLOGI,Kampus 1,"Jalan Kapas 9, Semaki, Umbulharjo, Yogyakarta 55166",quipper-299
FAKULTAS EKONOMI & BISNIS,Kampus 1,"Jalan Kapas 9, Semaki, Umbulharjo, Yogyakarta 55166",quipper-299
FAKULTAS HUKUM,Kampus 2,"Jalan Pramuka Nomor 42 Sidikan, Yogyakarta 55161",quipper-299
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kampus 2,"Jalan Pramuka Nomor 42 Sidikan, Yogyakarta 55161",quipper-299
FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,Kampus 2,"Jalan Pramuka Nomor 42 Sidikan, Yogyakarta 55161",quipper-299
FAKULTAS AGAMA ISLAM,Kampus 6,"Jalan Ahmad Dahlan, Triharjo, Wates, Kulon Progo",quipper-299
PROGRAM SARJANA,Kampus Utama,"Jl. Proklamasi No. 27, Jakarta Pusat 10320",quipper-300
PROGRAM MAGISTER,Kampus Utama,"Jl. Proklamasi No. 27, Jakarta Pusat 10320",quipper-300
PROGRAM DOKTOR,Kampus Utama,"Jl. Proklamasi No. 27, Jakarta Pusat 10320",quipper-300
ISLAMIC STUDIES,Kampus Utama,"Jalan Raya Bogor KM. 33.5 Cisalak, Sukmajaya, Depok, Jawa Barat 16416",quipper-302
SOCIAL SCIENCES,Kampus Utama,"Jalan Raya Bogor KM. 33.5 Cisalak, Sukmajaya, Depok, Jawa Barat 16416",quipper-302
EDUCATION,Kampus Utama,"Jalan Raya Bogor KM. 33.5 Cisalak, Sukmajaya, Depok, Jawa Barat 16416",quipper-302
ECONOMICS AND BUSINESS,Kampus Utama,"Jalan Raya Bogor KM. 33.5 Cisalak, Sukmajaya, Depok, Jawa Barat 16416",quipper-302
FAKULTAS PARIWISATA,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-303
FAKULTAS FARMASI,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-303
FAKULTAS TEKNIK,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-303
FAKULTAS PSIKOLOGI,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-303
FAKULTAS HUKUM,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-303
FAKULTAS ILMU KOMUNIKASI,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-303
FAKULTAS EKONOMI DAN BISNIS,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-303
ALL,Kampus Pascasarjana,Jln. Borobudur No.7,quipper-303
ALL,Kampus Utama,"Jl. Letjen Suprapto 26, Cempaka Putih, Jakarta Pusat 10510",quipper-304
FAKULTAS DESAIN DAN INDUSTRI KREATIF,Universitas Dinamika Surabaya,"Jln. Raya Kedung Baruk, No. 98, Surabaya, Jawa Timur 60298",quipper-305
FAKULTAS TEKNOLOGI DAN INFORMATIKA,Universitas Dinamika Surabaya,"Jln. Raya Kedung Baruk, No. 98, Surabaya, Jawa Timur 60298",quipper-305
FAKULTAS EKONOMI DAN BISNIS,Universitas Dinamika Surabaya,"Jln. Raya Kedung Baruk, No. 98, Surabaya, Jawa Timur 60298",quipper-305
ALL,Kampus Utama,"Kompleks Billy Moon Pondok Kelapa, Duren Sawit, Jakarta Timur 13450",quipper-306
ALL,Lokasi Kursus,"Wisma Barito Pacific, Tower A Level Ground, Jl. Letjen S. Parman, Slipi, Jakarta  Barat",quipper-307
EVENT MANAGEMENT,Multimedia Nusantara Polytechnic,"Jl. Jend. Gatot Subroto Kav.1, Gading Serpong, Tangerang",quipper-308
E-COMMERCE LOGISTICS,Multimedia Nusantara Polytechnic,"Jl. Jend. Gatot Subroto Kav.1, Gading Serpong, Tangerang",quipper-308
DIGITAL ANIMATION,Multimedia Nusantara Polytechnic,"Jl. Jend. Gatot Subroto Kav.1, Gading Serpong, Tangerang",quipper-308
MANAJEMEN,Kampus Utama,Jl. Kemang Raya No. 35 Jakarta Selatan,quipper-309
MANAJEMEN KEUANGAN DAN PERBANKAN SYARIAH,Kampus Utama,Jl. Kemang Raya No. 35 Jakarta Selatan,quipper-309
AKUNTANSI,Kampus Utama,Jl. Kemang Raya No. 35 Jakarta Selatan,quipper-309
KEPERAWATAN GIGI,Kampus 5,"Jl. Kesehatan Gigi No. 26, Panorama Baru, Bukittinggi",quipper-310
KEBIDANAN,Kampus 2,"Jl. Gajah Mada, Gunung Pangilun, Padang",quipper-310
KEBIDANAN,Kampus 3,"Jl. Adhyaksa No. 1, Belakang Balok, Bukittinggi 26136",quipper-310
KEPERAWATAN,Kampus 4,"Jl. Laing Tembok Jaya, Solok",quipper-310
KEPERAWATAN,Kampus 1,"Jl. Simpang Pondok Kopi, Nanggalo, Padang 25146",quipper-310
KESEHATAN LINGKUNGAN,Kampus 1,"Jl. Simpang Pondok Kopi, Nanggalo, Padang 25146",quipper-310
GIZI,Kampus 1,"Jl. Simpang Pondok Kopi, Nanggalo, Padang 25146",quipper-310
PROMOSI KESEHATAN,Kampus 1,"Jl. Simpang Pondok Kopi, Nanggalo, Padang 25146",quipper-310
ALL,Kampus Utama,"Jl. Raya Kalimalang No.1, Jakarta Timur",quipper-311
ALL,Kampus Utama,"Jl. Ir. H. Juanda No.139, Bekasi Timur, 17112",quipper-312
ISLAMIC STUDIES,Kampus Utama,"Jalan Raya Bogor KM. 33.5 Cisalak, Sukmajaya, Depok, Jawa Barat 16416",quipper-314
SOCIAL SCIENCES,Kampus Utama,"Jalan Raya Bogor KM. 33.5 Cisalak, Sukmajaya, Depok, Jawa Barat 16416",quipper-314
EDUCATION,Kampus Utama,"Jalan Raya Bogor KM. 33.5 Cisalak, Sukmajaya, Depok, Jawa Barat 16416",quipper-314
ECONOMICS AND BUSINESS,Kampus Utama,"Jalan Raya Bogor KM. 33.5 Cisalak, Sukmajaya, Depok, Jawa Barat 16416",quipper-314
FAKULTAS PARIWISATA,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-315
FAKULTAS FARMASI,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-315
FAKULTAS TEKNIK,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-315
FAKULTAS PSIKOLOGI,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-315
FAKULTAS HUKUM,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-315
FAKULTAS ILMU KOMUNIKASI,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-315
FAKULTAS EKONOMI DAN BISNIS,Kampus Utama,"Jl.Srengseng Sawah, Jagakarsa Jakarta Selatan 12640",quipper-315
ALL,Kampus Pascasarjana,Jln. Borobudur No.7,quipper-315
ALL,Kampus Utama,"Jl. Letjen Suprapto 26, Cempaka Putih, Jakarta Pusat 10510",quipper-316
FAKULTAS DESAIN DAN INDUSTRI KREATIF,Universitas Dinamika Surabaya,"Jln. Raya Kedung Baruk, No. 98, Surabaya, Jawa Timur 60298",quipper-317
FAKULTAS TEKNOLOGI DAN INFORMATIKA,Universitas Dinamika Surabaya,"Jln. Raya Kedung Baruk, No. 98, Surabaya, Jawa Timur 60298",quipper-317
FAKULTAS EKONOMI DAN BISNIS,Universitas Dinamika Surabaya,"Jln. Raya Kedung Baruk, No. 98, Surabaya, Jawa Timur 60298",quipper-317
ALL,Kampus Utama,"Kompleks Billy Moon Pondok Kelapa, Duren Sawit, Jakarta Timur 13450",quipper-318
ALL,Lokasi Kursus,"Wisma Barito Pacific, Tower A Level Ground, Jl. Letjen S. Parman, Slipi, Jakarta  Barat",quipper-319
EVENT MANAGEMENT,Multimedia Nusantara Polytechnic,"Jl. Jend. Gatot Subroto Kav.1, Gading Serpong, Tangerang",quipper-320
E-COMMERCE LOGISTICS,Multimedia Nusantara Polytechnic,"Jl. Jend. Gatot Subroto Kav.1, Gading Serpong, Tangerang",quipper-320
DIGITAL ANIMATION,Multimedia Nusantara Polytechnic,"Jl. Jend. Gatot Subroto Kav.1, Gading Serpong, Tangerang",quipper-320
MANAJEMEN,Kampus Utama,Jl. Kemang Raya No. 35 Jakarta Selatan,quipper-321
MANAJEMEN KEUANGAN DAN PERBANKAN SYARIAH,Kampus Utama,Jl. Kemang Raya No. 35 Jakarta Selatan,quipper-321
AKUNTANSI,Kampus Utama,Jl. Kemang Raya No. 35 Jakarta Selatan,quipper-321
KEPERAWATAN GIGI,Kampus 5,"Jl. Kesehatan Gigi No. 26, Panorama Baru, Bukittinggi",quipper-322
KEBIDANAN,Kampus 2,"Jl. Gajah Mada, Gunung Pangilun, Padang",quipper-322
KEBIDANAN,Kampus 3,"Jl. Adhyaksa No. 1, Belakang Balok, Bukittinggi 26136",quipper-322
KEPERAWATAN,Kampus 4,"Jl. Laing Tembok Jaya, Solok",quipper-322
KEPERAWATAN,Kampus 1,"Jl. Simpang Pondok Kopi, Nanggalo, Padang 25146",quipper-322
KESEHATAN LINGKUNGAN,Kampus 1,"Jl. Simpang Pondok Kopi, Nanggalo, Padang 25146",quipper-322
GIZI,Kampus 1,"Jl. Simpang Pondok Kopi, Nanggalo, Padang 25146",quipper-322
PROMOSI KESEHATAN,Kampus 1,"Jl. Simpang Pondok Kopi, Nanggalo, Padang 25146",quipper-322
ALL,Kampus Utama,"Jl. Raya Kalimalang No.1, Jakarta Timur",quipper-323
ALL,Kampus Utama,"Jl. Ir. H. Juanda No.139, Bekasi Timur, 17112",quipper-324
ALL,Kampus Utama,"Jalan Wijaya II No 62 Kebayoran Baru, Jakarta Selatan",quipper-325
ALL,Kampus Utama,"Jalan Bungo Pasang Tabing, Kota Padang 25171",quipper-326
ALL,Kampus Utama,"Jalan Cikaret No.2 Bogor Selatan, Kota Bogor",quipper-327
ALL,Kampus Utama,"Jalan Babarsari, Caturtunggal, Kecamatan Depok, Kabupaten Sleman, Yogyakarta 55281",quipper-328
ALL,Kampus Utama,"Jalan Sultan Muhammad Mansyur Kb Gede 32, Ilir, Palembang, Sumsel, 30145",quipper-329
KEPERAWATAN,Kampus 1,"Jalan Indra Giri No. 3, Padang Harapan, Bengkulu",quipper-330
FARMASI,Kampus 1,"Jalan Indra Giri No. 3, Padang Harapan, Bengkulu",quipper-330
PROMOSI KESEHATAN,Kampus 1,"Jalan Indra Giri No. 3, Padang Harapan, Bengkulu",quipper-330
KEBIDANAN,Kampus 1,"Jalan Indra Giri No. 3, Padang Harapan, Bengkulu",quipper-330
KESEHATAN LINGKUNGAN,Kampus 1,"Jalan Indra Giri No. 3, Padang Harapan, Bengkulu",quipper-330
ANALIS KESEHATAN,Kampus 1,"Jalan Indra Giri No. 3, Padang Harapan, Bengkulu",quipper-330
GIZI,Kampus 1,"Jalan Indra Giri No. 3, Padang Harapan, Bengkulu",quipper-330
KEPERAWATAN,Kampus 2,"Jl. Saptamarga, Desa Teladan, Curup",quipper-330
KEBIDANAN,Kampus 2,"Jl. Saptamarga, Desa Teladan, Curup",quipper-330
ALL,Kampus Utama,"Jl. Taman Malaka Selatan, Pondok Kelapa, Duren Sawit, Jakarta Timur 13450",quipper-332
ALL,Kampus Utama,Jln. Mayjen Sutoyo No. 2 Jakarta 1363,quipper-333
FAKULTAS PERTANIAN,Kampus Utama,"Jalan Kapt. Mukhtar Basri No. 3, Medan, Sumatera Utara 20238",quipper-334
FAKULTAS TEKNIK,Kampus Utama,"Jalan Kapt. Mukhtar Basri No. 3, Medan, Sumatera Utara 20238",quipper-334
FAKULTAS AGAMA ISLAM,Kampus Utama,"Jalan Kapt. Mukhtar Basri No. 3, Medan, Sumatera Utara 20238",quipper-334
FAKULTAS EKONOMI DAN BISNIS,Kampus Utama,"Jalan Kapt. Mukhtar Basri No. 3, Medan, Sumatera Utara 20238",quipper-334
FAKULTAS HUKUM,Kampus Utama,"Jalan Kapt. Mukhtar Basri No. 3, Medan, Sumatera Utara 20238",quipper-334
