prodi_name,jenjang,akreditasi_prodi,institution_code
SISTEM DAN TEKNOLOGI INFORMASI,S1,Baik,BANPT-3607
KEWIRAUSAHAAN,S1,Baik,BANPT-3271
MANAJEMEN,S1,Baik,BANPT-1816
BISNIS DIGITAL,S1,Baik,BANPT-2878
AKUNTANSI,S1,Baik,BANPT-414
AKUNTANSI,S1,Baik,banpt-stie pengembangan bisnis dan manajemen
AKUNTANSI,S1,Baik,banpt-sekolah tinggi ilmu ekonomi taman siswa
BISNIS DIGITAL,S1,Baik,BANPT-1194
AKUNTANSI,S1,Baik,BANPT-312
KEWIRAUSAHAAN,S1,Baik,BANPT-2163
FARMASI,S1,Baik,BANPT-116
REKAYASA PERTANIAN DAN BIOSISTEM,S1,Baik,BANPT-3301
SASTRA INGGRIS,S1,Baik,BANPT-1211
MANAJEMEN SUMBER DAYA PERAIRAN,S1,Baik,BANPT-605
DESAIN KOMUNIKASI VISUAL,S1,Baik,BANPT-155
ILMU KEPERAWATAN,S1,BAIK SEKALI,banpt-institut toraja raya indonesia
MANAJEMEN,S1,Baik,banpt-universitas nagoya indonesia
ADMINISTRASI KESEHATAN,S1,Baik,BANPT-324
KEDOKTERAN,S1,BAIK SEKALI,banpt-universitas muhammadiyah prof. dr. hamka
KESELAMATAN DAN KESEHATAN KERJA,S1,Baik,BANPT-3345
GIZI,S1,Baik,BANPT-324
KEPERAWATAN,S1,BAIK SEKALI,BANPT-3247
AKUNTANSI,S1,Baik Sekali,banpt-stie mahaputra riau
AKUNTANSI,S1,Unggul,BANPT-787
MANAJEMEN,S1,Baik,BANPT-1139
MANAJEMEN,S1,Baik,BANPT-414
AKUNTANSI,S1,Baik,BANPT-2138
BISNIS DIGITAL,S1,Baik,BANPT-1272
BISNIS DIGITAL,S1,Baik Sekali,BANPT-2487
BAHASA INGGRIS,S1,Baik,BANPT-2138
ILMU HUBUNGAN INTERNASIONAL,S1,Unggul,BANPT-2069
TEKNIK ELEKTRO,S1,Baik,BANPT-822
TEKNIK INFORMATIKA,S1,Baik,BANPT-822
TEKNIK MESIN,S1,Baik,BANPT-822
PJJ TEKNOLOGI INDUSTRI PERTANIAN,S1,Baik,banpt-universitas insan cita indonesia
ILMU KOMUNIKASI,S1,Baik,BANPT-822
DESAIN GRAFIS,S1,Baik,BANPT-822
SISTEM INFORMASI,S1,Baik,BANPT-822
AKUNTANSI,S1,Baik,BANPT-822
SAINS INFORMASI GEOGRAFI,S1,Baik,BANPT-543
PENDIDIKAN ISLAM ANAK USIA DINI,S1,Baik,BANPT-2409
PENDIDIKAN EKONOMI,S1,Baik Sekali,BANPT-99
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,BANPT-99
PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,Baik Sekali,BANPT-99
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,BANPT-99
PENDIDIKAN FISIKA,S1,Baik Sekali,BANPT-2736
PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,Baik,BANPT-1029
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-543
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,BANPT-543
PENDIDIKAN  BAHASA INGGRIS,S1,Baik,banpt-universitas madani indonesia
KEBIDANAN,S1,Baik,BANPT-3163
INFORMATIKA,S1,Baik,banpt-universitas bima sakapenta
KEBIDANAN,S1,Baik,banpt-institut teknologi dan bisnis indragiri
TEKNOLOGI INFORMASI,S1,Baik,BANPT-277
SISTEM INFORMASI,S1,Baik,BANPT-277
ILMU KOMPUTER,S1,Baik,BANPT-277
ILMU KOMUNIKASI,S1,B,BANPT-2191
PERENCANAAN WILAYAH DAN KOTA,S1,Baik,BANPT-300
ILMU KOMUNIKASI,S1,Baik,BANPT-719
TEKNOLOGI HASIL PERIKANAN,S1,Baik,BANPT-317
BUDIDAYA PERAIRAN,S1,B,BANPT-78
ILMU KEOLAHRAGAAN,S1,Baik,BANPT-2351
MANAJEMEN,S1,Baik Sekali,BANPT-1957
KEBIDANAN,S1,BAIK SEKALI,BANPT-2617
ILMU HUKUM,S1,B,BANPT-468
SOSIAL EKONOMI PERTANIAN,S1,Baik,BANPT-2557
ILMU ADMINISTRASI NEGARA,S1,Baik,BANPT-1546
SASTRA ARAB,S1,Baik,BANPT-2136
PETERNAKAN,S1,Terakreditasi Sementara,banpt-universitas muhammadiyah kuningan
TEKNOLOGI PANGAN,S1,Baik,BANPT-3358
AGRIBISNIS,S1,Baik,BANPT-751
TEKNOLOGI PANGAN,S1,Baik,BANPT-2538
BIMBINGAN KONSELING ISLAM,S1,Baik,BANPT-1814
AGROTEKNOLOGI,S1,Baik,BANPT-1987
HUKUM BISNIS,S1,Baik,BANPT-1988
ADMINISTRASI PUBLIK,S1,Unggul,BANPT-1867
TEKNOLOGI PANGAN,S1,Baik,BANPT-751
KONSERVASI SUMBER DAYA ALAM,S1,Baik,BANPT-3215
KESEHATAN MASYARAKAT,S1,UNGGUL,BANPT-2487
ILMU GIZI,S1,UNGGUL,BANPT-787
ILMU KESEHATAN MASYARAKAT,S1,UNGGUL,BANPT-3338
KESEHATAN MASYARAKAT,S1,UNGGUL,BANPT-2456
ADMINISTRASI RUMAH SAKIT,S1,Baik,banpt-sekolah tinggi pondok pesantren assanadiyah palembang
KEBIDANAN,S1,BAIK SEKALI,BANPT-243
KEBIDANAN,S1,Baik,banpt-sekolah tinggi ilmu kesehatan eka harap
MANAJEMEN RITEL,S1,Baik,BANPT-977
MANAJEMEN,S1,Baik,BANPT-312
AKUNTANSI,S1,Unggul,BANPT-1570
MANAJEMEN,S1,Baik,BANPT-817
KEWIRAUSAHAAN,S1,Baik,BANPT-741
MANAJEMEN,S1,Baik Sekali,BANPT-3441
AKUNTANSI,S1,Baik Sekali,BANPT-327
AKUNTANSI,S1,Unggul,BANPT-333
MANAJEMEN,S1,Baik Sekali,banpt-sekolah tinggi ilmu ekonomi bangkinang
MANAJEMEN,S1,Baik Sekali,BANPT-3338
KEWIRAUSAHAAN,S1,Baik,BANPT-3027
BISNIS DIGITAL,S1,Baik,BANPT-977
EKONOMI PEMBANGUNAN,S1,Baik,BANPT-2074
MANAJEMEN,S1,Baik,BANPT-1391
FARMASI,S1,Baik,BANPT-2573
KEPERAWATAN,S1,UNGGUL,banpt-universitas 'aisyiyah yogyakarta
KEBIDANAN,S1,BAIK SEKALI,BANPT-4004
SISTEM INFORMASI,S1,Baik,BANPT-352
KEPERAWATAN,S1,UNGGUL,BANPT-1903
KEBIDANAN,S1,BAIK SEKALI,BANPT-1157
KEBIDANAN,S1,BAIK SEKALI,banpt-sekolah tinggi ilmu kesehatan telogorejo semarang
REKAYASA SIPIL,S1,Baik,banpt-universitas madani indonesia
BISNIS DIGITAL,S1,Baik,BANPT-1891
BISNIS DIGITAL,S1,Baik,BANPT-218
EKONOMI,S1,Baik Sekali,BANPT-3456
MANAJEMEN,S1,Baik,BANPT-3982
MANAJEMEN,S1,Baik Sekali,banpt-universitas ibnu sina
MANAJEMEN,S1,Baik Sekali,BANPT-1573
MANAJEMEN,S1,Baik Sekali,BANPT-3270
AKUNTANSI,S1,Baik,BANPT-798
AKUNTANSI,S1,Baik Sekali,BANPT-2569
BISNIS,S1,Baik Sekali,BANPT-3551
MANAJEMEN,S1,Baik Sekali,BANPT-1827
EKONOMI PEMBANGUNAN,S1,Baik,BANPT-289
BISNIS DIGITAL,S1,Baik,BANPT-3099
AKUNTANSI,S1,Baik,BANPT-774
EKONOMI PEMBANGUNAN,S1,Unggul,BANPT-1570
MANAJEMEN,S1,Baik Sekali,BANPT-3031
AKUNTANSI,S1,Baik,BANPT-2382
TEKNOLOGI INFORMASI,S1,Baik,BANPT-809
MANAJEMEN,S1,Baik,banpt-universitas madani indonesia
BISNIS DIGITAL,S1,Baik,BANPT-2406
BISNIS DIGITAL,S1,Baik,BANPT-782
KEWIRAUSAHAAN,S1,Baik,BANPT-782
MANAJEMEN,S1,Baik,BANPT-277
BISNIS DIGITAL,S1,Baik,BANPT-324
MANAJEMEN,S1,Baik,BANPT-324
PSIKOLOGI,S1,Terakreditasi Sementara,BANPT-324
HUKUM,S1,Terakreditasi Sementara,BANPT-324
PETERNAKAN,S1,Terakreditasi Sementara,banpt-universitas madani indonesia
SASTRA INGGRIS,S1,Baik,BANPT-1141
PERENCANAAN WILAYAH DAN KOTA,S1,Baik,BANPT-1271
AGRIBISNIS,S1,Baik,BANPT-945
PERPUSTAKAAN DAN SAINS INFORMASI,S1,Baik,BANPT-851
MANAJEMEN RITEL,S1,Baik,banpt-stmik dharmapala riau
MANAJEMEN,S1,Baik,BANPT-1455
AKUNTANSI,S1,Baik,BANPT-169
BISNIS DIGITAL,S1,Baik,BANPT-923
KEWIRAUSAHAAN,S1,Baik,BANPT-708
BISNIS DIGITAL,S1,Baik,BANPT-708
BISNIS DIGITAL,S1,Baik,BANPT-2979
ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI,BANPT-688
FARMASI,S1,BAIK SEKALI,BANPT-688
KEPERAWATAN,S1,BAIK SEKALI,BANPT-517
KESEHATAN MASYARAKAT,S1,UNGGUL,BANPT-525
ADMINISTRASI RUMAH SAKIT,S1,Baik,BANPT-623
KESEHATAN MASYARAKAT,S1,UNGGUL,BANPT-623
KESEHATAN MASYARAKAT,S1,BAIK SEKALI,banpt-universitas pancasakti makassar
KEDOKTERAN,S1,UNGGUL,BANPT-1917
HUKUM,S1,Terakreditasi Sementara,BANPT-1108
HUKUM,S1,Terakreditasi Sementara,banpt-universitas tamalatea makassar
AGRIBISNIS,S1,Terakreditasi Sementara,BANPT-922
HUKUM,S1,Terakreditasi Sementara,BANPT-209
PARIWISATA,S1,Terakreditasi Sementara,BANPT-1015
ARSITEKTUR,S1,Terakreditasi Sementara,BANPT-1235
PARIWISATA,S1,Terakreditasi Sementara,BANPT-185
SOSIAL EKONOMI PERTANIAN,S1,Terakreditasi Sementara,BANPT-286
PERENCANAAN WILAYAH DAN KOTA,S1,Terakreditasi Sementara,BANPT-2571
HUKUM BISNIS,S1,Terakreditasi Sementara,BANPT-1312
HUKUM BISNIS,S1,Terakreditasi Sementara,banpt-universitas muhammadiyah karanganyar
PARIWISATA,S1,Terakreditasi Sementara,BANPT-2526
ILMU PERIKANAN,S1,Terakreditasi Sementara,BANPT-126
ILMU LINGKUNGAN,S1,Terakreditasi Sementara,BANPT-126
HUKUM,S1,Terakreditasi Sementara,BANPT-1286
HUKUM,S1,Terakreditasi Sementara,BANPT-921
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-sekolah tinggi keguruan dan ilmu pendidikan tunas papua
ADMINISTRASI PUBLIK,S1,Baik,banpt-sekolah tinggi ilmu sosial dan politik bina marta
ARSITEKTUR,S1,Terakreditasi Sementara,BANPT-782
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,BANPT-1992
ILMU PEMERINTAHAN,S1,Baik,BANPT-2288
PARIWISATA,S1,Baik,BANPT-2683
PSIKOLOGI,S1,Terakreditasi Sementara,BANPT-2683
DESAIN KOMUNIKASI VISUAL,S1,Terakreditasi Sementara,BANPT-1569
KEBIDANAN,S1,Baik,BANPT-1826
PENDIDIKAN FISIKA,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan surya
PENDIDIKAN AGAMA ISLAM,S1,Baik,BANPT-811
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,BANPT-91
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,BANPT-23
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,BANPT-656
PENDIDIKAN KIMIA,S1,Unggul,BANPT-787
PENDIDIKAN VOKASIONAL INFORMATIKA,S1,Baik Sekali,BANPT-1740
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,BANPT-2646
PENDIDIKAN MATEMATIKA,S1,Baik,BANPT-1581
PENDIDIKAN BAHASA INGGRIS,S1,Unggul,BANPT-787
PENDIDIKAN AGAMA ISLAM,S1,Baik,BANPT-3884
PENDIDIKAN BAHASA INGGRIS,S1,Baik,BANPT-3456
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,Baik,BANPT-2418
PENDIDIKAN SOSIOLOGI,S1,Baik Sekali,BANPT-925
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,BANPT-441
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik Sekali,BANPT-925
PENDIDIKAN SEJARAH,S1,Baik Sekali,BANPT-316
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,BANPT-3067
BIMBINGAN DAN KONSELING,S1,Unggul,BANPT-746
PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,BANPT-2499
PENDIDIKAN INFORMATIKA,S1,Baik Sekali,BANPT-2108
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,BANPT-484
PENDIDIKAN BAHASA ARAB,S1,Baik,BANPT-3884
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-universitas lakidende unaaha
PENDIDIKAN KIMIA,S1,Baik Sekali,BANPT-3293
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,BANPT-1628
PENDIDIKAN VOKASIONAL DESAIN FASHION,S1,Baik Sekali,BANPT-2487
PENDIDIKAN BAHASA INDONESIA,S1,Baik,BANPT-2646
TEKNOLOGI PENDIDIKAN,S1,Baik Sekali,BANPT-3031
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik Sekali,BANPT-877
PENDIDIKAN MATEMATIKA,S1,Baik,BANPT-974
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-2646
TEKNOLOGI INFORMASI,S1,Baik,BANPT-53
TEKNIK INFORMATIKA,S1,Baik,banpt-stmik dharma negara
KESEHATAN MASYARAKAT,S1,BAIK SEKALI,BANPT-2604
KEPERAWATAN,S1,BAIK SEKALI,BANPT-368
ILMU KESEHATAN MASYARAKAT,S1,BAIK SEKALI,banpt-sekolah tinggi ilmu kesehatan raflesia
KEBIDANAN,S1,Baik,BANPT-2993
SISTEM INFORMASI,S1,Baik,BANPT-656
ILMU KOMPUTER,S1,Baik,BANPT-1345
SISTEM INFORMASI,S1,Baik,BANPT-543
INFORMATIKA,S1,Baik,BANPT-543
FARMASI,S1,BAIK SEKALI,BANPT-1302
GIZI,S1,Baik,BANPT-2880
KEPERAWATAN,S1,BAIK SEKALI,BANPT-525
KESEHATAN MASYARAKAT,S1,UNGGUL,banpt-universitas sari mutiara indonesia
ILMU GIZI,S1,UNGGUL,BANPT-3341
KEBIDANAN,S1,BAIK SEKALI,BANPT-3425
KESEHATAN MASYARAKAT,S1,BAIK SEKALI,banpt-sekolah tinggi ilmu kesehatan nauli husada
TEKNIK INFORMATIKA,S1,Baik,BANPT-12
INFORMATIKA,S1,Baik,BANPT-826
KEDOKTERAN,S1,UNGGUL,BANPT-1582
KESELAMATAN DAN KESEHATAN KERJA,S1,Baik,BANPT-3031
FARMASI,S1,BAIK SEKALI,banpt-universitas garut
ADMINISTRASI RUMAH SAKIT,S1,UNGGUL,BANPT-517
KEBIDANAN,S1,Baik,BANPT-1307
ADMINSTRASI KESEHATAN,S1,Baik,BANPT-14
FARMASI KLINIK DAN KOMUNITAS,S1,BAIK SEKALI,BANPT-550
KEBIDANAN,S1,Baik,BANPT-1332
KESELAMATAN DAN KESEHATAN KERJA,S1,Baik,BANPT-2526
KEPERAWATAN,S1,UNGGUL,BANPT-787
AKUNTANSI,S1,Baik,BANPT-152
AKUNTANSI,S1,Baik,BANPT-1391
BISNIS DIGITAL,S1,Baik,BANPT-1716
MANAJEMEN,S1,Baik,BANPT-2074
BISNIS DIGITAL,S1,Baik,BANPT-1312
BISNIS DIGITAL,S1,Baik,BANPT-1865
MANAJEMEN,S1,Baik,BANPT-903
MANAJEMEN,S1,Baik,BANPT-1203
MANAJEMEN,S1,Baik Sekali,BANPT-774
PJJ AKUNTANSI,S1,Baik,BANPT-1743
AKUNTANSI,S1,Baik Sekali,BANPT-440
BISNIS DIGITAL,S1,Baik,BANPT-2498
AKUNTANSI,S1,Baik,BANPT-2274
MANAJEMEN,S1,Baik,BANPT-556
FISIOTERAPI,S1,BAIK SEKALI,banpt-sekolah tinggi ilmu kesehatan telogorejo semarang
BIOLOGI,S1,Baik Sekali,BANPT-1103
PENDIDIKAN EKONOMI,S1,Baik Sekali,BANPT-2001
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik Sekali,BANPT-2629
PENDIDIKAN EKONOMI,S1,Baik,BANPT-3406
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,BANPT-91
PENDIDIKAN OLAH RAGA,S1,Baik Sekali,BANPT-395
PENDIDIKAN BAHASA INGGRIS,S1,Unggul,banpt-universitas ibn khaldun bogor
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-universitas lakidende unaaha
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,BANPT-316
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-2857
PENDIDIKAN BIOLOGI,S1,Baik,BANPT-3456
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik,BANPT-2697
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan darussalam cilacap
PENDIDIKAN JASMANI DAN KESEHATAN,S1,Baik Sekali,BANPT-484
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik,BANPT-3228
PENDIDIKAN BIOLOGI,S1,Baik Sekali,BANPT-1628
MANAJEMEN PENDIDIKAN ISLAM,S1,Baik,BANPT-945
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,BANPT-2923
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,BANPT-2653
PENDIDIKAN INFORMATIKA,S1,Baik,BANPT-1026
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,Baik,BANPT-3884
PENDIDIKAN AGAMA KRISTEN,S1,Baik,BANPT-3440
BIMBINGAN DAN KONSELING,S1,Baik,BANPT-2528
PENDIDIKAN BAHASA INDONESIA,S1,Unggul,BANPT-694
PENDIDIKAN BAHASA INDONESIA,S1,Unggul,BANPT-2426
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik Sekali,BANPT-395
TEKNIK SIPIL,S1,Baik,BANPT-782
TEKNIK SIPIL,S1,Baik,BANPT-169
BISNIS DIGITAL,S1,Baik,BANPT-927
KEWIRAUSAHAAN,S1,Baik,BANPT-927
KEWIRAUSAHAAN,S1,Baik,BANPT-2557
BISNIS DIGITAL,S1,Baik,BANPT-2653
AKUNTANSI,S1,Baik,BANPT-2646
PJJ MANAJEMEN,S1,Baik,BANPT-1743
MANAJEMEN,S1,Baik Sekali,BANPT-1990
MANAJEMEN RETAIL,S1,Baik,BANPT-1356
MANAJEMEN,S1,Baik,BANPT-2382
INFORMATIKA MEDIS,S1,Baik,banpt-universitas tamalatea makassar
INFORMATIKA,S1,Baik,BANPT-169
SISTEM INFORMASI,S1,Baik,BANPT-169
INFORMATIKA,S1,Baik,BANPT-782
TEKNIK INFORMATIKA,S1,Baik Sekali,BANPT-716
KEBIDANAN,S1,BAIK SEKALI,BANPT-3653
ILMU KOMPUTER,S1,Baik,BANPT-1312
TEKNIK INFORMATIKA,S1,Baik,BANPT-737
SISTEM INFORMASI,S1,Baik,BANPT-737
KEBIDANAN,S1,UNGGUL,BANPT-173
ILMU KEPERAWATAN,S1,BAIK SEKALI,BANPT-268
ILMU KESEHATAN MASYARAKAT,S1,UNGGUL,BANPT-268
ILMU KEPERAWATAN,S1,B,BANPT-29
KEBIDANAN,S1,Baik,BANPT-29
TEKNOLOGI INFORMASI,S1,Baik,BANPT-3386
ILMU KESEHATAN MASYARAKAT,S1,Baik,BANPT-1036
ILMU KEPERAWATAN,S1,UNGGUL,BANPT-1991
KEPERAWATAN,S1,BAIK SEKALI,BANPT-3643
FISIOTERAPI,S1,Baik,banpt-universitas muhammadiyah kuningan
TEKNIK SIPIL,S1,Baik,BANPT-3049
TEKNIK ELEKTRO,S1,Baik Sekali,BANPT-2574
TEKNIK MESIN,S1,Baik,BANPT-2107
TEKNIK LINGKUNGAN,S1,Baik,BANPT-2107
TEKNIK SIPIL,S1,Baik,banpt-sekolah tinggi sains dan teknologi mnukwar
TEKNIK SIPIL,S1,Baik,BANPT-2074
TEKNIK MESIN,S1,Baik,BANPT-451
TEKNIK SIPIL,S1,Baik,BANPT-253
TEKNIK SIPIL,S1,Baik Sekali,BANPT-2333
TEKNIK LINGKUNGAN,S1,Baik,BANPT-2919
TEKNIK INDUSTRI,S1,Baik,BANPT-2919
TEKNIK INDUSTRI,S1,Baik,BANPT-2268
TEKNIK KIMIA,S1,Baik,BANPT-300
TEKNIK LINGKUNGAN,S1,Baik,BANPT-537
TEKNIK INDUSTRI,S1,Baik,BANPT-537
TEKNIK LOGISTIK,S1,Baik,BANPT-2602
TEKNIK LINGKUNGAN,S1,Baik,BANPT-2195
TEKNIK ELEKTRO,S1,Baik Sekali,BANPT-3334
TEKNIK INDUSTRI,S1,Baik,BANPT-1897
TEKNIK MESIN,S1,Baik Sekali,BANPT-185
TEKNIK SIPIL,S1,Unggul,BANPT-366
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-366
TEKNIK MESIN,S1,Baik,BANPT-282
TEKNIK MESIN,S1,Baik Sekali,BANPT-463
TEKNIK SIPIL,S1,Baik,BANPT-3056
TEKNIK LINGKUNGAN,S1,Baik,BANPT-2114
TEKNIK LINGKUNGAN,S1,Baik,BANPT-1606
TEKNIK SIPIL,S1,Baik,BANPT-2880
TEKNIK BIOMEDIS,S1,Baik,BANPT-2138
TEKNIK LINGKUNGAN,S1,Baik,BANPT-925
TEKNIK SISTEM ENERGI,S1,Baik,BANPT-3215
TEKNIK PERTAMBANGAN,S1,Baik,BANPT-3215
TEKNIK INDUSTRI,S1,Baik,BANPT-3992
TEKNIK MESIN,S1,Baik,BANPT-2345
TEKNIK SIPIL,S1,Baik,banpt-sekolah tinggi teknik raden wijaya
TEKNIK MESIN,S1,Baik,banpt-sekolah tinggi teknik raden wijaya
TEKNIK SIPIL,S1,Baik,BANPT-165
TEKNIK INDUSTRI,S1,Baik,BANPT-2371
TEKNIK MESIN,S1,Baik Sekali,BANPT-935
TEKNIK INDUSTRI,S1,Baik,BANPT-65
TEKNIK ELEKTRO,S1,Baik,BANPT-3051
TEKNIK SIPIL,S1,Baik Sekali,BANPT-2162
TEKNIK SIPIL,S1,Baik Sekali,BANPT-160
TEKNIK ELEKTRO,S1,Baik,BANPT-890
TEKNIK SIPIL,S1,Baik Sekali,BANPT-1613
TEKNIK ELEKTRO,S1,Baik,BANPT-2870
TEKNIK SIPIL,S1,Baik,BANPT-2528
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-3416
TEKNIK SIPIL,S1,Baik,BANPT-445
TEKNIK MESIN,S1,Baik Sekali,BANPT-445
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-2965
TEKNIK SIPIL,S1,Baik Sekali,BANPT-3085
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-965
TEKNIK INDUSTRI,S1,Unggul,BANPT-2713
TEKNIK ELEKTRO,S1,Unggul,BANPT-2713
TEKNIK INDUSTRI,S1,Unggul,BANPT-2230
TEKNIK SIPIL,S1,Unggul,BANPT-2075
TEKNIK MESIN,S1,Baik,BANPT-1336
TEKNIK SIPIL,S1,Baik Sekali,BANPT-198
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-141
TEKNIK INDUSTRI,S1,Unggul,BANPT-3279
TEKNIK MESIN,S1,Baik Sekali,BANPT-1002
TEKNIK KIMIA,S1,Baik Sekali,banpt-universitas setia budi surakarta
TEKNIK ELEKTRO,S1,Baik Sekali,banpt-universitas widya dharma
TEKNIK MESIN,S1,Baik Sekali,BANPT-1518
TEKNIK MESIN,S1,Baik,BANPT-1667
TEKNIK ELEKTRO,S1,Baik Sekali,BANPT-3326
TEKNIK LINGKUNGAN,S1,Unggul,BANPT-838
TEKNIK SIPIL,S1,Unggul,BANPT-2538
TEKNIK INDUSTRI,S1,Unggul,BANPT-2538
TEKNIK LINGKUNGAN,S1,Baik Sekali,BANPT-3600
TEKNIK MESIN,S1,Baik Sekali,BANPT-425
TEKNIK INDUSTRI,S1,Baik,BANPT-1600
MANAJEMEN REKAYASA,S1,Baik,BANPT-1926
TEKNIK FISIKA,S1,Unggul,BANPT-3332
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-466
TEKNIK SIPIL,S1,Baik Sekali,BANPT-815
TEKNIK LINGKUNGAN,S1,Unggul,BANPT-815
TEKNIK SIPIL,S1,Baik,BANPT-2358
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-2358
TEKNIK GEODESI,S1,Baik Sekali,BANPT-678
TEKNIK SIPIL,S1,Baik,BANPT-12
TEKNIK LINGKUNGAN,S1,Baik,BANPT-12
TEKNIK SIPIL,S1,Baik,BANPT-1605
TEKNIK LINGKUNGAN,S1,Baik,BANPT-1605
TEKNIK TENAGA LISTRIK,S1,Baik,BANPT-3271
TEKNIK SIPIL,S1,Baik Sekali,BANPT-3271
TEKNIK MESIN,S1,Unggul,BANPT-3271
TEKNIK INDUSTRI,S1,Baik,BANPT-3271
TEKNIK ELEKTRO,S1,Baik Sekali,BANPT-3271
TEKNIK SIPIL,S1,Baik Sekali,BANPT-2433
TEKNIK SIPIL,S1,Baik Sekali,BANPT-263
PJJ TEKNIK INDUSTRI,S1,Baik,banpt-universitas insan cita indonesia
TEKNIK SIPIL,S1,Baik Sekali,BANPT-500
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-4034
TEKNIK INDUSTRI KAMPUS KOTA SEMARANG,S1,Baik,BANPT-3224
TEKNIK PERMINYAKAN,S1,Baik Sekali,BANPT-702
TEKNIK PERKAPALAN,S1,Baik Sekali,BANPT-489
TEKNIK MESIN,S1,Unggul,BANPT-3119
TEKNIK INDUSTRI,S1,Unggul,BANPT-3119
TEKNIK SIPIL,S1,Baik Sekali,BANPT-3990
TEKNIK SIPIL,S1,Unggul,BANPT-1521
TEKNIK PERTAMBANGAN,S1,Unggul,BANPT-1521
TEKNIK PERMINYAKAN,S1,Unggul,BANPT-1521
TEKNIK LINGKUNGAN,S1,Unggul,BANPT-1521
TEKNIK INDUSTRI,S1,Unggul,BANPT-1521
TEKNIK INDUSTRI,S1,Unggul,BANPT-2125
TEKNIK KIMIA,S1,Unggul,BANPT-1903
TEKNIK ELEKTRO,S1,Baik Sekali,BANPT-1903
TEKNIK MESIN,S1,Baik Sekali,BANPT-3214
TEKNIK ELEKTRO,S1,Unggul,BANPT-3214
TEKNIK ELEKTRO,S1,Baik,banpt-sekolah tinggi teknologi nusantara lampung
TEKNIK SIPIL,S1,Baik,BANPT-3208
TEKNIK SIPIL,S1,Baik,BANPT-301
TEKNIK LINGKUNGAN,S1,Baik,BANPT-1945
TEKNIK SIPIL,S1,Baik Sekali,banpt-universitas teknokrat indonesia
TEKNIK SIPIL,S1,Baik,BANPT-3174
TEKNIK SIPIL,S1,Baik,banpt-universitas ratu samban
TEKNIK SIPIL,S1,Baik Sekali,BANPT-2900
TEKNIK ELEKTRO,S1,Baik,BANPT-2426
TEKNIK ELEKTRO,S1,Baik Sekali,BANPT-1917
TEKNIK ELEKTRO,S1,Baik Sekali,BANPT-35
KEDOKTERAN,S1,Baik,BANPT-1744
KESELAMATAN DAN KESEHATAN KERJA,S1,Baik,BANPT-827
