prodi_name,jenjang,akreditasi_prodi,institution_code
KIMIA,S1,Baik,BANPT-65
ILMU KEOLAHRAGAAN,S1,Baik,BANPT-1112
ILMU PERPUSTAKAAN DAN INFORMASI ISLAM,S1,Baik,BANPT-382
SAINS KELAUTAN,S1,Baik,BANPT-1534
AKUNTANSI,S1,Baik Sekali,BANPT-2031
ARSITEKTUR,S1,B,BANPT-2827
PENDIDIKAN EKONOMI,S1,B,BANPT-4013
SISTEM KOMPUTER,S1,Baik,BANPT-1001
MANAJEMEN,S1,Baik,BANPT-1949
SOSIOLOGI,S1,B,BANPT-2318
PENDIDIKAN SOSIOLOGI,S1,B,BANPT-2163
PENDIDIKAN MATEMATIKA,S1,B,BANPT-2163
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-2163
PENDIDIKAN GEOGRAFI,S1,B,BANPT-2163
PENDIDIKAN BIOLOGI,S1,B,BANPT-2163
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-2163
PENDIDIKAN EKONOMI,S1,B,BANPT-2163
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik,BANPT-2163
PENDIDIKAN AKUNTANSI,S1,Baik,BANPT-2163
PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S1,Baik,BANPT-2163
ILMU KOMUNIKASI,S1,Baik,BANPT-828
TEKNIK ELEKTRO,S1,Baik,banpt-sekolah tinggi teknik multimedia internasional malang
KEWIRAUSAHAAN,S1,Baik,BANPT-123
ILMU KOMUNIKASI,S1,B,banpt-stisipol candradimuka
SASTRA INGGRIS,S1,B,BANPT-2072
ILMU HUKUM,S1,B,BANPT-2965
ADMINISTRASI BISNIS,S1,B,BANPT-960
ILMU PERTANIAN,S1,Baik,BANPT-1534
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-717
PENDIDIKAN BIOLOGI,S1,B,banpt-sekolah tinggi keguruan dan ilmu pendidikan pgri lubuklinggau
ADMINISTRASI PUBLIK,S1,Baik,BANPT-2603
SISTEM KOMPUTER,S1,Baik,BANPT-257
ADMINISTRASI PUBLIK,S1,Baik,BANPT-1133
AGRIBISNIS,S1,Baik,banpt-institut teknologi dan bisnis muhammadiyah banyuwangi
PENDIDIKAN GEOGRAFI,S1,Baik,BANPT-2151
AGRONOMI,S1,Baik,BANPT-321
AKUNTANSI,S1,Baik,BANPT-1515
MATEMATIKA,S1,Baik,BANPT-1302
TEKNOLOGI INFORMASI,S1,Baik,BANPT-2312
TEKNIK INFORMATIKA,S1,Baik,BANPT-595
BIOLOGI,S1,Baik,BANPT-1742
PENDIDIKAN FISIKA,S1,Baik,BANPT-2604
EKONOMI PEMBANGUNAN,S1,Baik Sekali,BANPT-3054
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-2628
AGRIBISNIS,S1,Baik,BANPT-1730
PENDIDIKAN OLAHRAGA,S1,Baik,BANPT-1136
AKUNTANSI,S1,Baik,BANPT-2152
LOGISTIK,S1,Baik,BANPT-1774
BISNIS DIGITAL,S1,Baik,BANPT-1989
AGROTEKNOLOGI,S1,Baik,BANPT-3406
TEKNIK SIPIL,S1,Baik Sekali,BANPT-1930
ILMU HUBUNGAN INTERNASIONAL,S1,B,banpt-universitas darul `ulum
FARMASI,S1,Baik Sekali,BANPT-525
FARMASI,S1,Baik,banpt-institut ilmu kesehatan strada indonesia
KESEHATAN MASYARAKAT,S1,Baik Sekali,BANPT-2014
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-3350
FARMASI,S1,Baik,BANPT-243
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-3349
KEBIDANAN,S1,Baik,BANPT-3801
GIZI,S1,Baik Sekali,BANPT-1654
FISIOTERAPI,S1,Unggul,BANPT-1019
KEDOKTERAN,S1,Unggul,BANPT-2723
GIZI,S1,Baik,BANPT-2271
KEPERAWATAN,S1,Baik Sekali,BANPT-1302
ADMINISTRASI RUMAH SAKIT,S1,Baik Sekali,BANPT-693
FARMASI,S1,Baik Sekali,BANPT-2003
PENDIDIKAN DOKTER GIGI,S1,Baik Sekali,BANPT-1733
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-3896
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,BANPT-1897
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,BANPT-1897
PENDIDIKAN FISIKA,S1,Baik,BANPT-1897
PENDIDIKAN MATEMATIKA,S1,Baik,BANPT-1897
PENDIDIKAN BAHASA INDONESIA,S1,Baik,BANPT-1897
ILMU ADMINISTRASI NIAGA,S1,B,BANPT-2969
TEOLOGI KRISTEN PROTESTAN,S1,B,BANPT-3563
ILMU HUKUM,S1,B,BANPT-1930
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,BANPT-2297
PENDIDIKAN MATEMATIKA,S1,Baik,BANPT-2697
MANAJEMEN RETAIL,S1,Baik,BANPT-1573
MATEMATIKA,S1,Baik,BANPT-3960
PENDIDIKAN IPA,S1,Baik,BANPT-3067
TEKNIK ELEKTRO,S1,Baik,BANPT-70
TEKNIK KOMPUTER,S1,Baik,BANPT-3542
SISTEM INFORMASI,S1,Baik,BANPT-368
ADMINISTRASI BISNIS,S1,Baik,BANPT-3183
TEKNIK MESIN,S1,Baik,BANPT-177
ILMU ADMINISTRASI NEGARA,S1,Baik Sekali,BANPT-3607
PENDIDIKAN BIOLOGI,S1,Baik,banpt-stkip soe
PERENCANAAN WILAYAH DAN KOTA,S1,Unggul,BANPT-3121
ARSITEKTUR,S1,B,BANPT-828
KEDOKTERAN,S1,B,banpt-universitas swadaya gunung jati cirebon
KEPERAWATAN,S1,Baik,BANPT-331
PENDIDIKAN EKONOMI,S1,Baik,banpt-stkip cokroaminoto pinrang
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,banpt-stkip cokroaminoto pinrang
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-1745
DESAIN KOMUNIKASI VISUAL,S1,Baik,BANPT-3672
ILMU PERIKANAN,S1,Baik,BANPT-682
BIMBINGAN DAN KONSELING,S1,Baik,BANPT-2812
TEKNIK SIPIL,S1,Baik,BANPT-3963
MANAJEMEN,S1,Baik,BANPT-2629
TEKNIK INDUSTRI,S1,Baik,BANPT-3027
TEKNIK ELEKTRO,S1,Baik,BANPT-1231
AKUNTANSI,S1,Baik,BANPT-2459
PENDIDIKAN BAHASA INGGRIS,S1,Baik,banpt-sekolah tinggi keguruan dan ilmu pendidikan saumlaki
TEKNIK ELEKTRO,S1,Baik,BANPT-3289
PENDIDIKAN SEJARAH,S1,Baik Sekali,BANPT-2898
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-1696
AKUNTANSI,S1,Baik,BANPT-2160
PENDIDIKAN MATEMATIKA,S1,Tidak Terakreditasi,banpt-stkip persada khatulistiwa
AGROTEKNOLOGI,S1,B,BANPT-483
ILMU HUKUM,S1,B,BANPT-828
ILMU PEMERINTAHAN,S1,B,BANPT-2501
BAHASA INGGRIS,S1,B,BANPT-2569
ILMU KOMUNIKASI,S1,B,BANPT-2375
TEKNIK SIPIL,S1,Baik,banpt-universitas pembangunan indonesia
TEKNIK LOGISTIK,S1,Baik,banpt-institut teknologi telkom purwokerto
MANAJEMEN RETAIL,S1,Baik,BANPT-321
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik,BANPT-65
MANAJEMEN,S1,Baik,BANPT-1515
ARSITEKTUR,S1,Baik,BANPT-3535
PENDIDIKAN OLAHRAGA,S1,Baik,BANPT-1295
TEKNIK MESIN,S1,Baik,BANPT-3220
AGRIBISNIS,S1,Baik,BANPT-3506
AGRIBISNIS,S1,Baik,BANPT-2498
SISTEM INFORMASI,S1,Baik,BANPT-2453
PENDIDIKAN VOKASIONAL TEKNOLOGI OTOMOTIF,S1,Baik,BANPT-3684
INFORMATIKA,S1,Baik,BANPT-1986
TEKNIK MESIN,S1,Baik,BANPT-1986
ILMU POLITIK,S1,Baik,BANPT-3985
GIZI,S1,Baik,BANPT-662
ILMU KEPERAWATAN,S1,Baik,BANPT-3078
FARMASI,S1,Baik,BANPT-566
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-sekolah tinggi ilmu kesehatan indonesia jaya
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-sekolah tinggi ilmu kesehatan maluku husada
FARMASI KLINIS,S1,Baik,banpt-sekolah tinggi ilmu kesehatan medika nurul islam
GIZI,S1,Baik Sekali,BANPT-149
KEPERAWATAN,S1,Baik,banpt-sekolah tinggi ilmu kesehatan muhammadiyah kendal
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-sekolah tinggi ilmu kesehatan putra abadi langkat
FARMASI,S1,Baik Sekali,BANPT-2454
FARMASI,S1,Baik,BANPT-2128
KEPERAWATAN,S1,Baik Sekali,BANPT-3840
PEREKAM DAN INFORMASI KESEHATAN,S1,Baik Sekali,BANPT-2541
ILMU GIZI,S1,Baik Sekali,BANPT-2541
KESEHATAN MASYARAKAT,S1,Baik Sekali,BANPT-2541
ILMU KEPERAWATAN,S1,Unggul,BANPT-1883
KESEHATAN MASYARAKAT,S1,Baik Sekali,BANPT-2349
PENDIDIKAN DOKTER,S1,Baik Sekali,BANPT-2713
KEPERAWATAN,S1,Baik Sekali,banpt-universitas tribhuwana tunggadewi
AGRIBISNIS,S1,B,BANPT-2359
ILMU POLITIK,S1,B,banpt-stisipol candradimuka
TEKNIK MESIN,S1,Baik,BANPT-2191
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-1752
AKUNTANSI,S1,Baik,BANPT-723
ILMU HUKUM,S1,Baik Sekali,BANPT-3289
PENDIDIKAN MATEMATIKA,S1,Baik,banpt-stkip muhammadiyah sampit
DESAIN KOMUNIKASI VISUAL,S1,Baik,BANPT-441
AGRIBISNIS,S1,Baik,BANPT-3535
AKUNTANSI,S1,Baik,BANPT-3535
PENDIDIKAN JASMANI,S1,Baik,BANPT-253
ILMU HUKUM,S1,Baik Sekali,BANPT-1807
TEKNIK MESIN,S1,Baik,BANPT-2382
TEKNIK INFORMATIKA,S1,Baik,BANPT-1022
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-1848
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,BANPT-65
SISTEM INFORMASI,S1,Tidak Terakreditasi,banpt-stmik hasan sulur wonomulyo
ILMU ADMINISTRASI NIAGA,S1,Baik,banpt-sekolah tinggi ilmu sosial dan ilmu politik bekasi
REKAYASA SISTEM KOMPUTER,S1,Baik,BANPT-1146
BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,S1,Baik,BANPT-1988
ILMU KELAUTAN,S1,B,BANPT-3069
BIMBINGAN DAN KONSELING,S1,Baik,BANPT-2344
AKUNTANSI,S1,Baik,BANPT-1017
AGRIBISNIS,S1,Baik Sekali,BANPT-2872
AKUNTANSI,S1,Baik,BANPT-1670
ILMU ADMINISTRASI BISNIS,S1,Baik,BANPT-3199
SASTRA JEPANG,S1,B,BANPT-2936
SASTRA INGGRIS,S1,B,BANPT-2936
PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,S1,Baik,BANPT-2936
PENDIDIKAN BAHASA INGGRIS,S1,Baik,BANPT-2936
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-2936
MANAJEMEN,S1,Baik,BANPT-590
PSIKOLOGI,S1,Baik,BANPT-3093
MANAJEMEN,S1,Baik,BANPT-1136
MANAJEMEN,S1,Baik,BANPT-3171
REKAYASA PERANGKAT LUNAK,S1,Baik,BANPT-1146
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-3348
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik,BANPT-2230
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,banpt-stkip soe
PENDIDIKAN BAHASA INDONESIA,S1,Baik,BANPT-1931
MANAJEMEN,S1,Baik,BANPT-2146
ILMU KELAUTAN,S1,Baik,BANPT-997
PARIWISATA,S1,Baik,BANPT-2565
AGRIBISNIS,S1,Unggul,BANPT-2866
AGROTEKNOLOGI,S1,Unggul,BANPT-2866
PETERNAKAN,S1,Unggul,BANPT-2866
TEKNIK SIPIL,S1,Baik,BANPT-1989
AKTUARIA,S1,Baik,BANPT-1320
TEKNIK MESIN,S1,Baik,BANPT-3162
PENDIDIKAN JASMANI,S1,Baik,BANPT-2120
PENDIDIKAN MATEMATIKA,S1,Baik,BANPT-3715
AKUNTANSI,S1,Baik,banpt-sekolah tinggi ilmu ekonomi prabumulih
MANAJEMEN,S1,B,BANPT-2160
ILMU HUKUM,S1,Baik,BANPT-756
KEBIDANAN,S1,Baik,banpt-sekolah tinggi ilmu kesehatan al-insyirah pekanbaru
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-1616
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-sekolah tinggi ilmu kesehatan medika nurul islam
KEBIDANAN,S1,Baik,banpt-sekolah tinggi ilmu kesehatan muhammadiyah cirebon
FARMASI,S1,Baik,BANPT-3083
FARMASI,S1,Baik Sekali,BANPT-368
KEBIDANAN,S1,Baik,BANPT-1376
PENDIDIKAN DOKTER,S1,Baik Sekali,BANPT-2900
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-2114
FARMASI,S1,Unggul,BANPT-2713
ADMINISTRASI PENDIDIKAN,S1,B,BANPT-2789
ADMINISTRASI PUBLIK,S1,B,BANPT-2789
TEKNIK INFORMATIKA,S1,Baik,BANPT-3741
AGRIBISNIS,S1,Baik,BANPT-830
BIOLOGI,S1,Baik Sekali,BANPT-1654
SEJARAH PERADABAN ISLAM,S1,Baik,BANPT-1128
BISNIS DIGITAL,S1,Baik,BANPT-2373
SISTEM INFORMASI,S1,Baik,BANPT-3325
REKAYASA PERANGKAT LUNAK,S1,Baik,BANPT-2200
PENERANGAN AGAMA HINDU,S1,Baik Sekali,banpt-stkip agama hindu singaraja
TRANSPORTASI,S1,Baik,BANPT-441
BUDIDAYA PERIKANAN,S1,Baik,BANPT-1389
PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,S1,Baik Sekali,BANPT-3107
GEOLOGI,S1,Baik,BANPT-2268
AKUNTANSI,S1,Baik Sekali,BANPT-1321
ILMU HUKUM,S1,Baik,BANPT-3203
HUKUM,S1,Baik,BANPT-253
KEBIDANAN,S1,Baik,BANPT-810
REKAYASA / TEKNIK SIPIL,S1,Baik Sekali,BANPT-92
TEKNIK MESIN,S1,Baik,BANPT-92
TEKNIK LINGKUNGAN,S1,Baik,BANPT-819
TEKNIK INDUSTRI,S1,Baik Sekali,BANPT-2963
TEKNIK MESIN,S1,Baik Sekali,BANPT-1903
TEKNIK MESIN,S1,Baik Sekali,BANPT-2377
TEKNIK ELEKTRO,S1,Baik,BANPT-729
TEKNIK KIMIA,S1,Baik,BANPT-729
TEKNIK SIPIL,S1,Baik,BANPT-729
TEKNIK MESIN,S1,Baik,BANPT-3600
TEKNIK PERMINYAKAN,S1,Baik,BANPT-3600
TEKNIK SIPIL,S1,Unggul,BANPT-2722
TEKNIK MESIN,S1,Baik,BANPT-3139
TEKNIK INDUSTRI,S1,Baik,BANPT-492
TEKNIK SIPIL,S1,Baik Sekali,BANPT-3112
TEKNIK INDUSTRI,S1,Baik,BANPT-2418
TEKNIK KIMIA,S1,Baik,BANPT-2418
TEKNIK ELEKTRO,S1,Baik,BANPT-2120
TEKNIK PENGAIRAN,S1,Baik Sekali,BANPT-1988
TEKNIK ELEKTRO,S1,Baik,BANPT-2979
PENDIDIKAN JASMANI,S1,Baik,BANPT-3067
ILMU KOMUNIKASI,S1,B,BANPT-1028
ARSITEKTUR,S1,Baik,BANPT-1028
ILMU HUKUM,S1,B,BANPT-46
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-65
HUKUM KELUARGA,S1,Baik,BANPT-2510
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-2573
AKUNTANSI,S1,Baik,banpt-sekolah tinggi ilmu ekonomi st pignatelli
TEKNIK MESIN,S1,Baik,BANPT-432
ILMU HUBUNGAN INTERNASIONAL,S1,Baik,BANPT-2667
AGROTEKNOLOGI,S1,Baik,BANPT-682
AKUNTANSI,S1,Baik,BANPT-1843
MANAJEMEN,S1,Baik,BANPT-2604
PENDIDIKAN GEOGRAFI,S1,Baik,BANPT-1368
AGROTEKNOLOGI,S1,Baik,BANPT-2469
PENDIDIKAN LUAR SEKOLAH,S1,Baik,BANPT-2156
AKUNTANSI,S1,Baik Sekali,BANPT-625
AKUNTANSI,S1,Baik,BANPT-1766
EKONOMI,S1,Unggul,BANPT-2722
PENDIDIKAN BAHASA INGGRIS,S1,Baik,BANPT-2497
TEKNIK SIPIL,S1,Baik,BANPT-1044
ILMU PEMERINTAHAN,S1,Baik,BANPT-3985
TEKNIK INFORMATIKA,S1,Baik,BANPT-2872
MANAJEMEN,S1,Baik Sekali,BANPT-3478
INFORMATIKA,S1,Baik,BANPT-3898
ADMINISTRASI PENDIDIKAN,S1,Baik,BANPT-2156
TEKNIK INFORMATIKA,S1,B,banpt-institut bisnis dan teknologi indonesia
TEKNIK INFORMATIKA,S1,B,banpt-universitas dharmas indonesia padang
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik Sekali,BANPT-1866
PETERNAKAN,S1,Unggul,BANPT-3123
ILMU GIZI,S1,Baik Sekali,BANPT-3078
KEBIDANAN,S1,Baik,banpt-sekolah tinggi ilmu kesehatan bhakti pertiwi indonesia
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-sekolah tinggi ilmu kesehatan eka harap
FARMASI,S1,Baik Sekali,BANPT-2495
KESEHATAN MASYARAKAT,S1,Baik Sekali,BANPT-3349
KEBIDANAN,S1,Baik,BANPT-2092
FARMASI,S1,Baik,BANPT-2086
KEPERAWATAN,S1,Baik Sekali,BANPT-2108
FARMASI,S1,Unggul,BANPT-3341
KEDOKTERAN,S1,Baik,BANPT-2072
HUKUM KELUARGA,S1,Baik,BANPT-2143
MANAJEMEN,S1,Baik Sekali,banpt-sekolah tinggi ilmu ekonomi ipwi jakarta
HUKUM KELUARGA ISLAM,S1,Baik,BANPT-1851
PENDIDIKAN BIOLOGI,S1,Baik,BANPT-2207
PENDIDIKAN FISIKA,S1,Baik,BANPT-3628
AKUNTANSI,S1,Baik,BANPT-2667
TEKNIK SIPIL,S1,Baik,BANPT-3535
SAINS DATA,S1,Baik,banpt-institut teknologi telkom purwokerto
ARSITEKTUR,S1,Baik,BANPT-3029
TEKNOLOGI INFORMASI,S1,Baik,BANPT-2275
TEKNIK BIOMEDIS,S1,Baik,banpt-institut teknologi telkom purwokerto
TEKNIK ARSITEKTUR,S1,Baik,BANPT-2573
PENDIDIKAN OLAHRAGA,S1,Baik,BANPT-1026
DESAIN PRODUK,S1,Baik,BANPT-1521
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,BANPT-3067
ADMINISTRASI RUMAH SAKIT,S1,Baik,BANPT-1783
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-1783
GIZI,S1,Baik,BANPT-1783
ADMINISTRASI RUMAH SAKIT,S1,Baik,banpt-sekolah tinggi ilmu kesehatan katolik st. vincentus a paulo surabaya
SISTEM INFORMASI,S1,Baik,BANPT-65
TEKNIK INFORMATIKA,S1,Baik,BANPT-3772
TEKNIK INFORMATIKA,S1,Baik,BANPT-3106
ILMU HUKUM,S1,Baik,banpt-sekolah tinggi ilmu hukum caritas papua
SISTEM INFORMASI,S1,Baik,BANPT-1030
INFORMATIKA,S1,Baik,BANPT-1030
AKUNTANSI,S1,Baik,BANPT-1030
MANAJEMEN,S1,Baik,BANPT-1030
PGMI,S1,Unggul,BANPT-628
TEKNIK INFORMATIKA,S1,Baik,BANPT-4035
AKUNTANSI,S1,Baik,BANPT-3678
TEKNIK INFORMATIKA,S1,Baik,banpt-universitas widya dharma
TEKNIK MESIN,S1,Baik,BANPT-887
STUDI ISLAM INTERDISIPLINER,S1,Baik,BANPT-2609
PENDIDIKAN JASMANI,S1,Baik,BANPT-3923
PENDIDIKAN MATEMATIKA,S1,Baik,BANPT-2525
TEKNIK ELEKTRO,S1,Baik,BANPT-887
SISTEM INFORMASI,S1,Baik,BANPT-1863
ILMU HUKUM,S1,Baik,BANPT-2450
MANAJEMEN,S1,Baik,BANPT-3156
MANAJEMEN,S1,Baik,BANPT-2411
DESAIN INTERIOR,S1,Baik,BANPT-2841
ILMU HUKUM,S1,Baik,BANPT-1994
TEKNIK INDUSTRI,S1,Baik,BANPT-302
MANAJEMEN,S1,Baik,BANPT-1384
TEKNOLOGI HASIL PERTANIAN,S1,Baik,BANPT-2746
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-sekolah tinggi ilmu administrasi said perintah
TEKNIK MESIN,S1,Baik,BANPT-3742
TEKNIK INDUSTRI,S1,Baik,banpt-institut sains dan teknologi nasional jakarta
TEKNOLOGI HASIL PERTANIAN,S1,Baik,banpt-universitas sulawesi tenggara
ILMU ADMINISTRASI NEGARA,S1,Baik,banpt-universitas merdeka ponorogo
PEMANFAATAN SUMBERDAYA PERAIRAN,S1,B,BANPT-665
BUDIDAYA PERAIRAN,S1,Baik Sekali,BANPT-665
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,BANPT-909
GIZI,S1,Baik Sekali,BANPT-525
FISIOTERAPI,S1,Baik,BANPT-331
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-3892
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-sekolah tinggi ilmu kesehatan banyuwangi
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-3974
KEPERAWATAN,S1,Baik Sekali,BANPT-757
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-2617
FARMASI,S1,Baik,BANPT-2641
ILMU KEPERAWATAN,S1,Baik Sekali,banpt-universitas sariputra indonesia tomohon
PENDIDIKAN BAHASA INGGRIS,S1,Baik,BANPT-641
PENDIDIKAN TEKNOLOGI INFORMASI,S1,Baik,BANPT-1903
TEKNIK INFORMATIKA,S1,Baik,BANPT-2481
PENDIDIKAN MATEMATIKA,S1,Baik,BANPT-1752
PSIKOLOGI,S1,Baik,BANPT-1203
PENDIDIKAN EKONOMI,S1,Baik,BANPT-1203
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik,BANPT-1203
FARMASI,S1,Baik,BANPT-1849
PJJ SISTEM INFORMASI,S1,B,BANPT-1861
PENDIDIKAN EKONOMI,S1,Baik,BANPT-1590
HUKUM,S1,Baik,BANPT-2653
TEKNIK SIPIL,S1,Baik,BANPT-3812
PENDIDIKAN BAHASA INDONESIA,S1,Baik Sekali,BANPT-2776
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik Sekali,BANPT-3051
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan pgri situbondo
PENDIDIKAN BIOLOGI,S1,Baik Sekali,BANPT-3873
PENDIDIKAN BIOLOGI,S1,Baik Sekali,BANPT-3656
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,banpt-universitas islam darul 'ulum
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,BANPT-2378
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,BANPT-2606
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,BANPT-382
PENDIDIKAN EKONOMI,S1,Baik Sekali,BANPT-747
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan pgri lumajang
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik Sekali,BANPT-3238
BIMBINGAN DAN KONSELING,S1,Unggul,BANPT-694
PENDIDIKAN FISIKA,S1,Baik Sekali,BANPT-2557
PENDIDIKAN BAHASA INGGRIS,S1,Baik,BANPT-2191
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,BANPT-50
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,Baik Sekali,BANPT-50
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,BANPT-755
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-universitas mathla'ul anwar
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,BANPT-747
PENDIDIKAN EKONOMI,S1,Baik Sekali,BANPT-2606
PENDIDIKAN SEJARAH,S1,Baik Sekali,BANPT-3441
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Unggul,BANPT-1626
PENDIDIKAN BAHASA INGGRIS,S1,Unggul,BANPT-2271
BIMBINGAN DAN KONSELING,S1,Baik Sekali,BANPT-217
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan muhammadiyah manokwari
PENDIDIKAN AGAMA ISLAM,S1,Baik Sekali,banpt-universitas garut
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,Baik,BANPT-2120
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan muhammadiyah manokwari
PENDIDIKAN BIOLOGI,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan bina bangsa meulaboh
PENDIDIKAN AGAMA ISLAM,S1,Baik Sekali,BANPT-2059
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,BANPT-3051
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik Sekali,BANPT-3478
PENDIDIKAN TEKNIK INFORMATIKA,S1,Unggul,BANPT-3341
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan al hikmah surabaya
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,banpt-universitas muhadi setiabudi brebes
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,BANPT-4008
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,BANPT-3478
PENDIDIKAN MATEMATIKA,S1,Baik Sekali,banpt-sekolah tinggi keguruan dan ilmu pendidikan pgri banjarmasin
PENDIDIKAN BIOLOGI,S1,Baik,banpt-sekolah tinggi keguruan dan ilmu pendidikan ita wotu nusa
PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S1,Baik Sekali,BANPT-3524
PENDIDIKAN BAHASA INGGRIS,S1,Baik Sekali,BANPT-2128
PENDIDIKAN GURU SEKOLAH DASAR,S1,Unggul,BANPT-1645
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-1418
ILMU KEPERAWATAN,S1,Baik Sekali,BANPT-2878
PENDIDIKAN JASMANI,S1,Baik,BANPT-1994
ILMU HUKUM,S1,B,BANPT-3112
PERENCANAAN WILAYAH DAN KOTA,S1,B,BANPT-43
KEWIRAUSAHAAN,S1,Baik,BANPT-1520
SISTEM INFORMASI,S1,Baik,BANPT-466
ILMU PEMERINTAHAN,S1,Baik,banpt-universitas islam majapahit
SISTEM INFORMASI,S1,Baik Sekali,BANPT-3318
PENDIDIKAN GURU SEKOLAH DASAR,S1,Baik,BANPT-2297
MANAJEMEN SUMBER DAYA PERAIRAN,S1,Baik,BANPT-1502
SASTRA INGGRIS,S1,Baik,banpt-sekolah tinggi bahasa asing pertiwi indonesia
INFORMATIKA,S1,Baik,BANPT-2523
ILMU KOMUNIKASI,S1,A,BANPT-2307
DESAIN KOMUNIKASI VISUAL,S1,Baik,BANPT-2961
PSIKOLOGI,S1,Baik,BANPT-2541
TEKNIK SIPIL,S1,Baik,banpt-universitas islam majapahit
