prodi_name,jenjang,akreditasi_prodi,institution_code
TEOLOGI,S1,BAIK,BANPT-3629
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-3533
PEMIKIRAN POLITIK ISLAM,S2,BAIK SEKALI,BANPT-1117
BAHASA JEPANG,D-III,BAIK,BANPT-2059
MANAJEMEN,S2,BAIK,BANPT-2319
PENGEMBANGAN MASYARAKAT ISLAM,S1,BAIK SEKALI,BANPT-1262
ILMU KEBENCANAAN,S2,BAIK SEKALI,BANPT-UNIVERSITAS SYIAH KUALA
EKONOMI SYARIAH,S1,BAIK,BANPT-3643
REKAYASA PERANGKAT LUNAK,S1,BAIK,BANPT-1918
EKONOMI SYARIAH,S1,BAIK,BANPT-1819
EKONOMI SYARIAH,S1,B,BANPT-UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM
ILMU HUKUM,S1,BAIK,BANPT-1731
TEKNOLOGI INDUSTRI PERTANIAN,S1,BAIK,BANPT-3190
PENYUNTINGAN AUDIO DAN VIDEO,D-II,BAIK,BANPT-2236
PENDIDIKAN AKUNTANSI,S1,BAIK,BANPT-STKIP PGRI SUMATERA BARAT
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK,BANPT-STKIP PGRI SUMATERA BARAT
GEOGRAFI,S1,BAIK,BANPT-3895
TEKNOLOGI PRODUKSI TANAMAN PERKEBUNAN,D-IV,BAIK,BANPT-1940
MANAJEMEN,S1,BAIK,BANPT-980
PENDIDIKAN JASMANI SEKOLAH DASAR,S1,BAIK,BANPT-2756
PEMULIAAN TANAMAN,S1,BAIK,BANPT-3234
TEKNOLOGI HASIL PERIKANAN,S1,BAIK,BANPT-612
TEKNIK ELEKTRONIKA,D-III,BAIK SEKALI,BANPT-3291
GEOFISIKA,S2,BAIK,BANPT-2680
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK,BANPT-1150
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,B,BANPT-696
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3038
USAHA PERJALANAN WISATA,D-III,B,BANPT-109
TEKNIK KELISTRIKAN KAPAL,D-III,B,BANPT-974
HUKUM KELUARGA,S1,B,BANPT-INSTITUT AGAMA ISLAM NEGERI KENDARI
PENDIDIKAN SOSIOLOGI,S1,B,BANPT-STKIP PGRI SUMATERA BARAT
ILMU KOMUNIKASI,S1,B,BANPT-1213
TEKNIK SIPIL,S1,B,BANPT-3255
AGROBISNIS PERIKANAN,S1,B,BANPT-3255
ILMU KOMUNIKASI,S1,B,BANPT-573
SASTRA INGGRIS,S1,A,BANPT-3313
PENDIDIKAN SENI RUPA,S1,A,BANPT-2698
PENDIDIKAN LUAR SEKOLAH,S1,A,BANPT-2698
PENDIDIKAN TATA BUSANA,S1,B,BANPT-2698
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,BANPT-2972
TEKNIK MESIN,S1,B,BANPT-3285
FISIKA,S1,B,BANPT-3285
EKONOMI SYARI`AH,S2,B,BANPT-UNIVERSITAS ISLAM NEGERI MAULANA MALIK IBRAHIM MALANG
ILMU HUKUM,S2,B,BANPT-975
ILMU LINGKUNGAN,S3,B,BANPT-1041
STATISTIKA,S1,B,BANPT-1549
BIOLOGI,S1,B,BANPT-1549
SASTRA INGGRIS,S1,B,BANPT-1549
TEKNIK INFORMATIKA,S1,B,BANPT-2899
MAGISTER ILMU DAN TEKNOLOGI PANGAN,S2,A,BANPT-2699
BUDIDAYA PERAIRAN,S1,B,BANPT-212
AGROBISNIS PERIKANAN,S1,B,BANPT-3234
FISIKA,S1,A,BANPT-UNIVERSITAS SYIAH KUALA
ILMU EKONOMI,S2,B,BANPT-3308
TEKNOLOGI PENDIDIKAN,S2,B,BANPT-1731
MAGISTER BIOTEKNOLOGI,S2,A,BANPT-2699
TEKNIK ELEKTRO,S1,B,BANPT-3255
AGROTEKNOLOGI,S1,B,BANPT-692
TEKNOLOGI PENGOLAHAN HASIL PERKEBUNAN,D-IV,B,BANPT-SEKOLAH TINGGI ILMU PERTANIAN AGROBISNIS PERKEBUNAN
PERANCANGAN JALAN DAN JEMBATAN,D-IV,B,BANPT-3296
AGROTEKNOLOGI,S1,B,BANPT-3853
ILMU HUKUM,S1,B,BANPT-SEKOLAH TINGGI ILMU HUKUM RAHMANIYAH
KEHUTANAN,S1,B,BANPT-13
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-3517
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-2032
"INFORMASI, PERPUSTAKAAN & KEARSIPAN",D-III,B,BANPT-3237
MANAJEMEN INFORMATIKA,D-III,B,BANPT-315
BUDIDAYA PERKEBUNAN,D-IV,B,BANPT-SEKOLAH TINGGI ILMU PERTANIAN AGROBISNIS PERKEBUNAN
PENDIDIKAN MATEMATIKA,S1,B,BANPT-STKIP PGRI LUBUK LINGGAU
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-STKIP PGRI LUBUK LINGGAU
ILMU KELAUTAN,S1,A,BANPT-2663
ADMINISTRASI BISNIS,D-III,B,BANPT-1556
TEKNIK ELEKTRONIKA,D-III,B,BANPT-3052
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-697
MATEMATIKA,S1,A,BANPT-2756
SASTRA DAERAH,S1,A,BANPT-2435
ILMU KOMUNIKASI,S1,B,BANPT-553
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-553
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-3541
PENDIDIKAN EKONOMI,S1,B,BANPT-3541
ILMU ADMINISTRASI NEGARA,S1,A,BANPT-2135
ANTROPOLOGI,S1,A,BANPT-2135
"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,B,BANPT-3759
ILMU FILSAFAT,S1,B,BANPT-2098
SISTEM INFORMASI,S1,B,BANPT-2899
ILMU PENDIDIKAN AGAMA ISLAM,S1,A,BANPT-3198
PENDIDIKAN TATA BUSANA,S1,A,BANPT-3198
PENDIDIKAN MATEMATIKA,S1,B,BANPT-2328
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-590
PENGOLAHAN HASIL PERIKANAN,D-III,B,BANPT-612
PENDIDIKAN BAHASA INDONESIA,S1,B,BANPT-708
TEKNIK INFORMATIKA,S1,B,BANPT-SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER STIKOM INDONESIA
TEKNIK INFORMATIKA,S1,B,BANPT-2460
TEKNIK ELEKTRONIKA,D-III,TIDAK TERAKREDITASI,BANPT-SEKOLAH TINGGI TEKNIK MALANG
ILMU KOMUNIKASI,S1,TIDAK TERAKREDITASI,BANPT-STISIP PADANG
AKUNTANSI,D-III,TIDAK TERAKREDITASI,BANPT-SEKOLAH TINGGI ILMU EKONOMI SAUMLAKI
TEKNIK INDUSTRI,S1,TIDAK TERAKREDITASI,BANPT-1763
PENDIDIKAN PROFESI GURU,PROFESI,A,BANPT-2698
PENDIDIKAN PROFESI GURU,PROFESI,B,BANPT-1045
PENDIDIKAN PROFESI GURU,PROFESI,A,BANPT-13
PENDIDIKAN PROFESI GURU,PROFESI,A,BANPT-2319
PENDIDIKAN PROFESI GURU,PROFESI,B,BANPT-1041
PENDIDIKAN PROFESI GURU,PROFESI,B,BANPT-315
PENDIDIKAN AGAMA KRISTEN,S1,BAIK,BANPT-3379
EKONOMI SYARIAH,S1,BAIK,BANPT-3370
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BANPT-592
PENDIDIKAN EKONOMI,S1,BAIK,BANPT-3607
TEKNIK KIMIA,S1,BAIK,BANPT-3675
AGROTEKNOLOGI,S1,BAIK,BANPT-3589
BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,S1,BAIK,BANPT-1478
TEKNIK LINGKUNGAN,S1,BAIK SEKALI,BANPT-14
AKUNTANSI,D-III,BAIK,BANPT-1922
HUKUM EKONOMI SYARI'AH,S1,BAIK,BANPT-STAI SEPAKAT SEGENEP KUTACANE ACEH TENGGARA
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,BANPT-INSTITUT AGAMA ISLAM NGAWI JAWA TIMUR
PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,BAIK,BANPT-3625
PENDIDIKAN AGAMA ISLAM,S3,BAIK SEKALI,BANPT-IAIN BENGKULU
PERBANKAN SYARIAH,S1,BAIK,BANPT-3055
TEKNIK MESIN,D-III,BAIK,BANPT-2599
MANAJEMEN DAKWAH,S1,BAIK,BANPT-STAI MIFTAHUL ULUM PAMEKASAN
TEKNIK SIPIL,S1,BAIK,BANPT-3268
TEKNOLOGI PERTANIAN,S1,BAIK,BANPT-587
TEKNOLOGI HASIL PERTANIAN,S1,BAIK,BANPT-106
BUDIDAYA TERNAK,D-III,BAIK,BANPT-4023
MANAJEMEN,S2,BAIK,BANPT-199
STATISTIKA,S1,BAIK,BANPT-608
AKUNTANSI,S1,BAIK,BANPT-2112
PENDIDIKAN VOKASIONAL MEKATRONIKA,S1,BAIK,BANPT-2339
MATEMATIKA,S1,BAIK,BANPT-668
BUDIDAYA TANAMAN HORTIKULTURA,D-II,BAIK,BANPT-1189
AKUAKULTUR,S1,BAIK,BANPT-587
LALU LINTAS UDARA,D-III,B,BANPT-124
MANAJEMEN,S1,UNGGUL,BANPT-1824
TEKNIK INFORMATIKA,S1,B,BANPT-1630
INFORMATIKA,S1,B,BANPT-SEKOLAH TINGGI TEKNIK SURABAYA
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-2299
ILMU HUKUM,S1,B,BANPT-387
TATA RIAS DAN KECANTIKAN,D-III,A,BANPT-3240
TEKNIK KOMPUTER,S1,B,BANPT-3121
BUDIDAYA PERIKANAN,S1,B,BANPT-2319
PETERNAKAN,S1,BAIK SEKALI,BANPT-557
AGROTEKNOLOGI,S1,B,BANPT-UNIVERSITAS BATANGHARI
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-STKIP PGRI SUMATERA BARAT
MANAJEMEN,S1,B,BANPT-SEKOLAH TINGGI ILMU EKONOMI ENAM-ENAM KENDARI
PENDIDIKAN BAHASA ARAB,S1,B,BANPT-3396
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-2909
PSIKOLOGI,S1,B,BANPT-1899
TEKNIK PERTAMBANGAN,S1,B,BANPT-3006
AGRIBISNIS,S2,B,BANPT-UNIVERSITAS SYIAH KUALA
SOSIOLOGI,S2,A,BANPT-3098
MANAJEMEN PENDIDIKAN ISLAM,S2,B,BANPT-2069
AKUNTANSI,S1,B,BANPT-3521
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-STKIP BINA BANGSA GETSEMPENA
SOSIOLOGI,S1,B,BANPT-1213
ILMU KOMUNIKASI,S1,B,BANPT-1872
MANAJEMEN,S1,B,BANPT-2919
BIOLOGI,S1,A,BANPT-2261
PENDIDIKAN MATEMATIKA,S1,B,BANPT-1795
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-1795
AGROTEKNOLOGI,S1,B,BANPT-3087
AKUNTANSI,S1,A,BANPT-2200
PEMANFAATAN SUMBER DAYA PERIKANAN,S1,A,BANPT-UNIVERSITAS DR. SOETOMO
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-1454
AGRIBISNIS,S1,B,BANPT-1504
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-3286
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-1982
SENI MUSIK,S1,B,BANPT-2041
BIOLOGI,S1,B,BANPT-2098
PENDIDIKAN GURU SEKOLAH DASAR,S1,B,BANPT-3759
TEKNIK ENERGI,D-IV,B,BANPT-3938
AKUNTANSI,S1,B,BANPT-3880
MANAJEMEN,S1,B,BANPT-3880
TEOLOGI,S1,TIDAK TERAKREDITASI,BANPT-3431
AKUNTANSI,S1,TIDAK TERAKREDITASI,BANPT-3845
PENDIDIKAN AGAMA KRISTEN,S1,TIDAK TERAKREDITASI,BANPT-1042
TADRIS IPS,S1,TIDAK TERAKREDITASI,BANPT-INSTITUT ILMU KEISLAMAN ZAINUL HASAN GENGGONG
AKUPUNKTUR,D-III,BAIK,BANPT-AKADEMI AKUPUNKTUR SURABAYA
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-AKADEMI KEPERAWATAN KRIDA HUSADA
KESEHATAN DAN KESELAMATAN KERJA,D-IV,BAIK SEKALI,BANPT-416
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MALUKU
NERS,PROFESI,BAIK SEKALI,BANPT-3282
KEPERAWATAN,S1,BAIK SEKALI,BANPT-3282
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN ELISABETH
KEBIDANAN,D-III,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN GUNA BANGSA YOGYAKARTA
NERS,PROFESI,BAIK SEKALI,BANPT-2397
ILMU KEPERAWATAN,S1,BAIK SEKALI,BANPT-2397
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN KARSA HUSADA
ILMU KEPERAWATAN,S1,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN KUNINGAN GARAWANGI
NERS,PROFESI,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN KUNINGAN GARAWANGI
KESEHATAN MASYARAKAT,S1,B,BANPT-SEKOLAH TINGGI ILMU KESEHATAN MALUKU HUSADA
KEPERAWATAN,D-III,BAIK SEKALI,BANPT-STIKES RS BAPTIS KEDIRI
ILMU FARMASI,S2,UNGGUL,BANPT-2135
KEBIDANAN,D-III,BAIK,BANPT-645
ADMINISTRASI RUMAH SAKIT,S1,B,BANPT-313
ANALIS KESEHATAN,D-III,BAIK SEKALI,BANPT-2543
KEBIDANAN,D-III,BAIK SEKALI,BANPT-106
HUBUNGAN INTERNASIONAL,S1,B,BANPT-1709
HUKUM KELUARGA,S1,BAIK,BANPT-3565
SENI,S3,UNGGUL,BANPT-3806
PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,S1,BAIK,BANPT-3925
TASAWUF DAN PSIKOTERAPI,S1,BAIK,BANPT-3526
MANAJEMEN,S2,BAIK,BANPT-1302
PENDIDIKAN AGAMA KRISTEN,S1,BAIK,BANPT-1952
MANAJEMEN K. MATARAM,S1,BAIK,BANPT-1605
TEKNIK ELEKTRO,S1,BAIK,BANPT-1816
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-3798
MANAJEMEN,S1,BAIK,BANPT-2744
MANAJEMEN,S1,BAIK,BANPT-UNIVERSITAS TEKNOLOGI SULAWESI UTARA
EKONOMI SYARIAH,S1,BAIK,BANPT-1289
KEHUTANAN,S1,BAIK,BANPT-3074
AKUNTANSI,S1,BAIK,BANPT-2658
ADMINISTRASI PUBLIK,S2,BAIK,BANPT-3965
TEKNOLOGI HASIL PERIKANAN,S1,BAIK,BANPT-2893
PENDIDIKAN IPS,S1,BAIK,BANPT-STKIP PGRI SUMATERA BARAT
SEJARAH PERADABAN ISLAM,S1,UNGGUL,BANPT-2191
TEKNIK MATERIAL,S1,BAIK,BANPT-3774
KEUANGAN MIKRO,S2,BAIK,BANPT-2680
SOSIAL EKONOMI PERIKANAN,S1,BAIK,BANPT-2174
TEKNIK TELEKOMUNIKASI,S1,BAIK,BANPT-3774
MAGISTER TEKNIK INDUSTRI,S2,UNGGUL,BANPT-2699
PENDIDIKAN AGAMA ISLAM,S2,BAIK,BANPT-INSTITUT AGAMA ISLAM SUNAN GIRI BOJONEGORO
PENDIDIKAN AGAMA KRISTEN,S2,TIDAK TERAKREDITASI,BANPT-1175
ANALIS KIMIA,D-III,B,BANPT-1119
PENDIDIKAN TATA RIAS,S1,BAIK,BANPT-3295
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BANPT-3614
MANAJEMEN,S2,BAIK,BANPT-3419
TEKNOLOGI PANGAN,S1,BAIK,BANPT-3774
PENDIDIKAN EKONOMI,S2,B,BANPT-1959
DESAIN PRODUK,S1,TIDAK TERAKREDITASI,BANPT-2109
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,BANPT-1865
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-2834
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-STAI AL-GHAZALI SOPPENG
DESAIN PRODUK,D-III,BAIK,BANPT-1922
PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,BANPT-1054
MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,BANPT-710
ANTROPOLOGI SOSIAL,S2,UNGGUL,BANPT-3295
PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,BANPT-2191
ILMU KOMUNIKASI,S1,BAIK,BANPT-1887
MANAJEMEN,S1,BAIK,BANPT-3845
PENGEMBANGAN MASYARAKAT ISLAM,S1,BAIK SEKALI,BANPT-IAIN PURWOKERTO
ILMU TEKNOLOGI PANGAN,S1,BAIK,BANPT-3903
EKONOMI SYARIAH,S1,BAIK,BANPT-3613
MANAJEMEN,S1,BAIK,BANPT-2370
ILMU KOMUNIKASI,S1,BAIK,BANPT-3190
MANAJEMEN,S2,BAIK,BANPT-2577
ILMU HUKUM,S1,BAIK,BANPT-2321
PARIWISATA BUDAYA DAN KEAGAMAAN,S1,BAIK,BANPT-3253
PENDIDIKAN OLAHRAGA,S1,BAIK,BANPT-315
AKUNTANSI SEKTOR PUBLIK,D-IV,BAIK,BANPT-640
PENGELOLAAN LINGKUNGAN,S2,BAIK SEKALI,BANPT-3308
PETERNAKAN,S1,B,BANPT-2085
PEMANFAATAN SUMBERDAYA PERIKANAN,S1,B,BANPT-212
AGRIBISNIS,S2,B,BANPT-1971
ILMU KOMUNIKASI,S2,B,BANPT-1836
AKUNTANSI,S1,B,BANPT-3363
ILMU PEMERINTAHAN,S1,B,BANPT-2845
TEKNIK SIPIL,S1,B,BANPT-3101
ARSITEKTUR,S1,B,BANPT-3390
MANAJEMEN,S1,B,BANPT-981
MANAJEMEN,S1,B,BANPT-3434
PENDIDIKAN FISIKA,S1,B,BANPT-1549
PENDIDIKAN EKONOMI,S1,B,BANPT-1549
PENDIDIKAN BAHASA INGGRIS,S1,B,BANPT-1549
ILMU KOMUNIKASI,S1,B,BANPT-1549
ILMU ADMINISTRASI BISNIS,S1,A,BANPT-1549
MANAJEMEN,S2,UNGGUL,BANPT-2696
MAGISTER ILMU ADMINISTRASI PUBLIK,S2,A,BANPT-2699
TEKNIK ELEKTRO,S1,UNGGUL,BANPT-2277
MANAJEMEN,S1,B,BANPT-2098
MANAJEMEN,S1,B,BANPT-2863
TEKNIK INDUSTRI,S1,B,BANPT-1739
ILMU HUKUM,S1,B,BANPT-1617
AKUNTANSI,S1,B,BANPT-850
ILMU HUKUM,S1,A,BANPT-2261
TEKNIK ELEKTRONIKA,D-IV,A,BANPT-POLITEKNIK CALTEX
TEKNIK KIMIA,S1,B,BANPT-970
PSIKOLOGI,S1,B,BANPT-2939
AKUNTANSI,S1,A,BANPT-3394
ILMU ADMINISTRASI NEGARA,S1,B,BANPT-323
AKUNTANSI,S1,B,BANPT-2090
BIMBINGAN DAN KONSELING,S1,B,BANPT-553
PENDIDIKAN TEKNIK MESIN,S1,A,BANPT-2435
TEKNIK ELEKTRO,S1,BAIK SEKALI,BANPT-2562
ARSITEKTUR,S1,B,BANPT-2542
MANAJEMEN,S1,B,BANPT-2299
INFORMATIKA,S1,B,BANPT-431
PETERNAKAN,S1,B,BANPT-1787
BIMBINGAN DAN KONSELING ISLAM,S1,B,BANPT-2662
MANAJEMEN BANDAR UDARA,D-III,B,BANPT-3933
SISTEM INFORMASI,S1,B,BANPT-2848
SISTEM INFORMASI AKUNTANSI,D-III,B,BANPT-3878
ILMU AL-QUR'AN DAN TAFSIR,S1,BAIK,BANPT-2717
PENDIDIKAN ISLAM ANAK USIA DINI,S1,B,BANPT-3216
SISTEM INFORMASI,S1,B,BANPT-1967
PENDIDIKAN AGAMA KRISTEN,S2,TIDAK TERAKREDITASI,BANPT-STAK NEGERI PALANGKA RAYA
SASTRA JEPANG,S1,TIDAK TERAKREDITASI,BANPT-SEKOLAH TINGGI BAHASA ASING JIU
PENDIDIKAN AGAMA KRISTEN,S1,BAIK,BANPT-1168
KEHUTANAN,S1,BAIK,BANPT-414
SISTEM INFORMASI,S1,BAIK,BANPT-1383
SISTEM DAN TEKNOLOGI INFORMASI,S1,BAIK,BANPT-3522
ILMU SEJARAH,S1,BAIK,BANPT-2694
AKUNTANSI KEUANGAN PUBLIK,D-IV,BAIK,BANPT-POLITEKNIK INFORMATIKA NASIONAL
MAGISTER MATEMATIKA,S2,UNGGUL,BANPT-2699
HUKUM EKONOMI SYARIAH,S1,BAIK,BANPT-STAI AL-BAROKAH SUKABUMI
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-STAI AL-BAROKAH SUKABUMI
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BANPT-3470
PERBANDINGAN MAZHAB,S1,BAIK SEKALI,BANPT-957
HUKUM KELUARGA,S1,BAIK,BANPT-3627
ILMU KOMUNIKASI,S1,BAIK,BANPT-STISIP PANCA BHAKTI PALU
PENDIDIKAN BAHASA INGGRIS,S1,BAIK,BANPT-3560
HUKUM EKONOMI SYARI'AH,S1,BAIK,BANPT-2139
TEKNOLOGI PANGAN,S1,BAIK,BANPT-1816
AKUNTANSI,S1,BAIK,BANPT-3015
TEKNIK OTOMOTIF,D-III,BAIK,BANPT-3173
HUKUM KELUARGA,S1,BAIK,BANPT-3708
TEOLOGI,S2,BAIK,BANPT-1975
KOMPUTERISASI AKUNTANSI,D-III,BAIK,BANPT-3885
AKUNTANSI,S1,BAIK,BANPT-2471
PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,BANPT-3749
SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-STMIK KADIRI
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-3380
MANAJEMEN,S1,BAIK,BANPT-UNIVERSITAS MEGOU PAK TULANG BAWANG
MANAJEMEN SUMBER DAYA PERAIRAN,S1,BAIK,BANPT-3149
SOSIOLOGI,S1,BAIK,BANPT-1387
ILMU KOMUNIKASI,S1,BAIK,BANPT-1431
TEKNIK INDUSTRI,S1,BAIK,BANPT-UNIVERSITAS MEGOU PAK TULANG BAWANG
TEKNIK INFORMATIKA,S1,BAIK,BANPT-1896
AKUNTANSI SYARIAH,S1,BAIK,BANPT-634
ILMU HUKUM,S1,BAIK,BANPT-2873
TEKNIK PEMBUATAN KAIN TENUN,D-II,BAIK SEKALI,BANPT-3267
BUDIDAYA TANAMAN HORTIKULTURA,D-III,BAIK,BANPT-4023
EKONOMI SYARIAH,S2,BAIK,BANPT-434
ILMU LINGKUNGAN,S3,BAIK,BANPT-2562
PENDIDIKAN BAHASA INGGRIS,S1,BAIK,BANPT-3588
TEKNOLOGI HASIL PERTANIAN,S1,BAIK,BANPT-3797
MANAJEMEN,S1,BAIK,BANPT-UNIVERSITAS SULAWESI TENGGARA
PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,BANPT-UNIVERSITAS TEKNOLOGI SULAWESI UTARA
SENI,S3,UNGGUL,BANPT-2518
MANAJEMEN INFORMATIKA,D-III,BAIK,BANPT-UNIVERSITAS WIDYA DHARMA
PENGELOLAAN PERHOTELAN,D-IV,BAIK,BANPT-470
SEJARAH PERADABAN ISLAM,S2,BAIK SEKALI,BANPT-1626
DESAIN GRAFIS,D-III,BAIK,BANPT-3729
PENDIDIKAN VOKASIONAL TEKNOLOGI OTOMOTIF,S1,BAIK,BANPT-2475
PERHOTELAN,D-III,BAIK,BANPT-3172
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-STKIP PGRI JOMBANG
PENDIDIKAN MATEMATIKA,S1,BAIK,BANPT-STKIP PEMBANGUNAN INDONESIA
MANAJEMEN,S1,BAIK SEKALI,BANPT-3586
TEKNIK SIPIL,S1,BAIK,BANPT-2352
EKONOMI SYARIAH,S2,BAIK,BANPT-2031
SISTEM INFORMASI,S1,B,BANPT-2098
MANAJEMEN,S2,UNGGUL,BANPT-2659
AGRIBISNIS,S1,B,BANPT-2673
ADMINISTRASI BISNIS,S1,A,BANPT-3204
ILMU AL QUR`AN DAN TAFSIR,S1,B,BANPT-3713
KOMUNIKASI DAN PENYIARAN ISLAM,S1,B,BANPT-3713
HUKUM KELUARGA,S1,C,BANPT-STIS SAMARINDA
AGRIBISNIS,S1,A,BANPT-1041
FISIKA,S1,A,BANPT-2063
ILMU KOMUNIKASI,S1,B,BANPT-2694
MANAJEMEN,S1,B,BANPT-708
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3610
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3585
TEKNIK ELEKTRO,S1,B,BANPT-3101
TEKNIK ELEKTRO,S1,B,BANPT-1830
TEKNIK SIPIL,S1,B,BANPT-2939
BIMBINGAN DAN KONSELING,S1,B,BANPT-2126
TEKNIK PERTANIAN,S1,B,BANPT-3396
MANAJEMEN,S1,B,BANPT-3234
DOKTOR INTER - RELIGIOUS STUDIES,S3,A,BANPT-2699
ILMU HUKUM,S1,B,BANPT-SEKOLAH TINGGI ILMU HUKUM COKROAMINOTO
ILMU HUKUM,S1,B,BANPT-1883
HUKUM KELUARGA ISLAM,S2,B,BANPT-2839
AKUNTANSI,S1,B,BANPT-4019
PENDIDIKAN AGAMA ISLAM,S2,BAIK SEKALI,BANPT-2069
MAGISTER PSIKOLOGI,S2,A,BANPT-2699
AKUNTANSI,S2,A,BANPT-1248
MATEMATIKA,S1,B,BANPT-13
TEKNIK ELEKTRO,S1,B,BANPT-470
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,B,BANPT-2329
AKUNTANSI,S1,A,BANPT-1009
PENDIDIKAN BAHASA ARAB,S1,A,BANPT-1055
AKUNTANSI,S1,B,BANPT-UNIVERSITAS PROF. DR. MOESTOPO
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-2988
PENDIDIKAN BAHASA JERMAN,S1,A,BANPT-3295
BATIK DAN FASHION,D-III,B,BANPT-2518
AKUNTANSI,D-III,B,BANPT-2363
BINA WISATA,D-III,B,BANPT-1656
TEKNIK MESIN PRODUKSI DAN PERAWATAN,D-IV,B,BANPT-3296
KOMPUTERISASI AKUNTANSI,D-IV,A,BANPT-3296
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,B,BANPT-2069
TEKNIK ELEKTRO,S1,B,BANPT-637
TEKNIK INDUSTRI,S1,B,BANPT-86
SISTEM INFORMASI,S1,B,BANPT-2209
MANAJEMEN,S1,B,BANPT-706
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3376
AKUNTANSI,S1,B,BANPT-2114
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,B,BANPT-2620
AKUNTANSI,S1,B,BANPT-2098
TEKNIK INFORMATIKA,S1,B,BANPT-2098
ILMU KESEJAHTERAAN SOSIAL,S1,B,BANPT-2512
PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,A,BANPT-3198
PENDIDIKAN AGAMA ISLAM,S1,B,BANPT-3903
SISTEM INFORMASI,S1,B,BANPT-3263
PERHOTELAN,D-III,B,BANPT-315
MANAJEMEN,S1,B,BANPT-599
HUKUM KELUARGA ISLAM,S1,B,BANPT-1765
FILSAFAT AGAMA HINDU,S1,B,BANPT-3623
