prodi_name,jenjang,akreditasi_prodi,institution_code
PEMIKIRAN POLITIK ISLAM,S1,BAIK,BANPT-1780
PENGELOLAAN PERKEBUNAN KOPI,D-IV,BAIK,BANPT-3802
MANAJEMEN PERDAGANGAN,D-III,A,BANPT-1859
PENGEMBANGAN MASYARAKAT ISLAM,S1,UNGGUL,BANPT-1582
ILMU TEKNIK,S3,B,BANPT-3229
KETATALAKSANAAN PELAYARAN NIAGA DAN KEPELABUHAN,D-III,B,BANPT-2720
TASAWUF DAN PSIKOTERAPI,S1,B,BANPT-1164
HUKUM ISLAM,S3,B,BANPT-1626
PSIKOLOGI,S1,BAIK,BANPT-2317
PENGEMBANGAN MASYARAKAT ISLAM,S1,UNGGUL,BANPT-1626
KEHUTANAN,S1,BAIK,BANPT-3828
ILMU PETERNAKAN,S2,UNGGUL,BANPT-2660
BIOTEKNOLOGI,S1,B,BANPT-1968
ARSITEKTUR,S1,B,BANPT-1968
PARIWISATA,S1,BAIK,BANPT-3802
ILMU PERTANIAN,S2,BAIK,BANPT-182
ILMU SOSIATRI,S1,BAIK,BANPT-2712
TEKNOLOGI BENIH,D-IV,BAIK,BANPT-2565
MANAJEMEN BENCANA,S2,BAIK,BANPT-2679
KAJIAN BUDAYA,S2,BAIK,BANPT-2680
HUKUM EKONOMI SYARIAH,S1,BAIK,BANPT-2783
ADMINISTRASI PUBLIK,S3,BAIK SEKALI,BANPT-2603
ILMU HUKUM,S1,BAIK,BANPT-2109
ARSITEKTUR,S1,BAIK SEKALI,BANPT-212
TEOLOGI,S1,BAIK SEKALI,BANPT-3253
DESAIN PRODUK,S1,BAIK,BANPT-3822
KOMUNIKASI PENYIARAN ISLAM,S1,BAIK,BANPT-2285
HUKUM KELUARGA ISLAM,S1,BAIK,BANPT-3731
MISIOLOGI,S1,BAIK,BANPT-1301
STUDI AGAMA AGAMA,S1,UNGGUL,BANPT-2062
TEOLOGI,S1,BAIK,BANPT-1017
PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,BANPT-2626
HUKUM TATA NEGARA/POLITIK ISLAM/SIYASAH,S1,UNGGUL,BANPT-1164
DESAIN INTERIOR,S1,BAIK,BANPT-3443
ARSITEKTUR,S1,BAIK,BANPT-1183
SOSIOLOGI,S1,BAIK SEKALI,BANPT-UNIVERSITAS SYIAH KUALA
HUKUM EKONOMI SYARIAH,S1,BAIK,BANPT-154
ARSITEKTUR,S1,BAIK,BANPT-1186
ILMU HUKUM,S1,BAIK SEKALI,BANPT-2428
HUKUM,S1,BAIK SEKALI,BANPT-2576
MANAJEMEN HAJI DAN UMRAH,S1,BAIK,BANPT-456
ADMINISTRASI PUBLIK,S1,BAIK,BANPT-277
SENI KULINER,D-III,UNGGUL,BANPT-91
PARIWISATA BERKELANJUTAN,S2,UNGGUL,BANPT-2088
DESAIN KOMUNIKASI VISUAL,S1,BAIK,BANPT-3293
PARIWISATA BUDAYA DAN KEAGAMAAN,S1,BAIK,BANPT-2521
SASTRA INDONESIA,S1,BAIK,BANPT-2497
MANAJEMEN AGRIBISNIS,D-III,BAIK,BANPT-POLITEKNIK NEGERI JEMBER
PSIKOLOGI,S1,BAIK,BANPT-3131
BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,D-IV,BAIK,BANPT-3873
ENTOMOLOGI,S3,UNGGUL,BANPT-2694
EKONOMI SYARIAH,S1,BAIK SEKALI,BANPT-3600
ILMU HUKUM,S1,BAIK,BANPT-2526
HUKUM EKONOMI SYARI`AH,S1,B,BANPT-3442
ILMU PEMERINTAHAN,S1,B,BANPT-3335
ILMU HUKUM,S1,B,BANPT-SEKOLAH TINGGI ILMU HUKUM SULTAN ADAM
MANAJEMEN PERTAHANAN,S2,A,BANPT-3306
EKONOMI PERTAHANAN,S2,UNGGUL,BANPT-3306
KEAMANAN MARITIM,S2,A,BANPT-3306
ILMU HUKUM,S1,BAIK,BANPT-1349
ILMU HUKUM,S1,B,BANPT-1463
ILMU LINGKUNGAN,S2,B,BANPT-1041
SENI DRAMA TARI DAN MUSIK,S1,BAIK,BANPT-1119
STRATEGI DAN KAMPANYE MILITER,S2,BAIK,BANPT-3306
ILMU PEMERINTAHAN,S1,BAIK,BANPT-2765
AGRIBISNIS,S1,B,BANPT-3234
BUDIDAYA TANAMAN PERKEBUNAN,D-IV,BAIK,BANPT-POLITEKNIK NEGERI JEMBER
KEPENYULUHAN BUDDHA,S1,A,BANPT-2426
PERHOTELAN,D-III,BAIK,BANPT-2509
ILMU KOMUNIKASI,S1,BAIK,BANPT-2780
ARSITEKTUR,S1,B,BANPT-2673
ILMU POLITIK,S2,B,BANPT-3846
ILMU PEMERINTAHAN,S1,B,BANPT-2721
MANAJEMEN PERHOTELAN,D-IV,B,BANPT-2819
SOSIOLOGI,S2,BAIK,BANPT-3234
KOMUNIKASI DAN PENYIARAN ISLAM,S1,BAIK SEKALI,BANPT-1582
ARSITEKTUR,S1,B,BANPT-2345
PERPAJAKAN,S1,UNGGUL,BANPT-2174
ILMU PEMERINTAHAN,S1,A,BANPT-1041
KEGURUAN BAHASA ARAB,S2,A,BANPT-570
KENOTARIATAN,S2,BAIK SEKALI,BANPT-UNIVERSITAS SYIAH KUALA
ANTROPOLOGI SOSIAL,S1,B,BANPT-2663
TEOLOGI,S1,BAIK,BANPT-3365
HUKUM EKONOMI SYARI`AH,S1,B,BANPT-665
DOKTOR TEOLOGI,S3,BAIK,BANPT-3448
STUDI ISLAM,S2,UNGGUL,BANPT-1164
MANAJEMEN SUMBERDAYA KELAUTAN DAN PULAU-PULAU KECIL,S2,B,BANPT-3234
ILMU ALQURAN DAN TAFSIR,S1,B,BANPT-2139
AGRIBISNIS PERIKANAN,D-III,B,BANPT-505
AGRIBISNIS,S1,BAIK,BANPT-2560
SISTEM-SISTEM PERTANIAN,S2,A,BANPT-2680
USAHA PERJALANAN WISATA,D-III,B,BANPT-2248
DESAIN PRODUK,S1,B,BANPT-INSTITUT KESENIAN JAKARTA
MANAJEMEN PARIWISATA,D-IV,BAIK,BANPT-2350
MANAJEMEN PERHOTELAN,D-IV,BAIK,BANPT-2350
BAHASA INGGRIS,D-III,BAIK,BANPT-3233
MANAJEMEN TRANSPORTASI LAUT,D-III,BAIK,BANPT-1524
TEOLOGI,S1,BAIK,BANPT-2436
ILMU HUKUM,S1,B,BANPT-523
AKUNTANSI,D-III,BAIK,BANPT-3928
AKUNTANSI,D-III,BAIK,BANPT-976
AKUNTANSI,S1,BAIK SEKALI,BANPT-756
AKUNTANSI,S1,BAIK,BANPT-2526
AKUNTANSI,S1,BAIK SEKALI,BANPT-123
ILMU MANAJEMEN,S3,UNGGUL,BANPT-2660
EKONOMI SYARIAH,S1,BAIK SEKALI,BANPT-INSTITUT KEUANGAN-PERBANKAN DAN INFORMATIKA ASIA PERBANAS
EKONOMI SYARIAH,S1,BAIK,BANPT-1051
EKONOMI SYARIAH,S1,UNGGUL,BANPT-969
MANAJEMEN RETAIL,S1,BAIK,BANPT-2899
MANAJEMEN,S1,BAIK SEKALI,BANPT-888
EKONOMI PEMBANGUNAN,S1,BAIK,BANPT-3701
MANAJEMEN,S2,UNGGUL,BANPT-2200
KEDOKTERAN,S1,BAIK,BANPT-2428
ILMU BEDAH,SUBSPESIALIS,UNGGUL,BANPT-2680
ADMINISTRASI KESEHATAN,S1,BAIK,BANPT-1508
ADMINISTRASI KESEHATAN,S1,BAIK,BANPT-1559
INFORMATIKA,S1,BAIK,BANPT-829
KEBIDANAN,D-III,BAIK,BANPT-1322
FISIKA,S1,BAIK SEKALI,BANPT-777
STATISTIKA,S1,BAIK SEKALI,BANPT-777
KIMIA,S1,UNGGUL,BANPT-2191
BIOLOGI,S1,BAIK SEKALI,BANPT-1117
FISIKA,S1,BAIK SEKALI,BANPT-1117
MATEMATIKA,S1,BAIK,BANPT-494
GEOGRAFI,S1,BAIK SEKALI,BANPT-1013
BIOTEKNOLOGI,S2,BAIK SEKALI,BANPT-2348
MANAJEMEN,S2,BAIK SEKALI,BANPT-3102
BIOLOGI,S1,BAIK SEKALI,BANPT-3774
ILMU FISIKA,S3,UNGGUL,BANPT-2212
STATISTIKA,S1,BAIK SEKALI,BANPT-310
BIOTEKNOLOGI,S1,UNGGUL,BANPT-310
FISIKA,S2,UNGGUL,BANPT-177
FISIKA,S1,BAIK SEKALI,BANPT-2721
KIMIA,S2,UNGGUL,BANPT-2663
BIOLOGI,S2,UNGGUL,BANPT-2663
STATISTIKA,S1,UNGGUL,BANPT-2680
KEUANGAN DAN PERBANKAN,D-III,BAIK,BANPT-1480
MANAJEMEN PERPAJAKAN,D-III,BAIK SEKALI,BANPT-1479
MANAJEMEN,S1,BAIK,BANPT-2284
MANAJEMEN,S1,UNGGUL,BANPT-1170
MANAJEMEN,S1,BAIK SEKALI,BANPT-997
KEWIRAUSAHAAN,S1,BAIK SEKALI,BANPT-863
EKONOMI TERAPAN,S2,UNGGUL,BANPT-2088
AKUNTANSI,S1,BAIK,BANPT-1186
AKUNTANSI,S1,BAIK SEKALI,BANPT-2513
AKUNTANSI,D-III,UNGGUL,BANPT-2679
EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,BANPT-3298
MANAJEMEN,S1,BAIK,BANPT-829
AKUNTANSI,S1,BAIK,BANPT-829
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,UNGGUL,BANPT-2261
TEKNOLOGI REKAYASA PERANGKAT LUNAK,D-IV,BAIK,BANPT-3395
TEKNOLOGI REKAYASA PERANGKAT LUNAK,D-IV,BAIK,BANPT-2824
ILMU KOMPUTER,S2,BAIK,BANPT-4016
NERS,PROFESI,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN GRAHA EDUKASI
KEPERAWATAN,S1,BAIK SEKALI,BANPT-SEKOLAH TINGGI ILMU KESEHATAN GRAHA EDUKASI
EKONOMI PEMBANGUNAN,S1,BAIK,BANPT-2080
PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,BANPT-106
PENDIDIKAN MATEMATIKA,S3,BAIK SEKALI,BANPT-3240
PENDIDIKAN BAHASA ARAB,S1,BAIK,BANPT-SEKOLAH TINGGI ILMU TARBIYAH DARUSSALIMIN NAHDLATUL WATHAN PRAYA LOMBOK TENGAH NUSA TENGGARA BARAT
PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,BANPT-123
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,UNGGUL,BANPT-862
PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,BANPT-1959
PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,BANPT-3255
PENDIDIKAN BAHASA JEPANG,S1,BAIK SEKALI,BANPT-1041
BIMBINGAN DAN KONSELING PENDIDIKAN ISLAM,S1,BAIK,BANPT-SEKOLAH TINGGI ILMU TARBIYAH BUNTET PESANTREN CIREBON
PENDIDIKAN VOKASIONAL TEKNIK,S1,BAIK,BANPT-310
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,BANPT-2939
PENDIDIKAN FISIKA,S1,BAIK SEKALI,BANPT-3189
PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,BANPT-1886
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-SEKOLAH TINGGI AGAMA ISLAM AS-SUNNAH
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,UNGGUL,BANPT-310
PENDIDIKAN JASMANI,S2,BAIK SEKALI,BANPT-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI PONTIANAK
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK SEKALI,BANPT-2604
PENDIDIKAN,S3,UNGGUL,BANPT-2603
PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,BAIK,BANPT-911
PENDIDIKAN SENI RUPA,S1,UNGGUL,BANPT-2603
PENDIDIKAN AGAMA ISLAM,S2,BAIK SEKALI,BANPT-UNIVERSITAS ISLAM DARUL &#039;ULUM
MANAJEMEN PENDIDIKAN,S3,UNGGUL,BANPT-3804
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK SEKALI,BANPT-SEKOLAH TINGGI AGAMA ISLAM YOGYAKARTA WONOSARI
PENDIDIKAN ILMU PENGETAHUAN ALAM,S3,BAIK SEKALI,BANPT-2603
PENDIDIKAN BAHASA ARAB,S1,UNGGUL,BANPT-1626
PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,BANPT-2251
PENDIDIKAN MATEMATIKA,S2,UNGGUL,BANPT-2041
PENDIDIKAN SOSIOLOGI,S1,UNGGUL,BANPT-485
PENDIDIKAN SOSIOLOGI,S1,UNGGUL,BANPT-90
PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S1,UNGGUL,BANPT-2339
PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,BANPT-2954
PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,BANPT-1638
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,BANPT-3149
MANAJEMEN PENDIDIKAN ISLAM,S2,BAIK SEKALI,BANPT-1117
TADRIS BAHASA INGGRIS,S1,BAIK SEKALI,BANPT-3216
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BANPT-2997
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK SEKALI,BANPT-1169
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BANPT-SEKOLAH TINGGI AGAMA ISLAM PUI MAJALENGKA
PENDIDIKAN BAHASA INDONESIA,S1,BAIK,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN TOMAKAKA TIWIKRAMA
MANAJEMEN PENDIDIKAN ISLAM,S3,BAIK SEKALI,BANPT-2083
PENDIDIKAN KRISTEN UNTUK ANAK USIA DINI,S1,BAIK SEKALI,BANPT-3448
PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,BANPT-2607
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BANPT-SEKOLAH TINGGI AGAMA ISLAM YAPATA AL-JAWAMI BANDUNG
TADRIS BAHASA INGGRIS,S1,UNGGUL,BANPT-1251
PENDIDIKAN BAHASA ARAB,S1,UNGGUL,BANPT-342
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,BANPT-SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NAHDLATUL ULAMA INDRAMAYU
PENDIDIKAN AGAMA KRISTEN,S1,BAIK,BANPT-SEKOLAH TINGGI TEOLOGI ARASTAMAR MATARAM
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BANPT-SEKOLAH TINGGI AGAMA ISLAM MA&#039;ARIF MAGETAN
PENDIDIKAN AGAMA KRISTEN,S1,BAIK,BANPT-SEKOLAH TINGGI TEOLOGI INJILI INDONESIA KUPANG
PENDIDIKAN BIOLOGI,S2,BAIK SEKALI,BANPT-212
PENDIDIKAN ISLAM ANAK USIA  DINI,S1,BAIK SEKALI,BANPT-192
PENDIDIKAN BAHASA INGGRIS,S1,BAIK SEKALI,BANPT-886
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-1526
PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,BANPT-370
PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BANPT-SEKOLAH TINGGI AGAMA ISLAM PELABUHANRATU
TADRIS BAHASA INGGRIS,S1,BAIK,BANPT-INSTITUT ALIF MUHAMMAD IMAM SYAFI&#039;I
MANAJEMEN PENDIDIKAN,S2,BAIK,BANPT-3434
PENDIDIKAN AGAMA ISLAM,S1,BAIK,BANPT-1531
PENDIDIKAN BAHASA ARAB,S1,BAIK,BANPT-INSTITUT AGAMA ISLAM RIYADLOTUL MUJAHIDIN NGABAR PONOROGO
PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,BANPT-INSTITUT AGAMA ISLAM RIYADLOTUL MUJAHIDIN NGABAR PONOROGO
TADRIS BIOLOGI,S1,BAIK,BANPT-1780
MANAJEMEN PENDIDIKAN ISLAM,S2,BAIK,BANPT-2795
PENDIDIKAN BAHASA JEPANG,S1,BAIK,BANPT-1248
PENDIDIKAN PROFESI GURU,PROFESI,BAIK,BANPT-2441
REKAM MEDIS DAN INFORMASI KESEHATAN,D-III,C,BANPT-458
KEPERAWATAN,D-III,BAIK,BANPT-781
ILMU PERTANIAN,S2,TERAKREDITASI SEMENTARA,BANPT-1544
BUDIDAYA IKAN,D-III,TERAKREDITASI SEMENTARA,BANPT-3306
PERIKANAN TANGKAP,D-III,TERAKREDITASI SEMENTARA,BANPT-3306
BUDIDAYA TERNAK,D-III,TERAKREDITASI SEMENTARA,BANPT-3306
PENGOLAHAN HASIL LAUT/PERIKANAN,D-III,TERAKREDITASI SEMENTARA,BANPT-3306
BUDIDAYA PERTANIAN LAHAN KERING,D-III,TERAKREDITASI SEMENTARA,BANPT-3306
TEKNOLOGI PAKAN TERNAK,D-IV,BAIK,BANPT-2824
PSIKOLOGI ISLAM,S1,BAIK,BANPT-879
KAJIAN BAHASA INGGRIS,S3,BAIK,BANPT-3458
HUKUM TATANEGARA,S1,TERAKREDITASI SEMENTARA,BANPT-2674
MANAJEMEN,S1,BAIK,BANPT-1701
BAHASA DAN KEBUDAYAAN INGGRIS,S1,TERAKREDITASI SEMENTARA,BANPT-3190
SAINS AKTUARIA,S1,TERAKREDITASI SEMENTARA,BANPT-570
KRIMINOLOGI,S1,BAIK,BANPT-886
PARIWISATA,S1,BAIK,BANPT-886
BISNIS DIGITAL,S1,BAIK,BANPT-1095
BIO-KEWIRAUSAHAAN,S1,BAIK,BANPT-1095
DESAIN KOMUNIKASI VISUAL,S1,TERAKREDITASI SEMENTARA,BANPT-3631
PARIWISATA,S1,BAIK,BANPT-3822
ILMU AGAMA DAN KEBUDAYAAN,S3,UNGGUL,BANPT-3097
KEHUTANAN,S1,BAIK,BANPT-SEKOLAH TINGGI ILMU PERTANIAN KENDARI
SISTEM INFORMASI KOTA CERDAS,D-IV,BAIK,BANPT-1504
PERBANKAN SYARIAH,S1,BAIK,BANPT-74
TEOLOGI,S1,BAIK,BANPT-755
TEOLOGI,S1,BAIK,BANPT-438
BIMBINGAN PENYULUHAN ISLAM,S1,BAIK,BANPT-173
PENDIDIKAN AGAMA ISLAM,S2,BAIK SEKALI,BANPT-2662
JURNALISTIK ISLAM,S1,BAIK,BANPT-969
AGROTEKNOLOGI,S1,BAIK,BANPT-2920
KEPOLISIAN,D-III,BAIK,BANPT-2512
HUKUM KELUARGA ISLAM,S1,BAIK,BANPT-STAI SUFYAN TSAURI MAJENANG
DESAIN KOMUNIKASI VISUAL,S1,TERAKREDITASI SEMENTARA,BANPT-2371
TEKNOLOGI REKAYASA SISTEM MEKANIKAL MINYAK DAN GAS,D-IV,BAIK,BANPT-550
ADMINISTRASI PUBLIK,S1,UNGGUL,BANPT-2343
HUKUM KELUARGA ISLAM,S1,BAIK,BANPT-2074
TEKNIK ELEKTRONIKA PERTAHANAN,D-IV,UNGGUL,BANPT-2438
SOSIOLOGI,S1,BAIK,BANPT-1779
ILMU HUKUM,S1,BAIK,BANPT-1673
SASTRA INGGRIS,S1,BAIK,BANPT-1374
ARSITEKTUR,S1,BAIK,BANPT-SEKOLAH TINGGI TEKNIK MULTIMEDIA INTERNASIONAL MALANG
MANAJEMEN PENDIDIKAN ISLAM,S1,B,BANPT-INSTITUT AL-MA&#039;ARIF WAY KANAN
PENDIDIKAN PROFESI PSIKOLOGI,PROFESI,BAIK SEKALI,BANPT-1824
MANAJEMEN,S1,B,BANPT-1059
SASTRA PERANCIS,S1,BAIK,BANPT-3018
TELEVISI DAN FILM,D-IV,BAIK,BANPT-3631
HUKUM,S1,TERAKREDITASI SEMENTARA,BANPT-3530
PARIWISATA,S2,BAIK,BANPT-3237
PARIWISATA,S1,BAIK,BANPT-1279
HUKUM BISNIS,S1,BAIK,BANPT-1279
PARIWISATA,S1,BAIK,BANPT-3237
ADMINISTRASI PERKANTORAN,D-III,BAIK,BANPT-2086
ADMINISTRASI BISNIS,S2,BAIK,BANPT-2355
AKUNTANSI,S1,BAIK,BANPT-2065
MANAJEMEN,S1,BAIK,BANPT-2065
AKUNTANSI,S2,UNGGUL,BANPT-13
MANAJEMEN,S2,BAIK SEKALI,BANPT-2473
ADMINISTRASI BISNIS,S1,BAIK,BANPT-621
EKONOMI SYARIAH,S1,BAIK SEKALI,BANPT-1262
BISNIS DIGITAL,S1,BAIK,BANPT-INSTITUT KESEHATAN DAN BISNIS KURNIA JAYA PERSADA
MANAJEMEN,S1,BAIK SEKALI,BANPT-3029
MANAJEMEN,S1,UNGGUL,BANPT-619
BISNIS DIGITAL,D-IV,BAIK SEKALI,BANPT-2906
MANAJEMEN PERUSAHAAN,D-III,UNGGUL,BANPT-UNIVERSITAS SYIAH KUALA
MANAJEMEN,S1,BAIK,BANPT-2801
BISNIS DIGITAL,S1,BAIK,BANPT-UNIVERSITAS MUHAMMADIYAH KARANGANYAR
BISNIS DIGITAL,S1,BAIK SEKALI,BANPT-318
MANAJEMEN KEUANGAN SEKTOR PUBLIK,D-IV,BAIK SEKALI,BANPT-268
BISNIS DIGITAL,S1,BAIK SEKALI,BANPT-1627
MANAJEMEN,S1,BAIK SEKALI,BANPT-3895
MANAJEMEN TEKNOLOGI,S2,BAIK SEKALI,BANPT-1279
AKUNTANSI,S1,BAIK SEKALI,BANPT-1778
AKUNTANSI,S1,BAIK SEKALI,BANPT-1617
MANAJEMEN,S1,BAIK,BANPT-1746
TEKNIK MESIN,S1,BAIK SEKALI,BANPT-3155
BIOLOGI,S1,BAIK,BANPT-245
MATEMATIKA,S1,UNGGUL,BANPT-2340
KEPERAWATAN,D-III,UNGGUL,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN KENDARI
KEBIDANAN,D-IV,BAIK SEKALI,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN KENDARI
KEBIDANAN,D-III,BAIK SEKALI,BANPT-POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MATARAM
KEPERAWATAN,S1,BAIK,BANPT-3434
APOTEKER,PROFESI,BAIK SEKALI,BANPT-485
FARMASI,S1,BAIK SEKALI,BANPT-485
REKAYASA PERANGKAT LUNAK,S1,BAIK,BANPT-1151
SISTEM INFORMASI KOTA CERDAS,D-IV,BAIK,BANPT-1804
TEKNIK INFORMATIKA K. KAB. MADIUN,D-III,BAIK,BANPT-2435
MANAJEMEN,S1,BAIK,BANPT-734
MANAJEMEN,S2,BAIK,BANPT-3302
BISNIS DIGITAL,D-IV,BAIK,BANPT-3628
EKONOMI SYARIAH,S2,BAIK,BANPT-316
KEWIRAUSAHAAN,S1,BAIK,BANPT-UNIVERSITAS SWADAYA GUNUNG JATI
BISNIS DAN MANAJEMEN RITEL,D-IV,BAIK,BANPT-1424
MANAJEMEN,S1,BAIK,BANPT-INSTITUT BATARI TOJA BONE
BISNIS DIGITAL,S1,BAIK,BANPT-1701
MANAJEMEN PEMASARAN INTERNASIONAL,D-IV,BAIK,BANPT-37
MANAJEMEN KEAMANAN DAN KESELAMATAN PUBLIK,D-IV,BAIK,BANPT-2512
MANAJEMEN,S2,BAIK,BANPT-1311
KEWIRAUSAHAAN,S1,BAIK,BANPT-116
EKONOMI SYARIAH,S1,BAIK,BANPT-2409
MANAJEMEN,S2,BAIK,BANPT-3926
EKONOMI SYARIAH,S1,BAIK,BANPT-UNIVERSITAS INSANIAH SUMATERA UTARA
MANAJEMEN DAN KEWIRAUSAHAAN,S2,BAIK,BANPT-1631
BISNIS DIGITAL,D-IV,BAIK,BANPT-67
MANAJEMEN INFORMATIKA,D-III,BAIK,BANPT-806
SISTEM INFORMASI,S1,BAIK,BANPT-783
TEKNOLOGI INFORMASI,S1,BAIK SEKALI,BANPT-2798
SISTEM DAN TEKNOLOGI INFORMASI,S1,BAIK,BANPT-1315
KEAMANAN SISTEM INFORMASI,D-IV,BAIK,BANPT-255
TEKNOLOGI INFORMASI,S1,BAIK,BANPT-3853
TEKNIK KOMPUTER,D-III,BAIK,BANPT-847
SISTEM KOMPUTER,S1,BAIK,BANPT-1887
PJJ SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-3199
ILMU KOMPUTER,S1,BAIK,BANPT-429
TEKNIK INFORMATIKA,S1,BAIK,BANPT-833
SISTEM INFORMASI,S1,BAIK,BANPT-1866
SISTEM INFORMASI,D-III,BAIK SEKALI,BANPT-762
MANAJEMEN INFORMATIKA,D-III,UNGGUL,BANPT-2782
TEKNOLOGI REKAYASA PERANGKAT LUNAK,D-IV,BAIK,BANPT-2603
INFORMATIKA,S1,BAIK,BANPT-2076
SISTEM INFORMASI,S1,BAIK,BANPT-956
BISNIS DIGITAL,S1,BAIK SEKALI,BANPT-2659
TEKNOLOGI REKAYASA MULTIMEDIA,D-IV,BAIK,BANPT-1292
REKAYASA KEAMANAN SIBER,D-IV,BAIK,BANPT-1292
MANAJEMEN INFORMATIKA,D-III,BAIK,BANPT-3942
TEKNOLOGI INFORMASI,S1,BAIK SEKALI,BANPT-2251
REKAYASA PERANGKAT LUNAK,S1,BAIK,BANPT-1421
SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-2513
TEKNOLOGI INFORMASI,S1,BAIK,BANPT-1554
INFORMATIKA,S1,BAIK,BANPT-2428
SISTEM INFORMASI,S1,BAIK,BANPT-2428
SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-2661
SISTEM INFORMASI,S1,BAIK,BANPT-2911
MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,BANPT-3073
TEKNOLOGI INFORMASI,S1,BAIK SEKALI,BANPT-1103
REKAYASA PERANGKAT LUNAK,S1,BAIK,BANPT-3081
TEKNOLOGI INFORMASI,D-III,BAIK,BANPT-681
SISTEM KOMPUTER,S1,BAIK,BANPT-STIMIK BINA BANGSA
SISTEM INFORMASI,S1,BAIK,BANPT-2009
SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-1441
SISTEM INFORMASI,S1,BAIK,BANPT-1554
INFORMATIKA,S1,BAIK,BANPT-1562
INFORMATIKA,S1,BAIK,BANPT-2911
INFORMATIKA,S1,BAIK,BANPT-1803
TEKNOLOGI INFORMASI,S1,BAIK,BANPT-UNIVERSITAS GARUT
SISTEM INFORMASI,S1,UNGGUL,BANPT-470
REKAYASA PERANGKAT LUNAK,D-IV,BAIK SEKALI,BANPT-3900
MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,BANPT-636
INFORMATIKA,S1,BAIK SEKALI,BANPT-1468
MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,BANPT-2613
MANAJEMEN INFORMATIKA,D-III,BAIK,BANPT-3956
TEKNIK KOMPUTER,D-III,UNGGUL,BANPT-3308
KOMPUTERISASI AKUNTANSI,D-III,UNGGUL,BANPT-3308
MANAJEMEN INFORMATIKA,D-III,BAIK SEKALI,BANPT-3308
SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-969
SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-3097
REKAYASA KEAMANAN SIBER,D-IV,BAIK,BANPT-3001
INFORMATIKA,S1,BAIK,BANPT-248
ILMU KOMPUTER,S1,BAIK,BANPT-1671
TEKNIK INFORMATIKA,S1,BAIK SEKALI,BANPT-318
TEKNOLOGI KOMPUTER,D-III,BAIK SEKALI,BANPT-413
SISTEM INFORMASI,S2,UNGGUL,BANPT-2491
SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-2322
SISTEM INFORMASI,S1,BAIK SEKALI,BANPT-84
