institution_code,institution_name,akreditasi_kampus,address,provinsi,faculty,prodi,akreditasi_prodi,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
rencanamu-1737,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,TEKNIK ELEKTROMEDIK,B,-,-,-,-,-,-
rencanamu-1738,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,ANALIS KESEHATAN,B,-,-,-,-,-,-
rencanamu-1739,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,ANALIS FARMASI DAN MAKANAN,B,-,-,-,-,-,-
rencanamu-1740,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,KEBIDANAN,B,-,-,-,-,-,-
rencanamu-1741,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,MANAJEMEN PELAYANAN RUMAH SAKIT,B,-,-,-,-,-,-
rencanamu-1742,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,B,-,-,-,-,-,-
rencanamu-1743,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,B,-,-,-,-,-,-
rencanamu-1744,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,MANAJEMEN INFORMATIKA,B,-,-,-,-,-,-
rencanamu-1745,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,PENDIDIKAN GURU SD,-,-,-,-,-,-,-
rencanamu-1746,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,PENDIDIKAN GURU PAUD,C,-,-,-,-,-,-
rencanamu-1747,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA INGGRIS,-,-,-,-,-,-,-
rencanamu-1748,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,AKUNTANSI,B,-,-,-,-,-,-
rencanamu-1749,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,DKI JAKARTA,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-1750,SEKOLAH TINGGI MANAJEMEN RISIKO DAN ASURANSI,C,-,DKI JAKARTA,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-1751,SEKOLAH TINGGI MANAJEMEN RISIKO DAN ASURANSI,C,-,DKI JAKARTA,UMUM,ASURANSI,C,-,-,-,-,-,-
rencanamu-1752,SEKOLAH TINGGI PARIWISATA TRISAKTI,B,-,DKI JAKARTA,UMUM,PERHOTELAN,A,-,-,-,-,-,-
rencanamu-1753,SEKOLAH TINGGI PARIWISATA TRISAKTI,B,-,DKI JAKARTA,UMUM,USAHA PERJALANAN WISATA,A,-,-,-,-,-,-
rencanamu-1754,SEKOLAH TINGGI PARIWISATA TRISAKTI,B,-,DKI JAKARTA,UMUM,HOSPITALITY DAN PARIWISATA,B,-,-,-,-,-,-
rencanamu-1755,SEKOLAH TINGGI PARIWISATA TRISAKTI,B,-,DKI JAKARTA,UMUM,PARIWISATA,B,-,-,-,-,-,-
rencanamu-1756,AKADEMI TELEKOMUNIKASI SANDHY PUTRA JAKARTA,B,-,DKI JAKARTA,UMUM,TEKNIK TELEKOMUNIKASI,B,-,-,-,-,-,-
rencanamu-1757,LONDON SCHOOL OF PUBLIC RELATIONS,A,-,DKI JAKARTA,UMUM,MASS COMMUNICATION,-,26250000,26250000,210000000,52500000,52500000,210000000
rencanamu-1758,LONDON SCHOOL OF PUBLIC RELATIONS,A,-,DKI JAKARTA,UMUM,PUBLIC RELATIONS,-,26250000,26250000,210000000,52500000,52500000,210000000
rencanamu-1759,LONDON SCHOOL OF PUBLIC RELATIONS,A,-,DKI JAKARTA,UMUM,MARKETING COMMUNICATION,-,26250000,26250000,210000000,52500000,52500000,210000000
rencanamu-1760,LONDON SCHOOL OF PUBLIC RELATIONS,A,-,DKI JAKARTA,UMUM,PERFORMING ARTS COMMUNICATION,-,26250000,26250000,210000000,52500000,52500000,210000000
rencanamu-1761,LONDON SCHOOL OF PUBLIC RELATIONS,A,-,DKI JAKARTA,UMUM,INTERNATIONAL RELATIONS,-,26250000,26250000,210000000,52500000,52500000,210000000
rencanamu-1762,LONDON SCHOOL OF PUBLIC RELATIONS,A,-,DKI JAKARTA,UMUM,DIGITAL MEDIA COMMUNICATIONS ADVERTISING,-,26250000,26250000,210000000,52500000,52500000,210000000
rencanamu-1763,LONDON SCHOOL OF PUBLIC RELATIONS,A,-,DKI JAKARTA,UMUM,HOSPITALITY COMMUNICATIONS,-,26250000,26250000,210000000,52500000,52500000,210000000
rencanamu-1764,LONDON SCHOOL OF PUBLIC RELATIONS,A,-,DKI JAKARTA,UMUM,ENTREPRENEUR BUSINESS COMMUNICATION,-,26250000,26250000,210000000,52500000,52500000,210000000
rencanamu-1765,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,AKUNTANSI,B,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1766,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,MANAJEMEN,B,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1767,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,EKONOMI PEMBANGUNAN,-,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1768,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,DESAIN PRODUK,B,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1769,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,DESAIN DAN KOMUNIKASI VISUAL,B,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1770,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,C,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1771,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,C,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1772,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN GURU PAUD,C,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1773,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN GURU SD,-,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1774,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,AGRIBISNIS,C,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1775,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,AGROTEKNOLOGI,C,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1776,UNIVERSITAS TRILOGI,B,-,DKI JAKARTA,UMUM,TEKNOLOGI INDUSTRI PANGAN,C,2906250,2906250,23250000,5812500,5812500,23250000
rencanamu-1777,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,BIMBINGAN DAN KONSELING,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1778,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN EKONOMI,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1779,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN SEJARAH,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1780,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN BIOLOGI,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1781,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN MATEMATIKA,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1782,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN FISIKA,A,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1783,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1784,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA INGGRIS,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1785,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,DESAIN KOMUNIKASI VISUAL,A,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1786,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,TEKNIK ARSITEKTUR,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1787,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,TEKNIK INDUSTRI,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1788,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1789,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA INDONESIA,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1790,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1791,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN MIPA,B,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1792,UNIVERSITAS INDRAPRASTA PGRI,B,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA INGGRIS,A,1350000,1350000,10800000,2700000,2700000,10800000
rencanamu-1793,STIE BISNIS INDONESIA,-,-,DKI JAKARTA,UMUM,MANAJEMEN,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-1794,STIE BISNIS INDONESIA,-,-,DKI JAKARTA,UMUM,AKUNTANSI,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-1795,SEKOLAH TINGGI MANAJEMEN IMMI,-,-,DKI JAKARTA,UMUM,MANAJEMEN,C,950000,950000,7600000,1900000,1900000,7600000
rencanamu-1796,POLITEKNIK LP3I JAKARTA,-,-,DKI JAKARTA,UMUM,KOMPUTERISASI AKUNTANSI,B,-,-,-,-,-,-
rencanamu-1797,POLITEKNIK LP3I JAKARTA,-,-,DKI JAKARTA,UMUM,ADMINISTRASI BISNIS,-,-,-,-,-,-,-
rencanamu-1798,POLITEKNIK LP3I JAKARTA,-,-,DKI JAKARTA,UMUM,MANAJEMEN INFORMATIKA,C,-,-,-,-,-,-
rencanamu-1799,POLITEKNIK LP3I JAKARTA,-,-,DKI JAKARTA,UMUM,HUBUNGAN MASYARAKAT,C,-,-,-,-,-,-
rencanamu-1800,AKADEMI BAHASA ASING BINA SARANA INFORMATIKA JAKARTA,-,-,DKI JAKARTA,UMUM,BAHASA INGGRIS,B,1440000,1440000,11520000,2880000,2880000,11520000
rencanamu-1801,AKADEMI BAHASA ASING BINA SARANA INFORMATIKA JAKARTA,-,-,DKI JAKARTA,UMUM,BAHASA MANDARIN,B,1440000,1440000,11520000,2880000,2880000,11520000
rencanamu-1802,AKADEMI KOMUNIKASI BINA SARANA INFORMATIKA JAKARTA,-,-,DKI JAKARTA,UMUM,PENYIARAN,B,2030000,2030000,16240000,4060000,4060000,16240000
rencanamu-1803,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER BINA SARANA INFORMATIKA JAKARTA,-,-,DKI JAKARTA,UMUM,TEKNIK KOMPUTER,B,2500000,2500000,20000000,5000000,5000000,20000000
rencanamu-1804,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER BINA SARANA INFORMATIKA JAKARTA,-,-,DKI JAKARTA,UMUM,MANAJEMEN INFORMATIKA,B,2500000,2500000,20000000,5000000,5000000,20000000
rencanamu-1805,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER BINA SARANA INFORMATIKA JAKARTA,-,-,DKI JAKARTA,UMUM,KOMPUTERISASI AKUNTANSI,B,2500000,2500000,20000000,5000000,5000000,20000000
rencanamu-1806,AKADEMI MANAJEMEN KEUANGAN BINA SARANA INFORMATIKA JAKARTA,-,-,DKI JAKARTA,UMUM,AKUNTANSI,C,2500000,2500000,20000000,5000000,5000000,20000000
rencanamu-1807,AKADEMI MANAJEMEN KEUANGAN BINA SARANA INFORMATIKA JAKARTA,-,-,DKI JAKARTA,UMUM,MANAJEMEN PERPAJAKAN,C,2500000,2500000,20000000,5000000,5000000,20000000
rencanamu-1808,INSTITUT BISNIS NUSANTARA,-,-,DKI JAKARTA,UMUM,AKUNTANSI,B,4905000,4905000,39240000,9810000,9810000,39240000
rencanamu-1809,INSTITUT BISNIS NUSANTARA,-,-,DKI JAKARTA,UMUM,MANAJEMEN,B,4905000,4905000,39240000,9810000,9810000,39240000
rencanamu-1810,INSTITUT BISNIS NUSANTARA,-,-,DKI JAKARTA,UMUM,ILMU KOMUNIKASI,B,4905000,4905000,39240000,9810000,9810000,39240000
rencanamu-1811,INSTITUT BISNIS NUSANTARA,-,-,DKI JAKARTA,UMUM,SISTEM INFORMASI,C,4905000,4905000,39240000,9810000,9810000,39240000
rencanamu-1812,INSTITUT BISNIS NUSANTARA,-,-,DKI JAKARTA,UMUM,SISTEM KOMPUTER,C,4905000,4905000,39240000,9810000,9810000,39240000
rencanamu-1813,INSTITUT BISNIS NUSANTARA,-,-,DKI JAKARTA,UMUM,SASTRA INGGRIS,C,4905000,4905000,39240000,9810000,9810000,39240000
rencanamu-1814,SEKOLAH TINGGI DESAIN INTERSTUDI,B,-,DKI JAKARTA,UMUM,DESAIN DAN KOMUNIKASI VISUAL,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-1815,SEKOLAH TINGGI DESAIN INTERSTUDI,B,-,DKI JAKARTA,UMUM,DESAIN PRODUK,B,6500000,6500000,52000000,13000000,13000000,52000000
rencanamu-1816,SEKOLAH TINGGI ILMU EKONOMI INDONESIA,-,-,DKI JAKARTA,UMUM,AKUNTANSI,A,5250000,5250000,42000000,10500000,10500000,42000000
rencanamu-1817,SEKOLAH TINGGI ILMU EKONOMI INDONESIA,-,-,DKI JAKARTA,UMUM,MANAJEMEN PERDAGANGAN,A,5250000,5250000,42000000,10500000,10500000,42000000
rencanamu-1818,SEKOLAH TINGGI ILMU EKONOMI INDONESIA,-,-,DKI JAKARTA,UMUM,MANAJEMEN,A,5250000,5250000,42000000,10500000,10500000,42000000
rencanamu-1819,SEKOLAH TINGGI ILMU EKONOMI INDONESIA,-,-,DKI JAKARTA,UMUM,MANAJEMEN,B,5250000,5250000,42000000,10500000,10500000,42000000
rencanamu-1820,SEKOLAH TINGGI ILMU EKONOMI INDONESIA,-,-,DKI JAKARTA,UMUM,AKUNTANSI,B,5250000,5250000,42000000,10500000,10500000,42000000
rencanamu-1821,SEKOLAH TINGGI ILMU KOMUNIKASI DAN SEKRETARIS TARAKANITA,-,-,DKI JAKARTA,UMUM,SEKRETARI,B,4000000,4000000,32000000,8000000,8000000,32000000
rencanamu-1822,SEKOLAH TINGGI ILMU KOMUNIKASI DAN SEKRETARIS TARAKANITA,-,-,DKI JAKARTA,UMUM,ILMU KOMUNIKASI,B,4000000,4000000,32000000,8000000,8000000,32000000
rencanamu-1823,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,KOMUNIKASI DAN PENYIARAN ISLAM,A,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1824,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,PENDIDIKAN AGAMA ISLAM,B,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1825,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,PERBANKAN SYARI'AH,B,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1826,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,AKUNTANSI,B,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1827,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,MANAJEMEN,B,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1828,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,BIOLOGI,B,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1829,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,MATEMATIKA,C,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1830,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,TEKNIK MESIN,C,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1831,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,TEKNIK INDUSTRI,C,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1832,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,TEKNIK INFORMATIKA,-,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1833,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,ILMU KEPERAWATAN,-,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1834,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,ILMU HUKUM,B,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1835,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA INGGRIS,B,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1836,UNIVERSITAS ISLAM AS,C,-,DKI JAKARTA,UMUM,BIMBINGAN DAN KONSELING,B,2925000,2925000,23400000,5850000,5850000,23400000
rencanamu-1837,SAMPOERNA UNIVERSITY,-,-,DKI JAKARTA,UMUM,AKUNTANSI,C,357500000,357500000,2860000000,715000000,715000000,2860000000
rencanamu-1838,SAMPOERNA UNIVERSITY,-,-,DKI JAKARTA,UMUM,MANAJEMEN,C,357500000,357500000,2860000000,715000000,715000000,2860000000
rencanamu-1839,SAMPOERNA UNIVERSITY,-,-,DKI JAKARTA,UMUM,ILMU KOMPUTER,C,357500000,357500000,2860000000,715000000,715000000,2860000000
rencanamu-1840,SAMPOERNA UNIVERSITY,-,-,DKI JAKARTA,UMUM,TEKNIK INDUSTRI,-,357500000,357500000,2860000000,715000000,715000000,2860000000
rencanamu-1841,SAMPOERNA UNIVERSITY,-,-,DKI JAKARTA,UMUM,TEKNIK MESIN,C,357500000,357500000,2860000000,715000000,715000000,2860000000
rencanamu-1842,SAMPOERNA UNIVERSITY,-,-,DKI JAKARTA,UMUM,DESAIN DAN KOMUNIKASI VISUAL,C,357500000,357500000,2860000000,715000000,715000000,2860000000
rencanamu-1843,SAMPOERNA UNIVERSITY,-,-,DKI JAKARTA,UMUM,PENDIDIKAN MATEMATIKA,C,357500000,357500000,2860000000,715000000,715000000,2860000000
rencanamu-1844,SAMPOERNA UNIVERSITY,-,-,DKI JAKARTA,UMUM,PENDIDIKAN BAHASA INGGRIS,B,357500000,357500000,2860000000,715000000,715000000,2860000000
rencanamu-1845,SEKOLAH TINGGI ILMU HUKUM INDONESIA JENTERA,C,-,DKI JAKARTA,UMUM,ILMU HUKUM,-,-,-,-,-,-,-
rencanamu-1846,STIE INDONESIA BANKING SCHOOL,B,-,DKI JAKARTA,UMUM,AKUNTANSI,B,11000000,11000000,88000000,22000000,22000000,88000000
rencanamu-1847,STIE INDONESIA BANKING SCHOOL,B,-,DKI JAKARTA,UMUM,MANAJEMEN,B,11000000,11000000,88000000,22000000,22000000,88000000
rencanamu-1848,STIE INDONESIA BANKING SCHOOL,B,-,DKI JAKARTA,UMUM,MANAJEMEN KEUANGAN SYARI'AH,-,11000000,11000000,88000000,22000000,22000000,88000000
rencanamu-1849,SEKOLAH TINGGI DESAIN LA SALLE,-,-,DKI JAKARTA,UMUM,ARTISTIC MAKE UP,-,17500000,17500000,140000000,35000000,35000000,140000000
rencanamu-1850,SEKOLAH TINGGI DESAIN LA SALLE,-,-,DKI JAKARTA,UMUM,DIGITAL MEDIA DESAIN,-,17500000,17500000,140000000,35000000,35000000,140000000
rencanamu-1851,SEKOLAH TINGGI DESAIN LA SALLE,-,-,DKI JAKARTA,UMUM,FASHION BUSINESS,-,17500000,17500000,140000000,35000000,35000000,140000000
rencanamu-1852,SEKOLAH TINGGI DESAIN LA SALLE,-,-,DKI JAKARTA,UMUM,FASHION DESIGN,-,17500000,17500000,140000000,35000000,35000000,140000000
rencanamu-1853,SEKOLAH TINGGI DESAIN LA SALLE,-,-,DKI JAKARTA,UMUM,DESIGN INTERIOR,-,17500000,17500000,140000000,35000000,35000000,140000000
rencanamu-1854,SEKOLAH TINGGI DESAIN LA SALLE,-,-,DKI JAKARTA,UMUM,FOTOGRAFI,-,17500000,17500000,140000000,35000000,35000000,140000000
rencanamu-1855,SEKOLAH TINGGI DESAIN LA SALLE,-,-,DKI JAKARTA,UMUM,DESAIN GRAFIS,-,17500000,17500000,140000000,35000000,35000000,140000000
rencanamu-1856,INDONESIA INTERNATIONAL INSTITUTE FOR LIFE SCIENCES,-,-,DKI JAKARTA,UMUM,FOOD SCIENCE,-,25000000,25000000,200000000,50000000,50000000,200000000
rencanamu-1857,INDONESIA INTERNATIONAL INSTITUTE FOR LIFE SCIENCES,-,-,DKI JAKARTA,UMUM,FOOD TECHNOLOGY,-,25000000,25000000,200000000,50000000,50000000,200000000
rencanamu-1858,INDONESIA INTERNATIONAL INSTITUTE FOR LIFE SCIENCES,-,-,DKI JAKARTA,UMUM,BIO MEDICINE,-,25000000,25000000,200000000,50000000,50000000,200000000
rencanamu-1859,INDONESIA INTERNATIONAL INSTITUTE FOR LIFE SCIENCES,-,-,DKI JAKARTA,UMUM,BIOTEKNOLOGI,-,25000000,25000000,200000000,50000000,50000000,200000000
rencanamu-1860,INDONESIA INTERNATIONAL INSTITUTE FOR LIFE SCIENCES,-,-,DKI JAKARTA,UMUM,BIO ENTREPRENEURSHIP,-,25000000,25000000,200000000,50000000,50000000,200000000
rencanamu-1861,INDONESIA INTERNATIONAL INSTITUTE FOR LIFE SCIENCES,-,-,DKI JAKARTA,UMUM,FARMASI,-,25000000,25000000,200000000,50000000,50000000,200000000
rencanamu-1862,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,ARSITEKTUR,C,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1863,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,DESIGN PRODUK,-,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1864,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,PERENCANAAN WILAYAH DAN KOTA,C,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1865,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,TEKNIK SIPIL,-,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1866,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,BISNIS PERHOTELAN,B,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1867,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,MANAJEMEN REKAYASA KONSTRUKSI,-,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1868,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,AKUNTANSI,C,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1869,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,HUKUM BISNIS,C,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1870,UNIVERSITAS AGUNG PODOMORO,-,-,DKI JAKARTA,UMUM,KEWIRAUSAHAAN,C,7187500,7187500,57500000,14375000,14375000,57500000
rencanamu-1871,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,AKUNTANSI,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1872,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,MANAJEMEN,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1873,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,TEKNIK ELEKTRO,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1874,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,TEKNIK INDUSTRI,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1875,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,SASTRA INGGRIS,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1876,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,SASTRA JEPANG,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1877,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,ILMU KESEHATAN MASYARAKAT,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1878,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,DESAIN KOMUNIKASI VISUAL,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1879,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,ILMU KOMUNIKASI,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1880,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,SISTEM INFORMASI,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1881,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,TEKNIK INFORMATIKA,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1882,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,TEKNIK INFORMATIKA,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1883,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,MANAJEMEN INFORMATIKA,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1884,UNIVERSITAS DIAN NUSWANTORO,A,-,JAWA TENGAH,UMUM,REKAM MEDIS,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-1885,UNIVERSITAS ISLAM SULTAN AGUNG,B,-,JAWA TENGAH,UMUM,AKUNTANSI,A,5100000,5100000,40800000,10200000,10200000,40800000
rencanamu-1886,UNIVERSITAS ISLAM SULTAN AGUNG,B,-,JAWA TENGAH,UMUM,MANAJEMEN,A,5100000,5100000,40800000,10200000,10200000,40800000
rencanamu-1887,UNIVERSITAS ISLAM SULTAN AGUNG,B,-,JAWA TENGAH,UMUM,FARMASI,B,5100000,5100000,40800000,10200000,10200000,40800000
rencanamu-1888,UNIVERSITAS ISLAM SULTAN AGUNG,B,-,JAWA TENGAH,UMUM,PENDIDIKAN DOKTER,B,5100000,5100000,40800000,10200000,10200000,40800000
rencanamu-1889,UNIVERSITAS ISLAM SULTAN AGUNG,B,-,JAWA TENGAH,UMUM,KEPERAWATAN,B,5100000,5100000,40800000,10200000,10200000,40800000
