prodi_code,institution_code,faculty,prodi,akreditasi_prodi
prodi-1129,rencanamu-282,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,C
prodi-1130,rencanamu-282,UMUM,BIMBINGAN DAN KONSELING,C
prodi-1131,rencanamu-282,UMUM,ILMU HUKUM,B
prodi-1132,rencanamu-269,UMUM,ILMU HUKUM,B
prodi-1133,rencanamu-269,UMUM,AKUNTANSI,B
prodi-1134,rencanamu-269,UMUM,AGROTEKNOLOGI,-
prodi-1135,rencanamu-269,UMUM,AGRONOMI,C
prodi-1136,rencanamu-269,UMUM,TEKNIK SIPIL,B
prodi-1137,rencanamu-269,UMUM,PENDIDIKAN DOKTER,C
prodi-1138,rencanamu-269,UMUM,ILMU ADMINISTRASI NEGARA,B
prodi-1139,rencanamu-269,UMUM,ILMU KOMUNIKASI,C
prodi-1140,rencanamu-269,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-1141,rencanamu-269,UMUM,PENDIDIKAN EKONOMI,B
prodi-1142,rencanamu-269,UMUM,PENDIDIKAN BAHASA INGGRIS,-
prodi-1143,rencanamu-269,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-1144,rencanamu-21,UMUM,MANAJEMEN,B
prodi-1145,rencanamu-21,UMUM,MANAJEMEN BISNIS,B
prodi-1146,rencanamu-115,UMUM,TEKNIK INDUSTRI,-
prodi-1147,rencanamu-115,UMUM,AKUNTANSI,C
prodi-1148,rencanamu-115,UMUM,MANAJEMEN,-
prodi-1149,rencanamu-115,UMUM,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-1150,rencanamu-115,UMUM,ILMU KOMUNIKASI,B
prodi-1151,rencanamu-115,UMUM,SASTRA INGGRIS,-
prodi-1152,rencanamu-115,UMUM,TEKNIK ELEKTRO,-
prodi-1153,rencanamu-115,UMUM,TEKNIK INFORMATIKA,B
prodi-1154,rencanamu-115,UMUM,REKAYASA PERANGKAT LUNAK,-
prodi-1155,rencanamu-115,UMUM,PENGINDRAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS,B
prodi-1156,rencanamu-115,UMUM,SISTEM INFORMASI,-
prodi-1157,rencanamu-115,UMUM,TEKNOLOGI KOMPUTER,-
prodi-1158,rencanamu-115,UMUM,SISTEM INFORMASI AKUNTANSI,-
prodi-1159,rencanamu-115,UMUM,AKUNTANSI,-
prodi-1160,rencanamu-115,UMUM,ADMINISTRASI BISNIS,-
prodi-1161,rencanamu-115,UMUM,ADMINISTRASI PERKANTORAN,-
prodi-1162,rencanamu-115,UMUM,MANAJEMEN PERPAJAKAN,-
prodi-1163,rencanamu-115,UMUM,HUBUNGAN MASYARAKAT,-
prodi-1164,rencanamu-115,UMUM,PENYIARAN,-
prodi-1165,rencanamu-115,UMUM,PERIKLANAN,-
prodi-1166,rencanamu-115,UMUM,BAHASA INGGRIS,-
prodi-1167,rencanamu-9,-,-,-
prodi-1168,rencanamu-49,-,-,-
prodi-1169,rencanamu-36,-,-,-
prodi-1170,rencanamu-53,-,-,-
prodi-1171,rencanamu-101,UMUM,KEUANGAN PERBANKAN,B
prodi-1172,rencanamu-101,UMUM,AKUNTANSI,B
prodi-1173,rencanamu-101,UMUM,EKONOMI SYARIAH,C
prodi-1174,rencanamu-101,UMUM,MANAJEMEN,B
prodi-1175,rencanamu-101,UMUM,ILMU HUKUM,B
prodi-1176,rencanamu-101,UMUM,TEKNIK SIPIL,C
prodi-1177,rencanamu-101,UMUM,TEKNIK INDUSTRI,C
prodi-1178,rencanamu-101,UMUM,TEKNIK ELEKTRO,C
prodi-1179,rencanamu-101,UMUM,TEKNIK ARSITEKTUR,C
prodi-1180,rencanamu-101,UMUM,KOMUNIKASI DAN PENYIARAN ISLAM,B
prodi-1181,rencanamu-101,UMUM,ILMU ADMINISTRASI NEGARA,B
prodi-1182,rencanamu-101,UMUM,PSIKOLOGI,C
prodi-1183,rencanamu-165,UMUM,MANAJEMEN,A
prodi-1184,rencanamu-165,UMUM,AKUNTANSI,A
prodi-1185,rencanamu-165,UMUM,EKONOMI PEMBANGUNAN,A
prodi-1186,rencanamu-165,UMUM,ILMU HUKUM,B
prodi-1187,rencanamu-165,UMUM,TEKNIK INDUSTRI,B
prodi-1188,rencanamu-165,UMUM,TEKNIK MESIN,A
prodi-1189,rencanamu-165,UMUM,TEKNIK ELEKTRO,A
prodi-1190,rencanamu-165,UMUM,TEKNIK DESAIN DAN MANUFAKTUR,-
prodi-1191,rencanamu-165,UMUM,SISTEM INFORMASI,C
prodi-1192,rencanamu-165,UMUM,PENDIDIKAN BAHASA INGGRIS,A
prodi-1193,rencanamu-165,UMUM,ILMU PENDIDIKAN TEOLOGI,B
prodi-1194,rencanamu-165,UMUM,PENDIDIKAN GURU SD,B
prodi-1195,rencanamu-165,UMUM,BIMBINGAN DAN KONSELING,B
prodi-1196,rencanamu-165,UMUM,ILMU PSIKOLOGI,A
prodi-1197,rencanamu-165,UMUM,BIOLOGI,A
prodi-1198,rencanamu-165,UMUM,ILMU DAN TEKNOLOGI PANGAN,B
prodi-1199,rencanamu-165,UMUM,PENDIDIKAN DOKTER,A
prodi-1200,rencanamu-165,UMUM,FARMASI,C
prodi-1201,rencanamu-165,UMUM,HOSPITALITY,B
prodi-1202,rencanamu-165,UMUM,ADMINISTRASI BISNIS,A
prodi-1203,rencanamu-165,UMUM,ILMU KOMUNIKASI,A
prodi-1204,rencanamu-165,UMUM,TEKNIK ELEKTRO,B
prodi-1205,rencanamu-165,UMUM,EKONOMI TERAPAN,B
prodi-1206,rencanamu-165,UMUM,AKUNTANSI,B
prodi-1207,rencanamu-165,UMUM,ADMINISTRASI BISNIS,B
prodi-1208,rencanamu-165,UMUM,TEKNIK MESIN,B
prodi-1209,rencanamu-165,UMUM,MANAJEMEN,B
prodi-1210,rencanamu-165,UMUM,BAHASA INGGRIS,A
prodi-1211,rencanamu-165,UMUM,ILMU PSIKOLOGI,B
prodi-1212,rencanamu-165,UMUM,BIOTEKNOLOGI,B
prodi-1213,rencanamu-130,UMUM,AKUNTANSI BISNIS,A
prodi-1214,rencanamu-130,UMUM,MANAJEMEN BISNIS,A
prodi-1215,rencanamu-130,UMUM,TEKNIK INDUSTRI,-
prodi-1216,rencanamu-130,UMUM,PERENCANAAN WILAYAH DAN KOTA,B
prodi-1217,rencanamu-130,UMUM,SURVEI DAN PEMETAAN,-
prodi-1218,rencanamu-130,UMUM,DESAIN PRODUK,A
prodi-1219,rencanamu-130,UMUM,DESAIN KOMUNIKASI VISUAL,B
prodi-1220,rencanamu-130,UMUM,DESAIN INTERIOR,B
prodi-1221,rencanamu-130,UMUM,REKAM MEDIS DAN INFORMASI KESEHATAN,A
prodi-1222,rencanamu-130,UMUM,MANAJEMEN INFORMASI KESEHATA,B
prodi-1223,rencanamu-130,UMUM,KESEHATAN MASYARAKAT,B
prodi-1224,rencanamu-130,UMUM,ILMU GIZI,B
prodi-1225,rencanamu-130,UMUM,KEPERAWATAN,B
prodi-1226,rencanamu-130,UMUM,BIOTEKNOLOGI,B
prodi-1227,rencanamu-130,UMUM,FARMASI,C
prodi-1228,rencanamu-130,UMUM,FISIOTERAPI,B
prodi-1229,rencanamu-130,UMUM,TEKNIK INFORMATIKA,A
prodi-1230,rencanamu-130,UMUM,SISTEM INFORMASI,B
prodi-1231,rencanamu-130,UMUM,HUMAS,-
prodi-1232,rencanamu-130,UMUM,JURNALISTIK,A
prodi-1233,rencanamu-130,UMUM,PENYIAR,A
prodi-1234,rencanamu-130,UMUM,MARKETING COMMUNICATION,A
prodi-1235,rencanamu-130,UMUM,ILMU HUKUM,A
prodi-1236,rencanamu-130,UMUM,PSIKOLOGI,B
prodi-1237,rencanamu-130,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-1238,rencanamu-130,UMUM,PENDIDIKAN GURU SD,B
prodi-1239,rencanamu-276,UMUM,ILMU HUKUM,A
prodi-1240,rencanamu-276,UMUM,PENDIDIKAN DOKTER,B
prodi-1241,rencanamu-276,UMUM,MANAJEMEN,A
prodi-1242,rencanamu-276,UMUM,AKUNTANSI,A
prodi-1243,rencanamu-276,UMUM,EKONOMI PEMBANGUNAN,A
prodi-1244,rencanamu-276,UMUM,TEKNIK MESIN,B
prodi-1245,rencanamu-276,UMUM,TEKNIK ELEKTRO,A
prodi-1246,rencanamu-276,UMUM,TEKNIK INDUSTRI,A
prodi-1247,rencanamu-276,UMUM,TEKNIK INFORMATIKA,B
prodi-1248,rencanamu-276,UMUM,SISTEM INFORMASI,B
prodi-1249,rencanamu-276,UMUM,TEKNIK GEOLOGI,B
prodi-1250,rencanamu-276,UMUM,TEKNIK PERMINYAKAN,B
prodi-1251,rencanamu-276,UMUM,TEKNIK PERTAMBANGAN,B
prodi-1252,rencanamu-276,UMUM,DESAIN INTERIOR,B
prodi-1253,rencanamu-276,UMUM,DESAIN DAN KOMUNIKASI VISUAL,A
prodi-1254,rencanamu-276,UMUM,FOTOGRAFI,A
prodi-1255,rencanamu-276,UMUM,DESAIN PRODUK,A
prodi-1256,rencanamu-276,UMUM,TEKNIK SIPIL,A
prodi-1257,rencanamu-276,UMUM,ARSITEKTUR,A
prodi-1258,rencanamu-276,UMUM,ARSITEKTUR LANSKAP,B
prodi-1259,rencanamu-276,UMUM,TEKNIK LINGKUNGAN,A
prodi-1260,rencanamu-276,UMUM,PERENCANAAN WILAYAH DAN KOTA,A
prodi-1261,rencanamu-276,UMUM,PENDIDIKAN DOKTER GIGI,A
prodi-1262,rencanamu-276,UMUM,PERPAJAKAN,A
prodi-1263,rencanamu-276,UMUM,KEUANGAN DAN PERBANKAN SYARIAH,B
prodi-1264,rencanamu-276,UMUM,AKUNTANSI SEKTOR PUBLIK,B
prodi-1265,rencanamu-276,UMUM,MANAJEMEN JASA,B
prodi-1266,rencanamu-103,UMUM,AKUNTANSI,A
prodi-1267,rencanamu-103,UMUM,MANAJEMEN,B
prodi-1268,rencanamu-103,UMUM,ILMU KOMUNIKASI,A
prodi-1269,rencanamu-103,UMUM,ILMU POLITIK,A
prodi-1270,rencanamu-103,UMUM,SISTEM INFORMASI,B
prodi-1271,rencanamu-103,UMUM,TEKNIK INDUSTRI,B
prodi-1272,rencanamu-103,UMUM,TEKNIK INFORMATIKA,B
prodi-1273,rencanamu-103,UMUM,AGROTEKNOLOGI,-
prodi-1274,rencanamu-103,UMUM,ILMU DAN TEKNOLOGI PANGAN,B
prodi-1275,rencanamu-103,UMUM,TEKNIK LINGKUNGAN,B
prodi-1276,rencanamu-24,UMUM,TEKNIK SIPIL,B
prodi-1277,rencanamu-24,UMUM,ARSITEKTUR,B
prodi-1278,rencanamu-24,UMUM,FARMASI,B
prodi-1279,rencanamu-24,UMUM,SISTEM INFORMASI,C
prodi-1280,rencanamu-24,UMUM,TEKNIK INFORMATIKA,C
prodi-1281,rencanamu-24,UMUM,TEKNIK ELEKTRO,B
prodi-1282,rencanamu-24,UMUM,TEKNIK MESIN,B
prodi-1283,rencanamu-24,UMUM,TEKNIK INDUSTRI,-
prodi-1284,rencanamu-29,UMUM,AKUNTANSI,B
prodi-1285,rencanamu-29,UMUM,MANAJEMEN,B
prodi-1286,rencanamu-29,UMUM,BUSINESS IN CREATIVE INDUSTRY,-
prodi-1287,rencanamu-29,UMUM,MATEMATIKA BISNIS,-
prodi-1288,rencanamu-29,UMUM,DIGITAL COMMUNICATION,-
prodi-1289,rencanamu-29,UMUM,SISTEM INFORMASI,B
prodi-1290,rencanamu-29,UMUM,TEKNIK INFORMATIKA,B
prodi-1291,rencanamu-29,UMUM,ARSITEKTUR,-
prodi-1292,rencanamu-29,UMUM,DESAIN DAN KOMUNIKASI VISUAL,-
prodi-1293,rencanamu-29,UMUM,GAME COMPUTING AND TECHNOLOGY,-
prodi-1294,rencanamu-29,UMUM,STRATEGIC COMMUNICATION,-
prodi-1295,rencanamu-29,UMUM,BROADCASTING,-
prodi-1296,rencanamu-13,UMUM,FASHION DESIGN & CREATION,-
prodi-1297,rencanamu-13,UMUM,FASHION BUSINESS STRATEGY & COMMUNICATION,-
prodi-1298,rencanamu-234,UMUM,MANAJEMEN,A
prodi-1299,rencanamu-234,UMUM,AKUNTANSI,A
prodi-1300,rencanamu-234,UMUM,ILMU HUKUM,A
prodi-1301,rencanamu-234,UMUM,FARMASI,A
prodi-1302,rencanamu-234,UMUM,TEKNIK MESIN,A
prodi-1303,rencanamu-234,UMUM,TEKNIK INDUSTRI,B
prodi-1304,rencanamu-234,UMUM,TEKNIK ELEKTRO,B
prodi-1305,rencanamu-234,UMUM,TEKNIK SIPIL,A
prodi-1306,rencanamu-234,UMUM,ARSITEKTUR,A
prodi-1307,rencanamu-234,UMUM,TEKNIK INFORMATIKA,A
prodi-1308,rencanamu-234,UMUM,ILMU PSIKOLOGI,A
prodi-1309,rencanamu-234,UMUM,ILMU KOMUNIKASI,A
prodi-1310,rencanamu-234,UMUM,PARIWISATA,A
prodi-1311,rencanamu-234,UMUM,TEKNIK ELEKTRO,C
prodi-1312,rencanamu-234,UMUM,TEKNIK MESIN,B
prodi-1313,rencanamu-234,UMUM,AKUNTANSI,B
prodi-1314,rencanamu-234,UMUM,PERPAJAKAN,A
prodi-1315,rencanamu-234,UMUM,FARMASI,B
prodi-1316,rencanamu-96,UMUM,BIOLOGI,A
prodi-1317,rencanamu-96,UMUM,TEKNIK ELEKTRO,B
prodi-1318,rencanamu-96,UMUM,TEKNIK INDUSTRI,B
prodi-1319,rencanamu-96,UMUM,TEKNIK INFORMATIKA,B
prodi-1320,rencanamu-96,UMUM,ILMU HUKUM,B
prodi-1321,rencanamu-96,UMUM,BIMBINGAN DAN PENYULUHAN ISLAM,B
prodi-1322,rencanamu-96,UMUM,PENDIDIKAN AGAMA ISLAM,-
prodi-1323,rencanamu-96,UMUM,PENDIDIKAN GURU PAUD,C
prodi-1324,rencanamu-96,UMUM,AKUNTANSI,B
prodi-1325,rencanamu-96,UMUM,MANAJEMEN,-
prodi-1326,rencanamu-96,UMUM,ILMU HUBUNGAN INTERNASIONAL,B
prodi-1327,rencanamu-96,UMUM,ILMU KOMUNIKASI,A
prodi-1328,rencanamu-96,UMUM,SASTRA ARAB,A
prodi-1329,rencanamu-96,UMUM,SASTRA CINA,B
prodi-1330,rencanamu-96,UMUM,SASTRA INGGRIS,B
prodi-1331,rencanamu-96,UMUM,SASTRA JEPANG,B
prodi-1332,rencanamu-122,UMUM,SASTRA INGGRIS,B
prodi-1333,rencanamu-122,UMUM,SASTRA JEPANG,B
prodi-1334,rencanamu-122,UMUM,SASTRA CINA,B
prodi-1335,rencanamu-122,UMUM,TEKNIK ELEKTRO,C
prodi-1336,rencanamu-122,UMUM,TEKNIK INDUSTRI,C
prodi-1337,rencanamu-122,UMUM,TEKNIK INFORMATIKA,B
prodi-1338,rencanamu-122,UMUM,SISTEM INFORMASI,B
prodi-1339,rencanamu-122,UMUM,TEKNIK MESIN,B
prodi-1340,rencanamu-122,UMUM,TEKNIK PERKAPALAN,B
prodi-1341,rencanamu-122,UMUM,SISTEM PERKAPALAN,B
prodi-1342,rencanamu-122,UMUM,MANAJEMEN,B
prodi-1343,rencanamu-122,UMUM,AKUNTANSI,B
prodi-1344,rencanamu-122,UMUM,TEKNIK ENERGI TERBARUKAN,C
prodi-1345,rencanamu-283,UMUM,PENDIDIKAN DOKTER,A
prodi-1346,rencanamu-283,UMUM,PENDIDIKAN DOKTER GIGI,B
prodi-1347,rencanamu-283,UMUM,AKUNTANSI,B
prodi-1348,rencanamu-283,UMUM,MANAJEMEN,B
prodi-1349,rencanamu-283,UMUM,ILMU PSIKOLOGI,B
prodi-1350,rencanamu-283,UMUM,TEKNIK INFORMATIKA,B
prodi-1351,rencanamu-283,UMUM,ILMU PERPUSTAKAAN,A
prodi-1352,rencanamu-283,UMUM,ILMU HUKUM,B
prodi-1353,rencanamu-177,UMUM,SASTRA INGGRIS,B
prodi-1354,rencanamu-177,UMUM,ILMU KEDOKTERAN,B
prodi-1355,rencanamu-177,UMUM,AKUNTANSI,B
prodi-1356,rencanamu-177,UMUM,MANAJEMEN,B
prodi-1357,rencanamu-177,UMUM,ILMU POLITIK,C
prodi-1358,rencanamu-177,UMUM,ILMU KOMUNIKASI,B
prodi-1359,rencanamu-177,UMUM,ILMU HUBUNGAN INTERNASIONAL,A
prodi-1360,rencanamu-177,UMUM,ILMU HUKUM,A
prodi-1361,rencanamu-177,UMUM,ARSITEKTUR,A
prodi-1362,rencanamu-177,UMUM,TEKNIK SIPIL,B
prodi-1363,rencanamu-177,UMUM,TEKNIK MESIN,B
prodi-1364,rencanamu-177,UMUM,TEKNIK ELEKTRO,B
prodi-1365,rencanamu-177,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-1366,rencanamu-177,UMUM,PENDIDIKAN FISIKA,C
prodi-1367,rencanamu-177,UMUM,PENDIDIKAN KIMIA,C
prodi-1368,rencanamu-177,UMUM,PENDIDIKAN BAHASA MANDARIN,B
prodi-1369,rencanamu-177,UMUM,PENDIDIKAN BIOLOGI,B
prodi-1370,rencanamu-177,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-1371,rencanamu-177,UMUM,PENDIDIKAN AGAMA KRISTEN,B
prodi-1372,rencanamu-177,UMUM,BIMBINGAN DAN KONSELING,B
prodi-1373,rencanamu-177,UMUM,MANAJEMEN PERPAJAKAN,B
prodi-1374,rencanamu-177,UMUM,BAHASA INGGRIS,C
prodi-1375,rencanamu-177,UMUM,FISIOTERAPI,B
prodi-1376,rencanamu-177,UMUM,KEUANGAN DAN PERBANKAN,B
prodi-1377,rencanamu-177,UMUM,KEPERAWATAN,C
prodi-1378,rencanamu-177,UMUM,ADMINISTRASI PENDIDIKAN,B
prodi-1379,rencanamu-177,UMUM,ARSITEKTUR,B
prodi-1380,rencanamu-177,UMUM,TEKNIK ELEKTRO,C
prodi-1381,rencanamu-177,UMUM,ILMU HUKUM,B
prodi-1382,rencanamu-177,UMUM,MANAJEMEN,C
prodi-1383,rencanamu-117,UMUM,PERHOTELAN,-
prodi-1384,rencanamu-117,UMUM,TEKNIK INFORMATIKA,B
prodi-1385,rencanamu-117,UMUM,TEKNIK INDUSTRI,A
prodi-1386,rencanamu-117,UMUM,MANAJEMEN,A
prodi-1387,rencanamu-117,UMUM,MANAJEMEN,B
prodi-1388,rencanamu-117,UMUM,ILMU PSIKOLOGI,B
prodi-1389,rencanamu-117,UMUM,SASTRA INGGRIS,A
prodi-1390,rencanamu-117,UMUM,SASTRA CINA,B
prodi-1391,rencanamu-117,UMUM,SISTEM INFORMASI,B
prodi-1392,rencanamu-117,UMUM,ILMU KOMUNIKASI,B
prodi-1393,rencanamu-242,UMUM,AKUNTANSI,A
prodi-1394,rencanamu-242,UMUM,MANAJEMEN,A
prodi-1395,rencanamu-242,UMUM,ILMU PSIKOLOGI,A
prodi-1396,rencanamu-242,UMUM,DESAIN DAN KOMUNIKASI VISUAL,A
prodi-1397,rencanamu-242,UMUM,ILMU KOMUNIKASI,A
prodi-1398,rencanamu-242,UMUM,TEKNIK INDUSTRI,B
prodi-1399,rencanamu-242,UMUM,TEKNIK INFORMATIKA,B
prodi-1400,rencanamu-242,UMUM,TEKNIK SIPIL,B
prodi-1401,rencanamu-242,UMUM,MANAJEMEN PERUSAHAAN,A
prodi-1402,rencanamu-242,UMUM,MANAJEMEN INFORMATIKA DAN TEKNIK KOMPUTER,B
prodi-1403,rencanamu-271,UMUM,ILMU HUKUM,A
prodi-1404,rencanamu-271,UMUM,ARSITEKTUR,A
prodi-1405,rencanamu-271,UMUM,PERENCANAAN WILAYAH DAN KOTA,B
prodi-1406,rencanamu-271,UMUM,TEKNIK ELEKTRO,B
prodi-1407,rencanamu-271,UMUM,TEKNIK INDUSTRI,B
prodi-1408,rencanamu-271,UMUM,TEKNIK MESIN,A
prodi-1409,rencanamu-271,UMUM,TEKNIK SIPIL,A
prodi-1410,rencanamu-271,UMUM,PENDIDIKAN DOKTER,A
prodi-1411,rencanamu-271,UMUM,PSIKOLOGI,A
prodi-1412,rencanamu-271,UMUM,SISTEM INFORMASI,A
prodi-1413,rencanamu-271,UMUM,TEKNIK INFORMATIKA,B
prodi-1414,rencanamu-271,UMUM,DESAIN INTERIOR,B
prodi-1415,rencanamu-271,UMUM,DESAIN DAN KOMUNIKASI VISUAL,A
prodi-1416,rencanamu-271,UMUM,ILMU KOMUNIKASI,A
prodi-1417,rencanamu-271,UMUM,AKUNTANSI,A
prodi-1418,rencanamu-271,UMUM,MANAJEMEN,A
prodi-1419,rencanamu-271,UMUM,AKUNTANSI,B
prodi-1420,rencanamu-271,UMUM,ARSITEKTUR,B
prodi-1421,rencanamu-271,UMUM,MANAJEMEN,B
prodi-1422,rencanamu-271,UMUM,PSIKOLOGI,B
prodi-1423,rencanamu-271,UMUM,PSIKOLOGI PROFESI,B
prodi-1424,rencanamu-271,UMUM,TEKNIK SIPIL,B
prodi-1425,rencanamu-256,UMUM,AKUNTANSI,B
prodi-1426,rencanamu-256,UMUM,MANAJEMEN,B
prodi-1427,rencanamu-256,UMUM,TEKNIK INDUSTRI,B
prodi-1428,rencanamu-256,UMUM,TEKNIK LINGKUNGAN,B
prodi-1429,rencanamu-256,UMUM,ILMU KOMUNIKASI,B
prodi-1430,rencanamu-256,UMUM,ILMU HUKUM,B
prodi-1431,rencanamu-256,UMUM,HUBUNGAN MASYARAKAT,B
prodi-1432,rencanamu-256,UMUM,TEKNOLOGI PANGAN,B
prodi-1433,rencanamu-256,UMUM,GIZI,B
prodi-1434,rencanamu-235,UMUM,MANAJEMEN,B
prodi-1435,rencanamu-235,UMUM,FALSAFAH DAN AGAMA,B
prodi-1436,rencanamu-235,UMUM,HUBUNGAN INTERNASIONAL,B
prodi-1437,rencanamu-235,UMUM,ILMU KOMUNIKASI,B
prodi-1438,rencanamu-235,UMUM,PSIKOLOGI,B
prodi-1439,rencanamu-235,UMUM,DESAIN PRODUK,B
prodi-1440,rencanamu-235,UMUM,DESAIN KOMUNIKASI VISUAL,A
prodi-1441,rencanamu-235,UMUM,TEKNIK INFORMATIKA,B
prodi-1442,rencanamu-251,UMUM,AKUNTANSI,B
prodi-1443,rencanamu-251,UMUM,ILMU ADMINISTRASI NEGARA,B
prodi-1444,rencanamu-251,UMUM,MANAJEMEN,B
prodi-1445,rencanamu-251,UMUM,HUBUNGAN INTERNASIONAL,A
prodi-1446,rencanamu-251,UMUM,ILMU KOMUNIKASI,A
prodi-1447,rencanamu-251,UMUM,PENDIDIKAN DOKTER GIGI,B
prodi-1448,rencanamu-251,UMUM,PROFESI DOKTER GIGI,-
prodi-1449,rencanamu-161,UMUM,MANAJEMEN,B
prodi-1450,rencanamu-161,UMUM,AKUNTANSI,B
prodi-1451,rencanamu-161,UMUM,ILMU HUKUM,B
prodi-1452,rencanamu-161,UMUM,ADMINISTRASI NEGARA,B
prodi-1453,rencanamu-161,UMUM,HUBUNGAN INTERNASIONAL,A
prodi-1454,rencanamu-161,UMUM,TEKNIK MESIN,B
prodi-1455,rencanamu-161,UMUM,TEKNIK ELEKTRO,B
prodi-1456,rencanamu-161,UMUM,TEKNIK KIMIA,B
prodi-1457,rencanamu-161,UMUM,TEKNIK SIPIL,B
prodi-1458,rencanamu-161,UMUM,ARSITEKTUR,C
prodi-1459,rencanamu-161,UMUM,ILMU KOMUNIKASI,B
prodi-1460,rencanamu-161,UMUM,PSIKOLOGI,B
prodi-1461,rencanamu-161,UMUM,TEKNIK KIMIA,C
prodi-1462,rencanamu-161,UMUM,TEKNIK ELEKTRO,C
prodi-1463,rencanamu-44,UMUM,MANAJEMEN INFORMATIKA,B
prodi-1464,rencanamu-44,UMUM,TEKNIK MEKATRONIKA,B
prodi-1465,rencanamu-44,UMUM,MESIN OTOMOTIF,B
prodi-1466,rencanamu-44,UMUM,PEMBUATAN PERALATAN DAN PERKAKAS PRODUKSI,B
prodi-1467,rencanamu-44,UMUM,TEKNIK PRODUKSI DAN PROSES MANUFAKTUR,B
prodi-1468,rencanamu-44,UMUM,TEKNOLOGI KONSTRUKSI BANGUNAN GEDUNG,B
prodi-1469,rencanamu-20,UMUM,SENI RUPA MURNI,A
prodi-1470,rencanamu-20,UMUM,SENI KRIYA,B
prodi-1471,rencanamu-20,UMUM,DESAIN INTERIOR,B
prodi-1472,rencanamu-20,UMUM,DESAIN PRODUK,A
prodi-1473,rencanamu-20,UMUM,DESAIN KOMUNIKASI VISUAL,A
prodi-1474,rencanamu-20,UMUM,TELEVISI DAN FILM,B
prodi-1475,rencanamu-20,UMUM,SENI MUSIK,B
prodi-1476,rencanamu-20,UMUM,SENI TARI,C
prodi-1477,rencanamu-20,UMUM,SENI TEATER,B
prodi-1478,rencanamu-20,UMUM,ETNOMUSIKOLOGI,C
prodi-1479,rencanamu-20,UMUM,TELEVISI DAN FILM,A
prodi-1480,rencanamu-108,UMUM,ILMU HUKUM,B
prodi-1481,rencanamu-108,UMUM,AKUNTANSI,B
prodi-1482,rencanamu-108,UMUM,MANAJEMEN,B
prodi-1483,rencanamu-108,UMUM,ILMU KOMUNIKASI,B
prodi-1484,rencanamu-108,UMUM,PSIKOLOGI,B
prodi-1485,rencanamu-108,UMUM,TEKNIK INDUSTRI,B
prodi-1486,rencanamu-108,UMUM,TEKNIK INFORMATIKA,B
prodi-1487,rencanamu-108,UMUM,TEKNIK KIMIA,B
prodi-1488,rencanamu-108,UMUM,TEKNIK LINGKUNGAN,B
prodi-1489,rencanamu-108,UMUM,TEKNIK PERMINYAKAN,C
prodi-1490,rencanamu-16,UMUM,AKUNTANSI,A
prodi-1491,rencanamu-16,UMUM,MANAJEMEN,A
prodi-1492,rencanamu-16,UMUM,TEKNIK INFORMATIKA,B
prodi-1493,rencanamu-16,UMUM,ILMU KOMUNIKASI,B
prodi-1494,rencanamu-16,UMUM,ILMU ADMINISTRASI NIAGA,A
prodi-1495,rencanamu-16,UMUM,SISTEM INFORMASI,B
prodi-1496,rencanamu-175,UMUM,ILMU HUKUM,A
prodi-1497,rencanamu-175,UMUM,AKUNTANSI,B
prodi-1498,rencanamu-175,UMUM,MANAJEMEN,B
prodi-1499,rencanamu-175,UMUM,ADMINISTRASI NEGARA,B
prodi-1500,rencanamu-175,UMUM,ADMINISTRASI NIAGA,B
prodi-1501,rencanamu-175,UMUM,PERENCANAAN KOTA & REAL ESTATE,B
prodi-1502,rencanamu-175,UMUM,TEKNIK INDUSTRI,C
prodi-1503,rencanamu-175,UMUM,TEKNIK MESIN,C
prodi-1504,rencanamu-175,UMUM,TEKNIK ELEKTRO,C
prodi-1505,rencanamu-175,UMUM,TEKNIK INFORMATIKA,C
prodi-1506,rencanamu-175,UMUM,TEKNIK SIPIL,C
prodi-1507,rencanamu-175,UMUM,ARSITEKTUR,C
prodi-1508,rencanamu-150,UMUM,TEKNIK INDUSTRI,C
prodi-1509,rencanamu-150,UMUM,EKONOMI SYARIAH,C
prodi-1510,rencanamu-150,UMUM,PENDIDIKAN AGAMA ISLAM,A
prodi-1511,rencanamu-150,UMUM,PENDIDIKAN BAHASA ARAB,A
prodi-1512,rencanamu-150,UMUM,ILMU HUKUM,B
prodi-1513,rencanamu-150,UMUM,MANAJEMEN,B
prodi-1514,rencanamu-150,UMUM,PENDIDIKAN ISLAM,A
prodi-1515,rencanamu-150,UMUM,PEMIKIRAN ISLAM,B
prodi-1516,rencanamu-261,UMUM,HUBUNGAN INTERNASIONAL,B
prodi-1517,rencanamu-261,UMUM,ILMU KOMUNIKASI,B
prodi-1518,rencanamu-261,UMUM,ILMU HUKUM,C
prodi-1519,rencanamu-261,UMUM,AKUNTANSI,B
prodi-1520,rencanamu-261,UMUM,MANAJEMEN,C
prodi-1521,rencanamu-261,UMUM,SISTEM INFORMASI,B
