prodi_code,institution_code,faculty,prodi,akreditasi_prodi
prodi-1522,rencanamu-261,UMUM,TEKNIK INFORMATIKA,B
prodi-1523,rencanamu-261,UMUM,TEKNIK LINGKUNGAN,B
prodi-1524,rencanamu-261,UMUM,BUDIDAYA PERAIRAN,B
prodi-1525,rencanamu-261,UMUM,PEMANFAATAN SUMBERDAYA PERIKANAN,B
prodi-1526,rencanamu-18,UMUM,ILMU KOMUNIKASI,B
prodi-1527,rencanamu-18,UMUM,HUBUNGAN INTERNASIONAL,A
prodi-1528,rencanamu-18,UMUM,KESEJAHTERAAN SOSIAL,B
prodi-1529,rencanamu-18,UMUM,ILMU POLITIK,B
prodi-1530,rencanamu-18,UMUM,ADMINISTRASI BISNIS,C
prodi-1531,rencanamu-113,UMUM,ARSITEKTUR,B
prodi-1532,rencanamu-113,UMUM,TEKNIK INDUSTRI,C
prodi-1533,rencanamu-113,UMUM,TEKNIK SIPIL,B
prodi-1534,rencanamu-113,UMUM,AGRIBISNIS,B
prodi-1535,rencanamu-113,UMUM,AGROTEKNOLOGI,B
prodi-1536,rencanamu-113,UMUM,AKUNTANSI,B
prodi-1537,rencanamu-113,UMUM,MANAJEMEN,A
prodi-1538,rencanamu-113,UMUM,ILMU HUKUM,B
prodi-1539,rencanamu-113,UMUM,SISTEM INFORMASI,C
prodi-1540,rencanamu-113,UMUM,SISTEM KOMPUTER,C
prodi-1541,rencanamu-113,UMUM,ILMU PSIKOLOGI,C
prodi-1542,rencanamu-113,UMUM,ILMU KEPERAWATAN,C
prodi-1543,rencanamu-262,UMUM,AKUNTANSI,C
prodi-1544,rencanamu-262,UMUM,MANAJEMEN,C
prodi-1545,rencanamu-262,UMUM,PENDIDIKAN AGAMA ISLAM,C
prodi-1546,rencanamu-262,UMUM,AGROBISNIS,C
prodi-1547,rencanamu-262,UMUM,AGROTEKNOLOGI,C
prodi-1548,rencanamu-262,UMUM,ARSITEKTUR,C
prodi-1549,rencanamu-262,UMUM,TEKNIK INFORMATIKA,C
prodi-1550,rencanamu-262,UMUM,TEKNIK INDUSTRI,C
prodi-1551,rencanamu-262,UMUM,TEKNIK SIPIL,C
prodi-1552,rencanamu-262,UMUM,ILMU HUKUM,C
prodi-1553,rencanamu-262,UMUM,ILMU HUBUNGAN INTERNASIONAL,B
prodi-1554,rencanamu-262,UMUM,ILMU PEMERINTAHAN,C
prodi-1555,rencanamu-88,UMUM,AKUNTANSI,B
prodi-1556,rencanamu-88,UMUM,MANAJEMEN,B
prodi-1557,rencanamu-88,UMUM,FARMASI,B
prodi-1558,rencanamu-88,UMUM,ILMU HUKUM,B
prodi-1559,rencanamu-88,UMUM,ILMU ADMINISTRASI NEGARA,B
prodi-1560,rencanamu-88,UMUM,ILMU ADMINISTRASI NIAGA,B
prodi-1561,rencanamu-88,UMUM,ILMU HUBUNGAN INTERNASIONAL,B
prodi-1562,rencanamu-88,UMUM,ILMU KOMUNIKASI,B
prodi-1563,rencanamu-88,UMUM,ILMU PEMERINTAHAN,B
prodi-1564,rencanamu-88,UMUM,ILMU POLITIK,B
prodi-1565,rencanamu-88,UMUM,TEKNIK MESIN,B
prodi-1566,rencanamu-88,UMUM,TEKNIK ELEKTRO,B
prodi-1567,rencanamu-88,UMUM,TEKNIK SIPIL,B
prodi-1568,rencanamu-200,UMUM,ILMU HUKUM,B
prodi-1569,rencanamu-200,UMUM,AKUNTANSI,-
prodi-1570,rencanamu-200,UMUM,MANAJEMEN,C
prodi-1571,rencanamu-200,UMUM,ARSITEKTUR,B
prodi-1572,rencanamu-200,UMUM,TEKNIK ELEKTRO,C
prodi-1573,rencanamu-200,UMUM,TEKNIK INFORMATIKA,C
prodi-1574,rencanamu-200,UMUM,TEKNIK INDUSTRI,-
prodi-1575,rencanamu-200,UMUM,TEKNIK MESIN,-
prodi-1576,rencanamu-200,UMUM,TEKNIK SIPIL,C
prodi-1577,rencanamu-200,UMUM,ILMU KOMUNIKASI,C
prodi-1578,rencanamu-200,UMUM,MANAJEMEN,B
prodi-1579,rencanamu-195,UMUM,MANAJEMEN,A
prodi-1580,rencanamu-195,UMUM,AKUNTANSI,A
prodi-1581,rencanamu-195,UMUM,TEKNIK SIPIL,B
prodi-1582,rencanamu-195,UMUM,TEKNIK ELEKTRO,A
prodi-1583,rencanamu-195,UMUM,TEKNIK INDUSTRI,B
prodi-1584,rencanamu-195,UMUM,ILMU KOMUNIKASI,A
prodi-1585,rencanamu-195,UMUM,TEKNIK MESIN,-
prodi-1586,rencanamu-195,UMUM,ARSITEKTUR,B
prodi-1587,rencanamu-195,UMUM,TEKNIK SIPIL,A
prodi-1588,rencanamu-195,UMUM,TEKNIK MESIN,A
prodi-1589,rencanamu-195,UMUM,TEKNIK KOMPUTER,A
prodi-1590,rencanamu-195,UMUM,SISTEM INFORMASI,B
prodi-1591,rencanamu-195,UMUM,ILMU PSIKOLOGI,A
prodi-1592,rencanamu-195,UMUM,DESAIN PRODUK,A
prodi-1593,rencanamu-195,UMUM,DESAIN INTERIOR,B
prodi-1594,rencanamu-195,UMUM,DESAIN KOMUNIKASI VISUAL,B
prodi-1595,rencanamu-28,UMUM,TEKNIK ELEKTRO,B
prodi-1596,rencanamu-28,UMUM,TEKNIK MESIN,B
prodi-1597,rencanamu-28,UMUM,TEKNIK INFORMATIKA,B
prodi-1598,rencanamu-28,UMUM,TEKNIK SIPIL,B
prodi-1599,rencanamu-180,UMUM,KEDOKTERAN,B
prodi-1600,rencanamu-180,UMUM,MANAJEMEN,A
prodi-1601,rencanamu-180,UMUM,AKUNTANSI,A
prodi-1602,rencanamu-180,UMUM,TEKNIK ELEKTRO,B
prodi-1603,rencanamu-180,UMUM,TEKNIK INDUSTRI,B
prodi-1604,rencanamu-180,UMUM,TEKNIK SIPIL,B
prodi-1605,rencanamu-180,UMUM,SISTEM INFORMASI,B
prodi-1606,rencanamu-180,UMUM,TEKNIK INFORMATIKA,B
prodi-1607,rencanamu-180,UMUM,ILMU PSIKOLOGI,A
prodi-1608,rencanamu-180,UMUM,SASTRA INGGRIS,B
prodi-1609,rencanamu-243,UMUM,TEKNIK KIMIA,-
prodi-1610,rencanamu-243,UMUM,TEKNIK MESIN,-
prodi-1611,rencanamu-243,UMUM,TEKNIK LOGISTIK,-
prodi-1612,rencanamu-243,UMUM,TEKNIK ELEKTRO,-
prodi-1613,rencanamu-243,UMUM,KIMIA,-
prodi-1614,rencanamu-243,UMUM,ILMU KOMPUTER,-
prodi-1615,rencanamu-243,UMUM,HUBUNGAN INTERNASIONAL,-
prodi-1616,rencanamu-243,UMUM,TEKNIK SIPIL,-
prodi-1617,rencanamu-243,UMUM,TEKNIK LINGKUNGAN,-
prodi-1618,rencanamu-243,UMUM,ILMU KOMUNIKASI,-
prodi-1619,rencanamu-243,UMUM,TEKNIK GEOFISIKA,-
prodi-1620,rencanamu-243,UMUM,TEKNIK PERMINYAKAN,-
prodi-1621,rencanamu-243,UMUM,TEKNIK GEOLOGI,-
prodi-1622,rencanamu-243,UMUM,MANAJEMEN,-
prodi-1623,rencanamu-243,UMUM,ILMU EKONOMI,-
prodi-1624,rencanamu-38,UMUM,DESIGN,-
prodi-1625,rencanamu-38,UMUM,ANIMATION,-
prodi-1626,rencanamu-38,UMUM,FILM,-
prodi-1627,rencanamu-64,UMUM,SISTEM INFORMASI,-
prodi-1628,rencanamu-64,UMUM,TEKNIK INFORMATIKA,-
prodi-1629,rencanamu-112,UMUM,MANAJEMEN,C
prodi-1630,rencanamu-112,UMUM,BAHASA INGGRIS,-
prodi-1631,rencanamu-112,UMUM,KESEJAHTERAAN SOSIAL,-
prodi-1632,rencanamu-112,UMUM,FISIOTERAPI,B
prodi-1633,rencanamu-112,UMUM,D3 KEBIDANAN,B
prodi-1634,rencanamu-112,UMUM,KESEHATAN DAN KESELAMATAN KERJA,B
prodi-1635,rencanamu-112,UMUM,TEKNOLOGI LABORATORIUM MEDIS,-
prodi-1636,rencanamu-112,UMUM,KEPERAWATAN,B
prodi-1637,rencanamu-112,UMUM,GIZI,B
prodi-1638,rencanamu-112,UMUM,TEKNIK LINGKUNGAN,-
prodi-1639,rencanamu-112,UMUM,PSIKOLOGI,-
prodi-1640,rencanamu-112,UMUM,AKTUARIA,-
prodi-1641,rencanamu-112,UMUM,BIOTEKNOLOGI,-
prodi-1642,rencanamu-112,UMUM,TEKNIK FISIKA,-
prodi-1643,rencanamu-112,UMUM,FARMASI,-
prodi-1644,rencanamu-85,UMUM,TEKNIK ELEKTRO,-
prodi-1645,rencanamu-85,UMUM,TEKNIK SIPIL,-
prodi-1646,rencanamu-85,UMUM,TEKNIK PERMINYAKAN,-
prodi-1647,rencanamu-85,UMUM,TEKNIK INFORMATIKA,-
prodi-1648,rencanamu-85,UMUM,TEKNIK ARSITEKTUR,-
prodi-1649,rencanamu-85,UMUM,SISTEM INFORMASI,-
prodi-1650,rencanamu-85,UMUM,ADMINISTRASI BISNIS,-
prodi-1651,rencanamu-85,UMUM,MANAJEMEN,-
prodi-1652,rencanamu-85,UMUM,ILMU KOMUNIKASI,-
prodi-1653,rencanamu-85,UMUM,AKUNTANSI,-
prodi-1654,rencanamu-52,UMUM,ADMINISTRASI BISNIS,-
prodi-1655,rencanamu-52,UMUM,DESAIN KOMUNIKASI VISUAL,-
prodi-1656,rencanamu-119,UMUM,ILMU HUKUM,B
prodi-1657,rencanamu-119,UMUM,ILMU KOMUNIKASI,C
prodi-1658,rencanamu-119,UMUM,ILMU POLITIK,B
prodi-1659,rencanamu-119,UMUM,SISTEM INFORMASI,B
prodi-1660,rencanamu-119,UMUM,SISTEM KOMPUTER,B
prodi-1661,rencanamu-119,UMUM,AKUNTANSI,B
prodi-1662,rencanamu-119,UMUM,MANAJEMEN,B
prodi-1663,rencanamu-119,UMUM,TEKNIK ELEKTRO,C
prodi-1664,rencanamu-119,UMUM,TEKNIK MESIN,B
prodi-1665,rencanamu-119,UMUM,TEKNIK SIPIL,B
prodi-1666,rencanamu-119,UMUM,ARSITEKTUR,B
prodi-1667,rencanamu-87,UMUM,MANAJEMEN,A
prodi-1668,rencanamu-87,UMUM,AKUNTANSI,A
prodi-1669,rencanamu-11,UMUM,TEKNIK ELEKTRO,-
prodi-1670,rencanamu-11,UMUM,CHEMICAL AND FOOD PROCESSING,-
prodi-1671,rencanamu-11,UMUM,BIOMEDICAL SCIENCE,-
prodi-1672,rencanamu-11,UMUM,STRUCTURAL AND GEOTECHNICAL ENGINEERING,-
prodi-1673,rencanamu-11,UMUM,ARCHITECTURAL AND SUSTAINABLE DESIGN,-
prodi-1674,rencanamu-11,UMUM,IT AND BIG DATA ANALYTICS,-
prodi-1675,rencanamu-228,UMUM,BIOLOGI,B
prodi-1676,rencanamu-228,UMUM,ILMU POLITIK,A
prodi-1677,rencanamu-228,UMUM,ADMINISTRASI,A
prodi-1678,rencanamu-228,UMUM,MANAJEMEN,B
prodi-1679,rencanamu-228,UMUM,ILMU HUKUM,B
prodi-1680,rencanamu-228,UMUM,HUBUNGAN INTERNASIONAL,B
prodi-1681,rencanamu-228,UMUM,ILMU ADMINISTRASI NEGARA,A
prodi-1682,rencanamu-228,UMUM,SOSIOLOGI,A
prodi-1683,rencanamu-228,UMUM,ILMU KOMUNIKASI,A
prodi-1684,rencanamu-228,UMUM,SASTRA INDONESIA,B
prodi-1685,rencanamu-228,UMUM,SASTRA INGGRIS,B
prodi-1686,rencanamu-228,UMUM,SASTRA JEPANG,B
prodi-1687,rencanamu-228,UMUM,BAHASA KOREA,C
prodi-1688,rencanamu-228,UMUM,MANAJEMEN,A
prodi-1689,rencanamu-228,UMUM,AKUNTANSI,B
prodi-1690,rencanamu-228,UMUM,PARIWISATA,B
prodi-1691,rencanamu-228,UMUM,TEKNIK ELEKTRO,B
prodi-1692,rencanamu-228,UMUM,TEKNIK MESIN,B
prodi-1693,rencanamu-228,UMUM,TEKNIK FISIKA,B
prodi-1694,rencanamu-228,UMUM,FISIKA,B
prodi-1695,rencanamu-228,UMUM,BIOLOGI,A
prodi-1696,rencanamu-228,UMUM,AGROTEKNOLOGI,B
prodi-1697,rencanamu-228,UMUM,SISTEM INFORMASI,B
prodi-1698,rencanamu-228,UMUM,TEKNIK INFORMATIKA,B
prodi-1699,rencanamu-228,UMUM,ILMU KEPERAWATAN,B
prodi-1700,rencanamu-214,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A
prodi-1701,rencanamu-214,UMUM,PENDIDIKAN BAHASA INGGRIS,A
prodi-1702,rencanamu-214,UMUM,PENDIDIKAN GURU SD,A
prodi-1703,rencanamu-214,UMUM,PENDIDIKAN GURU PAUD,B
prodi-1704,rencanamu-214,UMUM,BIMBINGAN DAN KONSELING,A
prodi-1705,rencanamu-214,UMUM,PENDIDIKAN SEJARAH,A
prodi-1706,rencanamu-214,UMUM,PENDIDIKAN GEOGRAFI,A
prodi-1707,rencanamu-214,UMUM,PENDIDIKAN EKONOMI,A
prodi-1708,rencanamu-214,UMUM,PENDIDIKAN FISIKA,B
prodi-1709,rencanamu-214,UMUM,PENDIDIKAN BIOLOGI,B
prodi-1710,rencanamu-214,UMUM,PENDIDIKAN BAHASA JEPANG,B
prodi-1711,rencanamu-214,UMUM,MANAJEMEN,B
prodi-1712,rencanamu-214,UMUM,AKUNTANSI,B
prodi-1713,rencanamu-214,UMUM,EKONOMI ISLAM,B
prodi-1714,rencanamu-214,UMUM,TEKNIK MESIN,B
prodi-1715,rencanamu-214,UMUM,TEKNIK ELEKTRO,B
prodi-1716,rencanamu-214,UMUM,TEKNIK INFORMATIKA,B
prodi-1717,rencanamu-214,UMUM,ILMU KESEHATAN MASYARAKAT,B
prodi-1718,rencanamu-214,UMUM,GIZI,B
prodi-1719,rencanamu-214,UMUM,ILMU KOMUNIKASI,A
prodi-1720,rencanamu-214,UMUM,FARMASI,B
prodi-1721,rencanamu-214,UMUM,PENDIDIKAN AGAMA ISLAM,A
prodi-1722,rencanamu-214,UMUM,PERBANKAN SYARI'AH,B
prodi-1723,rencanamu-214,UMUM,PENDIDIKAN BAHASA ARAB,-
prodi-1724,rencanamu-214,UMUM,ILMU KEDOKTERAN,-
prodi-1725,rencanamu-214,UMUM,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,B
prodi-1726,rencanamu-214,UMUM,PENDIDIKAN BAHASA INDONESIA,A
prodi-1727,rencanamu-214,UMUM,ADMINISTRASI PENDIDIKAN,A
prodi-1728,rencanamu-214,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-1729,rencanamu-214,UMUM,PERPAJAKAN,B
prodi-1730,rencanamu-214,UMUM,TEKNIK KARDIOVASKULER,B
prodi-1731,rencanamu-214,UMUM,ANALIS KESEHATAN,B
prodi-1732,rencanamu-73,UMUM,SISTEM INFORMASI,B
prodi-1733,rencanamu-73,UMUM,TEKNIK INFORMATIKA,C
prodi-1734,rencanamu-199,UMUM,KEPERAWATAN,B
prodi-1735,rencanamu-199,UMUM,GIZI,B
prodi-1736,rencanamu-199,UMUM,KESEHATAN MASYARAKAT,B
prodi-1737,rencanamu-199,UMUM,TEKNIK ELEKTROMEDIK,B
prodi-1738,rencanamu-199,UMUM,ANALIS KESEHATAN,B
prodi-1739,rencanamu-199,UMUM,ANALIS FARMASI DAN MAKANAN,B
prodi-1740,rencanamu-199,UMUM,KEBIDANAN,B
prodi-1741,rencanamu-199,UMUM,MANAJEMEN PELAYANAN RUMAH SAKIT,B
prodi-1742,rencanamu-199,UMUM,SISTEM INFORMASI,B
prodi-1743,rencanamu-199,UMUM,TEKNIK INFORMATIKA,B
prodi-1744,rencanamu-199,UMUM,MANAJEMEN INFORMATIKA,B
prodi-1745,rencanamu-199,UMUM,PENDIDIKAN GURU SD,-
prodi-1746,rencanamu-199,UMUM,PENDIDIKAN GURU PAUD,C
prodi-1747,rencanamu-199,UMUM,PENDIDIKAN BAHASA INGGRIS,-
prodi-1748,rencanamu-199,UMUM,AKUNTANSI,B
prodi-1749,rencanamu-199,UMUM,MANAJEMEN,B
prodi-1750,rencanamu-69,UMUM,MANAJEMEN,B
prodi-1751,rencanamu-69,UMUM,ASURANSI,C
prodi-1752,rencanamu-71,UMUM,PERHOTELAN,A
prodi-1753,rencanamu-71,UMUM,USAHA PERJALANAN WISATA,A
prodi-1754,rencanamu-71,UMUM,HOSPITALITY DAN PARIWISATA,B
prodi-1755,rencanamu-71,UMUM,PARIWISATA,B
prodi-1756,rencanamu-8,UMUM,TEKNIK TELEKOMUNIKASI,B
prodi-1757,rencanamu-39,UMUM,MASS COMMUNICATION,-
prodi-1758,rencanamu-39,UMUM,PUBLIC RELATIONS,-
prodi-1759,rencanamu-39,UMUM,MARKETING COMMUNICATION,-
prodi-1760,rencanamu-39,UMUM,PERFORMING ARTS COMMUNICATION,-
prodi-1761,rencanamu-39,UMUM,INTERNATIONAL RELATIONS,-
prodi-1762,rencanamu-39,UMUM,DIGITAL MEDIA COMMUNICATIONS ADVERTISING,-
prodi-1763,rencanamu-39,UMUM,HOSPITALITY COMMUNICATIONS,-
prodi-1764,rencanamu-39,UMUM,ENTREPRENEUR BUSINESS COMMUNICATION,-
prodi-1765,rencanamu-275,UMUM,AKUNTANSI,B
prodi-1766,rencanamu-275,UMUM,MANAJEMEN,B
prodi-1767,rencanamu-275,UMUM,EKONOMI PEMBANGUNAN,-
prodi-1768,rencanamu-275,UMUM,DESAIN PRODUK,B
prodi-1769,rencanamu-275,UMUM,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-1770,rencanamu-275,UMUM,SISTEM INFORMASI,C
prodi-1771,rencanamu-275,UMUM,TEKNIK INFORMATIKA,C
prodi-1772,rencanamu-275,UMUM,PENDIDIKAN GURU PAUD,C
prodi-1773,rencanamu-275,UMUM,PENDIDIKAN GURU SD,-
prodi-1774,rencanamu-275,UMUM,AGRIBISNIS,C
prodi-1775,rencanamu-275,UMUM,AGROTEKNOLOGI,C
prodi-1776,rencanamu-275,UMUM,TEKNOLOGI INDUSTRI PANGAN,C
prodi-1777,rencanamu-141,UMUM,BIMBINGAN DAN KONSELING,B
prodi-1778,rencanamu-141,UMUM,PENDIDIKAN EKONOMI,B
prodi-1779,rencanamu-141,UMUM,PENDIDIKAN SEJARAH,B
prodi-1780,rencanamu-141,UMUM,PENDIDIKAN BIOLOGI,B
prodi-1781,rencanamu-141,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-1782,rencanamu-141,UMUM,PENDIDIKAN FISIKA,A
prodi-1783,rencanamu-141,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-1784,rencanamu-141,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-1785,rencanamu-141,UMUM,DESAIN KOMUNIKASI VISUAL,A
prodi-1786,rencanamu-141,UMUM,TEKNIK ARSITEKTUR,B
prodi-1787,rencanamu-141,UMUM,TEKNIK INDUSTRI,B
prodi-1788,rencanamu-141,UMUM,TEKNIK INFORMATIKA,B
prodi-1789,rencanamu-141,UMUM,PENDIDIKAN BAHASA INDONESIA,B
prodi-1790,rencanamu-141,UMUM,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,B
prodi-1791,rencanamu-141,UMUM,PENDIDIKAN MIPA,B
prodi-1792,rencanamu-141,UMUM,PENDIDIKAN BAHASA INGGRIS,A
prodi-1793,rencanamu-74,UMUM,MANAJEMEN,C
prodi-1794,rencanamu-74,UMUM,AKUNTANSI,C
prodi-1795,rencanamu-63,UMUM,MANAJEMEN,C
prodi-1796,rencanamu-43,UMUM,KOMPUTERISASI AKUNTANSI,B
prodi-1797,rencanamu-43,UMUM,ADMINISTRASI BISNIS,-
prodi-1798,rencanamu-43,UMUM,MANAJEMEN INFORMATIKA,C
prodi-1799,rencanamu-43,UMUM,HUBUNGAN MASYARAKAT,C
prodi-1800,rencanamu-1,UMUM,BAHASA INGGRIS,B
prodi-1801,rencanamu-1,UMUM,BAHASA MANDARIN,B
prodi-1802,rencanamu-3,UMUM,PENYIARAN,B
prodi-1803,rencanamu-4,UMUM,TEKNIK KOMPUTER,B
prodi-1804,rencanamu-4,UMUM,MANAJEMEN INFORMATIKA,B
prodi-1805,rencanamu-4,UMUM,KOMPUTERISASI AKUNTANSI,B
prodi-1806,rencanamu-5,UMUM,AKUNTANSI,C
prodi-1807,rencanamu-5,UMUM,MANAJEMEN PERPAJAKAN,C
prodi-1808,rencanamu-17,UMUM,AKUNTANSI,B
prodi-1809,rencanamu-17,UMUM,MANAJEMEN,B
prodi-1810,rencanamu-17,UMUM,ILMU KOMUNIKASI,B
prodi-1811,rencanamu-17,UMUM,SISTEM INFORMASI,C
prodi-1812,rencanamu-17,UMUM,SISTEM KOMPUTER,C
prodi-1813,rencanamu-17,UMUM,SASTRA INGGRIS,C
prodi-1814,rencanamu-55,UMUM,DESAIN DAN KOMUNIKASI VISUAL,B
prodi-1815,rencanamu-55,UMUM,DESAIN PRODUK,B
prodi-1816,rencanamu-58,UMUM,AKUNTANSI,A
prodi-1817,rencanamu-58,UMUM,MANAJEMEN PERDAGANGAN,A
prodi-1818,rencanamu-58,UMUM,MANAJEMEN,A
prodi-1819,rencanamu-58,UMUM,MANAJEMEN,B
prodi-1820,rencanamu-58,UMUM,AKUNTANSI,B
prodi-1821,rencanamu-62,UMUM,SEKRETARI,B
prodi-1822,rencanamu-62,UMUM,ILMU KOMUNIKASI,B
prodi-1823,rencanamu-144,UMUM,KOMUNIKASI DAN PENYIARAN ISLAM,A
prodi-1824,rencanamu-144,UMUM,PENDIDIKAN AGAMA ISLAM,B
prodi-1825,rencanamu-144,UMUM,PERBANKAN SYARI'AH,B
prodi-1826,rencanamu-144,UMUM,AKUNTANSI,B
prodi-1827,rencanamu-144,UMUM,MANAJEMEN,B
prodi-1828,rencanamu-144,UMUM,BIOLOGI,B
prodi-1829,rencanamu-144,UMUM,MATEMATIKA,C
prodi-1830,rencanamu-144,UMUM,TEKNIK MESIN,C
prodi-1831,rencanamu-144,UMUM,TEKNIK INDUSTRI,C
prodi-1832,rencanamu-144,UMUM,TEKNIK INFORMATIKA,-
prodi-1833,rencanamu-144,UMUM,ILMU KEPERAWATAN,-
prodi-1834,rencanamu-144,UMUM,ILMU HUKUM,B
prodi-1835,rencanamu-144,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-1836,rencanamu-144,UMUM,BIMBINGAN DAN KONSELING,B
prodi-1837,rencanamu-54,UMUM,AKUNTANSI,C
prodi-1838,rencanamu-54,UMUM,MANAJEMEN,C
prodi-1839,rencanamu-54,UMUM,ILMU KOMPUTER,C
prodi-1840,rencanamu-54,UMUM,TEKNIK INDUSTRI,-
prodi-1841,rencanamu-54,UMUM,TEKNIK MESIN,C
prodi-1842,rencanamu-54,UMUM,DESAIN DAN KOMUNIKASI VISUAL,C
prodi-1843,rencanamu-54,UMUM,PENDIDIKAN MATEMATIKA,C
prodi-1844,rencanamu-54,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-1845,rencanamu-60,UMUM,ILMU HUKUM,-
prodi-1846,rencanamu-76,UMUM,AKUNTANSI,B
prodi-1847,rencanamu-76,UMUM,MANAJEMEN,B
prodi-1848,rencanamu-76,UMUM,MANAJEMEN KEUANGAN SYARI'AH,-
prodi-1849,rencanamu-56,UMUM,ARTISTIC MAKE UP,-
prodi-1850,rencanamu-56,UMUM,DIGITAL MEDIA DESAIN,-
prodi-1851,rencanamu-56,UMUM,FASHION BUSINESS,-
prodi-1852,rencanamu-56,UMUM,FASHION DESIGN,-
prodi-1853,rencanamu-56,UMUM,DESIGN INTERIOR,-
prodi-1854,rencanamu-56,UMUM,FOTOGRAFI,-
prodi-1855,rencanamu-56,UMUM,DESAIN GRAFIS,-
prodi-1856,rencanamu-15,UMUM,FOOD SCIENCE,-
prodi-1857,rencanamu-15,UMUM,FOOD TECHNOLOGY,-
prodi-1858,rencanamu-15,UMUM,BIO MEDICINE,-
prodi-1859,rencanamu-15,UMUM,BIOTEKNOLOGI,-
prodi-1860,rencanamu-15,UMUM,BIO ENTREPRENEURSHIP,-
prodi-1861,rencanamu-15,UMUM,FARMASI,-
prodi-1862,rencanamu-94,UMUM,ARSITEKTUR,C
prodi-1863,rencanamu-94,UMUM,DESIGN PRODUK,-
prodi-1864,rencanamu-94,UMUM,PERENCANAAN WILAYAH DAN KOTA,C
prodi-1865,rencanamu-94,UMUM,TEKNIK SIPIL,-
prodi-1866,rencanamu-94,UMUM,BISNIS PERHOTELAN,B
prodi-1867,rencanamu-94,UMUM,MANAJEMEN REKAYASA KONSTRUKSI,-
prodi-1868,rencanamu-94,UMUM,AKUNTANSI,C
prodi-1869,rencanamu-94,UMUM,HUKUM BISNIS,C
prodi-1870,rencanamu-94,UMUM,KEWIRAUSAHAAN,C
prodi-1871,rencanamu-125,UMUM,AKUNTANSI,A
prodi-1872,rencanamu-125,UMUM,MANAJEMEN,A
prodi-1873,rencanamu-125,UMUM,TEKNIK ELEKTRO,B
prodi-1874,rencanamu-125,UMUM,TEKNIK INDUSTRI,B
prodi-1875,rencanamu-125,UMUM,SASTRA INGGRIS,A
prodi-1876,rencanamu-125,UMUM,SASTRA JEPANG,A
prodi-1877,rencanamu-125,UMUM,ILMU KESEHATAN MASYARAKAT,B
prodi-1878,rencanamu-125,UMUM,DESAIN KOMUNIKASI VISUAL,A
prodi-1879,rencanamu-125,UMUM,ILMU KOMUNIKASI,B
prodi-1880,rencanamu-125,UMUM,SISTEM INFORMASI,A
prodi-1881,rencanamu-125,UMUM,TEKNIK INFORMATIKA,A
prodi-1882,rencanamu-125,UMUM,TEKNIK INFORMATIKA,B
prodi-1883,rencanamu-125,UMUM,MANAJEMEN INFORMATIKA,B
prodi-1884,rencanamu-125,UMUM,REKAM MEDIS,A
prodi-1885,rencanamu-157,UMUM,AKUNTANSI,A
prodi-1886,rencanamu-157,UMUM,MANAJEMEN,A
prodi-1887,rencanamu-157,UMUM,FARMASI,B
prodi-1888,rencanamu-157,UMUM,PENDIDIKAN DOKTER,B
prodi-1889,rencanamu-157,UMUM,KEPERAWATAN,B
prodi-1890,rencanamu-157,UMUM,PENDIDIKAN DOKTER GIGI,B
prodi-1891,rencanamu-157,UMUM,ILMU PSIKOLOGI,B
prodi-1892,rencanamu-157,UMUM,ILMU HUKUM,A
prodi-1893,rencanamu-157,UMUM,AL-AHWAL AL-SYAKHSIYAH,B
prodi-1894,rencanamu-157,UMUM,PENDIDIKAN AGAMA ISLAM,B
prodi-1895,rencanamu-157,UMUM,SEJARAH PERADABAN ISLAM,B
prodi-1896,rencanamu-157,UMUM,ILMU KOMUNIKASI,C
prodi-1897,rencanamu-157,UMUM,PENGEMBANGAN WILAYAH DAN KOTA,B
prodi-1898,rencanamu-157,UMUM,TEKNIK ELEKTRO,B
prodi-1899,rencanamu-157,UMUM,TEKNIK INDUSTRI,B
prodi-1900,rencanamu-157,UMUM,TEKNIK INFORMATIKA,C
prodi-1901,rencanamu-157,UMUM,TEKNIK SIPIL,B
prodi-1902,rencanamu-157,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B
prodi-1903,rencanamu-157,UMUM,PENDIDIKAN BAHASA INGGRIS,B
prodi-1904,rencanamu-157,UMUM,PENDIDIKAN GURU SD,B
prodi-1905,rencanamu-157,UMUM,PENDIDIKAN MATEMATIKA,B
prodi-1906,rencanamu-183,UMUM,EKONOMI PEMBANGUNAN,-
prodi-1907,rencanamu-183,UMUM,MANAJEMEN,A
prodi-1908,rencanamu-183,UMUM,BIMBINGAN DAN KONSELING,A
prodi-1909,rencanamu-183,UMUM,PENDIDIKAN BAHASA INGGRIS,A
prodi-1910,rencanamu-183,UMUM,PENDIDIKAN BIOLOGI,A
prodi-1911,rencanamu-183,UMUM,PENDIDIKAN EKONOMI,B
