quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ADI HUSADA,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ADILA,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ADILA,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ADVAITA MEDIKA TABANAN,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
quipper-165,-,banpt-1715,-,SARJANA,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
quipper-404,-,banpt-669,-,ILMU KESEHATAN,FARMASI,FARMASI,S1,BAIK SEKALI
quipper-404,-,banpt-669,-,ILMU KESEHATAN,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
quipper-404,-,-,-,ILMU KESEHATAN,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,-
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AL-INSYIRAH PEKANBARU,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AL-ISLAM YOGYAKARTA,-,-,KEPERAWATAN,KEPERAWATAN,S1,B
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AL-MA'ARIF BATURAJA,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AL-MAARIF BATURAJA,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-3058,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-3058,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-3145,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-3145,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,B
-,-,banpt-3145,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AMANAH MAKASSAR,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AN NASHER CIREBON,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-1394,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-2682,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-1828,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-898,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI
-,-,banpt-898,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
quipper-140,-,banpt-3870,-,SARJANA,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AS SYIFA,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AS SYIFA,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ASSYIFA ACEH,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN AWAL BROS PEKANBARU,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,B
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BAHRUL ULUM JOMBANG,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2279,-,-,ILMU GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-2279,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-2279,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
quipper-573,-,-,-,ILMU KESEHATAN,FISIOTERAPI,FISIOTERAPI,S1,-
quipper-573,-,-,-,ILMU KESEHATAN,GIZI,GIZI,S1,-
quipper-573,-,-,-,ILMU KESEHATAN,KEBIDANAN,KEBIDANAN,S1,-
quipper-573,-,-,-,ILMU KESEHATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,-
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BAKTI NUSANTARA GORONTALO,-,-,ILMU GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-995,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK
-,-,banpt-995,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-1578,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,TERAKREDITASI UNGGUL
-,-,banpt-3714,-,-,FARMASI,FARMASI,S1,C
-,-,banpt-3714,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3549,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3549,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-1849,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BANYUWANGI,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BANYUWANGI,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BANYUWANGI,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3578,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-3578,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BATARAGURU SOROAKA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-354,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-354,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-943,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-943,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-943,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK
-,-,banpt-943,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI AL-QODIRI,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA BENGKULU,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA BENGKULU,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B
-,-,banpt-2183,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK
-,-,banpt-2183,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA MULIA,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA MULIA MADIUN,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA MULIA MADIUN,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA MULIA MADIUN,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI MANDALA HUSADA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI MULIA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI PERTIWI INDONESIA,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI PERTIWI INDONESIA,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI PERTIWI LUWU RAYA,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI PERTIWI LUWU RAYA,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BHAKTI PERTIWI LUWU RAYA,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2852,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BINA CIPTA HUSADA PURWOKERTO,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-3235,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-3969,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3969,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BINA INSANI SAKTI,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,TERAKREDITASI SEMENTARA
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BINA PUTERA BANJAR,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3328,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BINA SEHAT PPNI MOJOKERTO,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BINA USADA BALI,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BINA USADA BALI,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3539,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-1131,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-1131,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BORNEO CENDEKIA MEDIKA,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BORNEO CENDEKIA MEDIKA,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-1710,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-1710,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BUANA HUSADA PONOROGO,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-1826,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-1826,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,UNGGUL
-,-,banpt-4004,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-3306,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-3306,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-3306,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BUMI PERSADA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BUSTANUL ULUM LANGSA,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN BUSTANUL ULUM LANGSA,-,-,KESEHATAN LINGKUNGAN,KESEHATAN LINGKUNGAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN CENDEKIA UTAMA KUDUS,-,-,FARMASI,FARMASI,S1,B
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN CENDEKIA UTAMA KUDUS,-,-,KEPERAWATAN,KEPERAWATAN,S1,B
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN CENDEKIA UTAMA KUDUS,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN CERIA BUANA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,C
-,-,banpt-1354,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-3947,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-3947,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3947,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN CITRA DELIMA BANGKA BELITUNG,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN CITRA DELIMA BANGKA BELITUNG,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-309,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-309,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DARMAIS PADANGSIDIMPUAN,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,C
-,-,banpt-888,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DARUL AZHAR BATULICIN,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DARUSSALAM LHOKSEUMAWE,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DARUSSALAM LHOKSEUMAWE,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3173,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-3173,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-3350,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-3350,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-3350,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DHARMA LANDBOUW,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DHARMA LANDBOUW,-,-,KESEHATAN LINGKUNGAN,KESEHATAN LINGKUNGAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DIAN HUSADA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DIRGAHAYU SAMARINDA,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN DIRGAHAYU SAMARINDA,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN EKA HARAP,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN EKA HARAP,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN EKA HARAP,-,-,ILMU KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ELISABETH,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ELISABETH,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ESTU UTOMO,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ESTU UTOMO,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN FAATHIR HUSADA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,B
-,-,banpt-1530,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-2934,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN FITRAH ALDAR LUBUK LINGGAU,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B
-,-,banpt-1616,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-1616,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN GANESHA HUSADA KEDIRI,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN GANESHA HUSADA KEDIRI,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2405,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN GEMA INSAN AKADEMIK MAKASSAR,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,C
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN GRAHA EDUKASI,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN GRIYA HUSADA SUMBAWA,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN GRIYA HUSADA SUMBAWA,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-1661,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN GUNA BANGSA YOGYAKARTA,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN GUNA BANGSA YOGYAKARTA,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-1609,-,-,INFORMATIKA KESEHATAN,INFORMATIKA KESEHATAN,S1,BAIK
-,-,banpt-2566,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-2566,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN HAFSHAWATY PESANTREN ZAINUL HASAN,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN HAFSHAWATY PESANTREN ZAINUL HASAN,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-1726,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN HAMZAR MEMBEN LOMBOK TIMUR,-,-,PENDIDIKAN BIDAN,KEBIDANAN,S1,C
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN HAMZAR MEMBEN LOMBOK TIMUR,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
quipper-358,-,-,-,ILMU KESEHATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,-
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH PEKANBARU,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-1935,-,-,GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-1935,-,-,KEPERAWATAN,KEPERAWATAN,S1,UNGGUL
-,-,banpt-3355,-,-,FARMASI,FARMASI,S1,C
-,-,banpt-2495,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-2495,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2495,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-1845,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-2867,-,-,ILMU GIZI,GIZI,S1,B
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN HORIZON KARAWANG,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN HUSADA BORNEO,-,-,GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-2427,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-2427,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-2427,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN HUTAMA ABDI HUSADA TULUNGAGUNG,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN IBNU SINA AJIBARANG,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN ICHSAN MEDICAL CENTRE BINTARO,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-2038,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-1148,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA JAYA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA JAYA,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA MAJU,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA MAJU,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA MAJU,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA MAJU,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INDONESIA PADANG,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2346,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-2346,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2346,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INSAN CENDEKIA MEDIKA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,B
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN INSAN SE AGUNG,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-3490,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-3490,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-1874,-,-,FARMASI KLINIS DAN KOMUNITAS,FARMASI,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN IST BUTON,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-886,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-886,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,C
-,-,banpt-318,-,-,FARMASI KLINIS,FARMASI,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN JAYAKARTA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2993,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-2993,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-2993,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN JENDERAL ACHMAD YANI,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN JENDERAL ACHMAD YANI,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,A
-,-,banpt-1246,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN KAPUAS RAYA SINTANG,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN KARSA HUSADA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN KARSA HUSADA GARUT,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN KARYA HUSADA KEDIRI,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-SEKOLAH TINGGI ILMU KESEHATAN KARYA HUSADA KEDIRI,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,UNGGUL
-,-,banpt-3000,-,-,GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-3000,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
