cluster,institution_code,institution_name,province,body_type,campus_accreditation,faculty,prodi,edu_level,accreditation,average_yearly_fee,average_semester_fee
1,1219,UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,LAMPUNG,SWASTA,BAIK,-,PETERNAKAN,S1,BAIK,6600000.0,3300000.0
1,1219,UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,LAMPUNG,SWASTA,BAIK,-,BAHASA INGGRIS,S1,BAIK,6600000.0,3300000.0
1,1219,UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,LAMPUNG,SWASTA,BAIK,-,STATISTIK,S1,BAIK,6600000.0,3300000.0
1,1213,UNIVERSITAS NAHDLATUL ULAMA AL GHAZALI CILACAP,JAWA TENGAH,SWASTA,BAIK SEKALI,-,GURU SEKOLAH DASAR,S1,BAIK SEKALI,6630000.0,3315000.0
1,1213,UNIVERSITAS NAHDLATUL ULAMA AL GHAZALI CILACAP,JAWA TENGAH,SWASTA,BAIK SEKALI,-,INFORMATIKA,S1,BAIK SEKALI,6630000.0,3315000.0
1,1213,UNIVERSITAS NAHDLATUL ULAMA AL GHAZALI CILACAP,JAWA TENGAH,SWASTA,BAIK SEKALI,-,INDUSTRI,S1,BAIK,6630000.0,3315000.0
1,1211,UNIVERSITAS YPPI REMBANG,JAWA TENGAH,SWASTA,BAIK,-,MANAJEMEN,S1,BAIK SEKALI,6644125.0,3322062.0
1,1203,SEKOLAH TINGGI ILMU KOMUNIKASI,JAWA TIMUR,SWASTA,BAIK,-,PENYIARAN,S1,B,6750000.0,3375000.0
1,1203,SEKOLAH TINGGI ILMU KOMUNIKASI,JAWA TIMUR,SWASTA,BAIK,-,JURNALISTIK,S1,B,6750000.0,3375000.0
1,1203,SEKOLAH TINGGI ILMU KOMUNIKASI,JAWA TIMUR,SWASTA,BAIK,-,KOMUNIKASI,S1,BAIK,6750000.0,3375000.0
1,1201,UNIVERSITAS MIKROSKIL,SUMATERA UTARA,SWASTA,B,-,INFORMATIKA,S1,B,6750001.0,3375000.0
1,1200,UNIVERSITAS MUHAMMADIYAH KENDAL BATANG,JAWA TENGAH,SWASTA,BAIK,-,INFORMATIKA,S1,BAIK,6795000.0,3397500.0
1,1200,UNIVERSITAS MUHAMMADIYAH KENDAL BATANG,JAWA TENGAH,SWASTA,BAIK,-,BAHASA INGGRIS,S1,BAIK,6795000.0,3397500.0
1,1199,UNIVERSITAS PRABUMULIH,SUMATERA SELATAN,SWASTA,BAIK,-,BISNIS DIGITAL,S1,BAIK,6800000.0,3400000.0
1,1199,UNIVERSITAS PRABUMULIH,SUMATERA SELATAN,SWASTA,BAIK,-,SISTEM INFORMASI,S1,BAIK SEKALI,6800000.0,3400000.0
1,1197,INSTITUT TEKNOLOGI DAN BISNIS PGRI DEWANTARA JOMBANG,JAWA TIMUR,SWASTA,BAIK SEKALI,-,BISNIS DIGITAL,S1,BAIK,6800000.0,3400000.0
1,1197,INSTITUT TEKNOLOGI DAN BISNIS PGRI DEWANTARA JOMBANG,JAWA TIMUR,SWASTA,BAIK SEKALI,-,AKUNTANSI,S1,BAIK SEKALI,6800000.0,3400000.0
1,1195,INSTITUT BUDI UTOMO NASIONAL,JAWA BARAT,SWASTA,BAIK,-,BISNIS DIGITAL,S1,BAIK,6810000.0,3405000.0
1,1194,UNIVERSITAS NAHDLATUL ULAMA SURAKARTA,JAWA TENGAH,SWASTA,BAIK SEKALI,-,HUKUM KELUARGA,S1,BAIK SEKALI,6820000.0,3410000.0
1,1194,UNIVERSITAS NAHDLATUL ULAMA SURAKARTA,JAWA TENGAH,SWASTA,BAIK SEKALI,-,INDUSTRI,S1,BAIK,6820000.0,3410000.0
1,1190,UNIVERSITAS MURNI TEGUH,SUMATERA UTARA,SWASTA,BAIK SEKALI,-,MANAJEMEN,S1,BAIK,6890000.0,3445000.0
1,1186,UNIVERSITAS MUHAMMADIYAH BOGOR RAYA,JAWA BARAT,SWASTA,BAIK SEKALI,-,ADMINISTRASI,S1,BAIK SEKALI,6900000.0,3450000.0
1,1187,UNIVERSITAS DHARMA AUB SURAKARTA,JAWA TENGAH,SWASTA,BAIK SEKALI,-,MANAJEMEN,S1,B,6900000.0,3450000.0
1,1187,UNIVERSITAS DHARMA AUB SURAKARTA,JAWA TENGAH,SWASTA,BAIK SEKALI,-,AKUNTANSI,S1,BAIK SEKALI,6900000.0,3450000.0
1,1187,UNIVERSITAS DHARMA AUB SURAKARTA,JAWA TENGAH,SWASTA,BAIK SEKALI,-,INFORMATIKA,S1,BAIK,6900000.0,3450000.0
1,1180,UNIVERSITAS WIDYA GAMA MAHAKAM SAMARINDA,KALIMANTAN TIMUR,SWASTA,BAIK SEKALI,-,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,6950000.0,3475000.0
1,1180,UNIVERSITAS WIDYA GAMA MAHAKAM SAMARINDA,KALIMANTAN TIMUR,SWASTA,BAIK SEKALI,-,AKUNTANSI,S1,BAIK,6950000.0,3475000.0
1,1183,UNIVERSITAS KAHURIPAN KEDIRI,JAWA TIMUR,SWASTA,BAIK,-,MANAJEMEN,S1,BAIK,6950000.0,3475000.0
1,1180,UNIVERSITAS WIDYA GAMA MAHAKAM SAMARINDA,KALIMANTAN TIMUR,SWASTA,BAIK SEKALI,-,ADMINISTRASI PUBLIK,S1,BAIK,6950000.0,3475000.0
1,1183,UNIVERSITAS KAHURIPAN KEDIRI,JAWA TIMUR,SWASTA,BAIK,-,PETERNAKAN,S1,BAIK,6950000.0,3475000.0
1,1181,UNIVERSITAS PUTRA INDONESIA YPTK PADANG,SUMATERA BARAT,SWASTA,B,FAKULTAS ILMU KOMPUTER,INFORMATIKA,S1,C,6950000.0,3475000.0
1,1178,SEKOLAH TINGGI ILMU ADMINISTRASI TABALONG,KALIMANTAN SELATAN,SWASTA,BAIK,-,ADMINISTRASI NIAGA,S1,TERAKREDITASI,6962500.0,3481250.0
1,1150,UNIVERSITAS HARAPAN MEDAN,SUMATERA UTARA,SWASTA,BAIK,-,AKUNTANSI,S1,B,7000000.0,3500000.0
1,1159,UNIVERSITAS ABDURACHMAN SALEH,JAWA TIMUR,SWASTA,B,FAKULTAS SASTRA,SASTRA INGGRIS,S1,B,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULTAS ILMU KESEHATAN,KEPERAWATAN,S1,BAIK SEKALI,7000000.0,3500000.0
1,1176,UNIVERSITAS LANGLANG BUANA,JAWA BARAT,SWASTA,BAIK SEKALI,-,MANAJEMEN,S1,BAIK SEKALI,7000000.0,3500000.0
1,1152,UNIVERSITAS WASKITA DHARMA,JAWA TIMUR,SWASTA,BAIK,-,KIMIA,S1,BAIK,7000000.0,3500000.0
1,1156,UNIVERSITAS TRIDINANTI,SUMATERA SELATAN,SWASTA,B,-,SIPIL,S1,C,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULTAS TEKNIK,MESIN,S1,BAIK SEKALI,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULTAS TEKNIK,INFORMATIKA,S1,B,7000000.0,3500000.0
1,1167,INSTITUT PENDIDIKAN DAN BAHASA INVADA,JAWA BARAT,SWASTA,B,SARJANA,SASTRA INGGRIS,S1,B,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULTAS AGAMA ISLAM,KOMUNIKASI PENYIARAN ISLAM,S1,BAIK,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULRTAS PASCASARJANA,AGROINDUSTRI,S1,-,7000000.0,3500000.0
1,1150,UNIVERSITAS HARAPAN MEDAN,SUMATERA UTARA,SWASTA,BAIK,-,SIPIL,S1,BAIK SEKALI,7000000.0,3500000.0
1,1173,SEKOLAH TINGGI ILMU KOMUNIKASI PEMBANGUNAN,SUMATERA UTARA,SWASTA,BAIK,-,KOMUNIKASI,S1,B,7000000.0,3500000.0
1,1176,UNIVERSITAS LANGLANG BUANA,JAWA BARAT,SWASTA,BAIK SEKALI,-,AKUNTANSI,S1,B,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULTAS SOSIAL DAN ILMU POLITIK,KOMUNIKASI,S1,B,7000000.0,3500000.0
1,1156,UNIVERSITAS TRIDINANTI,SUMATERA SELATAN,SWASTA,B,-,INDUSTRI,S1,C,7000000.0,3500000.0
1,1176,UNIVERSITAS LANGLANG BUANA,JAWA BARAT,SWASTA,BAIK SEKALI,-,ARSITEKTUR,S1,B,7000000.0,3500000.0
1,1170,INSTITUT TEKNOLOGI KESEHATAN DAN SAINS WIYATA HUSADA SAMARINDA,KALIMANTAN TIMUR,SWASTA,BAIK SEKALI,-,KEBIDANAN,S1,BAIK SEKALI,7000000.0,3500000.0
1,1170,INSTITUT TEKNOLOGI KESEHATAN DAN SAINS WIYATA HUSADA SAMARINDA,KALIMANTAN TIMUR,SWASTA,BAIK SEKALI,-,FISIOTERAPI,S1,BAIK,7000000.0,3500000.0
1,1161,UNIVERSITAS PERJUANGAN TASIKMALAYA,JAWA BARAT,SWASTA,BAIK,-,FARMASI,S1,BAIK SEKALI,7000000.0,3500000.0
1,1150,UNIVERSITAS HARAPAN MEDAN,SUMATERA UTARA,SWASTA,BAIK,-,ELEKTRO,S1,BAIK SEKALI,7000000.0,3500000.0
1,1162,UNIVERSITAS MUHAMMADIYAH MAMUJU,SULAWESI BARAT,SWASTA,BAIK,-,MANAJEMEN SUMBER DAYA PERAIRAN,S1,BAIK,7000000.0,3500000.0
1,1153,AKADEMI AKUNTANSI BOROBUDUR,D.K.I. JAKARTA,SWASTA,BAIK,AKUNTANSI,AKUNTANSI,S1,-,7000000.0,3500000.0
1,1158,UNIVERSITAS BILLFATH,JAWA TIMUR,SWASTA,BAIK,-,MATEMATIKA,S1,BAIK,7000000.0,3500000.0
1,1162,UNIVERSITAS MUHAMMADIYAH MAMUJU,SULAWESI BARAT,SWASTA,BAIK,-,MANAJEMEN,S1,BAIK SEKALI,7000000.0,3500000.0
1,1176,UNIVERSITAS LANGLANG BUANA,JAWA BARAT,SWASTA,BAIK SEKALI,-,PEMERINTAHAN,S1,A,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULTAS MATEMATIKA DAN IPA,FARMASI,S1,BAIK SEKALI,7000000.0,3500000.0
1,1174,UNIVERSITAS PGRI MPU SINDOK,JAWA TIMUR,SWASTA,BAIK,-,AGRIBISNIS,S1,TERAKREDITASI SEMENTARA,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULRTAS PASCASARJANA,AGROBISNIS,S1,-,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULTAS SOSIAL DAN ILMU POLITIK,ADMINISTRASI BISNIS,S1,BAIK SEKALI,7000000.0,3500000.0
1,1164,UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,SWASTA,B,FAKULTAS PERTANIAN,KEHUTANAN,S1,BAIK,7000000.0,3500000.0
1,1139,INSTITUT TEKNOLOGI DAN BISNIS ASIA MALANG,JAWA TIMUR,SWASTA,BAIK,-,INFORMATIKA,S1,BAIK SEKALI,7000001.0,3500000.0
1,1138,UNIVERSITAS PENDIDIKAN MANDALIKA,NUSA TENGGARA BARAT,SWASTA,BAIK SEKALI,-,BAHASA INGGRIS,S1,BAIK SEKALI,7050000.0,3525000.0
1,1138,UNIVERSITAS PENDIDIKAN MANDALIKA,NUSA TENGGARA BARAT,SWASTA,BAIK SEKALI,-,BIMBINGAN KONSELING,S1,B,7050000.0,3525000.0
1,1138,UNIVERSITAS PENDIDIKAN MANDALIKA,NUSA TENGGARA BARAT,SWASTA,BAIK SEKALI,-,LUAR SEKOLAH,S1,BAIK,7050000.0,3525000.0
1,1138,UNIVERSITAS PENDIDIKAN MANDALIKA,NUSA TENGGARA BARAT,SWASTA,BAIK SEKALI,-,FISIKA,S1,B,7050000.0,3525000.0
1,1138,UNIVERSITAS PENDIDIKAN MANDALIKA,NUSA TENGGARA BARAT,SWASTA,BAIK SEKALI,-,SIPIL,S1,BAIK,7050000.0,3525000.0
1,1138,UNIVERSITAS PENDIDIKAN MANDALIKA,NUSA TENGGARA BARAT,SWASTA,BAIK SEKALI,-,TEKNOLOGI,S1,B,7050000.0,3525000.0
1,1137,UNIVERSITAS TEKNOLOGI DIGITAL,JAWA BARAT,SWASTA,BAIK,-,INFORMATIKA,S1,BAIK,7065000.0,3532500.0
1,1137,UNIVERSITAS TEKNOLOGI DIGITAL,JAWA BARAT,SWASTA,BAIK,-,MANAJEMEN,S1,BAIK,7065000.0,3532500.0
1,1135,STKIP VETERAN SIDRAP,SULAWESI SELATAN,SWASTA,BAIK,-,PANCASILA KEWARGANEGARAAN,S1,BAIK,7100000.0,3550000.0
1,1134,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,JAWA TIMUR,SWASTA,BAIK SEKALI,-,AGROTEKNOLOGI,S1,BAIK SEKALI,7100000.0,3550000.0
1,1134,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,JAWA TIMUR,SWASTA,BAIK SEKALI,-,ADMINISTRASI PUBLIK,S1,BAIK,7100000.0,3550000.0
1,1131,UNIVERSITAS NURUL HUDA,SUMATERA SELATAN,SWASTA,BAIK,-,GURU MADRASAH IBTIDAIYAH,S1,BAIK SEKALI,7120000.0,3560000.0
1,1131,UNIVERSITAS NURUL HUDA,SUMATERA SELATAN,SWASTA,BAIK,-,INFORMATIKA,S1,BAIK,7120000.0,3560000.0
1,1131,UNIVERSITAS NURUL HUDA,SUMATERA SELATAN,SWASTA,BAIK,-,BAHASA INGGRIS,S1,B,7120000.0,3560000.0
1,1131,UNIVERSITAS NURUL HUDA,SUMATERA SELATAN,SWASTA,BAIK,-,BAHASA SASTRA INDONESIA,S1,BAIK SEKALI,7120000.0,3560000.0
1,1130,STMIK TRIGUNA DHARMA,SUMATERA UTARA,SWASTA,B,-,SISTEM INFORMASI,S1,B,7136000.0,3568000.0
1,1130,STMIK TRIGUNA DHARMA,SUMATERA UTARA,SWASTA,B,-,SISTEM KOMPUTER,S1,B,7136000.0,3568000.0
1,1130,STMIK TRIGUNA DHARMA,SUMATERA UTARA,SWASTA,B,-,MANAJEMEN INFORMATIKA,S1,B,7136000.0,3568000.0
1,1128,INSTITUT SAINS DAN BISNIS INTERNASIONAL SINGKAWANG,KALIMANTAN BARAT,SWASTA,BAIK SEKALI,-,GURU SEKOLAH DASAR,S1,BAIK SEKALI,7190000.0,3595000.0
1,1124,UNIVERSITAS YARSI PRATAMA,BANTEN,SWASTA,BAIK,-,ADMINISTRASI KESEHATAN,S1,BAIK,7200000.0,3600000.0
1,1124,UNIVERSITAS YARSI PRATAMA,BANTEN,SWASTA,BAIK,-,INFORMATIKA,S1,BAIK,7200000.0,3600000.0
1,1124,UNIVERSITAS YARSI PRATAMA,BANTEN,SWASTA,BAIK,-,HUKUM,S1,TERAKREDITASI SEMENTARA,7200000.0,3600000.0
1,1119,UNIVERSITAS ICHSAN GORONTALO,GORONTALO,SWASTA,B,-,AGROTEKNOLOGI,S1,B,7250000.0,3625000.0
1,1119,UNIVERSITAS ICHSAN GORONTALO,GORONTALO,SWASTA,B,-,DESAIN KOMUNIKASI VISUAL,S1,BAIK,7250000.0,3625000.0
1,1118,UNIVERSITAS PAMULANG,BANTEN,SWASTA,C,FAKULTAS TEKNIK,INDUSTRI,S1,C,7300000.0,3650000.0
1,1118,UNIVERSITAS PAMULANG,BANTEN,SWASTA,C,-,MESIN KAMPUS KOTA SERANG,S1,BAIK,7300000.0,3650000.0
1,1118,UNIVERSITAS PAMULANG,BANTEN,SWASTA,C,-,SISTEM INFORMASI,S1,BAIK,7300000.0,3650000.0
1,1118,UNIVERSITAS PAMULANG,BANTEN,SWASTA,C,-,KOMUNIKASI,S1,BAIK,7300000.0,3650000.0
1,1118,UNIVERSITAS PAMULANG,BANTEN,SWASTA,C,-,PEMERINTAHAN,S1,BAIK,7300000.0,3650000.0
1,1114,SEKOLAH TINGGI ILMU BISNIS KUMALA NUSA,D.I. YOGYAKARTA,SWASTA,BAIK,-,MANAJEMEN RETAIL,S1,BAIK,7340000.0,3670000.0
1,1110,STISIP MARGARANA,BALI,SWASTA,BAIK,-,ADMINISTRASI NEGARA,S1,BAIK,7350000.0,3675000.0
1,1111,INSTITUT TEKNOLOGI STATISTIKA DAN BISNIS MUHAMMADIYAH SEMARANG,JAWA TENGAH,SWASTA,BAIK SEKALI,-,REKAYASA PERANGKAT LUNAK,S1,BAIK SEKALI,7350000.0,3675000.0
1,1111,INSTITUT TEKNOLOGI STATISTIKA DAN BISNIS MUHAMMADIYAH SEMARANG,JAWA TENGAH,SWASTA,BAIK SEKALI,-,SAINS AKTUARIA,S1,BAIK,7350000.0,3675000.0
1,1113,UNIVERSITAS SUMATERA BARAT,SUMATERA BARAT,SWASTA,B,-,FARMASI,S1,BAIK,7350000.0,3675000.0
1,1109,UNIVERSITAS MUHADI SETIABUDI,JAWA TENGAH,SWASTA,BAIK SEKALI,-,SIPIL,S1,BAIK SEKALI,7351000.0,3675500.0
1,1109,UNIVERSITAS MUHADI SETIABUDI,JAWA TENGAH,SWASTA,BAIK SEKALI,-,GIZI,S1,BAIK SEKALI,7351000.0,3675500.0
1,1105,UNIVERSITAS TRIATMA MULYA,BALI,SWASTA,BAIK SEKALI,-,KESELAMATAN KESEHATAN KERJA,S1,BAIK,7400000.0,3700000.0
1,1105,UNIVERSITAS TRIATMA MULYA,BALI,SWASTA,BAIK SEKALI,-,AKUNTANSI,S1,BAIK,7400000.0,3700000.0
1,1103,IKIP PGRI PONTIANAK,KALIMANTAN,SWASTA,B,FAKULTAS MIPA DAN TEKNOLOGI,KEGURUAN &,S1,-,7400000.0,3700000.0
1,1105,UNIVERSITAS TRIATMA MULYA,BALI,SWASTA,BAIK SEKALI,-,INFORMATIKA K. JEMBRANA,S1,BAIK,7400000.0,3700000.0
1,1106,UNIVERSITAS KH. A. WAHAB HASBULLAH,JAWA TIMUR,SWASTA,BAIK SEKALI,-,TEKNOLOGI HASIL PERTANIAN,S1,BAIK,7400000.0,3700000.0
1,1106,UNIVERSITAS KH. A. WAHAB HASBULLAH,JAWA TIMUR,SWASTA,BAIK SEKALI,-,MANAJEMEN,S1,BAIK,7400000.0,3700000.0
1,1103,IKIP PGRI PONTIANAK,KALIMANTAN,SWASTA,B,-,BIOLOGI,S1,BAIK,7400000.0,3700000.0
1,1106,UNIVERSITAS KH. A. WAHAB HASBULLAH,JAWA TIMUR,SWASTA,BAIK SEKALI,-,REKAYASA PERTANIAN BIOSISTEM,S1,BAIK,7400000.0,3700000.0
1,1105,UNIVERSITAS TRIATMA MULYA,BALI,SWASTA,BAIK SEKALI,-,ADMINISTRASI RUMAH SAKIT,S1,BAIK,7400000.0,3700000.0
1,1105,UNIVERSITAS TRIATMA MULYA,BALI,SWASTA,BAIK SEKALI,-,PARIWISATA,S1,TERAKREDITASI SEMENTARA,7400000.0,3700000.0
1,1102,UNIVERSITAS QUALITY,SUMATERA UTARA,SWASTA,BAIK,-,AGROTEKNOLOGI,S1,C,7400001.0,3700000.0
1,1102,UNIVERSITAS QUALITY,SUMATERA UTARA,SWASTA,BAIK,-,GURU SD,S1,C,7400001.0,3700000.0
1,1102,UNIVERSITAS QUALITY,SUMATERA UTARA,SWASTA,BAIK,-,SIPIL,S1,C,7400001.0,3700000.0
1,1102,UNIVERSITAS QUALITY,SUMATERA UTARA,SWASTA,BAIK,-,EKONOMI PEMBANGUNAN,S1,C,7400001.0,3700000.0
1,1100,UNIVERSITAS BOYOLALI,JAWA TENGAH,SWASTA,B,-,AKUNTANSI,S1,B,7450000.0,3725000.0
1,1100,UNIVERSITAS BOYOLALI,JAWA TENGAH,SWASTA,B,-,HUKUM,S1,B,7450000.0,3725000.0
1,1100,UNIVERSITAS BOYOLALI,JAWA TENGAH,SWASTA,B,-,AGROTEKNOLOGI,S1,C,7450000.0,3725000.0
1,1085,INSTITUT TEKNOLOGI DAN BISNIS KRISTEN BUKIT PENGHARAPAN,JAWA TENGAH,SWASTA,BAIK,-,DESAIN KOMUNIKASI VISUAL,S1,BAIK,7500000.0,3750000.0
1,1081,UNIVERSITAS COKROAMINOTO YOGYAKARTA,D.I. YOGYAKARTA,SWASTA,BAIK SEKALI,FAKULTAS EKONOMI,AKUNTANSI,S1,BAIK,7500000.0,3750000.0
1,1095,UNIVERSITAS MUSI RAWAS,SUMATERA SELATAN,SWASTA,BAIK,-,AKUNTANSI,S1,B,7500000.0,3750000.0
1,1084,UNIVERSITAS ISLAM LAMONGAN,JAWA TIMUR,SWASTA,BAIK SEKALI,-,HUKUM,S1,B,7500000.0,3750000.0
1,1081,UNIVERSITAS COKROAMINOTO YOGYAKARTA,D.I. YOGYAKARTA,SWASTA,BAIK SEKALI,-,PANCASILA KEWARGANEGARAAN,S1,B,7500000.0,3750000.0
1,1081,UNIVERSITAS COKROAMINOTO YOGYAKARTA,D.I. YOGYAKARTA,SWASTA,BAIK SEKALI,FAKULTAS TEKNIK,SIPIL,S1,BAIK SEKALI,7500000.0,3750000.0
1,1084,UNIVERSITAS ISLAM LAMONGAN,JAWA TIMUR,SWASTA,BAIK SEKALI,-,SIPIL,S1,C,7500000.0,3750000.0
1,1094,UNIVERSITAS ABDURACHMAN SALEH SITUBONDO,JAWA TIMUR,SWASTA,B,-,SASTRA INGGRIS,S1,BAIK,7500000.0,3750000.0
1,1074,UNIVERSITAS DHARMA WACANA,LAMPUNG,SWASTA,B,-,AGRIBISNIS,S1,B,7500000.0,3750000.0
1,1074,UNIVERSITAS DHARMA WACANA,LAMPUNG,SWASTA,B,-,SISTEM INFORMASI,S1,BAIK,7500000.0,3750000.0
1,1077,UNIVERSITAS METAMEDIA,SUMATERA BARAT,SWASTA,B,-,TEKNOLOGI INFORMASI,S1,BAIK,7500000.0,3750000.0
1,1081,UNIVERSITAS COKROAMINOTO YOGYAKARTA,D.I. YOGYAKARTA,SWASTA,BAIK SEKALI,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,MATEMATIKA,S1,BAIK,7500000.0,3750000.0
1,12,UNIVERSITAS PEMBANGUNAN JAYA TANGERANG,BANTEN,SWASTA,B,-,DESAIN KOMUNIKASI VISUAL,S1,B,7500000.0,3750000.0
1,1076,UNIVERSITAS TANGERANG RAYA,BANTEN,SWASTA,BAIK,-,BAHASA INGGRIS,S1,BAIK,7500000.0,3750000.0
1,1088,SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH CILACAP,JAWA TENGAH,SWASTA,BAIK,-,MANAJEMEN,S1,BAIK SEKALI,7500000.0,3750000.0
1,12,UNIVERSITAS PEMBANGUNAN JAYA TANGERANG,BANTEN,SWASTA,B,-,DESAIN PRODUK,S1,B,7500000.0,3750000.0
1,1074,UNIVERSITAS DHARMA WACANA,LAMPUNG,SWASTA,B,-,ADMINISTRASI PUBLIK,S1,BAIK SEKALI,7500000.0,3750000.0
1,1073,SEKOLAH TINGGI ILMU EKONOMI PEMNAS INDONESIA,JAWA TIMUR,SWASTA,BAIK,-,MANAJEMEN,S1,BAIK SEKALI,7500000.0,3750000.0
1,1079,INSTITUT PRIMA BANGSA,JAWA BARAT,SWASTA,B,-,INFORMATIKA KOMPUTER,S1,BAIK SEKALI,7500000.0,3750000.0
1,1076,UNIVERSITAS TANGERANG RAYA,BANTEN,SWASTA,BAIK,-,KEPELATIHAN OLAH RAGA,S1,BAIK,7500000.0,3750000.0
1,1095,UNIVERSITAS MUSI RAWAS,SUMATERA SELATAN,SWASTA,BAIK,-,PETERNAKAN,S1,B,7500000.0,3750000.0
1,1081,UNIVERSITAS COKROAMINOTO YOGYAKARTA,D.I. YOGYAKARTA,SWASTA,BAIK SEKALI,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN &,S1,-,7500000.0,3750000.0
1,1075,UNIVERSITAS AL-AZHAR,SUMATERA UTARA,SWASTA,BAIK,-,AGROTEKNOLOGI,S1,BAIK SEKALI,7500000.0,3750000.0
1,1080,UNIVERSITAS FAJAR,SULAWESI SELATAN,SWASTA,B,-,ELEKTRO,S1,B,7500000.0,3750000.0
1,12,UNIVERSITAS PEMBANGUNAN JAYA TANGERANG,BANTEN,SWASTA,B,-,KOMUNIKASI,S1,B,7500000.0,3750000.0
1,1072,UNIVERSITAS NUSA BANGSA,JAWA BARAT,SWASTA,BAIK,-,BIOLOGI,S1,BAIK,7550000.0,3775000.0
1,1064,UNIVERSITAS PANDANARAN,JAWA TENGAH,SWASTA,B,-,MANAJEMEN,S1,B,7600000.0,3800000.0
1,1061,INSTITUT TEKNOLOGI DEL,SUMATERA UTARA,SWASTA,BAIK SEKALI,-,BIOPROSES,S1,BAIK SEKALI,7650000.0,3825000.0
1,1061,INSTITUT TEKNOLOGI DEL,SUMATERA UTARA,SWASTA,BAIK SEKALI,-,MANAJEMEN REKAYASA,S1,BAIK SEKALI,7650000.0,3825000.0
1,1060,UNIVERSITAS MUHAMMADIYAH BUTON,SULAWESI TENGGARA,SWASTA,BAIK SEKALI,FAKULTAS AGAMA ISLAM,AGAMA ISLAM,S1,B,7700000.0,3850000.0
1,1060,UNIVERSITAS MUHAMMADIYAH BUTON,SULAWESI TENGGARA,SWASTA,BAIK SEKALI,-,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,S1,C,7700000.0,3850000.0
1,1059,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,D.K.I. JAKARTA,SWASTA,BAIK,FAKULTAS SAINS DAN TEKNOLOGI,FARMASI,S1,BAIK,7700000.0,3850000.0
1,1059,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,D.K.I. JAKARTA,SWASTA,BAIK,FAKULTAS SAINS DAN TEKNOLOGI,INDUSTRI,S1,BAIK,7700000.0,3850000.0
1,1060,UNIVERSITAS MUHAMMADIYAH BUTON,SULAWESI TENGGARA,SWASTA,BAIK SEKALI,-,ANAK USIA DINI,S1,C,7700000.0,3850000.0
1,1060,UNIVERSITAS MUHAMMADIYAH BUTON,SULAWESI TENGGARA,SWASTA,BAIK SEKALI,-,BAHASA SASTRA INDONESIA,S1,B,7700000.0,3850000.0
1,1058,UNIVERSITAS BINA BANGSA,BANTEN,SWASTA,BAIK,-,SIPIL,S1,BAIK,7700077.0,3850038.0
1,1058,UNIVERSITAS BINA BANGSA,BANTEN,SWASTA,BAIK,-,PSIKOLOGI,S1,BAIK,7700077.0,3850038.0
1,1058,UNIVERSITAS BINA BANGSA,BANTEN,SWASTA,BAIK,-,PEMERINTAHAN,S1,BAIK,7700077.0,3850038.0
1,1058,UNIVERSITAS BINA BANGSA,BANTEN,SWASTA,BAIK,-,JASMANI,S1,BAIK,7700077.0,3850038.0
1,1056,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,NUSA TENGGARA TIMUR,SWASTA,B,-,FISIKA,S1,B,7725000.0,3862500.0
1,1056,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,NUSA TENGGARA TIMUR,SWASTA,B,-,KOMUNIKASI,S1,B,7725000.0,3862500.0
1,1056,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,NUSA TENGGARA TIMUR,SWASTA,B,-,MANAJEMEN,S1,B,7725000.0,3862500.0
