quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation,institution_code
-,rencanamu-112,-,-,-,,BIOTEKNOLOGI,S1,-,261
-,-,banpt-2740,-,-,,BISNIS DIGITAL,S1,BAIK,261
quipper-295,rencanamu-112,banpt-2740,-,FAKULTAS SAINS DAN TEKNOLOGI,,FARMASI,S1,BAIK SEKALI,261
-,rencanamu-112,-,-,-,,FISIKA,S1,-,261
quipper-295,rencanamu-112,-,-,FAKULTAS FISIOTERAPI,,FISIOTERAPI,S1,B,261
quipper-295,rencanamu-112,banpt-2740,-,FAKULTAS KESEHATAN MASYARAKAT,,GIZI,S1,B,261
quipper-295,rencanamu-112,-,-,FAKULTAS SAINS DAN TEKNOLOGI,,INFORMATIKA MEDIS,S1,-,261
quipper-295,-,banpt-2740,-,FAKULTAS KEPERAWATAN DAN KEBIDANAN,,KEBIDANAN,S1,BAIK,261
quipper-295,rencanamu-112,banpt-2740,-,FAKULTAS KEPERAWATAN DAN KEBIDANAN,,KEPERAWATAN,S1,B,261
quipper-295,rencanamu-112,banpt-2740,-,FAKULTAS SOSIAL DAN HUMANIORA,,KESEJAHTERAAN SOSIAL,S1,BAIK,261
quipper-295,rencanamu-112,banpt-2740,-,FAKULTAS KESEHATAN MASYARAKAT,,LINGKUNGAN,S1,BAIK,261
quipper-295,rencanamu-112,banpt-2740,-,FAKULTAS EKONOMI BISNIS,,MANAJEMEN,S1,C,261
quipper-295,rencanamu-112,banpt-2740,-,FAKULTAS SOSIAL DAN HUMANIORA,,PSIKOLOGI,S1,BAIK,261
-,-,banpt-2966,-,-,,ADMINISTRASI PUBLIK,S1,B,974
-,-,banpt-2966,-,-,,AGRIBISNIS,S1,B,974
-,-,banpt-2966,-,-,,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,974
-,-,banpt-2966,-,-,,HUKUM,S1,B,974
-,-,banpt-2966,-,-,,INDUSTRI,S1,BAIK,974
-,-,banpt-2966,-,-,,KIMIA,S1,BAIK,974
-,-,banpt-2966,-,-,,LINGKUNGAN,S1,BAIK,974
-,-,banpt-2966,-,-,,MANAJEMEN RITEL,S1,BAIK,974
-,-,banpt-2966,-,-,,SIPIL,S1,BAIK,974
-,-,banpt-2528,-,-,,ADMINISTRASI NEGARA,S1,BAIK,1691
-,-,banpt-2528,-,-,,AGRIBISNIS,S1,BAIK,1691
-,-,banpt-2528,-,-,,BIMBINGAN KONSELING,S1,BAIK,1691
-,-,banpt-2528,-,-,,HUKUM,S1,BAIK,1691
-,-,banpt-2528,-,-,,MATEMATIKA,S1,BAIK SEKALI,1691
-,-,banpt-2528,-,-,,SIPIL,S1,BAIK,1691
-,-,banpt-1736,-,-,,ADMINISTRASI RUMAH SAKIT,S1,BAIK,225
-,-,banpt-1736,-,-,,BISNIS DIGITAL,S1,BAIK,225
-,-,banpt-1736,-,-,,FARMASI,S1,BAIK SEKALI,225
-,-,banpt-1736,-,-,,GIZI,S1,BAIK,225
-,-,banpt-1736,-,-,,GURU SEKOLAH DASAR,S1,BAIK,225
-,-,banpt-1736,-,-,,HUKUM,S1,BAIK,225
-,-,banpt-1736,-,-,,MANAJEMEN,S1,BAIK,225
-,rencanamu-113,banpt-1001,-,-,,AGRIBISNIS,S1,B,171
-,rencanamu-113,banpt-1001,-,-,,AGROTEKNOLOGI,S1,B,171
-,rencanamu-113,banpt-1001,-,-,,AKUNTANSI,S1,B,171
-,rencanamu-113,banpt-1001,-,-,,ARSITEKTUR,S1,B,171
-,rencanamu-113,banpt-1001,-,-,,HUKUM,S1,B,171
-,rencanamu-113,banpt-1001,-,-,,INDUSTRI,S1,C,171
-,-,banpt-1001,-,-,,INFORMATIKA,S1,BAIK SEKALI,171
-,rencanamu-113,banpt-1001,-,-,,KEPERAWATAN,S1,C,171
-,rencanamu-113,banpt-1001,-,-,,MANAJEMEN,S1,A,171
-,rencanamu-113,banpt-1001,-,-,,PSIKOLOGI,S1,C,171
-,rencanamu-113,banpt-1001,-,-,,SIPIL,S1,B,171
-,rencanamu-113,banpt-1001,-,-,,SISTEM INFORMASI,S1,C,171
-,rencanamu-113,banpt-1001,-,-,,SISTEM KOMPUTER,S1,C,171
-,-,banpt-3889,-,-,,ADMINISTRASI NEGARA,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,ADMINISTRASI PUBLIK,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,AGRIBISNIS,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,AGROTEKNOLOGI,S1,UNGGUL,45
-,-,banpt-3889,-,-,,AKUNTANSI,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,ARSITEKTUR,S1,B,45
-,-,banpt-3889,-,-,,BUDIDAYA PERAIRAN,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,GEOLOGI,S1,BAIK,45
-,-,banpt-3889,-,-,,GURU SEKOLAH DASAR,S1,UNGGUL,45
-,-,banpt-3889,-,-,,HUBUNGAN INTERNASIONAL,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,HUKUM,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,KEDOKTERAN,S1,B,45
-,-,banpt-3889,-,-,,KIMIA,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,LINGKUNGAN,S1,BAIK,45
-,-,banpt-3889,-,-,,MANAJEMEN,S1,BAIK,45
-,-,banpt-3889,-,-,,MATEMATIKA,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,PENGETAHUAN ALAM,S1,BAIK,45
-,-,banpt-3889,-,-,,PERENCANAAN WILAYAH KOTA,S1,UNGGUL,45
-,-,banpt-3889,-,-,,PERTAMBANGAN,S1,BAIK,45
-,-,banpt-3889,-,-,,PETERNAKAN,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,PSIKOLOGI,S1,B,45
-,-,banpt-3889,-,-,,SASTRA INGGRIS,S1,BAIK,45
-,-,banpt-3889,-,-,,SIPIL,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,SOSIOLOGI,S1,BAIK SEKALI,45
-,-,banpt-3889,-,-,,TEKNOLOGI INFORMASI,S1,TIDAK TERAKREDITASI,45
-,-,banpt-3889,-,-,,TEKNOLOGI PANGAN,S1,BAIK SEKALI,45
-,rencanamu-114,banpt-285,-,-,,AGROTEKNOLOGI,S1,C,1100
-,rencanamu-114,banpt-285,-,-,,AKUNTANSI,S1,B,1100
-,rencanamu-114,banpt-285,-,-,,HUKUM,S1,B,1100
-,-,banpt-285,-,-,,ILMU KOMUNIKASI,S1,BAIK,1100
-,rencanamu-114,banpt-285,-,-,,INFORMATIKA,S1,C,1100
-,rencanamu-114,banpt-285,-,-,,MANAJEMEN,S1,B,1100
-,rencanamu-114,banpt-285,-,-,,PETERNAKAN,S1,B,1100
-,-,banpt-153,-,-,,AKUNTANSI,S1,BAIK SEKALI,969
-,-,banpt-153,-,-,,INFORMATIKA,S1,BAIK,969
-,-,banpt-153,-,-,,MANAJEMEN,S1,BAIK SEKALI,969
-,-,banpt-153,-,-,,SAINS DATA,S1,BAIK,969
-,-,banpt-153,-,-,,SISTEM INFORMASI,S1,BAIK,969
-,rencanamu-115,-,-,-,,ADMINISTRASI,S1,-,15
-,rencanamu-115,-,-,-,,ADMINISTRASI BISNIS,S1,-,15
-,rencanamu-115,-,-,-,,AKUNTANSI,S1,C,15
-,rencanamu-115,-,-,-,,DESAIN KOMUNIKASI VISUAL,S1,B,15
-,rencanamu-115,-,-,-,,ELEKTRO,S1,-,15
-,rencanamu-115,-,-,-,,HUBUNGAN MASYARAKAT,S1,-,15
-,rencanamu-115,-,-,-,,ILMU KOMUNIKASI,S1,B,15
-,rencanamu-115,-,-,-,,INDUSTRI,S1,-,15
-,rencanamu-115,-,-,-,,INFORMATIKA,S1,B,15
-,rencanamu-115,-,-,-,,MANAJEMEN,S1,-,15
-,rencanamu-115,-,-,-,,PEMASARAN,S1,-,15
-,rencanamu-115,-,-,-,,PERPAJAKAN,S1,-,15
-,rencanamu-115,-,-,-,,REKAYASA PERANGKAT LUNAK,S1,-,15
-,rencanamu-115,-,-,-,,SASTRA INGGRIS,S1,-,15
-,rencanamu-115,-,-,-,,SISTEM INFORMASI,S1,B,15
-,rencanamu-115,-,-,-,,SISTEM INFORMASI AKUNTANSI,S1,-,15
-,-,banpt-2949,-,-,,ADMINISTRASI,S1,BAIK,753
-,-,banpt-2949,-,-,,ADMINISTRASI BISNIS,S1,BAIK,753
quipper-454,-,banpt-2949,-,FAKULTAS BISNIS,,AKUNTANSI,S1,B,753
-,-,banpt-2949,-,-,,ELEKTRO,S1,BAIK,753
quipper-454,-,banpt-2949,-,FAKULTAS SOSIAL DAN HUMANIORA,,ILMU KOMUNIKASI,S1,BAIK,753
quipper-454,-,banpt-2949,-,FAKULTAS SAINS DAN TEKNOLOGI,,INDUSTRI,S1,BAIK,753
quipper-454,-,banpt-2949,-,FAKULTAS SAINS DAN TEKNOLOGI,,INFORMATIKA,S1,BAIK SEKALI,753
quipper-454,-,banpt-2949,-,FAKULTAS BISNIS,,MANAJEMEN,S1,BAIK SEKALI,753
-,-,banpt-2949,-,-,,REKAYASA PERANGKAT LUNAK,S1,BAIK,753
quipper-454,-,banpt-2949,-,FAKULTAS SOSIAL DAN HUMANIORA,,SASTRA INGGRIS,S1,B,753
quipper-454,-,banpt-2949,-,FAKULTAS SAINS DAN TEKNOLOGI,,SISTEM INFORMASI,S1,BAIK,753
-,-,banpt-2309,-,-,,INFORMATIKA,S1,BAIK SEKALI,156
-,-,banpt-2309,-,-,,MANAJEMEN RITEL,S1,BAIK,156
-,-,banpt-2309,-,-,,SISTEM INFORMASI,S1,BAIK,156
-,-,banpt-2309,-,-,,TEKNOLOGI INFORMASI,S1,BAIK,156
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS EKONOMI DAN BISNIS,,AKUNTANSI,S1,B,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNIK,,ARSITEKTUR,S1,B,264
quipper-18,-,banpt-1015,-,FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,,DESAIN KOMUNIKASI VISUAL,S1,BAIK,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNIK,,ELEKTRO,S1,B,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,HUBUNGAN INTERNASIONAL,S1,B,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS KOMUNIKASI DAN DESAIN KREATIF,,ILMU KOMUNIKASI,S1,B,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNOLOGI INFORMASI,,INFORMATIKA,S1,B,264
quipper-18,-,-,-,FAKULTAS TEKNOLOGI INFORMASI,,KOMPUTER,S1,-,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,KRIMINOLOGI,S1,B,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS EKONOMI DAN BISNIS,,MANAJEMEN,S1,B,264
quipper-18,rencanamu-116,-,-,FAKULTAS TEKNOLOGI INFORMASI,,MANAJEMEN INFORMATIKA,S1,B,264
-,-,banpt-1015,-,-,,PARIWISATA,S1,TERAKREDITASI SEMENTARA,264
quipper-18,-,-,-,FAKULTAS EKONOMI DAN BISNIS,,SEKRETARIAT,S1,-,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNOLOGI INFORMASI,,SISTEM INFORMASI,S1,B,264
quipper-18,rencanamu-116,banpt-1015,-,FAKULTAS TEKNOLOGI INFORMASI,,SISTEM KOMPUTER,S1,B,264
-,-,banpt-3293,-,-,,AKUNTANSI,S1,BAIK,1865
-,-,banpt-3293,-,-,,ARSITEKTUR,S1,BAIK,1865
-,-,banpt-3293,-,-,,FISIKA,S1,BAIK,1865
-,-,banpt-3293,-,-,,ILMU KOMUNIKASI,S1,B,1865
-,-,banpt-3293,-,-,,JASMANI,S1,BAIK,1865
-,-,banpt-3293,-,-,,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,1865
-,-,banpt-3293,-,-,,KIMIA,S1,BAIK SEKALI,1865
-,-,banpt-3293,-,-,,MATEMATIKA,S1,BAIK,1865
-,-,banpt-3293,-,-,,PEMERINTAHAN,S1,BAIK,1865
-,-,banpt-3293,-,-,,SIPIL,S1,BAIK,1865
-,-,banpt-2506,-,-,,AKUNTANSI,S1,BAIK,1443
-,-,banpt-2506,-,-,,INFORMATIKA,S1,BAIK,1443
-,-,banpt-2506,-,-,,INFORMATIKA MEDIS,S1,BAIK,1443
-,-,banpt-2506,-,-,,KEPERAWATAN,S1,BAIK SEKALI,1443
-,-,banpt-2506,-,-,,MANAJEMEN,S1,B,1443
-,-,banpt-2641,-,-,,AKUNTANSI,S1,BAIK,1314
-,-,banpt-2641,-,-,,BISNIS DIGITAL,S1,BAIK,1314
-,-,banpt-2641,-,-,,DESAIN KOMUNIKASI VISUAL,S1,BAIK,1314
-,-,banpt-2641,-,-,,FARMASI,S1,BAIK,1314
-,-,banpt-2641,-,-,,GIZI,S1,BAIK SEKALI,1314
-,-,banpt-2641,-,-,,HUKUM,S1,BAIK,1314
-,-,banpt-2641,-,-,,KEDOKTERAN,S1,BAIK,1314
-,-,banpt-2641,-,-,,KOMPUTER,S1,BAIK SEKALI,1314
-,-,banpt-2641,-,-,,MANAJEMEN,S1,BAIK,1314
-,-,banpt-2641,-,-,,OLAHRAGA,S1,BAIK,1314
-,-,banpt-2641,-,-,,PARIWISATA,S1,TERAKREDITASI SEMENTARA,1314
-,-,banpt-2641,-,-,,REKAYASA PERANGKAT LUNAK,S1,BAIK,1314
-,-,banpt-2641,-,-,,SASTRA INGGRIS,S1,BAIK SEKALI,1314
-,-,banpt-2641,-,-,,SENI,S1,TERAKREDITASI SEMENTARA,1314
-,-,banpt-2641,-,-,,TEKNOLOGI INFORMASI,S1,BAIK,1314
-,-,banpt-2641,-,-,,TEKNOLOGI PANGAN,S1,BAIK,1314
quipper-16,-,banpt-1870,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,,AKUNTANSI,S1,UNGGUL,303
quipper-16,-,banpt-1870,-,FAKULTAS TEKNOLOGI DAN DESAIN,,BISNIS DIGITAL,S1,BAIK SEKALI,303
quipper-16,-,-,-,FAKULTAS TEKNOLOGI DAN DESAIN,,DATA SAINS,S1,-,303
quipper-16,-,banpt-1870,-,FAKULTAS TEKNOLOGI DAN DESAIN,,DESAIN KOMUNIKASI VISUAL,S1,BAIK,303
quipper-16,rencanamu-117,banpt-1870,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,,ILMU KOMUNIKASI,S1,B,303
quipper-16,rencanamu-117,-,-,FAKULTAS TEKNOLOGI DAN DESAIN,,INDUSTRI,S1,A,303
quipper-16,rencanamu-117,banpt-1870,-,FAKULTAS TEKNOLOGI DAN DESAIN,,INFORMATIKA,S1,B,303
-,-,banpt-1870,-,-,,KECERDASAN BUATAN,S1,BAIK,303
quipper-16,rencanamu-117,banpt-1870,-,BUNDA MULIA LONG DISTANCE LEARNING,,MANAJEMEN,S1,B,303
quipper-16,-,-,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,,PARIWISATA,S1,-,303
-,rencanamu-117,-,-,-,,PERHOTELAN,S1,-,303
-,-,banpt-1870,-,-,,PERHOTELAN PARIWISATA,S1,UNGGUL,303
quipper-16,rencanamu-117,banpt-1870,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,,PSIKOLOGI,S1,B,303
-,-,banpt-1870,-,-,,SAINS DATA,S1,BAIK,303
-,rencanamu-117,-,-,-,,SASTRA CINA,S1,B,303
quipper-16,rencanamu-117,-,-,FAKULTAS ILMU SOSIAL DAN HUMANIORA,,SASTRA INGGRIS,S1,A,303
quipper-16,rencanamu-117,banpt-1870,-,FAKULTAS TEKNOLOGI DAN DESAIN,,SISTEM INFORMASI,S1,B,303
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS EKONOMI,,AKUNTANSI,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,,ARSITEKTUR,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,,BIOLOGI,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,,BUDIDAYA PERAIRAN,S1,A,381
quipper-582,rencanamu-118,-,-,FAKULTAS EKONOMI,,EKONOMI,S1,B,381
-,-,banpt-366,-,-,,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNOLOGI INDUSTRI,,ELEKTRO,S1,B,381
quipper-582,-,-,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,,GURU,S1,-,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,,GURU SEKOLAH DASAR,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS HUKUM,,HUKUM,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNOLOGI INDUSTRI,,INDUSTRI,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,,INFORMATIKA,S1,B,381
-,-,banpt-366,-,-,,JASMANI,S1,BAIK SEKALI,381
quipper-582,-,-,-,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,,KELAUTAN,S1,-,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNOLOGI INDUSTRI,,KIMIA,S1,B,381
quipper-582,-,-,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,,KOMPUTER,S1,-,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS EKONOMI,,MANAJEMEN,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS KEGURUAN DAN ILMU KEPENDIDIKAN,,MATEMATIKA,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNOLOGI INDUSTRI,,MESIN,S1,B,381
-,rencanamu-118,banpt-366,-,-,,PANCASILA KEWARGANEGARAAN,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,,PERENCANAAN WILAYAH KOTA,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,,PERIKANAN,S1,A,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS ILMU BUDAYA,,SASTRA INDONESIA,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS ILMU BUDAYA,,SASTRA INGGRIS,S1,B,381
-,rencanamu-118,banpt-366,-,-,,SASTRA JEPANG,S1,B,381
quipper-582,rencanamu-118,banpt-366,-,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,,SIPIL,S1,A,381
quipper-582,-,-,-,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,,TEKNIK INDUSTRI,S1,-,381
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS EKONOMI DAN BISNIS,,AKUNTANSI,S1,B,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS TEKNIK,,ARSITEKTUR,S1,B,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS TEKNIK,,ELEKTRO,S1,C,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS HUKUM,,HUKUM,S1,B,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,ILMU KOMUNIKASI,S1,C,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS EKONOMI DAN BISNIS,,MANAJEMEN,S1,B,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS TEKNIK,,MESIN,S1,B,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,POLITIK,S1,B,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS TEKNIK,,SIPIL,S1,B,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS ILMU KOMPUTER,,SISTEM INFORMASI,S1,B,797
quipper-113,rencanamu-119,banpt-2605,-,FAKULTAS ILMU KOMPUTER,,SISTEM KOMPUTER,S1,B,797
-,-,banpt-2314,-,-,,HUKUM,S1,BAIK,1263
-,-,banpt-2314,-,-,,KEPERAWATAN,S1,BAIK SEKALI,1263
-,-,banpt-2314,-,-,,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,1263
-,-,banpt-2314,-,-,,MANAJEMEN,S1,BAIK,1263
-,-,banpt-2314,-,-,,TEKNOLOGI INFORMASI,S1,BAIK SEKALI,1263
-,-,banpt-1046,-,-,,HUKUM,S1,BAIK,1006
-,-,banpt-1046,-,-,,KEHUTANAN,S1,BAIK,1006
-,-,banpt-1046,-,-,,KELAUTAN,S1,TERAKREDITASI SEMENTARA,1006
-,-,banpt-1046,-,-,,LINGKUNGAN,S1,TERAKREDITASI SEMENTARA,1006
-,-,banpt-1046,-,-,,MANAJEMEN,S1,BAIK,1006
-,-,banpt-1480,-,-,,AKUNTANSI,S1,BAIK,910
-,-,banpt-1480,-,-,,BISNIS DIGITAL,S1,BAIK,910
-,-,banpt-1480,-,-,,DESAIN KOMUNIKASI VISUAL,S1,BAIK,910
-,-,banpt-1480,-,-,,INFORMATIKA,S1,B,910
-,-,banpt-1480,-,-,,MANAJEMEN,S1,BAIK SEKALI,910
-,-,banpt-1480,-,-,,OLAHRAGA,S1,BAIK,910
-,-,banpt-1480,-,-,,SISTEM INFORMASI,S1,BAIK SEKALI,910
quipper-135,-,banpt-246,-,FAKULTAS EKONOMI DAN BISNIS ISLAM,,AKUNTANSI,S1,BAIK,253
quipper-135,-,banpt-246,-,FAKULTAS EKONOMI DAN BISNIS ISLAM,,BISNIS DIGITAL,S1,BAIK,253
quipper-135,-,banpt-246,-,FAKULTAS TEKNIK,,ELEKTRO,S1,BAIK SEKALI,253
quipper-135,-,banpt-246,-,FAKULTAS TEKNIK,,INFORMATIKA,S1,BAIK SEKALI,253
quipper-135,-,banpt-246,-,FAKULTAS ILMU KEPERAWATAN,,KEPERAWATAN,S1,BAIK,253
-,-,banpt-1192,-,-,,DESAIN KOMUNIKASI VISUAL,S1,BAIK,1179
-,-,banpt-1192,-,-,,MANAJEMEN,S1,BAIK SEKALI,1179
-,-,banpt-1192,-,-,,PSIKOLOGI,S1,BAIK,1179
-,-,banpt-3195,-,-,,AKUNTANSI,S1,BAIK SEKALI,1724
-,-,banpt-3195,-,-,,BIOLOGI,S1,BAIK,1724
-,-,banpt-3195,-,-,,BISNIS DIGITAL,S1,BAIK,1724
-,-,banpt-3195,-,-,,KEWIRAUSAHAAN,S1,BAIK SEKALI,1724
-,-,banpt-3195,-,-,,MANAJEMEN,S1,BAIK,1724
-,-,banpt-3195,-,-,,MATEMATIKA,S1,BAIK,1724
-,-,banpt-3195,-,-,,REKAYASA PERANGKAT LUNAK,S1,BAIK,1724
-,-,banpt-3195,-,-,,SISTEM INFORMASI,S1,BAIK,1724
-,-,banpt-922,-,-,,AGRIBISNIS,S1,TERAKREDITASI SEMENTARA,20
-,-,banpt-922,-,-,,BIOLOGI,S1,BAIK SEKALI,20
-,-,banpt-922,-,-,,ELEKTRO,S1,BAIK,20
-,-,banpt-922,-,-,,GURU SEKOLAH DASAR,S1,BAIK SEKALI,20
-,-,banpt-922,-,-,,KOMPUTER,S1,BAIK,20
-,-,banpt-922,-,-,,MATEMATIKA,S1,BAIK SEKALI,20
-,rencanamu-120,-,-,-,,AKUNTANSI,S1,B,2
-,rencanamu-120,-,-,-,,ARSITEKTUR,S1,B,2
-,rencanamu-120,-,-,-,,DESAIN KOMUNIKASI VISUAL,S1,A,2
-,rencanamu-120,-,-,-,,INFORMATIKA,S1,B,2
-,rencanamu-120,-,-,-,,MANAJEMEN,S1,A,2
-,rencanamu-120,-,-,-,,PSIKOLOGI,S1,B,2
-,-,banpt-2476,-,-,,AKUNTANSI,S1,UNGGUL,77
-,-,banpt-2476,-,-,,ARSITEKTUR,S1,BAIK SEKALI,77
-,-,banpt-2476,-,-,,DESAIN KOMUNIKASI VISUAL,S1,BAIK,77
-,-,banpt-2476,-,-,,DESAIN PRODUK,S1,BAIK,77
-,-,banpt-2476,-,-,,ILMU KOMUNIKASI,S1,BAIK,77
-,-,banpt-2476,-,-,,INFORMATIKA,S1,BAIK SEKALI,77
-,-,banpt-2476,-,-,,KEDOKTERAN,S1,BAIK SEKALI,77
-,-,banpt-2476,-,-,,KEDOKTERAN GIGI,S1,BAIK,77
-,-,banpt-2476,-,-,,MANAJEMEN,S1,UNGGUL,77
-,-,banpt-2476,-,-,,PARIWISATA,S1,BAIK SEKALI,77
-,-,banpt-2476,-,-,,PSIKOLOGI,S1,BAIK SEKALI,77
-,-,banpt-2476,-,-,,SISTEM INFORMASI,S1,BAIK SEKALI,77
-,-,banpt-2476,-,-,,TEKNOLOGI PANGAN,S1,BAIK,77
-,-,banpt-2108,-,-,,ARSITEKTUR,S1,BAIK,676
-,-,banpt-2108,-,-,,BISNIS DIGITAL,S1,BAIK,676
-,-,banpt-2108,-,-,,FARMASI,S1,BAIK SEKALI,676
-,-,banpt-2108,-,-,,GURU SEKOLAH DASAR,S1,BAIK,676
-,-,banpt-2108,-,-,,INFORMATIKA,S1,BAIK SEKALI,676
-,-,banpt-2108,-,-,,KEBIDANAN,S1,BAIK,676
-,-,banpt-2108,-,-,,KEPERAWATAN,S1,BAIK SEKALI,676
-,-,banpt-2108,-,-,,SIPIL,S1,BAIK,676
-,-,banpt-2108,-,-,,TEKNOLOGI INFORMASI,S1,BAIK,676
-,-,banpt-639,-,-,,ADMINISTRASI RUMAH SAKIT,S1,BAIK,1341
-,-,banpt-639,-,-,,AKUAKULTUR,S1,BAIK,1341
-,-,banpt-639,-,-,,ELEKTRO,S1,BAIK,1341
-,-,banpt-639,-,-,,HUBUNGAN MASYARAKAT,S1,B,1341
-,-,banpt-639,-,-,,MANAJEMEN,S1,BAIK,1341
-,-,banpt-639,-,-,,PERIKANAN,S1,BAIK SEKALI,1341
-,-,banpt-639,-,-,,PERTANIAN,S1,BAIK,1341
-,rencanamu-121,banpt-485,-,-,,AGRIBISNIS,S1,B,1054
-,rencanamu-121,banpt-485,-,-,,AGROTEKNOLOGI,S1,B,1054
-,rencanamu-121,banpt-485,-,-,,BIOLOGI,S1,B,1054
-,rencanamu-121,banpt-485,-,-,,FISIKA,S1,B,1054
-,rencanamu-121,banpt-485,-,-,,GURU SEKOLAH DASAR,S1,C,1054
-,rencanamu-121,banpt-485,-,-,,INFORMATIKA,S1,B,1054
-,rencanamu-121,banpt-485,-,-,,KIMIA,S1,B,1054
-,rencanamu-121,banpt-485,-,-,,MATEMATIKA,S1,B,1054
-,rencanamu-121,banpt-485,-,-,,PANCASILA KEWARGANEGARAAN,S1,B,1054
quipper-548,-,banpt-2647,-,FAKULTAS EKONOMI,,AKUNTANSI,S1,BAIK,1081
quipper-548,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,,GURU,S1,-,1081
quipper-548,-,banpt-2647,-,FAKULTAS AGAMA ISLAM,,HUKUM,S1,B,1081
quipper-548,-,banpt-2647,-,FAKULTAS EKONOMI,,MANAJEMEN,S1,BAIK,1081
