quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation,institution_code
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS TEKNIK,,ARSITEKTUR,S1,B,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS BIOLOGI,,BIOLOGI,S1,B,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS PERTANIAN,,ELEKTRO,S1,B,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS HUKUM,,HUKUM,S1,B,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,ILMU KOMUNIKASI,S1,B,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS TEKNIK,,INDUSTRI,S1,B,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS TEKNIK,,INFORMATIKA,S1,C,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,MANAJEMEN,S1,A,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS TEKNIK,,MESIN,S1,B,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,PEMERINTAHAN,S1,B,392
quipper-444,-,-,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,PERPAJAKAN,S1,-,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS PSIKOLOGI,,PSIKOLOGI,S1,B,392
quipper-444,rencanamu-194,banpt-811,-,FAKULTAS TEKNIK,,SIPIL,S1,B,392
-,-,banpt-554,-,-,,AKUNTANSI,S1,BAIK,360
-,-,banpt-554,-,-,,DESAIN KOMUNIKASI VISUAL,S1,BAIK,360
-,-,banpt-554,-,-,,ILMU KOMUNIKASI,S1,BAIK,360
-,-,banpt-554,-,-,,KOMPUTER,S1,BAIK,360
-,-,banpt-554,-,-,,MANAJEMEN,S1,BAIK SEKALI,360
-,-,banpt-554,-,-,,MATEMATIKA,S1,BAIK,360
-,-,banpt-554,-,-,,SISTEM INFORMASI,S1,BAIK,360
-,-,banpt-22,-,-,,ADMINISTRASI KESEHATAN,S1,C,311
-,-,banpt-22,-,-,,ADMINISTRASI RUMAH SAKIT,S1,C,311
-,-,banpt-22,-,-,,BISNIS DIGITAL,S1,BAIK SEKALI,311
-,-,banpt-22,-,-,,FARMASI,S1,BAIK SEKALI,311
-,-,banpt-22,-,-,,FISIOTERAPI,S1,BAIK,311
-,-,banpt-22,-,-,,GIZI,S1,C,311
-,-,banpt-22,-,-,,KEBIDANAN,S1,C,311
-,-,banpt-22,-,-,,KEPERAWATAN,S1,BAIK SEKALI,311
-,-,banpt-22,-,-,,MANAJEMEN RITEL,S1,BAIK,311
-,-,banpt-2456,-,-,,HUKUM,S1,BAIK SEKALI,994
-,-,banpt-2456,-,-,,INFORMATIKA,S1,BAIK,994
-,-,banpt-2456,-,-,,KEBIDANAN,S1,BAIK SEKALI,994
-,-,banpt-2456,-,-,,KEDOKTERAN,S1,BAIK,994
-,-,banpt-2456,-,-,,KEDOKTERAN GIGI,S1,BAIK,994
-,-,banpt-2456,-,-,,KEPERAWATAN,S1,UNGGUL,994
-,-,banpt-2456,-,-,,KESEHATAN MASYARAKAT,S1,UNGGUL,994
-,-,banpt-2456,-,-,,KEWIRAUSAHAAN,S1,BAIK SEKALI,994
-,-,banpt-2456,-,-,,PERDAGANGAN INTERNASIONAL,S1,BAIK SEKALI,994
-,-,banpt-2456,-,-,,SISTEM INFORMASI,S1,BAIK,994
-,-,banpt-367,-,-,,ADMINISTRASI RUMAH SAKIT,S1,B,147
-,-,banpt-367,-,-,,BIOMEDIS,S1,BAIK,147
-,-,banpt-367,-,-,,BISNIS DIGITAL,S1,BAIK,147
-,-,banpt-367,-,-,,FARMASI,S1,BAIK SEKALI,147
-,-,banpt-367,-,-,,GIZI,S1,BAIK,147
-,-,banpt-367,-,-,,GURU SEKOLAH DASAR,S1,UNGGUL,147
-,-,banpt-367,-,-,,HUKUM,S1,BAIK,147
-,-,banpt-367,-,-,,INFORMATIKA,S1,BAIK,147
-,-,banpt-367,-,-,,JASMANI,S1,UNGGUL,147
-,-,banpt-367,-,-,,KEBIDANAN,S1,BAIK SEKALI,147
-,-,banpt-367,-,-,,KEPERAWATAN,S1,BAIK SEKALI,147
-,-,banpt-367,-,-,,KEWIRAUSAHAAN,S1,BAIK,147
-,-,banpt-367,-,-,,KOMPUTER,S1,BAIK,147
-,-,banpt-367,-,-,,SISTEM INFORMASI,S1,BAIK,147
-,-,banpt-367,-,-,,SOSIOLOGI,S1,UNGGUL,147
-,-,banpt-367,-,-,,TEKNOLOGI INFORMASI,S1,BAIK,147
-,-,banpt-1675,-,-,,BIOLOGI,S1,BAIK SEKALI,1512
-,-,banpt-1675,-,-,,BISNIS DIGITAL,S1,BAIK,1512
-,-,banpt-1675,-,-,,EKONOMI,S1,BAIK SEKALI,1512
-,-,banpt-1675,-,-,,GURU ANAK USIA DINI,S1,BAIK,1512
-,-,banpt-1675,-,-,,GURU SEKOLAH DASAR,S1,BAIK,1512
-,-,banpt-1675,-,-,,HUKUM,S1,BAIK,1512
-,-,banpt-1675,-,-,,MATEMATIKA,S1,B,1512
-,-,banpt-1675,-,-,,SISTEM INFORMASI,S1,BAIK,1512
-,-,banpt-1675,-,-,,TEKNOLOGI INFORMASI,S1,BAIK,1512
quipper-274,-,banpt-3119,-,FAKULTAS EKONOMI DAN BISNIS,,AKUNTANSI,S1,UNGGUL,786
quipper-274,-,banpt-3119,-,FAKULTAS TEKNIK,,ARSITEKTUR,S1,BAIK SEKALI,786
quipper-274,-,-,-,FAKULTAS EKONOMI DAN BISNIS,,BISNIS,S1,-,786
quipper-274,-,banpt-3119,-,FAKULTAS DESAIN DAN SENI KREATIF,,DESAIN INTERIOR,S1,BAIK SEKALI,786
quipper-274,-,banpt-3119,-,FAKULTAS DESAIN DAN SENI KREATIF,,DESAIN KOMUNIKASI VISUAL,S1,B,786
quipper-274,-,banpt-3119,-,FAKULTAS DESAIN DAN SENI KREATIF,,DESAIN PRODUK,S1,B,786
quipper-274,-,banpt-3119,-,FAKULTAS TEKNIK,,ELEKTRO,S1,UNGGUL,786
quipper-274,-,-,-,FAKULTAS ILMU KOMUNIKASI,,HUBUNGAN MASYARAKAT,S1,-,786
quipper-274,-,banpt-3119,-,FAKULTAS ILMU KOMUNIKASI,,ILMU KOMUNIKASI,S1,A,786
quipper-274,-,banpt-3119,-,FAKULTAS TEKNIK,,INDUSTRI,S1,UNGGUL,786
quipper-274,-,banpt-3119,-,FAKULTAS ILMU KOMPUTER,,INFORMATIKA,S1,UNGGUL,786
quipper-274,-,banpt-3119,-,FAKULTAS EKONOMI DAN BISNIS,,MANAJEMEN,S1,UNGGUL,786
quipper-274,-,banpt-3119,-,FAKULTAS TEKNIK,,MESIN,S1,UNGGUL,786
quipper-274,-,-,-,FAKULTAS ILMU KOMUNIKASI,,PEMASARAN,S1,-,786
quipper-274,-,banpt-3119,-,FAKULTAS PSIKOLOGI,,PSIKOLOGI,S1,B,786
quipper-274,-,banpt-3119,-,FAKULTAS TEKNIK,,SIPIL,S1,UNGGUL,786
quipper-274,-,banpt-3119,-,FAKULTAS ILMU KOMPUTER,,SISTEM INFORMASI,S1,BAIK SEKALI,786
-,-,banpt-3233,-,-,,AGROTEKNOLOGI,S1,A,151
-,rencanamu-196,banpt-3233,-,-,,AKUNTANSI,S1,B,151
-,-,banpt-3233,-,-,,BIMBINGAN KONSELING,S1,UNGGUL,151
-,rencanamu-196,banpt-3233,-,-,,ILMU KOMUNIKASI,S1,C,151
-,rencanamu-196,banpt-3233,-,-,,INFORMATIKA,S1,C,151
-,rencanamu-196,banpt-3233,-,-,,MANAJEMEN,S1,B,151
-,rencanamu-196,banpt-3233,-,-,,MATEMATIKA,S1,C,151
-,-,banpt-3233,-,-,,OLAHRAGA,S1,BAIK SEKALI,151
-,rencanamu-196,banpt-3233,-,-,,PERTANIAN,S1,B,151
-,rencanamu-196,banpt-3233,-,-,,PETERNAKAN,S1,B,151
-,rencanamu-196,banpt-3233,-,-,,PSIKOLOGI,S1,A,151
-,rencanamu-196,banpt-3233,-,-,,SISTEM INFORMASI,S1,C,151
-,-,banpt-1157,-,-,,INFORMATIKA KESEHATAN,S1,BAIK,597
-,-,banpt-1157,-,-,,KEBIDANAN,S1,BAIK SEKALI,597
-,-,banpt-1157,-,-,,LOGISTIK,S1,BAIK,597
-,-,banpt-3112,-,-,,ADMINISTRASI NEGARA,S1,B,1243
-,-,banpt-3112,-,-,,AGROTEKNOLOGI,S1,B,1243
-,-,banpt-3112,-,-,,AKUNTANSI,S1,B,1243
-,-,banpt-3112,-,-,,HUKUM,S1,B,1243
-,-,banpt-3112,-,-,,ILMU KOMUNIKASI,S1,B,1243
-,-,banpt-3112,-,-,,MANAJEMEN,S1,BAIK SEKALI,1243
-,-,banpt-3112,-,-,,MESIN,S1,BAIK SEKALI,1243
-,-,banpt-3112,-,-,,SIPIL,S1,BAIK SEKALI,1243
quipper-288,-,banpt-138,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,ADMINISTRASI BISNIS,S1,BAIK SEKALI,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,ADMINISTRASI NEGARA,S1,A,348
-,rencanamu-197,-,-,-,,ADMINISTRASI NIAGA,S1,B,348
quipper-288,-,banpt-138,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,ADMINISTRASI PUBLIK,S1,B,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS EKONOMI DAN BISNIS,,AKUNTANSI,S1,A,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS TEKNIK,,ARSITEKTUR,S1,B,348
-,rencanamu-197,-,-,-,,EKONOMI,S1,-,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS EKONOMI DAN BISNIS,,EKONOMI PEMBANGUNAN,S1,B,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS TEKNIK,,ELEKTRO,S1,B,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS HUKUM,,HUKUM,S1,A,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,ILMU KOMUNIKASI,S1,B,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS TEKNIK,,INDUSTRI,S1,B,348
quipper-288,rencanamu-197,-,-,FAKULTAS EKONOMI DAN BISNIS,,KEUANGAN PERBANKAN,S1,A,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS EKONOMI DAN BISNIS,,MANAJEMEN,S1,B,348
-,rencanamu-197,-,-,-,,MANAJEMEN INFORMATIKA,S1,B,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS TEKNIK,,MESIN,S1,B,348
quipper-288,-,-,-,KEPARIWISATAAN,,PARIWISATA,S1,-,348
quipper-288,-,-,-,KEPARIWISATAAN,,PERHOTELAN,S1,-,348
-,rencanamu-197,-,-,-,,PERPAJAKAN,S1,-,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS PSIKOLOGI,,PSIKOLOGI,S1,B,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS TEKNIK,,SIPIL,S1,B,348
quipper-288,rencanamu-197,banpt-138,-,FAKULTAS TEKNOLOGI INFORMASI,,SISTEM INFORMASI,S1,B,348
-,-,banpt-691,-,-,,AGROTEKNOLOGI,S1,BAIK,951
-,-,banpt-691,-,-,,HUKUM,S1,B,951
-,-,banpt-691,-,-,,INFORMATIKA,S1,BAIK SEKALI,951
-,-,banpt-691,-,-,,MANAJEMEN,S1,BAIK,951
-,-,banpt-691,-,-,,REKAYASA PERANGKAT LUNAK,S1,BAIK,951
-,-,banpt-225,-,-,,BISNIS DIGITAL,S1,BAIK SEKALI,1077
-,-,banpt-225,-,-,,DESAIN KOMUNIKASI VISUAL,S1,BAIK,1077
-,-,banpt-225,-,-,,INFORMATIKA,S1,BAIK SEKALI,1077
-,-,banpt-225,-,-,,MANAJEMEN RITEL,S1,BAIK,1077
-,-,banpt-225,-,-,,SISTEM INFORMASI,S1,BAIK SEKALI,1077
-,-,banpt-225,-,-,,TEKNOLOGI INFORMASI,S1,BAIK,1077
quipper-366,rencanamu-198,banpt-2372,-,FAKULTAS PERTANIAN,,AGRIBISNIS,S1,B,92
quipper-366,rencanamu-198,banpt-2372,-,FAKULTAS PERTANIAN,,AGROTEKNOLOGI,S1,B,92
quipper-366,rencanamu-198,banpt-2372,-,FAKULTAS EKONOMI,,AKUNTANSI,S1,B,92
quipper-366,rencanamu-198,banpt-2372,-,FAKULTAS ILMU KOMPUTER,,INFORMATIKA,S1,B,92
quipper-366,rencanamu-198,banpt-2372,-,FAKULTAS KEDOKTERAN,,KEDOKTERAN,S1,C,92
quipper-366,rencanamu-198,banpt-2372,-,FAKULTAS EKONOMI,,MANAJEMEN,S1,B,92
-,rencanamu-198,-,-,-,,MANAJEMEN INFORMATIKA,S1,B,92
quipper-366,rencanamu-198,banpt-2372,-,FAKULTAS SASTRA,,SASTRA INGGRIS,S1,B,92
quipper-366,rencanamu-198,banpt-2372,-,FAKULTAS ILMU KOMPUTER,,SISTEM INFORMASI,S1,B,92
-,-,banpt-2372,-,-,,TEKNOLOGI INFORMASI,S1,BAIK,92
-,-,banpt-3207,-,-,,AKUNTANSI,S1,B,1201
-,-,banpt-3207,-,-,,INFORMATIKA,S1,B,1201
-,-,banpt-3207,-,-,,MANAJEMEN,S1,BAIK SEKALI,1201
-,-,banpt-3207,-,-,,SISTEM INFORMASI,S1,B,1201
-,-,banpt-3207,-,-,,TEKNOLOGI INFORMASI,S1,BAIK SEKALI,1201
-,-,banpt-1106,-,-,,AKTUARIA,S1,BAIK,678
-,-,banpt-1106,-,-,,HUKUM,S1,TERAKREDITASI SEMENTARA,678
-,-,banpt-1106,-,-,,KOMPUTER,S1,BAIK,678
-,-,banpt-1106,-,-,,MANAJEMEN,S1,B,678
-,-,banpt-1106,-,-,,SISTEM INFORMASI,S1,BAIK,678
-,-,banpt-1150,-,-,,AKUNTANSI,S1,BAIK SEKALI,861
-,-,banpt-1150,-,-,,GIZI,S1,BAIK SEKALI,861
-,-,banpt-1150,-,-,,HUKUM,S1,BAIK,861
-,-,banpt-1150,-,-,,INFORMATIKA,S1,BAIK SEKALI,861
-,-,banpt-1150,-,-,,KEPERAWATAN,S1,BAIK SEKALI,861
-,-,banpt-1150,-,-,,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,861
-,-,banpt-1150,-,-,,KEWIRAUSAHAAN,S1,BAIK SEKALI,861
-,-,banpt-1150,-,-,,MANAJEMEN,S1,BAIK SEKALI,861
-,-,banpt-1150,-,-,,SISTEM INFORMASI,S1,BAIK SEKALI,861
-,-,banpt-1150,-,-,,TEKNOLOGI INFORMASI,S1,BAIK SEKALI,861
-,-,banpt-2034,-,-,,ADMINISTRASI NEGARA,S1,B,777
-,-,banpt-2034,-,-,,BIMBINGAN KONSELING,S1,B,777
-,-,banpt-2034,-,-,,HUKUM,S1,BAIK,777
-,-,banpt-2034,-,-,,MANAJEMEN,S1,B,777
-,-,banpt-2034,-,-,,SIPIL,S1,BAIK,777
-,-,banpt-245,-,-,,ADMINISTRASI PUBLIK,S1,BAIK,629
-,-,banpt-245,-,-,,ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI,629
-,-,banpt-245,-,-,,AKUNTANSI,S1,BAIK SEKALI,629
-,-,banpt-245,-,-,,FARMASI,S1,BAIK SEKALI,629
-,-,banpt-245,-,-,,GIZI,S1,BAIK SEKALI,629
-,-,banpt-245,-,-,,HUKUM,S1,BAIK,629
-,-,banpt-245,-,-,,KEBIDANAN,S1,BAIK,629
-,-,banpt-245,-,-,,KEPERAWATAN,S1,BAIK SEKALI,629
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS EKONOMI,,AKUNTANSI,S1,BAIK,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS TEKNIK,,ARSITEKTUR,S1,B,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS TEKNIK,,ELEKTRO,S1,C,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS HUKUM,,HUKUM,S1,B,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS ILMU KOMUNIKASI,,ILMU KOMUNIKASI,S1,C,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS TEKNIK,,INDUSTRI,S1,BAIK,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS TEKNIK,,INFORMATIKA,S1,C,694
quipper-105,-,-,-,FAKULTAS EKONOMI,,KELAUTAN,S1,-,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS EKONOMI,,MANAJEMEN,S1,C,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS TEKNIK,,MESIN,S1,BAIK,694
quipper-105,rencanamu-200,banpt-828,-,FAKULTAS TEKNIK,,SIPIL,S1,C,694
-,-,banpt-1626,-,-,,AGRIBISNIS,S1,BAIK SEKALI,1109
-,-,banpt-1626,-,-,,AKUNTANSI,S1,BAIK SEKALI,1109
-,-,banpt-1626,-,-,,GIZI,S1,BAIK SEKALI,1109
-,-,banpt-1626,-,-,,INFORMATIKA,S1,BAIK SEKALI,1109
-,-,banpt-1626,-,-,,MANAJEMEN,S1,BAIK SEKALI,1109
-,-,banpt-1626,-,-,,SIPIL,S1,BAIK SEKALI,1109
-,-,banpt-1626,-,-,,TEKNOLOGI PANGAN,S1,BAIK SEKALI,1109
-,-,banpt-1930,-,-,,AGRIBISNIS,S1,BAIK,439
quipper-591,-,banpt-1930,-,FAKULTAS EKONOMI,,AKUNTANSI,S1,BAIK SEKALI,439
quipper-591,-,banpt-1930,-,FAKULTAS TEKNIK,,ARSITEKTUR,S1,BAIK,439
quipper-591,-,-,-,FAKULTAS AGAMA ISLAM,,BIOLOGI,S1,-,439
-,-,banpt-1930,-,-,,BISNIS DIGITAL,S1,BAIK,439
quipper-591,-,banpt-1930,-,FAKULTAS HUKUM,,HUKUM,S1,B,439
quipper-591,-,banpt-1930,-,FAKULTAS KESEHATAN MASYARAKAT,,KESEHATAN MASYARAKAT,S1,UNGGUL,439
-,-,banpt-1930,-,-,,KEWIRAUSAHAAN,S1,BAIK,439
quipper-591,-,banpt-1930,-,FAKULTAS EKONOMI,,MANAJEMEN,S1,BAIK SEKALI,439
quipper-591,-,-,-,FAKULTAS AGAMA ISLAM,,MATEMATIKA,S1,-,439
quipper-591,-,-,-,FAKULTAS AGAMA ISLAM,,PERBANKAN,S1,-,439
quipper-591,-,banpt-1930,-,FAKULTAS PSIKOLOGI,,PSIKOLOGI,S1,B,439
quipper-591,-,banpt-1930,-,FAKULTAS TEKNIK,,SIPIL,S1,BAIK SEKALI,439
-,-,banpt-42,-,-,,ADMINISTRASI RUMAH SAKIT,S1,BAIK,337
-,-,banpt-42,-,-,,AKUNTANSI,S1,BAIK,337
-,-,banpt-42,-,-,,FARMASI,S1,C,337
-,-,banpt-42,-,-,,KEBIDANAN,S1,BAIK,337
-,-,banpt-42,-,-,,MANAJEMEN,S1,BAIK,337
-,-,banpt-274,-,-,,AGROTEKNOLOGI,S1,TERAKREDITASI SEMENTARA,1766
-,-,banpt-274,-,-,,GURU SEKOLAH DASAR,S1,BAIK,1766
-,-,banpt-274,-,-,,HUKUM,S1,BAIK,1766
-,-,banpt-274,-,-,,INFORMATIKA,S1,BAIK,1766
-,-,banpt-274,-,-,,MANAJEMEN,S1,BAIK,1766
-,-,banpt-274,-,-,,SISTEM INFORMASI,S1,BAIK,1766
-,-,banpt-933,-,-,,GURU SEKOLAH DASAR,S1,UNGGUL,1704
-,-,banpt-933,-,-,,JASMANI,S1,BAIK SEKALI,1704
-,-,banpt-933,-,-,,KEWIRAUSAHAAN,S1,BAIK,1704
-,-,banpt-933,-,-,,KOMPUTER,S1,BAIK,1704
-,-,banpt-933,-,-,,KRIMINOLOGI,S1,BAIK,1704
-,-,banpt-933,-,-,,MATEMATIKA,S1,BAIK SEKALI,1704
-,-,banpt-933,-,-,,PARIWISATA,S1,BAIK,1704
-,-,banpt-933,-,-,,PENGETAHUAN ALAM,S1,BAIK,1704
-,-,banpt-933,-,-,,SIPIL,S1,BAIK,1704
-,-,banpt-3792,-,-,,ARSITEKTUR,S1,B,172
-,-,banpt-3792,-,-,,FARMASI,S1,BAIK SEKALI,172
-,-,banpt-3792,-,-,,INFORMATIKA,S1,C,172
-,-,banpt-3792,-,-,,KEBIDANAN,S1,BAIK SEKALI,172
-,-,banpt-3792,-,-,,KEPERAWATAN,S1,UNGGUL,172
-,-,banpt-3792,-,-,,MATEMATIKA,S1,BAIK SEKALI,172
-,-,banpt-3792,-,-,,PERENCANAAN WILAYAH KOTA,S1,B,172
-,-,banpt-3792,-,-,,PSIKOLOGI,S1,BAIK SEKALI,172
-,-,banpt-3792,-,-,,SIPIL,S1,BAIK SEKALI,172
-,-,banpt-2136,-,-,,INFORMATIKA,S1,BAIK,1369
-,-,banpt-2136,-,-,,SASTRA ARAB,S1,BAIK,1369
-,-,banpt-2136,-,-,,SISTEM INFORMASI,S1,BAIK SEKALI,1369
quipper-386,-,-,-,FAKULTAS ILMU SOSIAL POLITIK,,ADMINISTRASI,S1,-,1218
-,rencanamu-201,-,-,-,,ADMINISTRASI NEGARA,S1,B,1218
-,-,banpt-206,-,-,,ADMINISTRASI PUBLIK,S1,BAIK SEKALI,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS PERTANIAN,,AGRIBISNIS,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS PERTANIAN,,AGROTEKNOLOGI,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS EKONOMI,,AKUNTANSI,S1,B,1218
-,-,banpt-206,-,-,,ARSITEKTUR,S1,BAIK,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,,BIOLOGI,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,,EKONOMI,S1,B,1218
quipper-386,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,,GURU,S1,-,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS HUKUM,,HUKUM,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS AGAMA ISLAM,,ILMU KOMUNIKASI,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS TEKNIK,,INFORMATIKA,S1,C,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS ILMU KESEHATAN,,KEPERAWATAN,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS ILMU KESEHATAN,,KESEHATAN MASYARAKAT,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS EKONOMI,,MANAJEMEN,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,,MATEMATIKA,S1,B,1218
-,rencanamu-201,banpt-206,-,-,,PANCASILA KEWARGANEGARAAN,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS PERTANIAN,,PETERNAKAN,S1,B,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS TEKNIK,,SISTEM INFORMASI,S1,C,1218
quipper-386,rencanamu-201,banpt-206,-,FAKULTAS ILMU SOSIAL POLITIK,,SOSIOLOGI,S1,B,1218
-,-,banpt-2195,-,-,,AKUNTANSI,S1,BAIK SEKALI,1566
-,-,banpt-2195,-,-,,BIOLOGI,S1,BAIK,1566
-,-,banpt-2195,-,-,,BISNIS DIGITAL,S1,BAIK,1566
-,-,banpt-2195,-,-,,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,1566
-,-,banpt-2195,-,-,,LINGKUNGAN,S1,BAIK,1566
-,-,banpt-2195,-,-,,MANAJEMEN,S1,BAIK SEKALI,1566
-,-,banpt-2195,-,-,,PERENCANAAN WILAYAH KOTA,S1,BAIK,1566
-,-,banpt-2195,-,-,,SIPIL,S1,BAIK,1566
-,-,banpt-2880,-,-,,GIZI,S1,BAIK,1898
-,-,banpt-2880,-,-,,HUKUM,S1,BAIK,1898
-,-,banpt-2880,-,-,,KEWIRAUSAHAAN,S1,BAIK,1898
-,-,banpt-2880,-,-,,KOMPUTER,S1,BAIK,1898
-,-,banpt-2880,-,-,,SIPIL,S1,BAIK,1898
-,-,banpt-975,-,-,,ADMINISTRASI,S1,BAIK SEKALI,1186
-,-,banpt-975,-,-,,AKTUARIA,S1,BAIK,1186
-,-,banpt-975,-,-,,GIZI,S1,BAIK,1186
-,-,banpt-975,-,-,,GURU ANAK USIA DINI,S1,BAIK,1186
-,-,banpt-975,-,-,,KOMPUTER,S1,BAIK,1186
-,-,banpt-975,-,-,,PENGETAHUAN ALAM,S1,BAIK,1186
-,-,banpt-2798,-,-,,AGRIBISNIS,S1,BAIK,1450
-,-,banpt-2798,-,-,,AGROTEKNOLOGI,S1,BAIK,1450
-,-,banpt-2798,-,-,,BIOLOGI,S1,BAIK SEKALI,1450
-,-,banpt-2798,-,-,,EKONOMI,S1,BAIK SEKALI,1450
-,-,banpt-2798,-,-,,MATEMATIKA,S1,BAIK SEKALI,1450
-,-,banpt-2798,-,-,,OLAHRAGA,S1,BAIK,1450
-,-,banpt-2798,-,-,,PANCASILA KEWARGANEGARAAN,S1,BAIK,1450
-,-,banpt-2798,-,-,,PETERNAKAN,S1,BAIK,1450
-,-,banpt-2798,-,-,,TEKNOLOGI,S1,BAIK SEKALI,1450
-,-,banpt-111,-,-,,GURU SEKOLAH DASAR,S1,BAIK,1307
-,-,banpt-111,-,-,,INFORMATIKA,S1,BAIK,1307
-,-,banpt-111,-,-,,JASMANI,S1,BAIK,1307
-,-,banpt-111,-,-,,MANAJEMEN,S1,BAIK,1307
-,-,banpt-111,-,-,,MESIN,S1,TERAKREDITASI PERTAMA,1307
-,-,banpt-111,-,-,,SISTEM INFORMASI,S1,BAIK,1307
-,-,banpt-559,-,-,,AKTUARIA,S1,BAIK,116
-,-,banpt-559,-,-,,BIOLOGI,S1,BAIK SEKALI,116
-,-,banpt-559,-,-,,KIMIA,S1,BAIK,116
-,-,banpt-559,-,-,,PERENCANAAN WILAYAH KOTA,S1,BAIK,116
-,-,banpt-559,-,-,,PETERNAKAN,S1,BAIK,116
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS PERTANIAN,,AGRIBISNIS,S1,B,1060
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS EKONOMI,,AKUNTANSI,S1,C,1060
-,rencanamu-202,banpt-2226,-,-,,BIMBINGAN KONSELING,S1,B,1060
-,rencanamu-202,banpt-2226,-,-,,BIOLOGI,S1,C,1060
quipper-430,-,-,-,FAKULTAS EKONOMI,,EKONOMI,S1,-,1060
quipper-430,-,-,-,FAKULTAS AGAMA ISLAM,,GURU,S1,-,1060
-,rencanamu-202,banpt-2226,-,-,,GURU ANAK USIA DINI,S1,C,1060
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,,GURU SEKOLAH DASAR,S1,C,1060
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS HUKUM,,HUKUM,S1,B,1060
-,rencanamu-202,banpt-2226,-,-,,ILMU KOMUNIKASI,S1,C,1060
-,-,banpt-2226,-,-,,MANAJEMEN,S1,BAIK,1060
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,,PEMERINTAHAN,S1,B,1060
