prodi_code,prodi_name,jenjang,akreditasi_prodi,institution_code
30030,KEPERAWATAN MEDIKAL BEDAH,SPESIALIS,UNGGUL,2680
30031,KEBIDANAN,D-III,BAIK,2217
30032,APOTEKER,PROFESI,UNGGUL,
30033,FARMASI,S1,UNGGUL,
30034,KESEHATAN MASYARAKAT,S1,UNGGUL,737
30035,MANAJEMEN PERDAGANGAN INTERNASIONAL,D-IV,BAIK,2435
30036,MATEMATIKA,S1,UNGGUL,1248
30037,KIMIA,S1,UNGGUL,3295
30038,MATEMATIKA,S1,UNGGUL,1045
30039,BIOLOGI,S1,UNGGUL,2839
30040,BIDAN,PROFESI,BAIK SEKALI,713
30041,KEBIDANAN,S1,BAIK SEKALI,713
30042,GIZI,S1,BAIK,
30043,KEBIDANAN,D-III,UNGGUL,618
30044,MANAJEMEN INFORMASI KESEHATAN,D-IV,UNGGUL,3823
30045,KEWIRAUSAHAAN,S1,UNGGUL,3199
30046,PERBANKAN SYARIAH,S1,BAIK SEKALI,
30047,MANAJEMEN,S2,BAIK SEKALI,2217
30048,KEWIRAUSAHAAN,S1,BAIK,2217
30049,MANAJEMEN BISNIS SYARIAH,S1,BAIK,38
30050,EKONOMI SYARIAH,S1,BAIK,38
30051,MATEMATIKA,S1,UNGGUL,2709
30052,FISIKA,S1,BAIK SEKALI,1638
30053,BIOLOGI,S1,BAIK SEKALI,1638
30054,KIMIA,S1,UNGGUL,1638
30055,ADMINISTRASI PEMBANGUNAN NEGARA,S2,B,339
30056,ILMU ADMINISTRASI PUBLIK,S1,B,3482
30057,ILMU ADMINISTRASI NEGARA,S1,UNGGUL,2679
30058,PENDIDIKAN BIOLOGI,S1,B,3485
30059,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,
30060,PENDIDIKAN BAHASA INDONESIA,S1,UNGGUL,1118
30061,TADRIS MATEMATIKA,S1,BAIK SEKALI,1780
30062,BIMBINGAN DAN KONSELING,S2,UNGGUL,570
30063,TADRIS MATEMATIKA,S1,BAIK SEKALI,969
30064,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,
30065,PENDIDIKAN MATEMATIKA,S3,UNGGUL,2698
30066,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,955
30067,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,3
30068,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,3739
30069,MANAJEMEN PENDIDIKAN ISLAM,S1,UNGGUL,
30070,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,UNGGUL,668
30071,PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,2035
30072,MANAJEMEN PENDIDIKAN ISLAM,S1,UNGGUL,3739
30073,TADRIS BIOLOGI,S1,BAIK SEKALI,
30074,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,2169
30075,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,
30076,PENDIDIKAN GEOGRAFI,S1,UNGGUL,644
30077,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,
30078,PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,569
30079,PENDIDIKAN AGAMA ISLAM,S3,UNGGUL,
30080,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,3237
30081,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK SEKALI,3596
30082,ADMINISTRASI PENDIDIKAN,S1,UNGGUL,3237
30083,PENDIDIKAN MATEMATIKA,S1,UNGGUL,2854
30084,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,UNGGUL,2756
30085,PENDIDIKAN PROFESI GURU,PROFESI,BAIK SEKALI,2175
30086,TADRIS MATEMATIKA,S1,BAIK SEKALI,971
30087,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,1170
30088,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,2673
30089,MANAJEMEN PENDIDIKAN ISLAM,S2,BAIK SEKALI,1702
30090,PENDIDIKAN BIOLOGI,S1,BAIK SEKALI,2519
30091,PENDIDIKAN PROFESI GURU,PROFESI,UNGGUL,3098
30092,TADRIS BAHASA INDONESIA,S1,UNGGUL,1117
30093,PENDIDIKAN MATEMATIKA,S2,BAIK,42
30094,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,
30095,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,1463
30096,TADRIS KIMIA,S1,BAIK SEKALI,957
30097,MANAJEMEN PENDIDIKAN ISLAM,S1,UNGGUL,
30098,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,2902
30099,PENDIDIKAN BAHASA ARAB,S1,UNGGUL,1044
30100,PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,S1,BAIK SEKALI,1424
30101,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,1479
30102,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,UNGGUL,3318
30103,MANAJEMEN PENDIDIKAN ISLAM,S1,UNGGUL,957
30104,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,319
30105,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,UNGGUL,2566
30106,PENDIDIKAN PROFESI GURU,PROFESI,BAIK SEKALI,514
30107,PENDIDIKAN MATEMATIKA,S1,BAIK,
30108,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,1542
30109,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,UNGGUL,955
30110,PENDIDIKAN TEKNIK SIPIL DAN PERENCANAAN,S1,UNGGUL,3240
30111,PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,3318
30112,PENDIDIKAN PROFESI GURU,PROFESI,UNGGUL,644
30113,TEKNOLOGI PENDIDIKAN,S1,UNGGUL,3804
30114,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,UNGGUL,570
30115,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,
30116,PENDIDIKAN FISIKA,S2,UNGGUL,3240
30117,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,UNGGUL,1041
30118,BIMBINGAN DAN KONSELING,S1,UNGGUL,2196
30119,MANAJEMEN PENDIDIKAN ISLAM,S2,BAIK,1002
30120,PENDIDIKAN MATEMATIKA,S2,BAIK SEKALI,3098
30121,PENDIDIKAN NON FORMAL,S1,UNGGUL,3237
30122,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,415
30123,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,
30124,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,
30125,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK SEKALI,696
30126,PENDIDIKAN MASYARAKAT,S1,BAIK SEKALI,1690
30127,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,517
30128,PENDIDIKAN GEOGRAFI,S1,BAIK,
30129,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,UNGGUL,2756
30130,PENDIDIKAN AGAMA ISLAM,S2,UNGGUL,1044
30131,PENDIDIKAN KIMIA,S2,UNGGUL,3240
30132,PENDIDIKAN LUAR BIASA,S1,UNGGUL,3237
30133,PENDIDIKAN AGAMA ISLAM,S2,BAIK,2853
30134,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,UNGGUL,3240
30135,PENDIDIKAN BIOLOGI,S1,UNGGUL,1582
30136,PENDIDIKAN BAHASA INDONESIA,S2,BAIK,42
30137,MANAJEMEN PENDIDIKAN ISLAM,S1,BAIK,940
30138,PENDIDIKAN  BAHASA INGGRIS,S1,BAIK,2149
30139,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,UNGGUL,
30140,TADRIS BAHASA INGGRIS,S1,BAIK,
30141,PENDIDIKAN AGAMA KRISTEN,S2,BAIK SEKALI,311
30142,PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,2566
30143,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,S1,BAIK,
30144,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,2365
30145,PENDIDIKAN SENI,S3,UNGGUL,3198
30146,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,1886
30147,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,
30148,PENDIDIKAN SEJARAH,S2,UNGGUL,2435
30149,PENDIDIKAN BIOLOGI,S1,UNGGUL,3240
30150,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,2500
30151,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,
30152,PENDIDIKAN SEJARAH,S1,BAIK SEKALI,490
30153,PENDIDIKAN TEKNOLOGI INFORMASI,S1,BAIK,783
30154,TADRIS BAHASA INGGRIS,S1,UNGGUL,2854
30155,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",S1,UNGGUL,3237
30156,PENDIDIKAN GEOGRAFI,S1,UNGGUL,2756
30157,PENDIDIKAN SEJARAH,S1,UNGGUL,605
30158,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,1033
30159,PENDIDIKAN MATEMATIKA,S1,BAIK,2620
30160,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,3869
30161,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,BAIK SEKALI,490
30162,PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,370
30163,TADRIS KIMIA,S1,BAIK SEKALI,496
30164,PENDIDIKAN AGAMA KRISTEN,S2,BAIK,3231
30165,PENDIDIKAN BAHASA MANDARIN,S1,BAIK SEKALI,570
30166,ADMINISTRASI PENDIDIKAN,S2,UNGGUL,1690
30167,PENDIDIKAN ANAK USIA DINI,S2,UNGGUL,3237
30168,PENDIDIKAN BAHASA INGGRIS,S1,UNGGUL,
30169,PENDIDIKAN KEJURUAN,S3,UNGGUL,570
30170,PENDIDIKAN LUAR SEKOLAH,S3,UNGGUL,570
30171,PENDIDIKAN MATEMATIKA,S1,UNGGUL,1463
30172,PENDIDIKAN AGAMA ISLAM,S1,UNGGUL,
30173,PENDIDIKAN AGAMA KRISTEN,S1,BAIK,796
30174,MANAJEMEN PENDIDIKAN ISLAM,S1,UNGGUL,
30175,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,2519
30176,PENDIDIKAN SAINS,S3,UNGGUL,2698
30177,PENDIDIKAN VOKASIONAL TEKNOLOGI OTOMOTIF,S1,BAIK,2698
30178,TEKNOLOGI PENDIDIKAN,S1,BAIK,2698
30179,BIMBINGAN DAN KONSELING,S1,BAIK,2698
30180,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK,2698
30181,PEMANFAATAN SUMBER DAYA PERIKANAN,S1,BAIK SEKALI,1479
30182,HUKUM KELUARGA ISLAM,S1,BAIK,517
30183,DESAIN GRAFIS,D-IV,B,3155
30184,ILMU HUKUM,S2,B,3294
30185,MANAJEMEN ADMINISTRASI,D-III,B,2170
30186,PETERNAKAN,S2,UNGGUL,2663
30187,ADMINISTRASI BISNIS INTERNASIONAL,D-IV,BAIK,1113
30188,OSEANOGRAFI,S1,UNGGUL,2663
30189,HUKUM EKONOMI SYARIAH,S1,BAIK SEKALI,2911
30190,ADMINISTRASI PEMBANGUNAN NEGARA,S2 TERAPAN,BAIK SEKALI,3290
30191,HUKUM,S1,BAIK SEKALI,519
30192,HUKUM KELUARGA ISLAM,S1,UNGGUL,653
30193,ILMU KESEJAHTERAAN SOSIAL,S1,UNGGUL,177
30194,ILMU KEOLAHRAGAAN,S1,BAIK SEKALI,90
30195,TASAWUF DAN PSIKOTERAPI,S1,BAIK,1044
30196,AGRIBISNIS,S1,BAIK,58
30197,PENGELOLAAN PERHOTELAN,D-IV,BAIK SEKALI,2481
30198,TEKNOLOGI HASIL PERTANIAN,S1,BAIK,3186
30199,PSIKOLOGI,S1,BAIK,1748
30200,ILMU LINGKUNGAN,S2,UNGGUL,2679
30201,PERENCANAAN WILAYAH DAN KOTA,S1,BAIK,1627
30202,MAGISTER ILMU HAMA TANAMAN,S2,UNGGUL,2699
30203,ILMU AL QURAN DAN TAFSIR,S1,BAIK,2409
30204,HUKUM DAN PEMBANGUNAN,S3,BAIK,2135
30205,DESAIN KOMUNIKASI VISUAL,S1,BAIK,106
30206,ARSITEKTUR,S1,UNGGUL,2696
30207,PERHOTELAN,D-I,B,2481
30208,SEKRETARI,D-III,BAIK,1749
30209,KETATALAKSANAAN PELAYARAN NIAGA DAN KEPEL,D-III,BAIK,2872
30210,HUKUM KELUARGA ISLAM,S1,BAIK SEKALI,1070
30211,DESAIN KOMUNIKASI VISUAL,S1,BAIK,2530
30212,DESAIN INTERIOR,S1,BAIK,770
30213,TEOLOGI,S1,BAIK,1484
30214,HUKUM,S1,UNGGUL,762
30215,ILMU ADMINISTRASI NEGARA,S1,BAIK,739
30216,HUKUM KELUARGA ISLAM,S1,BAIK,2836
30217,ILMU HUKUM,S1,BAIK SEKALI,
30218,ILMU KOMUNIKASI,S2,BAIK,652
30219,PENGELOLAAN AGRIBISNIS,D-IV,BAIK,2824
30220,ARSITEKTUR,S1,BAIK,3131
30221,ILMU KOMUNIKASI,S1,BAIK SEKALI,2169
30222,PENGOLAHAN HASIL PERKEBUNAN TERPADU,D-IV,BAIK,3317
30223,TEKNOLOGI INDUSTRI PERTANIAN,S1,BAIK SEKALI,131
30224,ADMINISTRASI PERPAJAKAN,D-II,BAIK,2782
30225,LINGUISTIK TERAPAN,S3,BAIK SEKALI,2603
30226,TEOLOGI,S1,BAIK,1227
30227,KEHUTANAN,S1,BAIK,1375
30228,MANAJEMEN KEPELABUHAN DAN PELAYARAN,S1,BAIK,3992
30229,ILMU TANAH,S1,UNGGUL,310
30230,USAHA PERJALANAN WISATA,D-IV,BAIK,
30231,SASTRA JEPANG,S1,BAIK,2459
30232,AGRIBISNIS,S1,BAIK,1915
30233,ILMU KOMUNIKASI,S1,UNGGUL,485
30234,ILMU ADMINISTRASI NIAGA,S1,BAIK SEKALI,1537
30235,KENOTARIATAN,S2,BAIK SEKALI,13
30236,MANAJEMEN SUMBER DAYA PERAIRAN,S1,BAIK,1503
30237,ILMU KOMUNIKASI,S1,BAIK,3485
30238,ADMINISTRASI PUBLIK,S1,BAIK SEKALI,2603
30239,AGRIBISNIS,S1,BAIK,1872
30240,ILMU HUKUM,S1,BAIK SEKALI,391
30241,ILMU KOMUNIKASI BUDDHA,S1,BAIK,2889
30242,STUDI AGAMA-AGAMA,S1,UNGGUL,1626
30243,TEOLOGI,S1,BAIK,787
30244,HUKUM ADAT,S1,BAIK,2201
30245,HUBUNGAN MASYARAKAT KAMPUS KOTA PEKANBARU,D-II,BAIK,847
30246,ILMU KEPERAWATAN,S1,UNGGUL,1519
30247,NERS,PROFESI,UNGGUL,1519
30248,NERS,PROFESI,UNGGUL,
30249,ILMU KEPERAWATAN,S1,UNGGUL,
30250,FARMASI,S1,BAIK SEKALI,1737
30251,DOKTER GIGI,PROFESI,BAIK,2155
30252,KEDOKTERAN GIGI,S1,BAIK,2155
30253,ADMINISTRASI KESEHATAN,S1,BAIK,
30254,NERS,PROFESI,BAIK,1810
30255,KESELAMATAN DAN KESEHATAN KERJA,S1,BAIK,206
30256,DOKTOR BIOLOGI,S3,UNGGUL,2699
30257,SISTEM INFORMASI GEOGRAFIS,D4,UNGGUL,2699
30258,MAGISTER BIOLOGI,S2,UNGGUL,2699
30259,BIOLOGI,S2,BAIK,2721
30260,BIOLOGI,S2,UNGGUL,370
30261,ILMU KIMIA,S3,UNGGUL,2672
30262,KIMIA,S2,UNGGUL,2696
30263,BIOLOGI,S1,BAIK,15
30264,TEKNIK GIGI,D-III,UNGGUL,
30265,KEBIDANAN,D-III,BAIK SEKALI,
30266,ADMINISTRASI KESEHATAN,S1,BAIK,1491
30267,NERS,PROFESI,BAIK,2975
30268,KEPERAWATAN,S1,BAIK SEKALI,2975
30269,KEDOKTERAN,S1,BAIK SEKALI,2475
30270,DOKTER,PROFESI,BAIK SEKALI,2475
30271,KESEHATAN MASYARAKAT,S2,BAIK SEKALI,3254
30272,PENYAKIT DALAM,SUBSPESIALIS,BAIK SEKALI,2663
30273,ILMU KEDOKTERAN DAN KESEHATAN,S3,UNGGUL,2699
30274,KEBIDANAN,D-III,BAIK SEKALI,3049
30275,DOKTER,PROFESI,UNGGUL,
30276,PENDIDIKAN DOKTER,S1,UNGGUL,
30277,NERS,PROFESI,UNGGUL,590
30278,KEPERAWATAN,S1,UNGGUL,590
30279,KEPERAWATAN,D-III,UNGGUL,2371
30280,KEDOKTERAN,S1,BAIK,2155
30281,DOKTER,PROFESI,BAIK,2155
30282,FARMASI,S1,BAIK SEKALI,
30283,KESEHATAN MASYARAKAT,S2,BAIK,2713
30284,KONSERVASI GIGI,SPESIALIS,UNGGUL,2699
30285,BIDAN,PROFESI,BAIK SEKALI,612
30286,KEBIDANAN,S1,BAIK SEKALI,612
30287,FARMASI,S1,BAIK SEKALI,2386
30288,KEDOKTERAN,S1,BAIK,765
30289,DOKTER,PROFESI,BAIK,765
30290,SISTEM INFORMASI,S1,BAIK,876
30291,TEKNIK INFORMATIKA,S1,BAIK,1755
30292,SAINS DATA,S1,BAIK,222
30293,TEKNOLOGI REKAYASA MULTIMEDIA,D-IV,BAIK,3773
30294,TEKNOLOGI REKAYASA MULTIMEDIA,D-IV,BAIK,3773
30295,SISTEM INFORMASI AKUNTANSI,D-III,BAIK SEKALI,1885
30296,TEKNIK SIPIL,S3,UNGGUL,2663
30297,TEKNIK PERTAMBANGAN,S1,BAIK,2212
30298,FARMASI,S1,BAIK,1274
30299,FARMASI,D-III,BAIK SEKALI,
30300,BIDAN,PROFESI,BAIK,2912
30301,KEBIDANAN,S1,BAIK,2912
30302,TEKNIK INFORMATIKA,S1,B,
30303,KEPERAWATAN,D-IV,BAIK,
30304,NERS,PROFESI,BAIK,
30305,TEKNOLOGI REKAYASA METALURGI,D-IV,BAIK,1190
30306,KESEHATAN GIGI,D-III,UNGGUL,
30307,KEPERAWATAN,D-III,BAIK SEKALI,
30308,BIDAN,PROFESI,BAIK SEKALI,3836
30309,KEBIDANAN,S1,BAIK SEKALI,3836
30310,TEKNOLOGI LABORATORIUM MEDIS,D-III,BAIK,222
30311,KEPERAWATAN,D-IV,BAIK,
30312,NERS,PROFESI,BAIK,
30313,KEBIDANAN,S1,BAIK,240
30314,BIDAN,PROFESI,BAIK,240
30315,KIMIA,S1,UNGGUL,3229
30316,BIOLOGI,S1,UNGGUL,1041
30317,MATEMATIKA,S1,BAIK SEKALI,370
30318,STATISTIKA,S1,BAIK,3295
30319,BIOLOGI,S1,UNGGUL,3295
30320,BIOLOGI,S1,UNGGUL,2756
30321,FISIKA,S1,BAIK,668
30322,FISIKA,S1,UNGGUL,2709
30323,STATISTIKA,S1,UNGGUL,737
30324,STATISTIKA,S1,BAIK,355
30325,FISIKA,S1,UNGGUL,
30326,BIOLOGI,S1,UNGGUL,1628
30327,FISIKA,S1,UNGGUL,1628
30328,ILMU BIOMEDIS,S1,BAIK,206
30329,EKONOMI ISLAM,S1,BAIK SEKALI,1169
30330,AKUNTANSI SYARI`AH,S1,BAIK SEKALI,3474
30331,AKUNTANSI SYARIAH,S1,BAIK SEKALI,154
30332,BISNIS DIGITAL,S1,BAIK,2883
30333,PERBANKAN SYARIAH,S1,UNGGUL,1628
30334,BISNIS DIGITAL,S1,BAIK SEKALI,218
30335,BISNIS DIGITAL,S1,BAIK SEKALI,2347
30336,AKUNTANSI,S1,BAIK SEKALI,2553
30337,AKUNTANSI,S1,BAIK SEKALI,202
30338,MANAJEMEN,S1,BAIK,2013
30339,MANAJEMEN,S1,UNGGUL,2125
30340,KEUANGAN DAN PERBANKAN,D3,UNGGUL,
30341,ADMINISTRASI BISNIS,S2,UNGGUL,2663
30342,MANAJEMEN,S2,BAIK SEKALI,3104
30343,ILMU EKONOMI,S1,UNGGUL,2088
30344,AKUNTANSI SYARI`AH,S1,BAIK SEKALI,1626
30345,KEUANGAN,S2,BAIK SEKALI,147
30346,BIOLOGI,S1,UNGGUL,2435
30347,MATEMATIKA,S1,UNGGUL,3240
30348,STATISTIKA,S1,UNGGUL,3240
30349,KIMIA,S1,UNGGUL,3240
30350,MANAJEMEN,S2,UNGGUL,1531
30351,DOKTER,PROFESI,BAIK SEKALI,2448
30352,KEDOKTERAN,S1,BAIK SEKALI,2448
30353,KEPERAWATAN,S1,BAIK SEKALI,207
30354,NERS,PROFESI,BAIK SEKALI,207
30355,GIZI,S1,BAIK,1995
30356,BIOLOGI,S2,BAIK,1041
30357,KIMIA TERAPAN,D4,BAIK SEKALI,668
30358,ASTRONOMI,S3,UNGGUL,2697
30359,KEDOKTERAN,S1,BAIK,2212
30360,DOKTER,PROFESI,BAIK,2212
30361,KEBIDANAN,D-III,BAIK SEKALI,1754
30362,ILMU BIOMEDIS,S1,BAIK,1643
30363,NERS,PROFESI,BAIK,301
30364,ADMINISTRASI RUMAH SAKIT,S1,BAIK,2102
30365,GIZI,S1,BAIK,1995
30366,KEBIDANAN,S1,BAIK,
30367,BIDAN,PROFESI,BAIK,
30368,TEKNOLOGI LABORATORIUM MEDIS,D-IV,BAIK,3836
30369,ADMINISTRASI RUMAH SAKIT,S1,BAIK,543
30370,BIDAN,PROFESI,BAIK,1957
30371,KEBIDANAN,S1,BAIK,1957
30372,APOTEKER,PROFESI,BAIK,2694
30373,KECERDASAN BUATAN,S1,BAIK,1836
30374,SISTEM INFORMASI,S1,BAIK,146
30375,SISTEM DAN TEKNOLOGI INFORMASI,S1,BAIK,215
30376,ADMINISTRASI RUMAH SAKIT,S1,BAIK,2102
30377,ADMINISTRASI RUMAH SAKIT,S1,BAIK,543
30378,EKONOMI SYARIAH,S1,BAIK SEKALI,1096
30379,MANAJEMEN PEMERINTAHAN,D-IV,BAIK SEKALI,1119
30380,MANAJEMEN SUMBER DAYA MANUSIA SEKTOR PUBLIK,D-IV,BAIK,2276
30381,AKUNTANSI,S1,BAIK SEKALI,1627
30382,PERBANKAN SYARIAH,S1,BAIK SEKALI,775
30383,AKUNTANSI,S1,UNGGUL,761
30384,BISNIS DIGITAL,S1,BAIK SEKALI,769
30385,MANAJEMEN,S1,BAIK SEKALI,2464
30386,AKUNTANSI,S1,BAIK SEKALI,2347
30387,AKUNTANSI,S1,BAIK,1131
30388,MANAJEMEN,S1,BAIK SEKALI,769
30389,EKONOMI SYARIAH,S1,UNGGUL,1626
30390,MANAJEMEN,S1,BAIK SEKALI,
30391,ILMU EKONOMI,S2,BAIK SEKALI,86
30392,AKUNTANSI,S1,BAIK SEKALI,199
30393,TEKNIK INDUSTRI,S1,BAIK,639
30394,TEKNIK SIPIL,S1,BAIK,639
30395,ILMU KOMPUTER,S3,BAIK,123
30396,AKUNTANSI,D3,BAIK SEKALI,84
30397,PERPAJAKAN,D3,BAIK SEKALI,1119
30398,KEUANGAN DAN PERBANKAN,D3,BAIK SEKALI,2951
30399,AKUNTANSI,D3,BAIK,2296
30400,PERPAJAKAN,D3,UNGGUL,485
30401,AKUNTANSI SEKTOR PUBLIK,D4,UNGGUL,3804
30402,BISNIS DIGITAL,S1,BAIK SEKALI,1279
30403,PERBANKAN SYARIAH,S1,BAIK SEKALI,3474
30404,AKUNTANSI,S1,UNGGUL,3804
30405,AKUNTANSI,S1,BAIK SEKALI,3170
30406,ILMU ADMINISTRASI NIAGA,S1,BAIK SEKALI,2265
30407,AKUNTANSI,S2,UNGGUL,1909
30408,MANAJEMEN,S2,UNGGUL,3096
30409,MANAJEMEN,S2,BAIK SEKALI,200
30410,MANAJEMEN,S2,UNGGUL,2562
30411,MANAJEMEN,S2,UNGGUL,86
30412,PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS,D4,BAIK,3237
30413,FARMASI,S1,UNGGUL,2663
30414,BIDAN,PROFESI,BAIK SEKALI,2428
30415,KEBIDANAN,S1,BAIK SEKALI,2428
30416,MANAJEMEN,S1,BAIK SEKALI,4
30417,ENERGI,S3,BAIK,2663
30418,TEKNOLOGI INDUSTRI PERTANIAN,S1,BAIK,2339
30419,MANAJEMEN TEKNOLOGI,S2,BAIK,1247
30420,KESELAMATAN DAN KESEHATAN KERJA,D-IV,BAIK,37
30421,PEREKAM MEDIS DAN INFORMASI KESEHATAN,D-III,BAIK SEKALI,3467
30422,KEBIDANAN,S1,BAIK SEKALI,3650
30423,BIDAN,PROFESI,BAIK SEKALI,3650
30424,BIDAN,PROFESI,BAIK,3823
30425,KEBIDANAN,S1,BAIK,3823
30426,BIDAN,PROFESI,BAIK SEKALI,3466
30427,KEBIDANAN,S1,BAIK SEKALI,3466
30428,FARMASI,S1,BAIK SEKALI,2713
30429,KEBIDANAN,S1,BAIK,
30430,KEPERAWATAN,S1,BAIK SEKALI,
30431,BIDAN,PROFESI,BAIK,
30432,KEPERAWATAN,D-III,BAIK SEKALI,1781
30433,ILMU KEPERAWATAN,S1,BAIK SEKALI,228
30434,NERS,PROFESI,UNGGUL,119
30435,KEPERAWATAN,S1,UNGGUL,119
30436,TEKNOLOGI REKAYASA OTOMOTIF,D-IV,BAIK,2906
30437,KRIMINOLOGI,S3,A,2679
30438,GIZI,S1,BAIK,1095
30439,KEPERAWATAN,D-III,UNGGUL,
30440,KEBIDANAN,D-III,BAIK SEKALI,3320
30441,FARMASI,S1,BAIK,1336
30442,GIZI,S1,BAIK SEKALI,2614
30443,KEPERAWATAN,D-III,BAIK SEKALI,3189
30444,APOTEKER,PROFESI,BAIK,278
30445,AKUNTANSI,S1,BAIK SEKALI,
30446,MANAJEMEN,S1,BAIK SEKALI,925
30447,AKUNTANSI,S1,BAIK SEKALI,925
30448,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,2125
30449,PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,BAIK,2696
30450,MATEMATIKA,S1,UNGGUL,2680
30451,BIOLOGI,S1,UNGGUL,2694
30452,FISIKA,S1,BAIK SEKALI,2694
30453,STATISTIKA,S1,UNGGUL,1041
30454,ILMU KELAUTAN,S1,BAIK,2464
30455,SAINS AKTUARIA,S1,UNGGUL,2212
30456,MATEMATIKA,S1,UNGGUL,2212
30457,MATEMATIKA,S1,UNGGUL,1099
30458,FISIKA,S1,BAIK,209
30459,KIMIA,S1,BAIK,1056
30460,KIMIA,S1,UNGGUL,2659
30461,MATEMATIKA,S1,BAIK SEKALI,3461
30462,BIOLOGI,S1,UNGGUL,1164
30463,MATEMATIKA,S1,UNGGUL,1164
30464,FISIKA,S1,UNGGUL,1010
30465,KIMIA,S1,UNGGUL,2251
30466,KEBIDANAN,D-III,BAIK SEKALI,
30467,KEBIDANAN,D-III,BAIK SEKALI,
30468,NERS,PROFESI,BAIK SEKALI,
30469,ILMU BIOMEDIK,S2,UNGGUL,2699
30470,KEDOKTERAN KELUARGA LAYANAN PRIMER,SPESIALIS,BAIK SEKALI,2699
30471,FARMASI,S1,BAIK,
30472,FARMASI,D-III,BAIK,1735
30473,KESEHATAN GIGI,D-III,BAIK,1735
30474,KEPERAWATAN,D-III,BAIK,1735
30475,AKUNTANSI,S1,BAIK,3294
30476,BISNIS DIGITAL,S1,BAIK,215
30477,EKONOMI SYARIAH,S1,BAIK,1734
30478,BISNIS DIGITAL,S1,BAIK,222
30479,EKONOMI SYARIAH,S1,BAIK,782
30480,AKUNTANSI,S2,BAIK,917
30481,BISNIS DIGITAL,S1,BAIK,239
30482,MANAJEMEN,S3,BAIK,3096
30483,BISNIS DIGITAL,S1,BAIK,
30484,MANAJEMEN,S3,BAIK,194
30485,BISNIS DIGITAL,S1,BAIK,
30486,BISNIS DIGITAL,S1,BAIK,54
30487,PERDAGANGAN INTERNASIONAL,S1,BAIK,54
