institution_code,institution_name,akreditasi_institusi,address,regency,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
banpt-1133,SEKOLAH TINGGI ILMU ADMINISTRASI KARYA DHARMA MERAUKE,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1134,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH OKU TIMUR,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1135,SEKOLAH TINGGI ILMU KESEHATAN MITRA HUSADA MEDAN,UNGGUL,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1136,UNIVERSITAS QUALITY BERASTAGI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1138,AKADEMI KOMUNITAS TOYOTA INDONESIA,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1139,SEKOLAH TINGGI ILMU EKONOMI SULAWESI UTARA,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1140,AKADEMI KEBIDANAN WIJAYA KUSUMA MALANG,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1141,UNIVERSITAS INTERNASIONAL JAKARTA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1142,INSTITUT TEKNOLOGI BISNIS DAN KESEHATAN MUHAMMADIYAH TULUNGAGUNG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1146,UNIVERSITAS PRASETIYA MULYA,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1147,SEKOLAH TINGGI ILMU KEPERAWATAN FAMIKA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1148,SEKOLAH TINGGI ILMU KESEHATAN INDAH MEDAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1149,UNIVERSITAS ICHSAN SIDENRENG RAPPANG,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1150,UNIVERSITAS MITRA INDONESIA,BAIK SEKALI,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1151,INSTITUT BISNIS DAN EKONOMI INDONESIA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1153,AKADEMI KEBIDANAN SISMADI,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1154,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER BINA BANGSA KENDARI,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1156,UNIVERSITAS BHAKTI ASIH TANGERANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1157,UNIVERSITAS MERCUBAKTIJAYA,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1158,UNIVERSITAS PGRI KALIMANTAN,B,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1160,POLITEKNIK PRASETIYA MANDIRI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1161,INSTITUT PAHLAWAN 12,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1163,UNIVERSITAS SYEDZA SAINTIKA,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1167,SEKOLAH TINGGI FILSAFAT TEOLOGI WIDYA SASANA,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1168,AMIK TOMAKAKA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1169,SEKOLAH TINGGI ILMU ADMINISTRASI TRINITAS,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1170,SEKOLAH TINGGI ILMU EKONOMI IGI,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1171,UNIVERSITAS 45 SURABAYA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1172,SEKOLAH TINGGI ILMU EKONOMI PUTRA TIMOR,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1177,SEKOLAH TINGGI ILMU EKONOMI PELITA BUANA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1178,SEKOLAH TINGGI ILMU EKONOMI DHARMA AGUNG INDONESIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1179,SEKOLAH TINGGI PENDIDIKAN HOLISTIK BERBASIS KAREKTER,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1180,INSITUT ILMU KESEHATAN NAHDLATUL ULAMA TUBAN,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1181,AKADEMI KEBIDANAN BINA NUSANTARA MANDIRI,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1185,AKADEMI KEBIDANAN GEMA NUSANTARA BEKASI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1186,UNIVERSITAS W R SUPRATMAN,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1192,UNIVERSITAS CENDEKIA MITRA INDONESIA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1194,UNIVERSITAS GRAHA NUSANTARA,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1195,UNIVERSITAS MUHAMMADIYAH CILEUNGSI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1196,STKIP SINAR CENDEKIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1197,POLITEKNIK KRAKATAU,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1198,SEKOLAH TINGGI ILMU HUKUM CENDANA WANGI,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1200,STKIP SIMBIOSIS,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1201,UNIVERSITAS TOMAKAKA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1203,UNIVERSITAS MUHAMMADIYAH MAHAKARYA ACEH,BAIK SEKALI,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1205,SEKOLAH TINGGI ILMU KESEHATAN PEMKAB JOMBANG,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1206,STKIP PESISIR SELATAN,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1207,POLITEKNIK MUARA TEWEH,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1209,AMIK MASTER LAMPUNG,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1210,SEKOLAH TINGGI ILMU KESEHATAN MAYAPADA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1211,SEKOLAH TINGGI BAHASA ASING MALANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1214,UNIVERSITAS PEMBANGUNAN PANCA BUDI,UNGGUL,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1220,STIKES INSAN SE AGUNG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1221,SEKOLAH TINGGI ILMU HUKUM SUMPAH PEMUDA,UNGGUL,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1222,SEKOLAH TINGGI ILMU KESEHATAN SERULINGMAS,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1223,UNIVERSITAS MUHAMMADIYAH PEKAJANGAN PEKALONGAN,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1224,UNIVERSITAS SARJANAWIYATA TAMANSISWA,BAIK SEKALI,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1225,AKADEMI KEBIDANAN MINASA UPA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1226,INSTITUT TEKNOLOGI KELING KUMANG,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1227,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1228,UNIVERSITAS OKMIN PAPUA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1229,STKIP NUSA TIMOR,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1230,UNIVERSITAS SATYAGAMA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1231,SEKOLAH TINGGI TEKNOLOGI IMMANUEL,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1232,POLITEKNIK PIKSI GANESHA INDONESIA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1234,POLITEKNIK DEWANTARA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1235,UNIVERSITAS AL WASHLIYAH DARUSSALAM BANDA ACEH,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1239,SEKOLAH TINGGI ILMU KESEHATAN PELITA ILMU DEPOK,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1240,AKADEMI KEBIDANAN SARI HUSADA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1241,POLITEKNIK LENGGURU,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1242,UNIVERSITAS DOKTOR HUSNI INGRATUBUN PAPUA,B,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1243,UNIVERSITAS BANTEN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1244,AKADEMI KEPERAWATAN HKBP BALIGE,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1245,INSTITUT SAINS DAN BISNIS INTERNASIONAL SINGKAWANG,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1246,SEKOLAH TINGGI ILMU KESEHATAN KAMUS ARUNIKA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1248,AKADEMIK KEBIDANAN ARMINA CENTRE PANYABUNGAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1249,POLITEKNIK KARTINI JAKARTA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1251,AMIK BUMI NUSANTARA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1256,AKADEMI KOMUNITAS BPPMNU BANAT,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1257,POLITEKNIK KESEHATAN BHAKTI MULIA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1259,STIKES SITI HAJAR,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1260,AKADEMI AKUNTANSI BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1261,STKIP TOMAKAKA TIWIKRAMA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1262,STMIK KRISTEN NEUMANN INDONESIA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1265,SEKOLAH TINGGI ILMU KESEHATAN ABDI PERSADA BANJARMASIN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1267,UNIVERSITAS ARY GINANJAR,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1270,POLITEKNIK TRIDAYA VIRTU MOROSI,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1271,UNIVERSITAS NAHDLATUL ULAMA MALUKU UTARA,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1272,INSTITUT TEKNOLOGI AL-MUHAJIRIN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1273,AKADEMI KEPERAWATAN PELNI,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1274,AKADEMI KEBIDANAN MADINA HUSADA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1276,SEKOLAH TINGGI ILMU KESEHATAN MAJAPAHIT,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1277,UNIVERSITAS KATOLIK INDONESIA SANTU PAULUS RUTENG,B,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1278,INSTITUT TEKNOLOGI DAN KESEHATAN TRI TUNAS NASIONAL,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1279,AKADEMI FARMASI TORAJA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1281,INSTITUT MEKONGGA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1283,AKADEMI SEKRETARI TRIGUNA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1284,AMIK TRI DHARMA PALU,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1286,UNIVERSITAS SRAGEN,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1291,STMIK PGRI TANGERANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1292,SEKOLAH TINGGI ILMU EKONOMI SEMARANG,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1294,STMIK GANESHA BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1295,STKIP PELITA NUSANTARA BUTON,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1296,AKADEMI PETERNAKAN BRAHMA PUTRA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1297,UNIVERSITAS NAZHATUT THULLAB AL-MUAFA SAMPANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1302,UNIVERSITAS MUHAMMADIYAH KUDUS,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1303,STIKES ADI HUSADA,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1306,SEKOLAH TINGGI FILSAFAT DRIYARKARA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1307,INSTITUT TEKNOLOGI SAINS DAN KESEHATAN PKU MUHAMMADIYAH SURAKARTA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1308,INSTITUT TEKNOLOGI DEL,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1310,STKIP KRISTEN WAMENA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1311,UNIVERSITAS CAHAYA PRIMA,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1312,UNIVERSITAS SUGENG HARTONO,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1313,UNIVERSITAS DARUNNAJAH,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1314,UNIVERSITAS ISLAM DR. KHEZ MUTTAQIEN,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1315,UNIVERSITAS MUHAMMADIYAH MAUMERE,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1316,INSTITUT TARUMANAGARA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1317,UNIVERSITAS TEKNOLOGI BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1319,SEKOLAH TINGGI ILMU EKONOMI WIDYA MANGGALA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1320,SEKOLAH TINGGI MANAJEMEN ASURANSI TRISAKTI,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1321,INSTITUT INFORMATIKA DAN BISNIS DARMAJAYA,BAIK SEKALI,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1322,SEKOLAH TINGGI ILMU PERTANIAN YASHAFA,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1323,UNIVERSITAS YARSI PRATAMA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1324,AKADEMI KEBIDANAN BUNDA AUNI BOGOR,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1326,AKADEMI KEBIDANAN GLOBAL MEDIKA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1327,AKADEMI KEPERAWATAN SARI HUSADA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1328,AKADEMI PARIWISATA WIDYA DHARMA,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1329,INSTITUT TEKNOLOGI DAN BISNIS TUBAN,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1332,INSTITUT KESEHATAN DAN BISNIS ST. FATIMAH MAMUJU,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1333,INSTITUT TEKNOLOGI PERTANIAN,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1334,POLITEKNIK BHAKTI SEMESTA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1335,POLITEKNIK RUKUN ABDI LUHUR,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1336,UNIVERSITAS AL HIKMAH JEPARA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1337,POLITEKNIK SANDI KARSA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1338,SEKOLAH TINGGI ILMU KESEHATAN RS HUSADA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1339,SEKOLAH TINGGI ILMU EKONOMI PORT NUMBAY JAYAPURA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1342,AKADEMI ANALIS KESEHATAN MALANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1344,UNIVERSITAS DARMA AGUNG,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1345,UNIVERSITAS DR. DJAR WATTIHELUW,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1346,SEKOLAH TINGGI SENI MUSIK BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1347,SEKOLAH TINGGI BAHASA ASING BINA DINAMIKA CIANJUR,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1348,INSTITUT NASIONAL FLORES,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1350,ATRO YAYASAN AMAL BHAKTI MEDAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1352,STKIP PGRI MANADO,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1353,UNIVERSITAS PERTIWI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1354,SEKOLAH TINGGI ILMU KESEHATAN CIANJUR,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1355,AKADEMI KEBIDANAN NUSANTARA JAYA,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1356,INSTITUT TEKNOLOGI DAN BISNIS MESUJI,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1357,POLITEKNIK INSAN TAZAKKA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1358,AKADEMI BAHASA ASING UMI MAKASSAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1359,STIBA INDONESIA LPI,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1360,STMIK MUARA DUA,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1361,AKADEMI KEBIDANAN FARMAKO HUSADA AL-MUCHTARI BOGOR,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1362,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER ITMI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1363,SEKOLAH TINGGI ILMU KESEHATAN MITRA SEJATI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1364,POLITEKNIK GEOLOGI DAN PERTAMBANGAN AGP,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1365,STIKES SAKINAH HUSADA TANJUNG BALAI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1366,AKADEMI MANAJEMEN INFORMATIKA & KOMPUTER JAYA NUSA,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1367,INSTITUT TEKNOLOGI DAN BISNIS CARNEGIE,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1368,STKIP AHLUSSUNNAH,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1369,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER MAKASSAR,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-1370,POLITEKNIK GUNAKARYA INDONESIA BEKASI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
